Dmel,E_value,Score,query cover,identity,Dsim
NM_139775.2,0.0,2311.0,100,95.938,XM_002083803.4
NM_139779.3,0.0,3205.0,100,92.434,XM_002083810.4
NM_139780.3,0.0,1158.0,74,97.222,XM_002083811.4
NM_139781.1,0.0,3574.0,98,91.599,XM_016170944.3
NM_139782.2,0.0,723.0,90,95.955,XM_002083814.3
NM_139783.2,0.0,7487.0,99,96.202,XM_002083816.4
NM_139785.2,0.0,2006.0,99,96.467,XM_016170108.3
NM_139786.3,0.0,7452.0,100,97.982,XM_016170105.3
NM_139788.3,0.0,5024.0,100,98.393,XM_016170946.2
NM_139790.3,0.0,3301.0,95,95.415,XM_016170947.3
NM_139791.3,0.0,6300.0,100,95.933,XM_002083834.4
NM_139795.3,0.0,1602.0,99,94.556,XM_002083847.3
NM_139797.4,0.0,2217.0,100,97.467,XM_016170967.2
NM_139800.3,0.0,1618.0,99,94.976,XM_016184438.3
NM_139801.3,0.0,2386.0,92,95.819,XM_039294317.2
NM_139802.3,0.0,3927.0,99,95.284,XM_016170094.3
NM_139803.3,0.0,2104.0,90,96.053,XM_016170969.3
NM_139805.2,0.0,5683.0,96,96.781,XM_016170091.3
NM_139807.4,0.0,1541.0,99,96.855,XM_002083871.4
NM_139808.2,0.0,3914.0,100,96.385,XM_002083874.4
NM_139809.3,0.0,1181.0,99,92.428,XM_002083875.4
NM_139810.3,0.0,3005.0,100,96.538,XM_002083876.2
NM_139811.2,0.0,1242.0,99,93.878,XM_002083877.4
NM_139813.3,0.0,1496.0,99,95.892,XM_002083884.4
NM_139818.3,0.0,887.0,100,96.296,XM_002076480.3
NM_139819.3,0.0,1616.0,99,96.274,XM_002083892.4
NM_139820.2,0.0,939.0,100,96.497,XM_002083893.4
NM_139823.3,0.0,3081.0,89,96.753,XM_002083896.4
NM_139824.3,3e-172,603.0,99,97.721,XM_016170076.3
NM_139826.3,0.0,682.0,99,95.775,XM_016170990.3
NM_139832.3,0.0,1101.0,55,95.501,XM_002083908.4
NM_139833.2,0.0,2549.0,99,96.385,XM_002083909.4
NM_139835.3,0.0,1074.0,90,95.659,XM_002083912.4
NM_139837.3,0.0,1609.0,99,97.652,XM_002083915.4
NM_139843.3,0.0,1528.0,94,95.684,XM_002083919.4
NM_139844.3,0.0,3277.0,97,95.532,XM_044923135.1
NM_139845.3,0.0,4048.0,99,97.2,XM_016171000.3
NM_139846.3,0.0,4287.0,99,96.812,XM_016170067.3
NM_139848.4,0.0,2272.0,100,95.248,XM_016170066.3
NM_139849.3,0.0,3576.0,90,95.489,XM_002083926.4
NM_139851.2,0.0,2283.0,100,95.588,XM_002083930.4
NM_139852.4,0.0,4822.0,100,96.788,XM_039293002.2
NM_139854.2,0.0,4970.0,100,97.095,XM_002083936.4
NM_139857.3,0.0,4420.0,99,97.458,XM_016170052.3
NM_139861.3,0.0,2163.0,88,96.695,XM_002083947.4
NM_139862.3,0.0,2178.0,99,93.639,XM_002083948.4
NM_139863.4,0.0,2521.0,97,96.525,XM_002083949.4
NM_139865.2,0.0,760.0,88,90.273,XM_016170050.1
NM_139868.3,0.0,3411.0,97,97.089,XM_016184218.2
NM_139869.2,0.0,1140.0,100,93.009,XM_039293341.2
NM_139870.2,0.0,1633.0,100,97.49,XM_002083957.4
NM_139872.2,0.0,2189.0,100,93.814,XM_016171017.3
NM_139874.2,2.77e-175,614.0,93,90.397,XM_002083961.4
NM_139877.1,0.0,1147.0,100,93.308,XM_016170047.2
NM_139879.3,0.0,2555.0,99,94.788,XM_002083968.4
NM_139880.4,0.0,6434.0,93,93.242,XM_016171040.3
NM_139881.2,0.0,5699.0,99,95.985,XM_002083972.4
NM_139882.2,0.0,3428.0,99,92.625,XM_016170044.3
NM_139887.5,0.0,1210.0,98,94.73,XM_002083976.4
NM_139888.3,0.0,1147.0,99,95.933,XM_002083977.4
NM_139889.2,0.0,4495.0,100,97.12,XM_016170043.3
NM_139892.3,0.0,2510.0,100,97.673,XM_002083982.4
NM_139894.3,0.0,5505.0,100,95.171,XM_016170018.3
NM_139898.2,0.0,1275.0,100,96.974,XM_002083986.4
NM_139903.2,0.0,1373.0,89,93.873,XM_002083993.4
NM_139904.2,0.0,2163.0,100,96.695,XM_002083996.4
NM_139905.4,0.0,2185.0,100,96.119,XM_002083997.3
NM_139906.3,0.0,1367.0,99,96.825,XM_002084000.4
NM_139907.3,0.0,3951.0,100,96.72,XM_002084001.4
NM_139908.3,0.0,3493.0,100,95.68,XM_002084003.4
NM_139909.3,0.0,894.0,99,92.012,XM_002084004.4
NM_139910.4,0.0,1938.0,99,93.851,XM_002084005.4
NM_139911.3,0.0,1153.0,87,94.858,XM_016169979.3
NM_139912.5,0.0,3022.0,99,96.851,XM_016169977.3
NM_139914.4,0.0,6072.0,100,96.113,XM_016169976.3
NM_139919.2,0.0,1520.0,99,96.522,XM_002084020.4
NM_139921.4,0.0,5415.0,100,95.723,XM_016171071.3
NM_139922.3,0.0,5710.0,100,95.623,XM_039293884.2
NM_139924.3,0.0,1362.0,97,92.445,XM_002084030.4
NM_139925.3,0.0,3073.0,100,93.47,XM_002084031.4
NM_139926.3,0.0,2898.0,100,96.942,XM_002084032.4
NM_139928.5,0.0,5419.0,99,97.392,XM_002084034.4
NM_139929.4,0.0,2314.0,100,94.496,XM_002084035.4
NM_139931.3,0.0,1969.0,99,95.752,XM_002084037.4
NM_139932.3,0.0,1964.0,100,93.195,XM_016169964.3
NM_139934.4,0.0,2202.0,100,89.712,XM_002084040.4
NM_139935.3,4.73e-168,590.0,72,88.824,XM_039294360.1
NM_139936.3,0.0,898.0,100,95.544,XM_039294361.1
NM_139937.2,0.0,1408.0,97,95.089,XM_002084045.2
NM_139938.2,0.0,2087.0,96,90.927,XM_016169963.3
NM_139942.5,0.0,4338.0,99,97.339,XM_016169962.3
NM_139944.3,0.0,2298.0,100,97.763,XM_016169958.3
NM_139945.3,0.0,3685.0,99,95.951,XM_016171092.3
NM_139946.2,0.0,1515.0,99,91.2,XM_002084057.4
NM_139947.3,0.0,1533.0,95,94.223,XM_044922962.1
NM_139948.4,0.0,1794.0,99,95.942,XM_002084060.2
NM_139949.3,0.0,4859.0,99,97.441,XM_016169954.3
NM_139950.3,0.0,1454.0,98,94.804,XM_002084062.4
NM_139952.3,0.0,1688.0,100,97.024,XM_002084065.4
NM_139953.4,0.0,1729.0,99,96.317,XM_002084066.4
NM_139954.2,0.0,3288.0,100,95.854,XM_016171096.3
NM_139960.2,0.0,1356.0,100,96.145,XM_039293715.2
NM_139963.2,0.0,3031.0,97,96.755,XM_016171104.3
NM_139965.3,0.0,3795.0,99,96.712,XM_016184228.3
NM_139966.3,0.0,1648.0,99,94.322,XM_016184005.3
NM_139967.2,0.0,5799.0,77,96.444,XM_039293490.2
NM_139973.3,0.0,3197.0,100,94.914,XM_002084094.4
NM_139974.4,0.0,3956.0,99,96.421,XM_002084095.4
NM_139975.3,0.0,1158.0,88,95.592,XM_002084096.4
NM_139977.3,0.0,1301.0,99,93.607,XM_002084098.4
NM_139978.4,0.0,1386.0,100,96.973,XM_002084099.4
NM_139980.3,0.0,1471.0,99,94.82,XM_002084102.4
NM_139982.5,0.0,2170.0,99,95.385,XM_002084107.4
NM_139984.3,0.0,1919.0,100,94.712,XM_002084111.4
NM_139985.4,0.0,2647.0,100,97.192,XM_002084113.4
NM_139987.3,0.0,3310.0,98,95.479,XM_016171130.2
NM_139988.5,0.0,2521.0,100,96.129,XM_016169936.3
NM_139990.3,0.0,4115.0,100,96.617,XM_002084121.4
NM_139994.2,0.0,2148.0,92,96.145,XM_016171145.3
NM_139996.3,0.0,1714.0,99,93.305,XM_002084137.4
NM_139998.4,6.2500000000000005e-164,575.0,99,97.612,XM_002084140.4
NM_140000.3,0.0,2207.0,100,95.58,XM_002084141.4
NM_140001.4,0.0,933.0,100,96.303,XM_002084142.3
NM_140003.2,0.0,1803.0,99,97.358,XM_002084145.4
NM_140004.2,0.0,1105.0,99,95.389,XM_016171156.3
NM_140005.3,0.0,1199.0,99,93.867,XM_002084148.3
NM_140010.2,0.0,2218.0,100,95.357,XM_002084162.4
NM_140012.2,0.0,2403.0,99,96.431,XM_002084164.3
NM_140014.4,0.0,4244.0,100,96.672,XM_002084166.4
NM_140015.3,0.0,3884.0,100,98.201,XM_016169908.3
NM_140016.3,0.0,3506.0,99,96.425,XM_002084168.4
NM_140017.1,0.0,2950.0,100,97.782,XM_002084169.4
NM_140018.2,0.0,832.0,60,98.113,XM_016171167.3
NM_140021.2,0.0,1544.0,97,95.916,XM_002084173.4
NM_140022.2,0.0,6176.0,100,94.941,XM_016171169.3
NM_140023.3,0.0,2750.0,100,96.312,XM_002084176.4
NM_140024.2,0.0,1526.0,99,91.547,XM_016169899.3
NM_140025.4,0.0,3216.0,100,96.71,XM_016169897.3
NM_140026.3,0.0,2579.0,99,97.182,XM_002084179.4
NM_140027.2,0.0,1988.0,100,94.635,XM_002084180.4
NM_140029.4,0.0,1978.0,93,96.049,XM_016183080.3
NM_140031.3,0.0,7319.0,97,94.499,XM_016171173.3
NM_140032.3,0.0,1496.0,100,94.13,XM_002084188.4
NM_140036.2,0.0,3925.0,100,96.144,XM_016171176.3
NM_140037.1,0.0,1751.0,94,92.067,XM_002084193.4
NM_140038.1,0.0,1386.0,99,92.402,XM_002084194.3
NM_140041.4,0.0,2863.0,100,95.019,XM_016171188.3
NM_140042.3,0.0,1999.0,99,93.294,XM_002084200.4
NM_140043.5,0.0,3539.0,99,97.181,XM_016169886.3
NM_140045.3,0.0,1480.0,100,96.633,XM_016184889.3
NM_140046.4,0.0,2819.0,100,97.076,XM_016171192.3
NM_140047.2,0.0,1441.0,100,96.759,XM_002084211.4
NM_140049.3,0.0,1570.0,99,94.716,XM_002084219.4
NM_140053.2,0.0,3879.0,99,95.711,XM_016169868.2
NM_140055.4,0.0,1842.0,99,96.601,XM_002084227.3
NM_140056.3,0.0,2736.0,86,95.006,XM_016184732.3
NM_140058.3,0.0,3615.0,100,97.333,XM_016171204.3
NM_140059.3,0.0,1530.0,99,93.391,XM_002084229.4
NM_140061.3,0.0,1875.0,100,96.714,XM_016169863.3
NM_140063.5,0.0,2268.0,100,96.501,XM_016184468.2
NM_140067.2,0.0,14131.0,99,97.093,XM_016171206.3
NM_140068.3,0.0,2043.0,99,97.261,XM_016169861.3
NM_140071.4,0.0,3088.0,99,96.249,XM_002084242.4
NM_140072.3,0.0,2673.0,99,94.422,XM_016169855.3
NM_140076.2,0.0,2097.0,99,94.678,XM_002084253.4
NM_140077.3,0.0,1380.0,98,96.959,XM_002084254.4
NM_140078.1,0.0,1657.0,100,95.809,XM_002084255.4
NM_140080.2,0.0,4747.0,99,95.964,XM_016171222.2
NM_140082.2,0.0,1495.0,100,96.374,XM_002084262.4
NM_140083.3,0.0,1417.0,99,96.087,XM_016183654.3
NM_140084.2,0.0,1515.0,100,97.003,XM_002084263.3
NM_140086.3,0.0,1953.0,85,95.724,XM_016171232.3
NM_140087.2,0.0,1332.0,99,89.227,XM_002084270.4
NM_140089.1,0.0,4588.0,99,95.889,XM_002084272.4
NM_140090.2,0.0,8759.0,99,96.469,XM_016171234.3
NM_140091.4,0.0,3557.0,100,96.613,XM_002084275.4
NM_140093.2,0.0,2015.0,98,95.149,XM_002084277.4
NM_140094.2,0.0,1668.0,99,94.85,XM_002084278.4
NM_140095.4,0.0,5308.0,99,96.569,XM_002084280.4
NM_140097.1,0.0,2686.0,95,94.429,XM_002084283.4
NM_140101.2,0.0,3762.0,84,97.341,XM_016169824.3
NM_140102.2,0.0,843.0,100,91.366,XM_002084290.4
NM_140103.3,0.0,1216.0,100,95.878,XM_002084292.4
NM_140104.3,0.0,1304.0,99,96.135,XM_002084293.4
NM_140120.2,0.0,1341.0,100,95.374,XM_002084315.4
NM_140123.3,0.0,3384.0,99,95.77,XM_002084321.4
NM_140127.2,0.0,1476.0,81,96.325,XM_016171269.3
NM_140129.2,0.0,1633.0,96,94.772,XM_002084329.4
NM_140132.3,0.0,3230.0,99,95.303,XM_002084333.4
NM_140133.2,0.0,1879.0,100,95.493,XM_002084337.4
NM_140136.1,0.0,2483.0,75,92.519,XM_039293373.2
NM_140142.2,0.0,1107.0,100,95.9,XM_002084354.4
NM_140143.3,0.0,1376.0,95,96.856,XM_016183416.3
NM_140144.3,4.85e-155,545.0,100,96.108,XM_002084358.4
NM_140147.3,0.0,1219.0,92,90.87,XM_002084362.4
NM_140151.3,0.0,2202.0,99,92.145,XM_016171284.3
NM_140152.2,0.0,944.0,94,96.975,XM_002084368.4
NM_140156.3,0.0,4446.0,100,96.254,XM_002076489.4
NM_140157.3,0.0,955.0,60,93.978,XM_016174359.3
NM_140159.2,0.0,968.0,99,94.737,XM_002084376.3
NM_140160.3,0.0,2937.0,100,95.872,XM_016169794.3
NM_140161.3,0.0,857.0,99,94.737,XM_039293084.2
NM_140162.2,0.0,715.0,81,94.771,XM_002084379.4
NM_140163.2,0.0,710.0,97,95.506,XM_016183383.3
NM_140165.2,0.0,1162.0,93,96.229,XM_002084390.4
NM_140168.1,0.0,2966.0,99,96.446,XM_016171292.3
NM_140169.4,0.0,2348.0,94,94.874,XM_002084399.4
NM_140170.2,0.0,1053.0,100,96.124,XM_002084400.4
NM_140171.4,0.0,2695.0,91,94.241,XM_002084402.4
NM_140172.2,0.0,965.0,88,95.38,XM_016169786.2
NM_140174.5,0.0,5986.0,99,96.111,XM_044922994.1
NM_140178.4,0.0,2815.0,89,97.288,XM_002084413.4
NM_140181.2,5.989999999999999e-126,449.0,71,89.532,XM_039293968.2
NM_140182.3,0.0,2798.0,99,96.056,XM_039293965.2
NM_140184.4,0.0,5371.0,97,93.979,XM_016171295.3
NM_140185.2,1.33e-97,355.0,56,89.716,XM_002084427.4
NM_140188.4,0.0,2555.0,99,96.389,XM_002084431.4
NM_140189.3,0.0,3443.0,96,94.459,XM_002084432.4
NM_140190.2,0.0,3469.0,99,92.302,XM_016171300.3
NM_140191.3,0.0,5275.0,96,93.244,XM_016169774.3
NM_140192.3,0.0,1140.0,100,97.455,XM_002084436.3
NM_140193.4,0.0,1147.0,99,94.102,XM_002084437.4
NM_140194.2,0.0,4329.0,100,96.359,XM_002084435.4
NM_140195.4,0.0,5707.0,100,94.884,XM_002084438.4
NM_140196.4,0.0,5395.0,100,96.565,XM_016171301.3
NM_140198.3,0.0,3663.0,100,93.737,XM_016169773.2
NM_140203.1,0.0,2662.0,85,94.786,XM_002084447.4
NM_140204.2,0.0,1411.0,94,94.099,XM_002084449.4
NM_140205.2,0.0,1748.0,99,95.204,XM_002084453.4
NM_140206.3,0.0,1122.0,99,92.811,XM_002084454.4
NM_140207.3,0.0,1886.0,98,92.21,XM_016171311.3
NM_140208.2,0.0,2095.0,97,94.44,XM_002084456.4
NM_140209.1,0.0,1720.0,99,94.159,XM_002084457.4
NM_140213.5,0.0,4867.0,49,97.046,XM_002084463.4
NM_140223.2,0.0,769.0,86,95.142,XM_002084478.4
NM_140225.6,0.0,4440.0,87,96.95,XM_016169765.3
NM_140228.2,0.0,1965.0,99,94.272,XM_002084483.4
NM_140229.3,0.0,2073.0,100,96.0,XM_002084484.4
NM_140231.2,0.0,3976.0,98,91.707,XM_039293584.2
NM_140236.4,0.0,4375.0,100,94.989,XM_016171328.3
NM_140237.2,0.0,1478.0,100,94.6,XM_016169755.3
NM_140242.4,0.0,1978.0,79,96.049,XM_016171332.3
NM_140243.4,0.0,1166.0,100,94.828,XM_002084499.4
NM_140244.5,0.0,2590.0,100,94.569,XM_002084501.4
NM_140247.3,0.0,3118.0,99,87.638,XM_039294165.2
NM_140248.2,1.38e-171,601.0,92,93.659,XM_002084507.3
NM_140249.2,0.0,3851.0,97,94.949,XM_016171334.3
NM_140250.1,0.0,4604.0,98,94.975,XM_002084510.4
NM_140251.3,0.0,2579.0,99,95.593,XM_002084511.4
NM_140252.2,0.0,2351.0,100,96.301,XM_016184739.3
NM_140254.3,0.0,1465.0,87,94.759,XM_002084514.4
NM_140257.2,0.0,1319.0,100,98.4,XM_002084516.4
NM_140258.3,0.0,2335.0,86,95.328,XM_002084519.4
NM_140261.2,0.0,1194.0,100,92.2,XM_002076498.4
NM_140263.1,0.0,3109.0,100,97.073,XM_039294171.2
NM_140266.2,0.0,3517.0,100,96.229,XM_016169730.3
NM_140269.3,0.0,1766.0,99,94.658,XM_002084535.4
NM_140270.4,0.0,2355.0,99,94.775,XM_002084536.4
NM_140271.2,0.0,2555.0,99,95.336,XM_016171351.2
NM_140272.2,0.0,1478.0,94,96.035,XM_002084538.4
NM_140273.3,0.0,3808.0,99,93.013,XM_016171352.2
NM_140279.3,0.0,1626.0,92,96.266,XM_002084548.4
NM_140280.3,0.0,6218.0,95,92.287,XM_016169725.3
NM_140284.2,0.0,2680.0,97,94.77,XM_002084555.4
NM_140287.3,0.0,651.0,99,86.517,XM_016171361.3
NM_140288.3,0.0,2010.0,90,93.27,XM_016171362.3
NM_140289.3,0.0,2122.0,99,93.79,XM_016183636.3
NM_140291.1,0.0,2928.0,99,94.474,XM_002084563.4
NM_140292.3,0.0,2669.0,100,96.105,XM_002084567.4
NM_140293.3,0.0,4373.0,99,95.446,XM_002084568.4
NM_140294.4,0.0,789.0,99,97.21,XM_002084569.4
NM_140296.3,0.0,3088.0,99,97.107,XM_002084573.4
NM_140298.3,0.0,2865.0,99,94.881,XM_002084577.4
NM_140299.3,0.0,1725.0,72,94.856,XM_002084578.4
NM_140301.2,0.0,1914.0,99,94.556,XM_002084582.4
NM_140302.2,0.0,1832.0,82,93.598,XM_016169704.3
NM_140309.2,0.0,5210.0,100,96.685,XM_039294373.2
NM_140310.3,0.0,3288.0,100,96.9,XM_016169688.3
NM_140313.3,0.0,689.0,99,95.381,XM_002084600.4
NM_140316.3,0.0,5917.0,100,95.013,XM_002084604.4
NM_140317.3,0.0,3511.0,100,95.941,XM_002084606.4
NM_140322.3,0.0,2612.0,99,97.636,XM_016169675.3
NM_140324.3,0.0,2252.0,99,96.549,XM_002076499.4
NM_140325.3,0.0,2390.0,100,96.324,XM_002084626.4
NM_140329.3,0.0,4575.0,99,96.575,XM_002084630.4
NM_140330.2,0.0,1179.0,90,96.0,XM_002084631.4
NM_140331.3,0.0,3249.0,99,96.092,XM_002084633.4
NM_140332.2,0.0,1546.0,100,96.861,XM_002084636.4
NM_140333.3,0.0,2700.0,97,96.031,XM_002084637.4
NM_140340.2,0.0,6189.0,91,96.623,XM_002084656.4
NM_140341.4,0.0,3489.0,100,93.506,XM_002084658.4
NM_140342.2,0.0,3779.0,99,91.249,XM_002084660.4
NM_140346.2,0.0,1628.0,100,96.27,XM_002084665.3
NM_140347.4,0.0,12661.0,100,93.377,XM_016171402.3
NM_140348.2,0.0,4988.0,100,97.003,XM_002084669.4
NM_140350.5,0.0,2665.0,99,96.488,XM_016171408.3
NM_140352.3,0.0,1290.0,95,92.017,XM_016174487.3
NM_140353.3,0.0,4348.0,100,96.268,XM_002084675.4
NM_140355.2,0.0,2394.0,88,96.547,XM_002084677.4
NM_140357.3,0.0,1349.0,91,86.538,XM_002084682.4
NM_140358.2,0.0,1768.0,99,94.732,XM_002084684.4
NM_140359.2,0.0,1840.0,98,95.415,XM_002084685.4
NM_140360.2,0.0,3609.0,100,95.063,XM_002084687.4
NM_140361.2,0.0,1376.0,87,93.376,XM_016171412.3
NM_140363.3,0.0,2309.0,92,87.512,XM_002084690.4
NM_140364.3,0.0,5463.0,100,96.076,XM_016169648.3
NM_140365.3,0.0,854.0,99,93.255,XM_002084692.4
NM_140366.3,0.0,2015.0,100,96.336,XM_002084694.4
NM_140368.2,0.0,2447.0,99,96.316,XM_002084697.4
NM_140370.3,0.0,6551.0,100,97.175,XM_039293001.1
NM_140372.2,0.0,1188.0,88,96.671,XM_002084703.4
NM_140374.1,0.0,992.0,97,93.353,XM_016169646.3
NM_140375.3,0.0,2069.0,99,93.643,XM_002080711.4
NM_140376.2,0.0,3494.0,98,95.477,XM_016171420.3
NM_140378.3,0.0,946.0,100,94.737,XM_002084723.4
NM_140379.3,5.58e-153,540.0,99,92.01,XM_039293234.2
NM_140380.4,0.0,1459.0,96,96.388,XM_016169645.3
NM_140381.3,0.0,1677.0,100,94.562,XM_002084727.4
NM_140385.4,0.0,3879.0,100,97.451,XM_002084732.4
NM_140386.2,0.0,1674.0,99,94.348,XM_002084735.4
NM_140387.2,0.0,957.0,99,92.922,XM_016169639.3
NM_140388.2,0.0,3862.0,100,94.267,XM_016169638.2
NM_140389.3,0.0,1648.0,88,95.712,XM_039293370.1
NM_140390.4,0.0,1482.0,99,97.254,XM_016171424.2
NM_140391.4,0.0,1507.0,100,94.742,XM_002084741.4
NM_140394.2,0.0,1755.0,99,95.612,XM_002084744.4
NM_140395.2,0.0,1450.0,99,95.4,XM_002084745.4
NM_140400.2,0.0,4324.0,100,97.88,XM_002084749.3
NM_140402.5,0.0,12791.0,95,97.042,XM_016171436.2
NM_140403.2,0.0,2242.0,100,96.731,XM_016169634.3
NM_140405.2,0.0,3738.0,91,94.695,XM_016169633.3
NM_140407.2,0.0,2564.0,100,91.354,XM_002076504.4
NM_140408.3,0.0,3350.0,86,95.478,XM_002084759.4
NM_140412.2,0.0,4610.0,100,94.444,XM_002084764.4
NM_140416.3,3.32e-107,387.0,100,86.835,XM_039293753.2
NM_140419.3,0.0,872.0,95,96.082,XM_002084774.4
NM_140420.2,0.0,699.0,92,85.495,XM_002084775.2
NM_140421.3,0.0,1003.0,99,87.799,XM_002084777.4
NM_140422.3,0.0,1818.0,99,91.002,XM_016169581.3
NM_140423.3,0.0,3343.0,85,96.624,XM_016169580.3
NM_140428.4,0.0,3633.0,80,95.228,XM_002084784.4
NM_140429.5,0.0,2850.0,94,94.468,XM_002084785.4
NM_140431.3,0.0,9443.0,99,96.475,XM_016169577.3
NM_140432.5,0.0,1500.0,80,93.399,XM_016171456.3
NM_140433.2,0.0,974.0,100,93.588,XM_039294340.2
NM_140441.3,0.0,1007.0,99,96.694,XM_002084807.4
NM_140443.2,0.0,638.0,100,89.114,XM_016183568.3
NM_140445.3,0.0,1873.0,99,95.412,XM_002084813.4
NM_140449.4,0.0,893.0,96,92.093,XM_002084817.4
NM_140454.3,0.0,2785.0,100,96.939,XM_002084830.4
NM_140455.2,0.0,1376.0,95,93.831,XM_002084832.3
NM_140456.2,0.0,784.0,98,90.849,XM_002084833.3
NM_140457.2,0.0,843.0,100,94.054,XM_016169552.3
NM_140458.1,0.0,2675.0,50,90.95,XM_044922946.1
NM_140460.2,0.0,904.0,99,94.701,XM_002084838.4
NM_140461.3,6.719999999999999e-138,490.0,90,86.207,XM_002084839.4
NM_140464.2,0.0,2422.0,97,95.176,XM_002084845.4
NM_140465.3,0.0,9485.0,99,95.416,XM_016169542.3
NM_140467.3,0.0,4043.0,100,94.137,XM_002084850.3
NM_140469.3,0.0,1472.0,99,95.459,XM_002084853.4
NM_140473.3,0.0,3267.0,99,91.503,XM_016171500.3
NM_140476.3,0.0,6630.0,98,95.43,XM_016169536.3
NM_140477.2,0.0,6608.0,100,96.899,XM_016169535.3
NM_140479.2,0.0,771.0,100,88.654,XM_002084879.4
NM_140480.3,1.04e-163,575.0,68,94.609,XM_002084880.4
NM_140481.2,0.0,688.0,100,89.464,XM_002084881.4
NM_140483.4,0.0,992.0,87,92.525,XM_002084883.3
NM_140484.3,0.0,926.0,100,91.581,XM_002084884.4
NM_140488.3,0.0,4669.0,100,96.079,XM_016169511.3
NM_140491.2,0.0,3517.0,99,95.91,XM_002084891.4
NM_140493.4,0.0,3140.0,96,95.897,XM_044922942.1
NM_140494.2,0.0,3666.0,96,87.836,XM_002084894.4
NM_140495.2,0.0,5943.0,100,95.154,XM_016169502.3
NM_140497.3,0.0,4368.0,92,94.468,XM_016171508.3
NM_140498.2,0.0,6410.0,98,95.543,XM_002084900.4
NM_140499.3,0.0,3044.0,99,96.233,XM_002084901.4
NM_140500.3,0.0,898.0,100,97.18,XM_002084903.4
NM_140501.3,0.0,2204.0,100,96.277,XM_002084902.4
NM_140502.3,0.0,1223.0,98,96.858,XM_002084904.4
NM_140508.3,0.0,2231.0,99,95.38,XM_002084920.4
NM_140510.3,0.0,2534.0,100,97.258,XM_016171517.3
NM_140511.4,0.0,1471.0,72,97.778,XM_002084922.4
NM_140512.2,0.0,2047.0,100,96.596,XM_002084923.4
NM_140514.3,0.0,671.0,97,91.107,XM_016169493.3
NM_140515.2,0.0,1690.0,100,96.143,XM_002084931.4
NM_140519.4,0.0,3358.0,100,93.447,XM_002084939.4
NM_140522.3,0.0,3280.0,100,95.661,XM_002084942.4
NM_140523.4,0.0,2867.0,100,96.91,XM_016169488.3
NM_140524.4,0.0,3986.0,97,96.077,XM_002084944.4
NM_140525.4,0.0,1930.0,100,96.957,XM_002084945.4
NM_140529.3,0.0,2708.0,100,95.838,XM_002084949.4
NM_140530.3,0.0,2784.0,95,96.34,XM_002084950.4
NM_140532.3,0.0,6403.0,99,94.308,XM_002084952.4
NM_140537.5,4e-142,503.0,80,92.157,XM_002084960.4
NM_140539.1,2.09e-169,593.0,91,95.902,XM_002084962.4
NM_140540.3,5.24e-136,483.0,66,96.259,XM_002084963.3
NM_140542.2,0.0,2582.0,98,94.918,XM_002084966.4
NM_140543.4,0.0,3419.0,99,94.782,XM_002084967.4
NM_140544.2,0.0,2503.0,100,96.471,XM_002084970.4
NM_140546.2,0.0,658.0,100,94.279,XM_002084976.3
NM_140547.5,0.0,1860.0,86,95.862,XM_002084977.4
NM_140549.3,0.0,2063.0,99,94.436,XM_002084981.4
NM_140557.5,0.0,11585.0,100,97.562,XM_039294089.2
NM_140559.1,0.0,2663.0,100,96.648,XM_002084990.3
NM_140560.3,0.0,2015.0,85,95.984,XM_002084991.4
NM_140561.4,0.0,11310.0,99,97.134,XM_016169428.3
NM_140562.2,0.0,2161.0,100,96.012,XM_016174365.3
NM_140563.3,0.0,1655.0,100,96.414,XM_002084996.4
NM_140565.2,0.0,1443.0,84,93.946,XM_002084998.4
NM_140569.2,0.0,6565.0,99,96.574,XM_039293124.2
NM_140571.5,0.0,2394.0,100,95.144,XM_002085011.4
NM_140574.2,0.0,1709.0,99,93.501,XM_002085015.4
NM_140576.4,0.0,4180.0,96,95.838,XM_002085017.4
NM_140578.2,0.0,2329.0,95,95.595,XM_002076513.4
NM_140579.2,0.0,3155.0,97,95.293,XM_016182877.3
NM_140580.2,0.0,4687.0,99,95.889,XM_016171570.3
NM_140581.4,0.0,3415.0,99,96.341,XM_002085020.4
NM_140584.3,0.0,894.0,93,96.992,XM_002085024.4
NM_140586.3,0.0,1086.0,53,93.28,XM_016169419.3
NM_140588.2,0.0,1748.0,71,96.352,XM_016183177.3
NM_140590.4,0.0,2929.0,100,95.166,XM_016171576.3
NM_140591.4,0.0,1013.0,99,94.907,XM_002085037.4
NM_140595.3,0.0,2226.0,100,96.791,XM_039293519.2
NM_140597.3,0.0,835.0,93,94.991,XM_016182869.3
NM_140599.3,0.0,636.0,99,91.915,XM_039293005.1
NM_140600.3,0.0,948.0,100,96.986,XM_002085051.4
NM_140601.3,0.0,1081.0,100,95.569,XM_002085053.3
NM_140602.2,0.0,1022.0,97,93.997,XM_002085054.4
NM_140605.2,0.0,1068.0,100,96.885,XM_016169412.3
NM_140606.4,0.0,1260.0,100,95.903,XM_016169411.3
NM_140607.3,0.0,1941.0,100,96.287,XM_016169410.3
NM_140608.3,0.0,1267.0,100,95.96,XM_002085060.4
NM_140609.3,0.0,776.0,95,95.473,XM_002085061.4
NM_140610.4,0.0,963.0,100,94.872,XM_039293292.2
NM_140611.4,0.0,883.0,80,97.485,XM_039293292.2
NM_140612.2,0.0,917.0,100,97.059,XM_002085065.4
NM_140613.2,0.0,994.0,100,98.077,XM_002085066.4
