Dmel,E_value,Score,query cover,identity,Dsim
NP_001401070.1,7.930000000000001e-72,217.0,72,66.258,XP_002106515.2
NP_001401071.1,1.2e-72,219.0,72,66.871,XP_002106515.2
NP_001401072.1,1.76e-72,219.0,72,66.871,XP_002106515.2
NP_001401073.1,1.76e-71,216.0,72,66.258,XP_002106515.2
NP_001401074.1,1.76e-71,216.0,72,66.258,XP_002106515.2
NP_001401075.1,1.76e-71,216.0,72,66.258,XP_002106515.2
NP_001401076.1,1.76e-72,219.0,72,66.871,XP_002106515.2
NP_001401077.1,1.76e-71,216.0,72,66.258,XP_002106515.2
NP_001401078.1,1.76e-72,219.0,72,66.871,XP_002106515.2
NP_001401079.1,1.76e-71,216.0,72,66.258,XP_002106515.2
NP_001401080.1,1.65e-71,216.0,72,66.258,XP_002106515.2
NP_001401081.1,1.76e-71,216.0,72,66.258,XP_002106515.2
NP_476562.1,0.0,1813.0,100,99.226,XP_039154404.1
NP_476568.2,0.0,604.0,100,97.627,XP_016024196.1
NP_476573.1,0.0,1370.0,100,99.705,XP_002079868.1
NP_476576.1,0.0,1009.0,100,100.0,XP_002103977.1
NP_476580.1,0.0,633.0,100,91.435,XP_002083508.1
NP_476584.2,1.4e-98,278.0,100,95.0,XP_002105454.2
NP_476589.4,0.0,2994.0,100,98.107,XP_016025368.2
NP_476590.1,0.0,1992.0,100,99.692,XP_016027950.1
NP_476591.1,0.0,2404.0,99,97.899,XP_016037800.1
NP_476592.1,0.0,1052.0,100,99.412,XP_016025488.1
NP_476593.2,0.0,1989.0,100,93.733,XP_016037572.1
NP_476594.1,0.0,665.0,100,99.377,XP_002078302.1
NP_476596.1,0.0,780.0,100,99.735,XP_016024931.1
NP_476597.2,0.0,3303.0,100,99.373,XP_002079386.1
NP_476599.1,0.0,2004.0,100,92.626,XP_016025055.1
NP_476600.1,0.0,945.0,100,97.234,XP_002079537.2
NP_476601.1,0.0,1127.0,100,98.175,XP_002079544.1
NP_476608.1,0.0,1005.0,100,96.825,XP_016025489.1
NP_476610.2,0.0,2319.0,100,99.733,XP_016029930.1
NP_476613.1,0.0,1202.0,100,96.088,XP_016033493.1
NP_476614.1,0.0,1229.0,100,98.827,XP_002079552.1
NP_476617.1,0.0,7651.0,100,99.003,XP_016030628.1
NP_476618.1,0.0,3686.0,100,99.273,XP_044779316.1
NP_476622.1,2.07e-78,225.0,100,98.214,XP_002080586.1
NP_476623.1,0.0,518.0,100,98.054,XP_016037527.1
NP_476625.2,0.0,1159.0,100,98.589,XP_002080591.2
NP_476627.3,0.0,1185.0,100,98.614,XP_002080590.2
NP_476628.2,0.0,1186.0,100,99.303,XP_016026498.1
NP_476631.1,2.19e-148,409.0,100,100.0,XP_002083062.1
NP_476633.1,0.0,779.0,100,94.131,XP_016025154.1
NP_476636.1,2.92e-109,306.0,100,100.0,XP_002082431.1
NP_476641.1,0.0,2364.0,93,96.269,XP_002080257.1
NP_476644.1,5.66e-108,311.0,99,68.045,XP_016023677.1
NP_476646.2,1.11e-83,239.0,100,96.899,XP_002078667.1
NP_476650.1,0.0,639.0,100,95.181,XP_002104590.1
NP_476652.1,0.0,1555.0,100,99.072,XP_016035526.1
NP_476655.1,6.9e-10,51.2,73,80.769,XP_002106040.1
NP_476656.1,3.25e-179,490.0,100,99.578,XP_016022970.1
NP_476658.1,0.0,641.0,100,90.864,XP_016034076.1
NP_476661.1,0.0,1623.0,100,99.107,XP_002076092.2
NP_476664.2,0.0,735.0,100,93.632,XP_002082058.1
NP_476669.3,0.0,1564.0,100,97.085,XP_016033495.1
NP_476673.1,3.53e-135,374.0,100,99.457,XP_002078463.1
NP_476677.2,1.0799999999999999e-24,93.6,91,78.981,XP_016037960.2
NP_476683.1,1.67e-127,354.0,100,97.701,XP_002082301.1
NP_476684.1,0.0,820.0,100,98.519,XP_002105967.2
NP_476685.1,0.0,1074.0,100,97.778,XP_039150701.1
NP_476687.1,0.0,1142.0,100,99.453,XP_016029805.1
NP_476689.1,0.0,603.0,100,89.49,XP_016028304.1
NP_476691.1,0.0,545.0,100,99.242,XP_002082407.1
NP_476694.1,0.0,969.0,100,97.325,XP_016037529.1
NP_476699.1,6.4999999999999995e-142,392.0,100,100.0,XP_016035463.1
NP_476701.1,0.0,790.0,100,100.0,XP_002085202.1
NP_476702.1,0.0,2754.0,100,98.603,XP_016024955.1
NP_476704.1,0.0,739.0,94,97.79,XP_002102471.1
NP_476705.1,0.0,4258.0,100,98.232,XP_016037118.1
NP_476708.1,0.0,2357.0,100,99.114,XP_002077633.1
NP_476712.1,0.0,1038.0,100,87.603,XP_016025539.1
NP_476717.4,1.58e-89,267.0,100,70.068,XP_016037961.2
NP_476718.1,3.95e-43,133.0,100,93.243,XP_002076529.1
NP_476719.2,2.01e-34,111.0,100,71.053,XP_016031428.1
NP_476722.1,0.0,3112.0,100,99.602,XP_002082416.2
NP_476725.1,0.0,652.0,100,99.682,XP_016032224.1
NP_476726.2,0.0,2561.0,100,98.948,XP_016039633.1
NP_476730.1,0.0,657.0,100,98.447,XP_016023369.1
NP_476732.1,0.0,806.0,100,99.487,XP_002079550.1
NP_476733.1,0.0,820.0,100,97.122,XP_016026280.1
NP_476734.1,0.0,1574.0,100,88.825,XP_016024593.1
NP_476735.1,8.480000000000001e-110,307.0,100,100.0,XP_002084457.1
NP_476738.3,0.0,3221.0,100,97.876,XP_039153410.1
NP_476740.1,0.0,696.0,100,98.827,XP_002103454.1
NP_476741.1,0.0,2785.0,100,93.584,XP_016034524.1
NP_476749.1,0.0,815.0,100,94.299,XP_002103794.1
NP_476750.1,0.0,556.0,100,100.0,XP_016037676.1
NP_476751.1,0.0,2019.0,100,96.143,XP_016028334.1
NP_476752.1,0.0,615.0,100,94.753,XP_002081215.1
NP_476754.1,0.0,1916.0,100,93.213,XP_016037576.1
NP_476756.2,0.0,1556.0,98,96.097,XP_016037618.1
NP_476759.1,0.0,2961.0,100,99.509,XP_002082501.2
NP_476762.1,0.0,1866.0,100,96.75,XP_016026362.1
NP_476767.2,7.009999999999999e-176,481.0,100,98.723,XP_016024455.1
NP_476768.1,0.0,2573.0,100,97.816,XP_016036900.1
NP_476771.1,8.57e-153,425.0,100,95.312,XP_016027021.1
NP_476772.1,0.0,944.0,100,100.0,XP_002102435.1
NP_476773.1,0.0,4893.0,100,95.229,XP_016028840.1
NP_476775.1,0.0,1108.0,100,100.0,XP_002079844.1
NP_476777.1,0.0,1338.0,100,100.0,XP_002107137.1
NP_476778.1,6.78e-115,321.0,100,100.0,XP_016024506.1
NP_476779.1,0.0,724.0,100,98.295,XP_002078543.1
NP_476785.1,1.14e-76,221.0,100,100.0,XP_039148725.1
NP_476786.2,0.0,1435.0,100,99.032,XP_002105828.1
NP_476787.1,0.0,1415.0,100,99.709,XP_039152454.1
NP_476792.1,0.0,1115.0,100,99.445,XP_016037524.1
NP_476793.1,0.0,680.0,100,94.051,XP_002102407.1
NP_476794.1,7.14e-165,455.0,100,90.476,XP_002102405.1
NP_476797.1,0.0,615.0,100,100.0,XP_016024492.1
NP_476798.1,0.0,1733.0,100,99.764,XP_016032207.1
NP_476800.1,0.0,745.0,100,83.857,XP_002104876.1
NP_476803.1,0.0,692.0,100,97.399,XP_016037526.1
NP_476804.1,0.0,979.0,100,98.947,XP_002077965.1
NP_476806.2,0.0,702.0,100,97.187,XP_016034835.2
NP_476808.1,9.25e-58,173.0,99,91.429,XP_039148830.2
NP_476810.1,0.0,733.0,100,99.716,XP_016026691.1
NP_476812.1,0.0,1420.0,100,98.406,XP_002082004.1
NP_476814.1,0.0,2837.0,100,99.712,XP_016028675.1
NP_476817.1,0.0,2279.0,100,98.394,XP_016025618.1
NP_476818.1,0.0,2131.0,100,97.186,XP_016029781.1
NP_476821.1,0.0,2333.0,100,97.817,XP_016024930.1
NP_476823.1,4.900000000000001e-103,289.0,100,97.857,"XP_016029777.2, XP_039149016.1"
NP_476824.1,1.44e-149,412.0,100,98.01,XP_039152882.1
NP_476827.2,9.070000000000001e-103,289.0,100,97.857,XP_002083181.2
NP_476828.1,1.13e-102,288.0,100,97.163,XP_016029776.1
NP_476829.1,1.46e-101,286.0,100,97.857,"XP_016022646.2, XP_002076490.1"
NP_476831.1,0.0,2667.0,100,99.309,XP_016030631.1
NP_476833.1,0.0,1321.0,99,95.481,XP_002085187.1
NP_476834.1,0.0,908.0,100,98.891,XP_039152058.1
NP_476838.1,0.0,624.0,100,98.726,XP_016028087.1
NP_476840.2,0.0,2834.0,100,98.389,XP_016022917.1
NP_476845.2,0.0,2679.0,100,98.58,XP_016028287.2
NP_476848.1,0.0,545.0,100,100.0,XP_002103398.2
NP_476853.1,4.05e-120,335.0,100,99.408,XP_016027279.1
NP_476855.1,0.0,2049.0,100,99.092,XP_002083881.1
NP_476856.1,5.3e-77,222.0,100,88.095,XP_002103433.1
NP_476859.2,0.0,5487.0,100,99.186,XP_039153989.1
NP_476860.2,0.0,981.0,100,98.545,XP_016037778.1
NP_476863.1,0.0,1454.0,100,98.857,XP_002081838.1
NP_476865.1,0.0,1844.0,100,99.007,XP_016025126.1
NP_476866.1,0.0,607.0,100,97.635,XP_016038038.1
NP_476867.1,0.0,1487.0,100,99.58,XP_016037108.1
NP_476868.1,0.0,1236.0,100,99.496,XP_002079510.1
NP_476871.2,0.0,3014.0,100,98.114,XP_039152515.1
NP_476873.2,0.0,688.0,100,99.412,XP_002102572.1
NP_476875.1,0.0,1703.0,100,96.679,XP_002079053.1
NP_476879.1,0.0,3028.0,100,98.634,XP_016036130.1
NP_476882.1,0.0,1114.0,100,97.924,XP_002078052.1
NP_476886.1,4.31e-134,371.0,100,98.37,XP_002104273.1
NP_476889.1,4.14e-49,149.0,100,93.902,XP_002084900.1
NP_476890.1,0.0,874.0,100,95.619,XP_016039914.1
NP_476896.1,0.0,1725.0,100,90.649,XP_002079814.1
NP_476900.1,0.0,1774.0,100,98.964,XP_016036720.1
NP_476901.1,0.0,653.0,100,96.615,XP_044779484.1
NP_476902.1,3.9e-162,446.0,100,96.07,XP_016026459.1
NP_476904.1,0.0,1471.0,100,98.058,XP_039148435.1
NP_476905.1,0.0,537.0,100,99.615,XP_002082300.1
NP_476907.2,0.0,1048.0,100,99.023,XP_016037782.1
NP_476908.1,0.0,1014.0,100,99.796,XP_016034965.1
NP_476917.1,0.0,1060.0,100,99.255,XP_002079456.1
NP_476923.1,0.0,890.0,100,99.08,XP_002076238.1
NP_476927.1,0.0,1055.0,100,96.929,XP_002080703.1
NP_476929.1,0.0,619.0,99,99.344,XP_016035525.1
NP_476934.2,0.0,2164.0,100,99.049,XP_016029794.1
NP_476935.1,0.0,659.0,100,79.054,XP_039151556.1
NP_476939.1,9.55e-168,460.0,100,99.107,XP_002078585.1
NP_476940.1,3.1700000000000003e-164,451.0,100,94.273,XP_002077833.1
NP_476941.2,7.05e-10,51.6,70,80.769,XP_002106040.1
NP_476944.1,1.69e-36,115.0,100,98.246,XP_016037958.1
NP_476946.1,0.0,1871.0,100,98.798,XP_002079901.2
NP_476947.1,1.02e-51,154.0,100,100.0,XP_002078757.1
NP_476948.1,1.78e-176,484.0,100,96.327,XP_002080798.1
NP_476952.1,0.0,877.0,100,97.964,XP_002080781.1
NP_476953.1,0.0,1354.0,100,99.692,XP_016034890.1
NP_476955.1,1.3199999999999999e-135,375.0,100,100.0,XP_016033009.1
NP_476957.1,0.0,1447.0,100,98.864,XP_002080965.2
NP_476962.1,0.0,1422.0,100,99.562,XP_002078898.1
NP_476969.1,2.4599999999999997e-89,253.0,100,100.0,XP_002081650.1
NP_476971.1,0.0,1036.0,100,99.202,XP_016036553.1
NP_476972.2,0.0,1116.0,100,99.629,XP_002078488.2
NP_476974.1,0.0,669.0,100,98.142,XP_002082808.1
NP_476975.1,0.0,650.0,100,98.788,XP_016027050.1
NP_476979.1,0.0,924.0,100,97.826,XP_016033741.1
NP_476980.1,0.0,988.0,100,100.0,XP_002083909.1
NP_476982.1,0.0,810.0,100,98.734,XP_002078800.1
NP_476985.1,3.59e-35,112.0,100,100.0,XP_002081248.2
NP_476986.1,0.0,10910.0,100,98.329,XP_016024055.1
NP_476995.1,0.0,731.0,100,97.027,XP_016036555.1
NP_476998.1,1.49e-156,430.0,100,99.048,XP_002077742.1
NP_476999.1,0.0,1278.0,100,97.749,XP_016026590.1
NP_477004.5,0.0,1497.0,100,99.445,XP_044779327.1
NP_477006.1,0.0,782.0,100,98.201,XP_002083282.1
NP_477009.1,0.0,2639.0,100,98.68,XP_016028300.1
NP_477011.1,0.0,1066.0,100,99.609,XP_016025191.1
NP_477012.1,0.0,1924.0,100,98.091,XP_016023446.1
NP_477014.1,0.0,767.0,100,97.692,XP_002080021.1
NP_477022.1,0.0,1335.0,100,96.536,XP_002080567.2
NP_477023.1,0.0,1776.0,99,96.102,XP_016027763.1
NP_477024.1,0.0,1724.0,100,98.254,XP_039147247.1
NP_477025.1,0.0,1835.0,100,99.549,XP_016030374.1
NP_477026.1,0.0,1205.0,100,97.231,XP_002102973.1
NP_477027.1,0.0,1698.0,100,99.384,XP_002078920.1
NP_477030.1,0.0,1189.0,100,95.674,XP_016037498.1
NP_477034.1,4.57e-109,305.0,100,100.0,XP_002082908.1
NP_477037.2,0.0,816.0,100,94.404,XP_016028043.1
NP_477039.1,0.0,911.0,100,97.987,XP_016027349.1
NP_477041.1,0.0,1070.0,100,99.234,XP_016024401.1
NP_477043.1,3.8600000000000005e-133,374.0,100,94.239,XP_002082426.1
NP_477049.2,0.0,2043.0,98,96.099,XP_016029057.1
NP_477050.1,2.27e-71,210.0,98,76.552,XP_016025028.1
NP_477051.1,1.43e-72,213.0,99,77.241,XP_016025028.1
NP_477052.2,0.0,802.0,100,98.223,XP_002076223.1
NP_477053.2,0.0,790.0,100,96.947,XP_016026429.1
NP_477059.2,8.58e-64,186.0,100,98.913,XP_002105958.1
NP_477060.1,5.86e-175,479.0,100,100.0,XP_039148632.1
NP_477066.2,8.52e-162,444.0,100,98.592,XP_016029878.1
NP_477075.2,0.0,1369.0,100,97.357,XP_039153526.1
NP_477080.1,0.0,607.0,100,99.66,XP_002081645.1
NP_477088.2,0.0,1405.0,100,99.852,XP_016036847.1
NP_477089.3,0.0,2851.0,100,99.707,XP_016033952.1
NP_477090.1,3.54e-162,445.0,100,100.0,XP_002080319.1
NP_477092.1,0.0,2405.0,100,97.252,XP_016026264.1
NP_477094.1,0.0,1716.0,99,89.723,XP_002104174.2
NP_477099.1,0.0,863.0,100,93.803,XP_002104117.1
NP_477101.1,0.0,620.0,100,100.0,XP_002080335.1
NP_477114.1,0.0,1039.0,100,99.404,XP_002102241.1
NP_477115.1,2.1499999999999998e-82,237.0,100,98.519,XP_002078536.1
NP_477118.1,0.0,1427.0,100,99.003,XP_039152526.1
NP_477119.1,0.0,2110.0,100,97.412,XP_039151609.1
NP_477121.1,0.0,1833.0,100,99.549,XP_002104288.2
NP_477127.1,0.0,1008.0,100,98.193,XP_002081679.1
NP_477131.1,0.0,1952.0,100,99.153,XP_039152680.1
NP_477132.1,0.0,929.0,100,97.609,XP_002079391.1
NP_477133.1,0.0,1975.0,100,99.684,XP_002082811.1
NP_477134.1,0.0,523.0,100,97.993,XP_039153050.1
NP_477135.2,1.4500000000000002e-103,292.0,89,95.804,XP_002083967.1
NP_477136.1,2.31e-73,212.0,100,96.364,XP_002078607.1
NP_477138.1,0.0,1174.0,100,99.654,XP_016034116.1
NP_477145.1,0.0,1475.0,100,96.721,XP_002079812.2
NP_477146.1,0.0,961.0,100,97.32,XP_002080732.1
NP_477150.1,0.0,933.0,100,97.639,XP_016027009.1
NP_477151.1,3.35e-79,228.0,100,91.667,XP_002081813.1
NP_477152.1,0.0,4859.0,100,98.055,XP_039150494.1
NP_477153.1,0.0,3752.0,99,95.741,XP_039150896.1
NP_477156.1,0.0,610.0,100,99.324,XP_016022949.1
NP_477157.1,0.0,1214.0,100,98.35,XP_016036813.1
NP_477158.1,0.0,1407.0,100,99.411,XP_016023741.1
NP_477159.1,0.0,1130.0,100,97.064,XP_016036574.1
NP_477162.1,0.0,696.0,100,100.0,XP_002076986.1
NP_477164.1,1.7599999999999998e-74,214.0,100,100.0,XP_016025196.1
NP_477166.2,0.0,3006.0,100,98.656,XP_002079851.2
NP_477167.1,0.0,638.0,100,98.706,XP_002078427.1
NP_477168.1,0.0,670.0,100,99.071,XP_016023832.1
NP_477173.1,0.0,571.0,100,96.528,XP_002083034.1
NP_477176.1,6.57e-78,223.0,100,100.0,XP_016025197.1
NP_477184.1,0.0,1180.0,100,91.803,XP_016027949.1
NP_477188.1,0.0,1108.0,100,97.778,XP_002080051.1
NP_477196.1,0.0,657.0,100,99.369,XP_016027994.1
NP_477200.1,6.75e-134,371.0,100,94.086,XP_002079918.1
NP_477201.1,0.0,1168.0,100,97.956,XP_002102412.2
NP_477204.1,0.0,691.0,100,94.068,XP_016029273.1
NP_477206.1,0.0,1604.0,100,97.854,XP_016028749.1
NP_477207.1,4.6400000000000005e-167,458.0,100,96.889,XP_002076281.2
NP_477209.2,0.0,942.0,100,97.629,XP_002082603.1
NP_477210.1,0.0,1377.0,100,99.697,XP_016028579.1
NP_477211.1,0.0,550.0,100,99.621,XP_002081711.1
NP_477213.1,0.0,1577.0,100,98.568,XP_002077675.2
NP_477214.1,0.0,819.0,100,96.594,XP_002078434.1
NP_477216.1,1.42e-156,431.0,100,99.539,XP_016027264.1
NP_477217.1,2.32e-108,303.0,100,100.0,XP_016035085.1
NP_477219.1,0.0,985.0,100,99.37,XP_044779706.1
NP_477221.1,0.0,626.0,100,99.673,XP_002077936.2
NP_477222.1,0.0,543.0,100,99.259,XP_016034570.1
NP_477223.2,0.0,721.0,100,99.424,XP_016024479.2
NP_477225.1,0.0,761.0,100,98.63,XP_016029348.1
NP_477226.2,0.0,852.0,100,100.0,XP_002082638.1
NP_477229.3,4.25e-174,476.0,100,99.134,XP_016023433.1
NP_477232.1,0.0,1258.0,100,99.505,XP_002079452.1
NP_477240.1,0.0,703.0,100,98.551,XP_016022967.1
NP_477242.1,0.0,2064.0,100,98.047,XP_039147419.1
NP_477249.3,0.0,891.0,99,87.475,XP_016037573.1
NP_477255.1,0.0,1510.0,100,99.171,XP_016027311.1
NP_477257.2,0.0,903.0,100,99.545,XP_002079639.1
NP_477258.1,0.0,887.0,100,96.811,XP_002079638.2
NP_477262.1,0.0,1019.0,100,98.783,XP_002081803.1
NP_477264.1,0.0,1697.0,100,98.921,XP_016034061.1
NP_477265.1,0.0,682.0,100,98.792,XP_002077686.1
NP_477268.2,0.0,2335.0,100,99.645,XP_002078450.1
NP_477271.1,0.0,1635.0,100,99.235,XP_016036177.1
NP_477272.1,9.28e-49,149.0,100,79.048,XP_039149126.1
NP_477273.1,9.28e-49,149.0,100,79.048,XP_039149126.1
NP_477274.1,3.5199999999999995e-46,142.0,99,70.0,XP_002077508.2
NP_477279.1,6.1e-73,211.0,100,95.413,XP_002083830.1
NP_477280.1,7.52e-65,190.0,100,90.196,XP_002083835.1
NP_477281.1,0.0,1097.0,100,98.701,XP_016029343.1
NP_477282.2,3.7099999999999995e-74,214.0,100,98.095,XP_002083836.1
NP_477283.1,0.0,933.0,100,98.455,XP_016027509.1
NP_477286.2,0.0,2065.0,100,98.703,XP_016037690.1
NP_477291.1,0.0,1657.0,100,98.675,XP_016033941.1
NP_477294.2,0.0,1005.0,100,98.98,XP_002077657.2
NP_477295.1,2.16e-82,235.0,100,99.145,XP_002078037.1
NP_477297.1,0.0,1593.0,100,98.708,XP_002083843.1
NP_477300.1,0.0,1005.0,100,99.393,XP_002079876.1
NP_477301.1,0.0,1600.0,99,99.227,XP_016024358.1
NP_477302.1,3.1e-177,485.0,100,97.107,XP_002081981.1
NP_477303.1,0.0,1879.0,100,97.835,XP_039148675.1
NP_477304.1,0.0,1754.0,100,99.29,XP_002083845.2
NP_477310.2,0.0,2446.0,100,98.825,XP_002080794.1
NP_477314.1,2.6600000000000003e-31,101.0,100,100.0,XP_002082918.1
NP_477315.1,0.0,645.0,100,92.793,XP_016026398.1
NP_477318.1,0.0,1363.0,100,99.541,XP_002105072.1
NP_477319.1,0.0,506.0,99,96.484,XP_002080819.2
NP_477320.1,0.0,894.0,100,95.643,XP_016029525.1
NP_477321.2,0.0,1347.0,98,95.506,XP_002106063.3
NP_477324.1,0.0,1021.0,100,99.612,XP_002105352.1
NP_477328.2,2.86e-120,342.0,100,87.891,XP_016024598.1
NP_477329.1,0.0,1415.0,100,99.143,XP_002077635.1
NP_477330.1,0.0,716.0,100,98.039,XP_002077660.1
NP_477331.1,0.0,816.0,100,98.477,XP_002103578.1
NP_477332.1,0.0,1075.0,100,98.081,XP_016037786.1
NP_477334.2,0.0,1281.0,100,98.882,XP_016037791.1
NP_477336.1,0.0,691.0,100,100.0,XP_002079036.1
NP_477338.3,0.0,998.0,99,86.802,XP_016037924.1
NP_477339.1,0.0,728.0,100,99.427,XP_002079926.1
NP_477340.1,0.0,947.0,100,99.56,XP_039148019.1
NP_477342.1,0.0,1742.0,100,99.196,XP_002083284.2
NP_477344.1,1.8699999999999998e-134,374.0,100,97.884,XP_016027953.1
NP_477347.1,0.0,1011.0,100,99.61,XP_002078830.1
NP_477348.1,0.0,723.0,100,98.611,XP_002102425.1
NP_477351.1,0.0,1652.0,100,96.493,XP_002079287.1
NP_477354.1,0.0,1003.0,100,99.184,XP_002077622.1
NP_477356.1,2.4299999999999998e-81,232.0,100,100.0,XP_016034173.1
NP_477360.2,1.33e-139,386.0,100,97.917,XP_002105378.1
NP_477361.1,0.0,765.0,100,99.726,XP_016024926.1
NP_477365.1,0.0,1135.0,100,97.674,XP_039153112.1
NP_477367.1,0.0,650.0,100,96.262,XP_002077964.1
NP_477368.1,0.0,1837.0,100,98.88,XP_016030624.1
NP_477371.1,0.0,1840.0,100,99.335,XP_002104471.1
NP_477372.1,0.0,700.0,100,99.704,XP_002076091.1
NP_477373.1,0.0,934.0,100,100.0,XP_002078809.1
NP_477374.1,0.0,1072.0,100,100.0,XP_002082598.1
NP_477376.1,0.0,796.0,100,98.98,XP_016029308.1
NP_477378.1,0.0,964.0,100,99.147,XP_002082863.1
NP_477380.1,0.0,875.0,100,99.284,XP_016027013.1
NP_477382.1,0.0,2836.0,100,94.932,XP_002080256.1
NP_477384.1,0.0,657.0,100,97.531,XP_002082557.1
NP_477385.1,0.0,904.0,100,100.0,XP_002085194.1
NP_477392.1,0.0,655.0,100,96.657,XP_002083195.1
NP_477395.1,0.0,2573.0,100,99.676,XP_016029877.1
NP_477397.1,0.0,1494.0,100,99.164,XP_016035870.1
NP_477401.2,0.0,4138.0,100,98.946,XP_016035109.1
NP_477402.1,6.85e-138,381.0,100,100.0,XP_002082919.1
NP_477403.1,1.88e-112,314.0,100,100.0,XP_016029917.1
NP_477404.1,0.0,1018.0,100,98.4,XP_002082609.1
NP_477405.1,0.0,1160.0,100,98.761,XP_016026284.1
NP_477407.1,1.67e-158,436.0,100,94.064,XP_002082313.1
NP_477408.1,7.11e-65,189.0,100,100.0,XP_016023012.1
NP_477411.1,4e-65,189.0,100,100.0,XP_016023866.1
NP_477412.1,0.0,1033.0,100,99.609,XP_002078443.1
NP_477413.1,0.0,1389.0,100,94.437,XP_002081989.1
NP_477414.1,5.39e-111,311.0,100,98.052,XP_016028282.1
NP_477415.1,0.0,2278.0,100,99.091,XP_016035984.1
NP_477416.1,0.0,1015.0,100,100.0,XP_016023411.1
NP_477418.1,2.65e-103,290.0,100,98.63,XP_002077934.1
NP_477419.1,0.0,572.0,100,99.636,XP_002079394.1
NP_477420.1,0.0,1037.0,100,96.673,XP_002082239.1
NP_477425.1,0.0,730.0,100,86.902,XP_016023026.1
NP_477431.1,0.0,892.0,100,99.765,XP_002079146.1
NP_477432.3,0.0,757.0,100,96.032,XP_016027261.1
NP_477435.1,0.0,1563.0,100,97.903,XP_002081860.1
NP_477436.1,0.0,2695.0,100,97.664,XP_016026399.1
NP_477439.2,0.0,1404.0,100,98.553,XP_016026116.1
NP_477440.1,0.0,561.0,100,98.175,XP_039147167.1
NP_477441.1,0.0,590.0,100,98.616,XP_002078964.1
NP_477442.1,0.0,689.0,100,100.0,XP_016034401.1
NP_477444.1,0.0,823.0,100,97.573,XP_002080525.1
NP_477445.1,4.870000000000001e-125,348.0,100,99.422,XP_002103197.1
NP_477446.1,1.15e-143,397.0,100,97.98,XP_016025417.1
NP_477448.1,0.0,1376.0,100,98.842,XP_002079037.1
NP_477449.1,0.0,575.0,100,100.0,XP_002079035.1
NP_477452.3,0.0,1484.0,100,99.302,XP_039153828.1
NP_477453.1,0.0,815.0,100,98.329,XP_002102926.1
NP_477454.1,0.0,1089.0,100,98.507,XP_002079734.1
NP_477462.1,0.0,636.0,100,98.377,XP_016034395.1
NP_477463.1,2.22e-119,333.0,100,97.006,XP_002077935.1
NP_477464.1,0.0,987.0,100,100.0,XP_016033565.1
NP_477465.1,0.0,522.0,99,73.889,XP_016024671.1
NP_477466.1,0.0,1264.0,94,96.231,XP_016023720.1
NP_477468.1,0.0,530.0,100,99.228,XP_002081557.2
NP_477469.1,0.0,616.0,100,99.669,XP_002082909.1
NP_477473.1,0.0,890.0,100,100.0,XP_016026346.1
NP_477476.1,1.97e-173,476.0,100,95.868,XP_002104173.2
NP_477478.4,0.0,764.0,100,99.459,XP_016024480.2
NP_477479.1,0.0,774.0,100,96.954,XP_002079191.1
NP_477480.1,8.619999999999999e-152,424.0,97,95.131,XP_016036788.1
NP_477481.1,0.0,1135.0,100,97.691,XP_002076680.1
NP_477482.2,1.4399999999999998e-170,472.0,100,89.085,XP_002106036.3
NP_477483.1,0.0,1193.0,100,98.799,XP_039147604.1
NP_477485.1,0.0,1912.0,100,99.782,XP_044779710.1
NP_477487.1,0.0,2201.0,100,97.702,XP_016023321.1
NP_477491.1,8.81e-91,283.0,37,98.266,XP_016037801.1
NP_477492.1,0.0,592.0,100,98.282,XP_002105896.1
NP_477493.2,0.0,1373.0,100,96.695,XP_016037922.1
NP_477494.2,0.0,1693.0,100,81.303,XP_016037921.1
NP_477495.1,0.0,567.0,100,98.897,XP_039154594.1
NP_477497.1,0.0,10509.0,100,98.834,XP_039147181.1
NP_477498.1,0.0,818.0,100,96.368,XP_002102416.1
NP_477499.1,0.0,1643.0,100,98.385,XP_016022760.1
NP_477500.1,0.0,862.0,100,99.279,XP_016024185.1
NP_477501.1,0.0,1088.0,100,99.62,XP_002079625.1
NP_477502.1,0.0,736.0,100,99.718,XP_002083914.1
NP_477504.1,0.0,1649.0,100,91.216,XP_039154528.1
NP_477505.1,0.0,804.0,100,100.0,XP_016029334.1
NP_477507.1,0.0,1506.0,100,99.448,XP_016027985.1
NP_477509.1,0.0,899.0,100,99.312,XP_002105175.2
NP_511044.1,0.0,722.0,100,98.584,XP_002076872.1
NP_511045.1,1.0900000000000001e-156,431.0,100,98.611,XP_002076873.2
NP_511047.2,0.0,1207.0,100,71.288,XP_039153917.1
NP_511048.2,0.0,1665.0,100,98.54,XP_016038149.1
NP_511050.1,0.0,852.0,99,95.937,XP_016038216.1
NP_511051.1,0.0,1397.0,100,95.284,XP_016038236.1
NP_511053.2,0.0,556.0,100,83.862,XP_002106263.2
NP_511055.1,0.0,927.0,100,98.234,XP_016038261.1
NP_511058.1,0.0,680.0,100,96.62,XP_039154049.1
NP_511060.2,0.0,986.0,100,92.518,XP_016038297.1
NP_511061.1,0.0,629.0,100,99.01,XP_039153757.1
NP_511062.1,0.0,814.0,100,99.492,XP_002106308.2
NP_511064.2,0.0,1502.0,100,98.917,XP_039153491.1
NP_511065.1,0.0,1680.0,100,99.143,XP_002106319.1
NP_511067.3,4.73e-153,422.0,100,95.775,XP_016038394.1
NP_511068.2,0.0,1425.0,100,97.872,XP_016038399.1
