Dsim,E_value,Score,query cover,identity,Dmel
XP_016024311.1,2.09e-47,149.0,99,65.468,NP_001188756.1
XP_016024312.1,0.0,890.0,100,94.369,NP_001285779.1
XP_016024314.1,0.0,1141.0,100,99.46,NP_001260291.1
XP_016024316.1,0.0,3120.0,100,99.143,NP_995666.1
XP_016024324.1,0.0,2425.0,100,97.913,NP_723463.1
XP_016024326.1,0.0,800.0,100,95.54,NP_609297.2
XP_016024328.1,0.0,878.0,100,96.154,NP_609298.1
XP_016024331.1,0.0,1025.0,100,97.222,NP_001260292.1
XP_016024332.1,0.0,1114.0,100,94.504,NP_001188759.1
XP_016024333.1,0.0,1222.0,100,97.855,NP_609302.1
XP_016024334.1,0.0,941.0,100,92.54,NP_001162922.1
XP_016024336.1,4.22e-45,140.0,100,61.983,NP_723477.1
XP_016024337.1,0.0,8864.0,100,97.669,NP_995670.2
XP_016024338.2,8.54e-114,320.0,98,99.405,NP_995671.2
XP_016024339.1,0.0,734.0,100,100.0,NP_995672.1
XP_016024341.1,1.99e-83,238.0,100,95.122,NP_001260294.1
XP_016024353.1,0.0,1790.0,100,98.87,NP_652011.3
XP_016024357.1,1.22e-156,431.0,100,99.522,NP_609306.2
XP_016024358.1,0.0,1600.0,99,99.227,NP_477301.1
XP_016024360.2,0.0,1103.0,100,95.332,NP_609308.3
XP_016024371.1,0.0,886.0,100,97.95,NP_001285784.1
XP_016024372.1,0.0,530.0,100,98.502,NP_001260303.1
XP_016024373.1,0.0,1006.0,100,97.059,NP_001162925.1
XP_016024378.1,0.0,568.0,100,98.577,NP_001260304.1
XP_016024379.1,0.0,546.0,100,94.286,NP_001260305.1
XP_016024383.1,1.23e-71,209.0,64,97.087,NP_723502.2
XP_016024384.1,0.0,552.0,100,100.0,NP_609327.3
XP_016024385.1,9.179999999999999e-104,291.0,100,97.183,NP_723505.2
XP_016024386.1,0.0,1420.0,100,99.274,NP_001285786.1
XP_016024387.1,0.0,1101.0,100,99.62,NP_001285789.1
XP_016024390.1,0.0,1441.0,100,97.743,NP_523529.1
XP_016024391.1,5.5e-160,440.0,100,99.541,NP_001260312.1
XP_016024392.2,0.0,1394.0,100,98.571,NP_001260313.1
XP_016024393.2,2.39e-105,296.0,99,94.118,NP_001188766.1
XP_016024394.1,0.0,2682.0,99,89.634,NP_609335.3
XP_016024395.1,0.0,1220.0,100,97.678,NP_001188767.1
XP_016024399.1,0.0,688.0,100,99.701,NP_609339.1
XP_016024400.1,0.0,805.0,100,94.103,NP_001285793.1
XP_016024401.1,0.0,1070.0,100,99.234,NP_477041.1
XP_016024403.1,0.0,761.0,100,97.382,NP_609341.1
XP_016024406.2,6.660000000000001e-47,150.0,52,88.793,NP_001260315.1
XP_016024413.1,0.0,718.0,99,79.587,NP_609350.2
XP_016024415.1,0.0,4424.0,100,96.142,NP_001334732.1
XP_016024417.1,0.0,986.0,99,98.137,NP_723527.1
XP_016024418.1,1.5899999999999999e-142,394.0,100,96.954,NP_609351.1
XP_016024420.1,0.0,503.0,100,99.206,NP_001285794.1
XP_016024423.1,0.0,1404.0,100,97.118,NP_001334733.1
XP_016024425.1,0.0,2639.0,100,98.679,NP_609357.2
XP_016024431.1,0.0,895.0,100,99.304,NP_723532.1
XP_016024433.1,0.0,499.0,100,99.585,NP_001285799.1
XP_016024440.1,0.0,1424.0,100,96.384,NP_723538.3
XP_016024441.1,0.0,1904.0,100,96.186,NP_001260316.1
XP_016024445.1,0.0,785.0,100,100.0,NP_001162930.1
XP_016024448.1,0.0,1026.0,100,95.914,NP_001162933.1
XP_016024450.1,3.5e-140,388.0,100,100.0,NP_001260318.1
XP_016024452.1,1.91e-78,225.0,100,96.61,NP_609363.1
XP_016024453.1,2.0599999999999997e-180,495.0,90,97.143,NP_609366.2
XP_016024454.1,0.0,835.0,100,97.794,NP_723549.1
XP_016024455.1,6.88e-176,481.0,100,98.723,NP_476767.2
XP_016024463.1,0.0,625.0,99,90.801,NP_001033893.2
XP_016024465.1,6.4e-129,357.0,100,98.276,NP_609370.2
XP_016024469.1,0.0,1318.0,100,98.748,NP_723554.1
XP_016024470.2,0.0,1037.0,100,95.811,NP_723559.2
XP_016024471.1,0.0,749.0,100,97.29,NP_001285801.1
XP_016024472.1,0.0,767.0,100,94.089,NP_609374.1
XP_016024473.1,0.0,967.0,100,99.153,NP_001260320.1
XP_016024477.1,0.0,801.0,100,95.99,NP_723564.1
XP_016024479.2,0.0,721.0,100,99.424,NP_477223.2
XP_016024480.2,0.0,764.0,100,99.459,NP_477478.4
XP_016024481.1,0.0,847.0,100,97.619,NP_001097140.1
XP_016024483.1,0.0,561.0,100,99.627,NP_001188775.1
XP_016024484.1,0.0,2968.0,100,99.161,NP_995679.1
XP_016024486.1,0.0,928.0,100,97.817,NP_001260335.1
XP_016024487.1,0.0,786.0,100,98.182,NP_609392.1
XP_016024491.1,0.0,936.0,100,96.211,NP_609393.1
XP_016024492.1,0.0,615.0,100,100.0,NP_476797.1
XP_016024500.1,0.0,1871.0,100,95.229,NP_001260343.1
XP_016024503.1,0.0,1292.0,99,97.222,NP_001260346.1
XP_016024504.1,0.0,522.0,100,100.0,NP_001260347.1
XP_016024506.1,6.68e-115,321.0,100,100.0,NP_476778.1
XP_016024507.1,0.0,2133.0,100,98.569,NP_609398.2
XP_016024508.1,0.0,1074.0,100,90.411,NP_001260348.1
XP_016024510.1,6.31e-156,429.0,100,100.0,NP_723587.1
XP_016024511.1,0.0,654.0,100,100.0,NP_001260349.1
XP_016024512.1,0.0,564.0,100,93.493,NP_609405.2
XP_016024513.1,0.0,1774.0,100,97.045,NP_609406.2
XP_016024516.1,0.0,2193.0,100,96.204,NP_609408.1
XP_016024517.1,0.0,1526.0,100,98.516,NP_723593.1
XP_016024521.2,0.0,1045.0,89,92.687,NP_609411.1
XP_016024523.1,0.0,1259.0,100,92.988,NP_609412.1
XP_016024524.1,0.0,1586.0,100,98.84,NP_609413.1
XP_016024526.1,0.0,2072.0,100,97.923,NP_723596.1
XP_016024528.1,0.0,1289.0,100,98.722,NP_001162940.3
XP_016024529.1,0.0,879.0,99,97.897,NP_001260356.1
XP_016024531.1,0.0,824.0,100,93.128,NP_609419.1
XP_016024533.1,0.0,1541.0,100,99.595,NP_001188786.1
XP_016024535.1,1.47e-120,337.0,100,90.323,NP_723601.1
XP_016024536.1,1.59e-44,136.0,100,92.958,NP_001097142.1
XP_016024537.1,4.15e-73,213.0,100,89.062,NP_001097143.1
XP_016024538.1,0.0,899.0,100,95.633,NP_001260357.1
XP_016024540.1,0.0,1352.0,92,78.868,NP_001285806.1
XP_016024542.1,4.5e-13,55.1,100,77.778,NP_001285808.1
XP_016024543.1,0.0,546.0,75,90.517,NP_001260358.1
XP_016024547.1,0.0,719.0,100,98.575,NP_001188790.1
XP_016024549.1,0.0,602.0,100,96.656,NP_609443.1
XP_016024550.1,0.0,585.0,100,100.0,NP_723611.1
XP_016024551.1,0.0,1151.0,100,93.307,NP_609448.1
XP_016024553.1,3.62e-90,256.0,100,100.0,NP_001285813.1
XP_016024554.1,0.0,1025.0,100,93.139,NP_609451.1
XP_016024555.1,7.55e-170,466.0,100,97.845,NP_001260362.1
XP_016024556.1,9.96e-67,194.0,100,100.0,NP_001137813.1
XP_016024560.1,0.0,749.0,100,95.408,NP_609458.1
XP_016024562.1,0.0,725.0,100,95.568,NP_001033897.1
XP_016024566.1,0.0,568.0,100,100.0,NP_001033899.1
XP_016024567.1,0.0,1026.0,100,97.633,NP_001260366.1
XP_016024569.1,9.17e-95,268.0,100,96.324,NP_001245963.1
XP_016024570.1,0.0,984.0,99,93.156,NP_609468.4
XP_016024571.1,0.0,841.0,100,98.293,NP_001162945.3
XP_016024577.1,0.0,1350.0,100,96.779,NP_001285820.1
XP_016024579.1,1.94e-70,204.0,100,100.0,NP_001036354.1
XP_016024582.1,0.0,1373.0,100,98.968,NP_001260368.1
XP_016024593.1,0.0,1591.0,100,88.825,NP_476734.1
XP_016024595.1,0.0,2717.0,100,95.754,NP_001285827.1
XP_016024596.1,8.279999999999999e-126,350.0,100,99.425,NP_609479.1
XP_016024598.1,6.720000000000001e-125,354.0,100,94.141,NP_477328.2
XP_016024600.1,0.0,928.0,100,92.308,NP_001097146.1
XP_016024601.1,2.15e-86,246.0,100,97.541,NP_523542.1
XP_016024605.1,0.0,1457.0,100,98.014,NP_001285831.1
XP_016024606.1,0.0,2761.0,100,98.08,NP_723654.1
XP_016024607.1,0.0,1814.0,100,98.456,NP_609487.2
XP_016024610.1,0.0,1655.0,100,97.362,NP_001245976.1
XP_016024612.1,0.0,1304.0,100,97.956,NP_609489.1
XP_016024613.1,0.0,2823.0,99,95.603,NP_609493.1
XP_016024615.1,0.0,2463.0,100,98.992,NP_001097148.1
XP_016024618.1,3.9e-139,386.0,100,89.423,NP_723660.1
XP_016024627.1,0.0,1724.0,100,99.763,NP_001260375.1
XP_016024641.1,7.75e-57,176.0,99,46.629,NP_001027150.1
XP_016024647.1,0.0,3157.0,98,82.107,NP_001027247.1
XP_016024651.1,0.0,2561.0,100,98.425,NP_001245983.1
XP_016024655.1,0.0,3897.0,100,98.385,NP_723672.1
XP_016024658.1,0.0,1192.0,99,89.412,NP_001027253.1
XP_016024659.1,1.75e-67,204.0,100,73.333,NP_001245989.1
XP_016024660.1,0.0,1244.0,100,96.188,NP_995687.1
XP_016024661.1,0.0,1030.0,100,93.832,NP_001097149.2
XP_016024662.1,1.69e-31,102.0,100,90.909,NP_001245990.1
XP_016024670.1,0.0,1845.0,100,99.776,NP_523551.1
XP_016024671.1,0.0,522.0,99,73.889,NP_477465.1
XP_016024672.1,0.0,527.0,90,91.667,NP_609510.2
XP_016024675.1,0.0,695.0,100,93.46,NP_001285846.1
XP_016024676.1,2.4e-77,223.0,100,87.5,NP_001245992.1
XP_016024678.1,8.76e-20,71.6,100,94.286,NP_001285847.1
XP_016024679.1,0.0,1674.0,100,98.771,NP_001260388.1
XP_016024680.1,6.12e-56,166.0,99,85.714,NP_001162953.1
XP_016024681.1,8.73e-50,150.0,100,89.157,NP_001162954.1
XP_016024682.1,5.340000000000001e-59,174.0,100,84.946,NP_001162955.1
XP_016024684.1,1.22e-153,424.0,100,93.722,NP_001260389.1
XP_016024686.2,1.26e-105,304.0,100,63.281,NP_001162956.1
XP_016024702.1,0.0,845.0,100,99.507,NP_001260394.1
XP_016024713.1,3.91e-35,112.0,100,80.597,NP_001285849.1
XP_016024714.1,4.55e-33,107.0,89,86.441,NP_001285850.1
XP_016024715.1,6.59e-29,97.8,98,80.0,NP_001162959.1
XP_016024716.1,1.1e-43,135.0,79,94.937,NP_001285851.1
XP_016024717.1,1.76e-49,149.0,100,97.297,NP_652566.1
XP_016024721.1,5.51e-26,87.8,100,100.0,NP_001188792.1
XP_016024722.1,0.0,703.0,96,94.837,NP_523555.1
XP_016024724.1,7.2e-81,231.0,100,92.373,NP_001285855.1
XP_016024725.1,0.0,1452.0,100,92.963,NP_609528.3
XP_016024726.1,0.0,1881.0,100,97.113,NP_723700.1
XP_016024727.1,0.0,941.0,100,98.268,NP_609533.1
XP_016024728.1,0.0,3985.0,100,98.31,NP_609535.1
XP_016024729.1,0.0,1202.0,100,98.132,NP_723712.1
XP_016024730.2,0.0,1061.0,91,95.455,NP_609538.2
XP_016024731.1,4.83e-47,142.0,100,100.0,NP_609539.1
XP_016024733.1,0.0,959.0,100,95.4,NP_001285864.1
XP_016024737.1,0.0,644.0,100,98.113,NP_001033900.2
XP_016024740.1,3.02e-157,432.0,100,100.0,NP_001285869.1
XP_016024741.1,0.0,2138.0,100,94.282,NP_609552.1
XP_016024742.2,0.0,1800.0,100,98.171,NP_723730.2
XP_016024743.1,4.7399999999999994e-67,200.0,100,68.421,NP_723731.1
XP_016024744.1,0.0,1205.0,100,86.809,NP_723732.2
XP_016024749.1,0.0,1104.0,93,94.149,NP_723736.2
XP_016024750.1,3.86e-19,71.6,53,97.368,NP_001260409.1
XP_016024751.1,0.0,759.0,100,92.791,NP_609560.2
XP_016024760.1,0.0,840.0,100,96.288,NP_723747.1
XP_016024765.1,4.15e-130,362.0,100,99.487,NP_001246005.1
XP_016024767.1,0.0,1512.0,100,97.852,NP_001260417.1
XP_016024768.1,0.0,1651.0,100,98.403,NP_609570.1
XP_016024771.1,0.0,2506.0,93,95.458,NP_001036357.2
XP_016024780.2,0.0,1897.0,93,97.208,NP_001097153.1
XP_016024781.1,5.1700000000000004e-110,313.0,97,72.685,NP_001246008.1
XP_016024784.1,0.0,1777.0,100,97.204,NP_001285878.1
XP_016024785.1,0.0,1075.0,100,99.625,NP_609579.1
XP_016024786.3,3.3900000000000003e-169,465.0,87,98.684,NP_609581.3
XP_016024789.1,0.0,1490.0,100,92.429,NP_001260422.1
XP_016024790.1,0.0,1813.0,100,86.941,NP_723771.4
XP_016024795.1,0.0,3166.0,100,99.419,NP_995702.1
XP_016024807.1,0.0,1812.0,100,99.545,NP_523559.3
XP_016024809.1,0.0,2229.0,100,95.613,NP_620474.2
XP_016024818.1,0.0,2217.0,100,95.191,NP_652601.3
XP_016024820.1,0.0,1519.0,100,97.577,NP_609595.1
XP_016024821.1,0.0,1271.0,100,100.0,NP_523560.2
XP_016024823.1,0.0,5066.0,100,98.665,NP_001260427.1
XP_016024825.1,0.0,2428.0,100,95.987,NP_609597.1
XP_016024832.1,0.0,4429.0,100,97.703,NP_609599.1
XP_016024834.1,0.0,1341.0,100,99.084,NP_001260430.1
XP_016024836.1,0.0,2557.0,100,97.534,NP_001137821.1
XP_016024843.1,0.0,2514.0,100,97.375,NP_001246018.1
XP_016024845.1,0.0,1662.0,100,99.001,NP_609611.1
XP_016024847.2,0.0,3145.0,100,92.807,NP_609612.2
XP_016024850.1,0.0,1298.0,100,99.522,NP_609616.1
XP_016024853.1,0.0,819.0,100,99.746,NP_723789.2
XP_016024856.1,0.0,1231.0,99,91.172,NP_001260435.1
XP_016024857.1,0.0,780.0,100,97.449,NP_609617.1
XP_016024858.1,0.0,892.0,100,96.044,NP_609619.1
XP_016024859.1,2.09e-131,365.0,100,97.826,NP_001260438.1
XP_016024860.1,2.82e-135,376.0,100,95.146,NP_609624.1
XP_016024862.1,0.0,1151.0,100,95.504,NP_723797.3
XP_016024864.1,2.05e-141,392.0,100,90.566,NP_723803.2
XP_016024869.1,0.0,2583.0,100,98.892,NP_609634.1
XP_016024871.1,2.67e-14,59.7,84,92.593,NP_001097158.1
XP_016024877.1,5.78e-78,223.0,100,98.165,NP_001137822.1
XP_016024878.1,0.0,888.0,100,95.699,NP_609646.1
XP_016024883.1,0.0,588.0,100,99.298,NP_609647.1
XP_016024884.1,0.0,3909.0,100,98.321,NP_609648.1
XP_016024885.1,0.0,1285.0,100,97.289,NP_609651.1
XP_016024886.1,0.0,1566.0,100,95.894,NP_609652.3
XP_016024890.1,0.0,1974.0,100,99.085,NP_001188798.2
XP_016024893.1,2.21e-50,151.0,100,97.368,NP_001260444.1
XP_016024895.1,0.0,1037.0,100,94.803,NP_723818.1
XP_016024896.1,2.3e-98,278.0,99,92.361,NP_001188797.1
XP_016024898.1,0.0,2254.0,100,98.561,NP_001260445.1
XP_016024902.1,1.0900000000000001e-130,362.0,100,98.876,NP_001027255.2
XP_016024904.1,3.48e-116,326.0,100,86.517,NP_001027258.1
XP_016024905.2,7.22e-130,361.0,100,91.534,NP_001027260.3
XP_016024906.1,1.7599999999999998e-74,214.0,100,98.131,NP_609660.1
XP_016024910.1,0.0,951.0,100,95.851,NP_609664.1
XP_016024911.1,0.0,565.0,100,99.647,NP_001285903.1
XP_016024917.1,0.0,1380.0,100,98.074,NP_723828.1
XP_016024921.1,0.0,632.0,97,94.41,NP_001285905.1
XP_016024922.1,0.0,1291.0,100,99.206,NP_001285907.1
XP_016024924.1,5.76e-45,137.0,97,89.041,NP_001246024.1
XP_016024925.1,0.0,647.0,100,99.351,NP_001285908.1
XP_016024926.1,0.0,765.0,100,99.726,NP_477361.1
XP_016024927.1,0.0,3115.0,100,93.801,NP_001036360.1
XP_016024928.1,0.0,3440.0,100,99.637,NP_609675.2
XP_016024929.1,9.570000000000001e-110,308.0,100,90.0,NP_609678.1
XP_016024930.1,0.0,2333.0,100,97.817,NP_476821.1
XP_016024931.1,0.0,780.0,100,99.735,NP_476596.1
XP_016024933.1,0.0,714.0,100,95.014,NP_001027262.1
XP_016024937.1,0.0,500.0,100,95.385,NP_001285912.1
XP_016024938.1,0.0,591.0,100,96.633,NP_001285913.1
XP_016024939.1,0.0,1277.0,100,99.35,NP_723852.1
XP_016024942.1,0.0,1741.0,100,99.052,NP_001285917.1
XP_016024944.1,0.0,647.0,100,99.464,NP_609688.3
XP_016024946.2,3.46e-103,293.0,100,87.766,NP_001188801.2
XP_016024947.1,0.0,499.0,100,97.818,NP_609689.3
XP_016024948.1,0.0,520.0,100,99.278,NP_609690.1
XP_016024949.1,0.0,1134.0,100,96.637,NP_609691.6
XP_016024951.1,0.0,815.0,100,95.759,NP_788046.1
XP_016024954.1,0.0,1108.0,100,84.627,NP_001285921.1
XP_016024955.1,0.0,2754.0,100,98.603,NP_476702.1
XP_016024957.1,3.87e-58,176.0,94,65.672,NP_001188804.1
XP_016024959.1,0.0,1021.0,100,93.262,NP_001188805.1
XP_016024969.2,1.53e-23,103.0,41,77.143,NP_001246028.1
XP_016024974.1,0.0,6948.0,100,98.638,NP_723870.1
XP_016024975.1,1.16e-71,210.0,94,86.466,NP_001137823.1
XP_016024976.1,0.0,3064.0,100,95.019,NP_609705.1
XP_016024979.1,0.0,865.0,100,84.615,NP_609706.2
XP_016024980.1,0.0,795.0,100,94.146,NP_609709.1
XP_016024981.1,7.740000000000001e-117,326.0,100,98.742,NP_001285930.1
XP_016024982.1,0.0,1485.0,100,98.474,NP_609711.1
XP_016024986.1,0.0,1846.0,100,97.056,NP_001246031.1
XP_016024988.1,0.0,1073.0,100,98.915,NP_523566.4
XP_016024990.1,6.61e-89,253.0,100,96.825,NP_652574.3
XP_016024998.1,0.0,3180.0,100,98.787,NP_001162975.1
XP_016024999.1,0.0,512.0,100,98.828,NP_001027269.1
XP_016025002.1,4.09e-35,132.0,83,30.836,NP_610396.2
XP_016025004.1,0.0,2987.0,100,89.932,NP_609717.5
XP_016025007.1,4.72e-63,186.0,98,84.112,NP_001188812.1
XP_016025010.1,0.0,771.0,100,96.615,NP_609721.1
XP_016025011.1,0.0,564.0,100,91.837,NP_609722.2
XP_016025012.2,2.53e-124,363.0,66,60.87,NP_995714.2
XP_016025013.1,0.0,668.0,100,93.123,NP_995714.2
XP_016025014.1,1.7799999999999998e-104,297.0,100,80.729,NP_995716.2
XP_016025017.1,0.0,866.0,100,74.53,NP_995717.2
XP_016025019.1,2.72e-111,316.0,100,81.905,NP_001188813.2
XP_016025021.1,0.0,1304.0,100,99.061,NP_723885.1
XP_016025027.1,1.28e-139,386.0,100,97.449,NP_001246032.2
XP_016025028.1,3.1000000000000005e-79,229.0,99,77.241,NP_477051.1
XP_016025029.1,0.0,2199.0,98,99.625,NP_001400995.1
XP_016025030.1,0.0,2976.0,100,83.83,NP_609731.1
XP_016025032.1,0.0,975.0,100,99.789,NP_001036362.1
XP_016025035.1,0.0,1537.0,100,87.1,NP_995718.2
XP_016025039.1,0.0,4524.0,100,99.815,NP_001285950.1
XP_016025041.1,0.0,836.0,72,80.529,NP_001260458.1
XP_016025046.1,0.0,943.0,100,98.571,NP_723898.1
XP_016025055.1,0.0,2006.0,100,92.716,NP_476599.1
XP_016025056.1,1.4e-136,386.0,99,65.233,NP_001247122.1
XP_016025058.1,0.0,2682.0,100,98.88,NP_001285953.1
XP_016025059.1,1.42e-50,152.0,100,91.358,NP_001162982.1
XP_016025060.1,1.5299999999999999e-34,110.0,100,94.737,NP_001246035.1
XP_016025062.1,0.0,958.0,100,97.904,NP_609741.3
XP_016025064.1,4.16e-113,317.0,100,95.062,NP_609744.2
XP_016025069.1,0.0,1608.0,100,90.787,NP_723903.3
XP_016025073.1,0.0,1924.0,100,98.718,NP_723909.2
XP_016025075.1,1.75e-92,262.0,100,96.241,NP_723911.2
XP_016025077.3,9.329999999999999e-46,139.0,94,97.059,NP_001285954.1
XP_016025078.1,0.0,983.0,99,97.51,NP_001285955.1
XP_016025080.1,5.53e-122,340.0,100,95.48,NP_001285956.1
XP_016025082.1,4.83e-101,285.0,93,97.826,NP_001246036.1
XP_016025086.1,0.0,827.0,100,98.044,NP_723916.1
XP_016025088.1,0.0,2663.0,100,99.843,NP_001188817.2
XP_016025089.1,8.139999999999999e-38,118.0,100,96.61,"NP_001260470.1, NP_001260468.1"
XP_016025090.1,9.09e-91,258.0,100,91.791,"NP_001260471.1, NP_001260469.1"
XP_016025092.2,0.0,1382.0,99,96.586,NP_001246037.1
XP_016025095.1,0.0,710.0,100,99.707,NP_001246038.1
XP_016025096.1,1.5599999999999999e-52,157.0,100,93.59,NP_001260474.1
XP_016025097.1,0.0,2563.0,85,76.016,NP_723933.1
XP_016025098.1,1.28e-159,441.0,98,89.167,NP_001285965.1
XP_016025099.2,2.14e-108,316.0,99,63.455,NP_609768.1
XP_016025101.1,0.0,1208.0,100,99.316,NP_001260476.1
XP_016025102.1,4.5900000000000006e-37,118.0,100,84.706,NP_001285967.1
XP_016025103.1,3.62e-33,124.0,97,29.836,NP_609374.1
XP_016025105.1,0.0,857.0,99,96.253,NP_723939.1
XP_016025106.1,0.0,847.0,100,95.082,NP_001285968.1
XP_016025107.1,0.0,671.0,100,98.471,NP_001162987.1
XP_016025108.1,1.05e-19,88.6,76,28.195,NP_609840.1
XP_016025109.1,0.0,944.0,99,72.27,NP_723941.2
XP_016025111.1,0.0,1087.0,100,97.048,NP_001285970.1
XP_016025121.1,5.4000000000000005e-73,213.0,100,96.063,NP_001097165.1
XP_016025123.3,5.950000000000001e-32,103.0,100,100.0,NP_001260479.1
XP_016025125.1,1.76e-38,120.0,100,100.0,NP_723947.1
XP_016025126.1,0.0,1844.0,100,99.007,NP_476865.1
XP_016025127.1,4.9000000000000005e-27,90.5,100,100.0,NP_001285974.1
XP_016025129.1,0.0,912.0,100,98.633,NP_001285975.1
XP_016025136.2,0.0,5507.0,100,97.299,NP_723952.2
XP_016025140.1,0.0,931.0,100,91.147,NP_723954.1
XP_016025144.2,0.0,1376.0,100,73.932,NP_001188821.1
XP_016025154.1,0.0,779.0,100,94.131,NP_476633.1
XP_016025158.1,0.0,1030.0,100,88.967,NP_609788.1
XP_016025159.1,8.93e-167,457.0,100,100.0,NP_609789.1
XP_016025162.1,0.0,1033.0,100,99.6,NP_995721.1
XP_016025164.1,0.0,3694.0,100,80.659,NP_723962.2
XP_016025165.1,0.0,602.0,60,88.252,NP_001137827.1
XP_016025168.2,0.0,3316.0,99,96.05,NP_523583.2
XP_016025169.1,8.49e-90,255.0,100,97.619,NP_609791.1
XP_016025170.1,0.0,606.0,100,97.643,NP_001285980.1
XP_016025172.1,0.0,925.0,100,98.904,NP_609794.1
XP_016025176.1,0.0,2187.0,100,99.537,NP_723971.1
XP_016025182.1,0.0,4113.0,100,97.589,NP_001137829.1
XP_016025187.1,0.0,2341.0,100,99.468,NP_001137830.2
XP_016025191.1,0.0,1066.0,100,99.609,NP_477011.1
XP_016025192.2,3.4599999999999996e-134,376.0,88,87.264,NP_995722.1
XP_016025193.1,2.0799999999999998e-82,239.0,99,78.846,NP_001014488.1
XP_016025195.1,3e-34,109.0,100,100.0,NP_001188822.1
XP_016025196.1,1.73e-74,214.0,100,100.0,NP_477164.1
XP_016025197.1,6.47e-78,223.0,100,100.0,NP_477176.1
XP_016025202.1,4.3299999999999996e-52,185.0,98,27.435,NP_524062.1
XP_016025204.1,0.0,2810.0,100,96.879,NP_723996.1
XP_016025205.1,0.0,923.0,100,98.455,NP_001285987.1
XP_016025208.1,0.0,3989.0,100,99.898,NP_001162991.1
XP_016025241.1,0.0,861.0,99,96.364,NP_609810.1
XP_016025242.1,0.0,1098.0,100,97.79,NP_724013.1
XP_016025243.1,0.0,937.0,100,95.137,NP_609812.1
XP_016025244.1,0.0,1260.0,97,94.118,NP_609811.1
XP_016025245.1,0.0,1171.0,100,99.646,NP_724017.1
XP_016025249.1,0.0,1241.0,100,91.73,NP_609815.1
XP_016025251.1,0.0,686.0,100,98.525,NP_001260523.1
XP_016025252.1,0.0,686.0,100,99.696,NP_609820.1
XP_016025262.1,3.6700000000000004e-161,446.0,100,83.268,NP_001162994.1
XP_016025265.1,0.0,1257.0,100,98.532,NP_001246053.1
XP_016025268.1,0.0,825.0,100,99.01,NP_788071.3
XP_016025270.1,2.15e-60,178.0,100,89.362,NP_001286005.1
XP_016025271.1,9.39e-71,209.0,100,94.702,NP_001286006.1
XP_016025273.1,0.0,1268.0,100,85.34,NP_724035.2
XP_016025276.1,8.760000000000001e-79,227.0,100,90.323,NP_001097170.1
XP_016025278.1,0.0,778.0,100,97.911,NP_724042.1
XP_016025279.1,5.09e-56,184.0,31,92.857,NP_001097171.2
XP_016025280.1,2.89e-24,85.5,100,88.889,NP_001286011.1
XP_016025284.1,1.5699999999999999e-89,259.0,99,68.868,NP_724045.1
XP_016025286.1,0.0,2303.0,100,98.326,NP_609834.2
XP_016025309.1,0.0,828.0,100,98.267,NP_609837.1
XP_016025311.1,0.0,1990.0,100,97.881,NP_001162998.1
XP_016025315.1,0.0,2002.0,100,96.634,NP_724054.1
XP_016025321.1,1.06e-153,437.0,100,65.0,NP_609841.2
XP_016025325.1,1.49e-90,256.0,100,100.0,NP_001246062.1
XP_016025327.1,0.0,1819.0,100,97.309,NP_001246066.1
XP_016025330.1,0.0,1964.0,100,93.468,NP_609849.2
XP_016025331.1,1.72e-168,462.0,100,100.0,NP_523592.1
XP_016025333.1,2.59e-86,247.0,100,86.029,NP_001246068.1
XP_016025339.1,1.51e-110,312.0,100,82.888,NP_001188834.1
XP_016025340.1,1.2399999999999999e-23,81.6,100,97.436,NP_001286020.1
XP_016025343.1,0.0,8555.0,100,97.805,NP_001036369.3
XP_016025347.1,0.0,946.0,100,98.381,NP_609856.4
XP_016025351.1,8.26e-36,114.0,100,95.833,NP_652582.1
XP_016025352.1,1.9900000000000003e-31,101.0,100,97.959,NP_001188835.1
XP_016025354.2,2.82e-87,249.0,100,94.697,NP_609859.2
XP_016025356.3,1.93e-52,166.0,99,57.692,NP_001163003.1
XP_016025357.1,0.0,1486.0,100,96.83,NP_001286024.1
XP_016025359.2,0.0,905.0,100,89.409,NP_724088.2
XP_016025360.1,3e-46,141.0,100,87.013,NP_001286026.1
XP_016025366.1,0.0,1290.0,100,99.84,NP_724091.1
XP_016025367.1,0.0,691.0,100,89.474,NP_724093.2
XP_016025368.2,0.0,2994.0,100,98.107,NP_476589.4
XP_016025370.1,6.1799999999999995e-180,494.0,100,88.889,NP_609868.1
XP_016025373.1,0.0,2164.0,100,98.408,NP_724101.4
XP_016025374.1,0.0,1436.0,100,100.0,NP_001286034.1
XP_016025377.1,3.19e-36,114.0,100,94.915,NP_001286035.1
XP_016025380.1,0.0,1177.0,100,98.96,NP_001097174.1
XP_016025384.1,0.0,927.0,100,83.246,NP_001286040.1
XP_016025385.1,0.0,573.0,100,94.863,NP_001097175.2
XP_016025386.1,3.98e-81,232.0,100,100.0,NP_001286042.1
XP_016025397.1,0.0,1397.0,94,96.338,NP_001163006.1
XP_016025400.1,0.0,497.0,100,98.755,NP_001260538.1
XP_016025401.1,0.0,4901.0,100,98.782,NP_609881.3
XP_016025403.1,0.0,1082.0,100,98.302,NP_609882.1
XP_016025407.1,0.0,2979.0,100,98.286,NP_001286044.1
XP_016025415.1,0.0,1690.0,100,98.441,NP_001286047.1
XP_016025417.1,1.13e-143,397.0,100,97.98,NP_477446.1
XP_016025420.1,0.0,1935.0,100,99.787,NP_001286048.1
