"Disease.primaryIdentifier","Disease.name","Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.genes.homologues.homologue.primaryIdentifier","Disease.genes.homologues.homologue.symbol"
"OMIM:612631","ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO","203","AK1","WBGene00009543",""
"OMIM:612631","ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO","203","AK1","ZDB-GENE-040822-37",""
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","MGI:103295","Pon1"
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","RGD:620062","Pon1"
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","WBGene00003170",""
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","WBGene00010775",""
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","WBGene00017089",""
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","WBGene00044697",""
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","WBGene00077701",""
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","ZDB-GENE-030131-7116",""
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","ZDB-GENE-040912-6",""
"OMIM:612633","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5","5444","PON1","ZDB-GENE-071004-70",""
"OMIM:612634","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6","6648","SOD2","FBgn0010213",""
"OMIM:612634","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6","6648","SOD2","MGI:98352","Sod2"
"OMIM:612634","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6","6648","SOD2","RGD:3732","Sod2"
"OMIM:612634","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6","6648","SOD2","S000001050",""
"OMIM:612634","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6","6648","SOD2","WBGene00004931",""
"OMIM:612634","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6","6648","SOD2","WBGene00004932",""
"OMIM:612634","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6","6648","SOD2","ZDB-GENE-030131-7742",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","MGI:109191","Hfe"
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","RGD:2793","Hfe"
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-030916-1",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-040426-2149",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-050417-464",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-060825-152",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-070424-4",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-070705-176",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-130206-11",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-130206-5",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-130206-9",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-130814-1",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-1",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-11",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-13",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-3",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-4",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-5",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-6",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-7",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-140820-8",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-161101-1",""
"OMIM:612635","MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7","3077","HFE","ZDB-GENE-990415-145",""
"OMIM:612643","DEAFNESS, AUTOSOMAL DOMINANT 3B","10804","GJB6","MGI:107588","Gjb6"
"OMIM:612643","DEAFNESS, AUTOSOMAL DOMINANT 3B","10804","GJB6","RGD:621830","Gjb6"
"OMIM:612643","DEAFNESS, AUTOSOMAL DOMINANT 3B","10804","GJB6","ZDB-GENE-040406-1",""
"OMIM:612644","DEAFNESS, AUTOSOMAL DOMINANT 2B","2707","GJB3","MGI:95721","Gjb3"
"OMIM:612644","DEAFNESS, AUTOSOMAL DOMINANT 2B","2707","GJB3","RGD:2695","Gjb3"
"OMIM:612644","DEAFNESS, AUTOSOMAL DOMINANT 2B","2707","GJB3","ZDB-GENE-040406-3",""
"OMIM:612644","DEAFNESS, AUTOSOMAL DOMINANT 2B","2707","GJB3","ZDB-GENE-050417-174",""
"OMIM:612645","DEAFNESS, AUTOSOMAL RECESSIVE 1B","10804","GJB6","MGI:107588","Gjb6"
"OMIM:612645","DEAFNESS, AUTOSOMAL RECESSIVE 1B","10804","GJB6","RGD:621830","Gjb6"
"OMIM:612645","DEAFNESS, AUTOSOMAL RECESSIVE 1B","10804","GJB6","ZDB-GENE-040406-1",""
"OMIM:612649","CILIARY DYSKINESIA, PRIMARY, 11","345895","RSPH4A","FBgn0034957",""
"OMIM:612649","CILIARY DYSKINESIA, PRIMARY, 11","345895","RSPH4A","MGI:3027894","Rsph4a"
"OMIM:612649","CILIARY DYSKINESIA, PRIMARY, 11","345895","RSPH4A","RGD:1307229","Rsph4a"
"OMIM:612649","CILIARY DYSKINESIA, PRIMARY, 11","345895","RSPH4A","ZDB-GENE-030131-7437",""
"OMIM:612650","CILIARY DYSKINESIA, PRIMARY, 12","221421","RSPH9","FBgn0051803",""
"OMIM:612650","CILIARY DYSKINESIA, PRIMARY, 12","221421","RSPH9","MGI:1922814","Rsph9"
"OMIM:612650","CILIARY DYSKINESIA, PRIMARY, 12","221421","RSPH9","RGD:1310693","Rsph9"
"OMIM:612650","CILIARY DYSKINESIA, PRIMARY, 12","221421","RSPH9","ZDB-GENE-051120-129",""
"OMIM:612651","ENDOCRINE-CEREBROOSTEODYSPLASIA","22858","CILK1","FBgn0259712",""
"OMIM:612651","ENDOCRINE-CEREBROOSTEODYSPLASIA","22858","CILK1","MGI:1934157","Cilk1"
"OMIM:612651","ENDOCRINE-CEREBROOSTEODYSPLASIA","22858","CILK1","RGD:71050","Cilk1"
"OMIM:612651","ENDOCRINE-CEREBROOSTEODYSPLASIA","22858","CILK1","S000003642",""
"OMIM:612651","ENDOCRINE-CEREBROOSTEODYSPLASIA","22858","CILK1","WBGene00001121",""
"OMIM:612653","SPHEROCYTOSIS, TYPE 4","6521","SLC4A1","FBgn0036043",""
"OMIM:612653","SPHEROCYTOSIS, TYPE 4","6521","SLC4A1","MGI:109393","Slc4a1"
"OMIM:612653","SPHEROCYTOSIS, TYPE 4","6521","SLC4A1","RGD:3710","Slc4a1"
"OMIM:612653","SPHEROCYTOSIS, TYPE 4","6521","SLC4A1","WBGene00019844",""
"OMIM:612653","SPHEROCYTOSIS, TYPE 4","6521","SLC4A1","ZDB-GENE-010525-1",""
"OMIM:612653","SPHEROCYTOSIS, TYPE 4","6521","SLC4A1","ZDB-GENE-110215-2",""
"OMIM:612656","EPISODIC ATAXIA, TYPE 6","6507","SLC1A3","Dmel_CG3747",""
"OMIM:612656","EPISODIC ATAXIA, TYPE 6","6507","SLC1A3","MGI:99917","Slc1a3"
"OMIM:612656","EPISODIC ATAXIA, TYPE 6","6507","SLC1A3","RGD:3698","Slc1a3"
"OMIM:612656","EPISODIC ATAXIA, TYPE 6","6507","SLC1A3","WBGene00001622",""
"OMIM:612656","EPISODIC ATAXIA, TYPE 6","6507","SLC1A3","ZDB-GENE-030131-2159",""
"OMIM:612656","EPISODIC ATAXIA, TYPE 6","6507","SLC1A3","ZDB-GENE-090708-3",""
"OMIM:612657","CONE-ROD DYSTROPHY 12","8842","PROM1","FBgn0026189",""
"OMIM:612657","CONE-ROD DYSTROPHY 12","8842","PROM1","MGI:1100886","Prom1"
"OMIM:612657","CONE-ROD DYSTROPHY 12","8842","PROM1","RGD:69367","Prom1"
"OMIM:612657","CONE-ROD DYSTROPHY 12","8842","PROM1","WBGene00008571",""
"OMIM:612657","CONE-ROD DYSTROPHY 12","8842","PROM1","ZDB-GENE-030131-1577",""
"OMIM:612657","CONE-ROD DYSTROPHY 12","8842","PROM1","ZDB-GENE-031003-1",""
"OMIM:612671","URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4","10786","SLC17A3","MGI:2389216","Slc17a3"
"OMIM:612671","URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4","10786","SLC17A3","RGD:628815","Slc17a3"
"OMIM:612671","URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4","10786","SLC17A3","ZDB-GENE-030131-7188",""
"OMIM:612674","POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT","26090","ABHD12","FBgn0034419",""
"OMIM:612674","POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT","26090","ABHD12","MGI:1923442","Abhd12"
"OMIM:612674","POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT","26090","ABHD12","RGD:1562570","Abhd12"
"OMIM:612674","POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT","26090","ABHD12","WBGene00008222",""
"OMIM:612674","POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT","26090","ABHD12","WBGene00022393",""
"OMIM:612674","POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT","26090","ABHD12","ZDB-GENE-060929-268",""
"OMIM:612690","SPHEROCYTOSIS, TYPE 5","2038","EPB42","FBgn0031975",""
"OMIM:612690","SPHEROCYTOSIS, TYPE 5","2038","EPB42","MGI:95402","Epb42"
"OMIM:612690","SPHEROCYTOSIS, TYPE 5","2038","EPB42","RGD:1305306","Epb42"
"OMIM:612690","SPHEROCYTOSIS, TYPE 5","2038","EPB42","ZDB-GENE-030131-2576",""
"OMIM:612690","SPHEROCYTOSIS, TYPE 5","2038","EPB42","ZDB-GENE-040912-78",""
"OMIM:612690","SPHEROCYTOSIS, TYPE 5","2038","EPB42","ZDB-GENE-050420-97",""
"OMIM:612691","POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL","9896","FIG4","FBgn0031611",""
"OMIM:612691","POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL","9896","FIG4","MGI:2143585","Fig4"
"OMIM:612691","POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL","9896","FIG4","RGD:1311375","Fig4"
"OMIM:612691","POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL","9896","FIG4","S000005269",""
"OMIM:612691","POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL","9896","FIG4","WBGene00007912",""
"OMIM:612692","AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE","974","CD79B","MGI:96431","Cd79b"
"OMIM:612692","AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE","974","CD79B","RGD:620012","Cd79b"
"OMIM:612692","AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE","974","CD79B","ZDB-GENE-121219-1",""
"OMIM:612702","HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA","2253","FGF8","MGI:99604","Fgf8"
"OMIM:612702","HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA","2253","FGF8","RGD:70891","Fgf8"
"OMIM:612702","HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA","2253","FGF8","WBGene00001185",""
"OMIM:612702","HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA","2253","FGF8","ZDB-GENE-010122-1",""
"OMIM:612702","HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA","2253","FGF8","ZDB-GENE-990415-72",""
"OMIM:612703","MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE","6491","STIL","MGI:107477","Stil"
"OMIM:612703","MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE","6491","STIL","RGD:1304972","Stil"
"OMIM:612703","MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE","6491","STIL","ZDB-GENE-020419-39",""
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","FBgn0029866",""
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","FBgn0033203",""
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","FBgn0033204",""
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","FBgn0033205",""
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","FBgn0050491",""
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","MGI:1925224","Rdh12"
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","RGD:1310462","Rdh12"
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","ZDB-GENE-040718-9",""
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","ZDB-GENE-070912-611",""
"OMIM:612712","LEBER CONGENITAL AMAUROSIS 13","145226","RDH12","ZDB-GENE-141219-27",""
"OMIM:612713","KAHRIZI SYNDROME","79644","SRD5A3","FBgn0032014",""
"OMIM:612713","KAHRIZI SYNDROME","79644","SRD5A3","MGI:1930252","Srd5a3"
"OMIM:612713","KAHRIZI SYNDROME","79644","SRD5A3","RGD:1308828","Srd5a3"
"OMIM:612713","KAHRIZI SYNDROME","79644","SRD5A3","S000001311",""
"OMIM:612713","KAHRIZI SYNDROME","79644","SRD5A3","WBGene00007102",""
"OMIM:612713","KAHRIZI SYNDROME","79644","SRD5A3","ZDB-GENE-030131-7915",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","FBgn0032833",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","FBgn0033020",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","MGI:2135755","Cox4i2"
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","RGD:69422","Cox4i2"
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","S000001373",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","S000003195",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","S000004997",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","WBGene00012354",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","ZDB-GENE-030131-5175",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","ZDB-GENE-040426-1775",""
"OMIM:612714","EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS","84701","COX4I2","ZDB-GENE-130814-2",""
"OMIM:612716","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","6697","SPR","FBgn0014032",""
"OMIM:612716","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","6697","SPR","FBgn0030041",""
"OMIM:612716","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","6697","SPR","MGI:103078","Spr"
"OMIM:612716","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","6697","SPR","RGD:3753","Spr"
"OMIM:612716","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","6697","SPR","ZDB-GENE-050522-412",""
"OMIM:612716","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","6697","SPR","ZDB-GENE-070719-1",""
"OMIM:612718","CEREBRAL CREATINE DEFICIENCY SYNDROME 3","2628","GATM","MGI:1914342","Gatm"
"OMIM:612718","CEREBRAL CREATINE DEFICIENCY SYNDROME 3","2628","GATM","RGD:71090","Gatm"
"OMIM:612718","CEREBRAL CREATINE DEFICIENCY SYNDROME 3","2628","GATM","ZDB-GENE-021015-1",""
"OMIM:612736","CEREBRAL CREATINE DEFICIENCY SYNDROME 2","2593","GAMT","MGI:1098221","Gamt"
"OMIM:612736","CEREBRAL CREATINE DEFICIENCY SYNDROME 2","2593","GAMT","RGD:2659","Gamt"
"OMIM:612736","CEREBRAL CREATINE DEFICIENCY SYNDROME 2","2593","GAMT","S000002873",""
"OMIM:612736","CEREBRAL CREATINE DEFICIENCY SYNDROME 2","2593","GAMT","ZDB-GENE-051030-97",""
"OMIM:612740","PORPHYRIA, ACUTE HEPATIC","210","ALAD","FBgn0036271",""
"OMIM:612740","PORPHYRIA, ACUTE HEPATIC","210","ALAD","MGI:96853","Alad"
"OMIM:612740","PORPHYRIA, ACUTE HEPATIC","210","ALAD","RGD:2083","Alad"
"OMIM:612740","PORPHYRIA, ACUTE HEPATIC","210","ALAD","S000003008",""
"OMIM:612740","PORPHYRIA, ACUTE HEPATIC","210","ALAD","ZDB-GENE-050417-123",""
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","FBgn0259110",""
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","FBgn0265140",""
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","MGI:105376","Adam9"
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","RGD:621473","Adam9"
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","WBGene00000074",""
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","WBGene00006804",""
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","WBGene00016423",""
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","WBGene00017865",""
"OMIM:612775","CONE-ROD DYSTROPHY 9","8754","ADAM9","ZDB-GENE-040912-127",""
"OMIM:612780","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE","3766","KCNJ10","FBgn0032706",""
"OMIM:612780","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE","3766","KCNJ10","MGI:1194504","Kcnj10"
"OMIM:612780","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE","3766","KCNJ10","RGD:61822","Kcnj10"
"OMIM:612780","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE","3766","KCNJ10","WBGene00002149",""
"OMIM:612780","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE","3766","KCNJ10","WBGene00002150",""
"OMIM:612780","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE","3766","KCNJ10","WBGene00002151",""
"OMIM:612780","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE","3766","KCNJ10","ZDB-GENE-130726-1",""
"OMIM:612781","ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB","2688","GH1","MGI:95707","Gh"
"OMIM:612781","ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB","2688","GH1","RGD:2686","Gh1"
"OMIM:612781","ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB","2688","GH1","ZDB-GENE-030725-2",""
"OMIM:612781","ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB","2688","GH1","ZDB-GENE-060123-1",""
"OMIM:612781","ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB","2688","GH1","ZDB-GENE-060123-2",""
"OMIM:612782","IMMUNODEFICIENCY 9","84876","ORAI1","MGI:1925542","Orai1"
"OMIM:612782","IMMUNODEFICIENCY 9","84876","ORAI1","RGD:1311873","Orai1"
"OMIM:612782","IMMUNODEFICIENCY 9","84876","ORAI1","ZDB-GENE-050522-100",""
"OMIM:612782","IMMUNODEFICIENCY 9","84876","ORAI1","ZDB-GENE-110721-1",""
"OMIM:612783","IMMUNODEFICIENCY 10","6786","STIM1","FBgn0045073",""
"OMIM:612783","IMMUNODEFICIENCY 10","6786","STIM1","MGI:107476","Stim1"
"OMIM:612783","IMMUNODEFICIENCY 10","6786","STIM1","RGD:1306831","Stim1"
"OMIM:612783","IMMUNODEFICIENCY 10","6786","STIM1","WBGene00021910",""
"OMIM:612783","IMMUNODEFICIENCY 10","6786","STIM1","ZDB-GENE-060503-914",""
"OMIM:612783","IMMUNODEFICIENCY 10","6786","STIM1","ZDB-GENE-060531-4",""
"OMIM:612794","ATRIAL SEPTAL DEFECT 5","70","ACTC1","MGI:87905","Actc1"
"OMIM:612794","ATRIAL SEPTAL DEFECT 5","70","ACTC1","RGD:2026","Actc1"
"OMIM:612794","ATRIAL SEPTAL DEFECT 5","70","ACTC1","ZDB-GENE-000322-1",""
"OMIM:612794","ATRIAL SEPTAL DEFECT 5","70","ACTC1","ZDB-GENE-030131-55",""
"OMIM:612794","ATRIAL SEPTAL DEFECT 5","70","ACTC1","ZDB-GENE-040625-35",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0004045",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0004047",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0005391",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0029831",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0030162",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0030828",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0030884",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0031426",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0031976",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0032029",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0032289",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0032612",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0032973",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0034166",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0035453",""
