NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method	Chromosomes	Nomenclature ID	Ensembl GeneIDs	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop	OMIM IDs	Orientation	Proteins	Synonyms	Taxonomic ID	SwissProt Accessions
6734130	LOC6734130	uncharacterized LOC6734130	Drosophila simulans		PROTEIN_CODING	1	36341	NCBI Ortholog	2R	LOC6734130		NC_052521.2	9656169	9662548		plus	1	GD10861,GD10861-PB	7240	
6734131	LOC6734131	endoplasmic reticulum metallopeptidase 1	Drosophila simulans		PROTEIN_CODING	1	246414	NCBI Ortholog	2R	LOC6734131		NC_052521.2	9662985	9666644		plus	1	GD10862,GD10862-PA	7240	
6734132	LOC6734132	endoplasmic reticulum metallopeptidase 1	Drosophila simulans		PROTEIN_CODING	1	246416	NCBI Ortholog	2R	LOC6734132		NC_052521.2	9666859	9670297		plus	1	GD10863,GD10863-PB	7240	
6734133	LOC6734133	endoplasmic reticulum metallopeptidase 1	Drosophila simulans		PROTEIN_CODING	1	246412	NCBI Ortholog	2R	LOC6734133		NC_052521.2	9670585	9674153		plus	1	GD10864,GD10864-PA	7240	
6734134	LOC6734134	endoplasmic reticulum metallopeptidase 1	Drosophila simulans		PROTEIN_CODING	1			2R	LOC6734134		NC_052521.2	9674246	9678167		plus	1	GD10865,GD10865-PB	7240	
6734135	LOC6734135	endoplasmic reticulum metallopeptidase 1	Drosophila simulans		PROTEIN_CODING	1	36342	NCBI Ortholog	2R	LOC6734135		NC_052521.2	9678313	9682076		plus	1	GD10867,GD10867-PA	7240	
6734136	LOC6734136	endoplasmic reticulum metallopeptidase 1	Drosophila simulans		PROTEIN_CODING	1	36343	NCBI Ortholog	2R	LOC6734136		NC_052521.2	9682713	9686329		plus	1	GD10868,GD10868-PB	7240	
6734137	LOC6734137	integumentary mucin C.1	Drosophila simulans		PROTEIN_CODING	1	36344	NCBI Ortholog	2R	LOC6734137		NC_052521.2	9686419	9686855		plus	1	GD10869,GD10869-PA	7240	
6734138	LOC6734138	endocuticle structural glycoprotein ABD-4	Drosophila simulans		PROTEIN_CODING	1	246413	NCBI Ortholog	2R	LOC6734138		NC_052521.2	9687778	9688564		plus	1	GD10870,GD10870-PB	7240	
6734139	LOC6734139	larval cuticle protein LCP-30	Drosophila simulans		PROTEIN_CODING	1	36345	NCBI Ortholog	2R	LOC6734139		NC_052521.2	9689547	9690574		plus	1	GD10871,GD10871-PB	7240	
6734140	LOC6734140	uncharacterized LOC6734140	Drosophila simulans		PROTEIN_CODING	1	36346	NCBI Ortholog	2R	LOC6734140		NC_052521.2	9690793	9691899		minus	1	GD25847,GD25847-PA	7240	
6734142	LOC6734142	larval cuticle protein LCP-30	Drosophila simulans		PROTEIN_CODING	4	36348	NCBI Ortholog	2R	LOC6734142		NC_052521.2	9698142	9701207		plus	4	GD10873,GD10873-PB,GD10873-PC	7240	
6734143	LOC6734143	cuticle protein AM1239	Drosophila simulans		PROTEIN_CODING	1	36349	NCBI Ortholog	2R	LOC6734143		NC_052521.2	9702061	9702864		minus	1	GD25846,GD25846-PA	7240	
6734145	LOC6734145	uncharacterized LOC6734145	Drosophila simulans		PROTEIN_CODING	3	246415	NCBI Ortholog	2R	LOC6734145		NC_052521.2	9706190	9710435		plus	3	GD10875,GD10875-PB,GD10875-PC,GD10875-PD,GD10875-PE	7240	
6734148	LOC6734148	endocuticle structural glycoprotein SgAbd-3	Drosophila simulans		PROTEIN_CODING	1	36352	NCBI Ortholog	2R	LOC6734148		NC_052521.2	9717315	9717944		plus	1	GD10878,GD10878-PA	7240	
6734149	LOC6734149	endocuticle structural glycoprotein SgAbd-4	Drosophila simulans		PROTEIN_CODING	1	36353	NCBI Ortholog	2R	LOC6734149		NC_052521.2	9719158	9719898		plus	1	GD10879,GD10879-PA	7240	
6734150	LOC6734150	uncharacterized LOC6734150	Drosophila simulans		PROTEIN_CODING	1	246417	NCBI Ortholog	2R	LOC6734150		NC_052521.2	9720229	9721069		plus	1	GD10880,GD10880-PB	7240	
6734151	LOC6734151	uncharacterized LOC6734151	Drosophila simulans		PROTEIN_CODING	1	3772257	NCBI Ortholog	2R	LOC6734151		NC_052521.2	9721429	9722148		plus	1	GD10881,GD10881-PB	7240	
6734152	LOC6734152	uncharacterized LOC6734152	Drosophila simulans		PROTEIN_CODING	1	3772219	NCBI Ortholog	2R	LOC6734152		NC_052521.2	9722473	9723107		plus	1	GD10882,GD10882-PA	7240	
6734153	LOC6734153	endocuticle structural glycoprotein SgAbd-2	Drosophila simulans		PROTEIN_CODING	1	36354	NCBI Ortholog	2R	LOC6734153		NC_052521.2	9725515	9726770		plus	1	GD10883,GD10883-PA	7240	
6734155	LOC6734155	4-coumarate--CoA ligase 1	Drosophila simulans		PROTEIN_CODING	1			2R	LOC6734155		NC_052521.2	9731823	9733820		minus	1	GD25845,GD25845-PA	7240	
6734156	LOC6734156	4-coumarate--CoA ligase 1	Drosophila simulans		PROTEIN_CODING	1			2R	LOC6734156		NC_052521.2	9735486	9737743		minus	1	GD25844,GD25844-PA	7240	
6734157	LOC6734157	luciferin 4-monooxygenase	Drosophila simulans		PROTEIN_CODING	1			2R	LOC6734157		NC_052521.2	9737967	9740060		minus	1	GD25843,GD25843-PA	7240	
6734158	LOC6734158	putative ATPase N2B	Drosophila simulans		PROTEIN_CODING	1	36357	NCBI Ortholog	2R	LOC6734158		NC_052521.2	9741061	9742954		plus	1	GD10885,GD10885-PA	7240	
6734159	LOC6734159	deoxyribose-phosphate aldolase	Drosophila simulans		PROTEIN_CODING	1	36358	NCBI Ortholog	2R	LOC6734159		NC_052521.2	9742975	9746664		plus	1	GD10886,GD10886-PA	7240	
6734160	LOC6734160	uncharacterized LOC6734160	Drosophila simulans		PROTEIN_CODING	2	36359	NCBI Ortholog	2R	LOC6734160		NC_052521.2	9744420	9745367		minus	2	GD25842,GD25842-PA	7240	
6734161	LOC6734161	probable nucleoporin Nup54	Drosophila simulans		PROTEIN_CODING	1	36360	NCBI Ortholog	2R	LOC6734161		NC_052521.2	9745975	9748654		minus	1	GD25840,GD25840-PA	7240	
6734162	LOC6734162	ubiquitin carboxyl-terminal hydrolase 35	Drosophila simulans		PROTEIN_CODING	1	36361	NCBI Ortholog	2R	LOC6734162		NC_052521.2	9748923	9753451		minus	1	GD25839,GD25839-PA	7240	
6734163	LOC6734163	transmembrane protein 18	Drosophila simulans		PROTEIN_CODING	1	246418	NCBI Ortholog	2R	LOC6734163		NC_052521.2	9753528	9754464		plus	1	GD10887,GD10887-PA	7240	
6734164	LOC6734164	dystrobrevin beta	Drosophila simulans		PROTEIN_CODING	9	36362	NCBI Ortholog	2R	LOC6734164		NC_052521.2	9754784	9770286		plus	8	GD10888,GD10888-PC,GD10888-PD,GD10888-PE,GD10888-PF,GD10888-PG,GD10888-PH	7240	
6734165	LOC6734165	keratin-associated protein 5-4	Drosophila simulans		PROTEIN_CODING	2	246545	NCBI Ortholog	2R	LOC6734165		NC_052521.2	9758151	9758830		minus	2	GD25838,GD25838-PA	7240	
6734168	LOC6734168	augmin complex subunit dgt5	Drosophila simulans		PROTEIN_CODING	1	36364	NCBI Ortholog	2R	LOC6734168		NC_052521.2	9783017	9785509		minus	1	GD25837,GD25837-PA	7240	
6734169	LOC6734169	25S rRNA (cytosine-C(5))-methyltransferase nop2	Drosophila simulans		PROTEIN_CODING	1	36365	NCBI Ortholog	2R	LOC6734169		NC_052521.2	9785950	9789052		plus	1	GD10891,GD10891-PB	7240	
6734170	LOC6734170	endothelin-converting enzyme 2	Drosophila simulans		PROTEIN_CODING	1	36366	NCBI Ortholog	2R	LOC6734170		NC_052521.2	9789197	9791319		plus	1	GD10892,GD10892-PA	7240	
6734171	LOC6734171	diuretic hormone receptor	Drosophila simulans		PROTEIN_CODING	5	36368	NCBI Ortholog	2R	LOC6734171		NC_052521.2	9791744	9803754		plus	5	GD10893,GD10893-PA,GD10893-PB,GD10893-PC,GD10893-PD,GD10893-PE,GD10893-PF,GD10893-PG	7240	
6734172	LOC6734172	uncharacterized LOC6734172	Drosophila simulans		PROTEIN_CODING	1	5740861	NCBI Ortholog	2R	LOC6734172		NC_052521.2	9802674	9803234		minus	1	GD25836,GD25836-PA	7240	
6734173	LOC6734173	probable beta-hexosaminidase fdl	Drosophila simulans		PROTEIN_CODING	4	250735	NCBI Ortholog	2R	LOC6734173		NC_052521.2	9803219	9821120		minus	4	GD25835,GD25835-PB,GD25835-PC,GD25835-PD,GD25835-PE,GD25835-PF	7240	
6734174	LOC6734174	uncharacterized LOC6734174	Drosophila simulans		PROTEIN_CODING	1	36371	NCBI Ortholog	2R	LOC6734174		NC_052521.2	9810832	9817126		plus	1	GD10894,GD10894-PB	7240	
6734175	LOC6734175	homeobox protein Mohawk	Drosophila simulans		PROTEIN_CODING	3			2R	LOC6734175		NC_052521.2	9826239	9829577		minus	3	GD25834,GD25834-PB,GD25834-PC,GD25834-PD,GD25834-PE,GD25834-PF,GD25834-PG	7240	
6734177	LOC6734177	uncharacterized LOC6734177	Drosophila simulans		PROTEIN_CODING	1	36376	NCBI Ortholog	2R	LOC6734177		NC_052521.2	9833659	9835850		plus	1	GD10895,GD10895-PA	7240	
6734178	LOC6734178	uncharacterized LOC6734178	Drosophila simulans		PROTEIN_CODING	1	3885590	NCBI Ortholog	2R	LOC6734178		NC_052521.2	9836983	9837824		plus	1	GD10896,GD10896-PA	7240	
6734179	LOC6734179	uncharacterized LOC6734179	Drosophila simulans		PROTEIN_CODING	1	36374	NCBI Ortholog	2R	LOC6734179		NC_052521.2	9829891	9831820		plus	1	GD10897,GD10897-PA	7240	
6734180	LOC6734180	uncharacterized LOC6734180	Drosophila simulans		PROTEIN_CODING	1	36375	NCBI Ortholog	2R	LOC6734180		NC_052521.2	9831796	9833486		minus	1	GD25832,GD25832-PA	7240	
6734181	LOC6734181	uncharacterized LOC6734181	Drosophila simulans		PROTEIN_CODING	1	3771860	NCBI Ortholog	2R	LOC6734181		NC_052521.2	9865769	9866816		plus	1	GD10898,GD10898-PB	7240	
6734182	LOC6734182	neogenin	Drosophila simulans		PROTEIN_CODING	3	36377	NCBI Ortholog	2R	LOC6734182		NC_052521.2	9843806	9884161		plus	3	GD10899,GD10899-PB,GD10899-PC,GD10899-PD	7240	
6734183	LOC6734183	uncharacterized LOC6734183	Drosophila simulans		PROTEIN_CODING	1	3772054	NCBI Ortholog	2R	LOC6734183		NC_052521.2	9884175	9884870		minus	1	GD25831,GD25831-PA	7240	
6734184	LOC6734184	probable cytochrome P450 301a1, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	36378	NCBI Ortholog	2R	LOC6734184		NC_052521.2	9886143	9889020		plus	1	GD10900,GD10900-PA	7240	
6734185	LOC6734185	adenylate kinase isoenzyme 6 homolog	Drosophila simulans		PROTEIN_CODING	1	36379	NCBI Ortholog	2R	LOC6734185		NC_052521.2	9889000	9889827		minus	1	GD25830,GD25830-PA	7240	
6734186	LOC6734186	protein stand still	Drosophila simulans		PROTEIN_CODING	1	36380	NCBI Ortholog	2R	LOC6734186		NC_052521.2	9890317	9891998		plus	1	GD10901,GD10901-PA	7240	
6734187	LOC6734187	H(+)/Cl(-) exchange transporter 7	Drosophila simulans		PROTEIN_CODING	1	36381	NCBI Ortholog	2R	LOC6734187		NC_052521.2	9892146	9895430		plus	1	GD10902,GD10902-PA	7240	
6734188	LOC6734188	paired amphipathic helix protein Sin3a	Drosophila simulans		PROTEIN_CODING	11	36382	NCBI Ortholog	2R	LOC6734188		NC_052521.2	9895326	9913149		minus	11	GD25829,GD25829-PA,GD25829-PB,GD25829-PC,GD25829-PD,GD25829-PE,GD25829-PF,GD25829-PG,GD25829-PH,GD25829-PI,GD25829-PJ,GD25829-PK	7240	
6734189	LOC6734189	amphiphysin	Drosophila simulans		PROTEIN_CODING	6	36383	NCBI Ortholog	2R	LOC6734189		NC_052521.2	9913706	9931911		plus	6	GD10903,GD10903-PA,GD10903-PB,GD10903-PC,GD10903-PD,GD10903-PE	7240	
6734190	LOC6734190	G protein alpha q subunit	Drosophila simulans		PROTEIN_CODING	9	36384	NCBI Ortholog	2R	LOC6734190		NC_052521.2	9932582	9939804		plus	9	GD10904,GD10904-PB,GD10904-PC,GD10904-PD,GD10904-PE,GD10904-PF,GD10904-PG,GD10904-PH,GD10904-PI,GD10904-PJ,GD10904-PK,GD10904-PL,GD10904-PM	7240	
6734191	LOC6734191	G protein alpha q subunit	Drosophila simulans		PROTEIN_CODING	1	246420	NCBI Ortholog	2R	LOC6734191		NC_052521.2	9943605	9945310		plus	1	GD10905,GD10905-PA	7240	
6734192	LOC6734192	G protein alpha q subunit	Drosophila simulans		PROTEIN_CODING	1	36385	NCBI Ortholog	2R	LOC6734192		NC_052521.2	9945652	9949019		plus	1	GD10906,GD10906-PA,GD10906-PB,GD10906-PC	7240	
6734193	LOC6734193	muskelin	Drosophila simulans		PROTEIN_CODING	2	36386	NCBI Ortholog	2R	LOC6734193		NC_052521.2	9948787	9952498		minus	2	GD25828,GD25828-PA,GD25828-PB	7240	
6734195	LOC6734195	transcription elongation factor SPT4	Drosophila simulans		PROTEIN_CODING	1	36387	NCBI Ortholog	2R	LOC6734195		NC_052521.2	9953662	9954346		plus	1	GD10908,GD10908-PA	7240	
6734196	LOC6734196	mevalonate kinase	Drosophila simulans		PROTEIN_CODING	1	3772247	NCBI Ortholog	2R	LOC6734196		NC_052521.2	9954262	9955527		minus	1	GD25827,GD25827-PA	7240	
6734198	LOC6734198	chromatin-remodeling complex ATPase chain Iswi	Drosophila simulans		PROTEIN_CODING	3	36390	NCBI Ortholog	2R	LOC6734198		NC_052521.2	9956734	9960788		plus	3	GD10909,GD10909-PB,GD10909-PC	7240	
6734199	LOC6734199	proton-coupled amino acid transporter-like protein CG1139	Drosophila simulans		PROTEIN_CODING	3	36391	NCBI Ortholog	2R	LOC6734199		NC_052521.2	9960849	9971005		minus	3	GD25825,GD25825-PA,GD25825-PB,GD25825-PC	7240	
6734200	LOC6734200	methylglutaconyl-CoA hydratase, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	36392	NCBI Ortholog	2R	LOC6734200		NC_052521.2	9971503	9972715		minus	1	GD25824,GD25824-PA	7240	
6734201	LOC6734201	zinc transporter 9	Drosophila simulans		PROTEIN_CODING	2	36393	NCBI Ortholog	2R	LOC6734201		NC_052521.2	9972977	9975938		plus	2	GD10910,GD10910-PA,GD10910-PB	7240	
6734202	LOC6734202	arylsulfatase B	Drosophila simulans		PROTEIN_CODING	4	36394	NCBI Ortholog	2R	LOC6734202		NC_052521.2	9976132	9979523		plus	4	GD10911,GD10911-PB,GD10911-PC	7240	
6734203	LOC6734203	transmembrane ascorbate ferrireductase 1	Drosophila simulans		PROTEIN_CODING	5	36395	NCBI Ortholog	2R	LOC6734203		NC_052521.2	9979867	9990436		minus	5	GD25823,GD25823-PA,GD25823-PB,GD25823-PC,GD25823-PD	7240	
6734204	LOC6734204	glutaminase liver isoform, mitochondrial	Drosophila simulans		PROTEIN_CODING	20	36396	NCBI Ortholog	2R	LOC6734204		NC_052521.2	9990852	9999638		minus	20	GD25822,GD25822-PA,GD25822-PB,GD25822-PC,GD25822-PD,GD25822-PE,GD25822-PF,GD25822-PG,GD25822-PH,GD25822-PI,GD25822-PJ,GD25822-PK	7240	
6734205	LOC6734205	nucleoporin Nup188	Drosophila simulans		PROTEIN_CODING	2	36397	NCBI Ortholog	2R	LOC6734205		NC_052521.2	9999332	10006354		minus	2	GD25821,GD25821-PB	7240	
6734207	LOC6734207	uncharacterized LOC6734207	Drosophila simulans		PROTEIN_CODING	2	36398	NCBI Ortholog	2R	LOC6734207		NC_052521.2	10006632	10008941		plus	2	GD10912,GD10912-PA,GD10912-PB	7240	
6734208	LOC6734208	uncharacterized LOC6734208	Drosophila simulans		PROTEIN_CODING	1	246419	NCBI Ortholog	2R	LOC6734208		NC_052521.2	10008926	10010033		minus	1	GD25819,GD25819-PA	7240	
6734210	LOC6734210	epimerase family protein SDR39U1	Drosophila simulans		PROTEIN_CODING	1	36400	NCBI Ortholog	2R	LOC6734210		NC_052521.2	10011424	10012859		minus	1	GD25817,GD25817-PA	7240	
6734212	LOC6734212	uncharacterized LOC6734212	Drosophila simulans		PROTEIN_CODING	1	36401	NCBI Ortholog	2R	LOC6734212		NC_052521.2	10021265	10022167		plus	1	GD10914,GD10914-PA	7240	
6734214	LOC6734214	probable serine/threonine-protein kinase DDB_G0290621	Drosophila simulans		PROTEIN_CODING	5	36403	NCBI Ortholog	2R	LOC6734214		NC_052521.2	10027054	10064793		plus	5	GD10916,GD10916-PA,GD10916-PB,GD10916-PC,GD10916-PD	7240	
6734215	LOC6734215	proto-oncogene serine/threonine-protein kinase mos	Drosophila simulans		PROTEIN_CODING	2	36404	NCBI Ortholog	2R	LOC6734215		NC_052521.2	10064722	10066188		minus	2	GD25816,GD25816-PA,GD25816-PB	7240	
6734216	LOC6734216	tafazzin	Drosophila simulans		PROTEIN_CODING	4	36405	NCBI Ortholog	2R	LOC6734216		NC_052521.2	10066252	10069436		minus	4	GD25815,GD25815-PA,GD25815-PB,GD25815-PC,GD25815-PD,GD25815-PE	7240	
6734218	LOC6734218	39S ribosomal protein L18, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	36406	NCBI Ortholog	2R	LOC6734218		NC_052521.2	10069775	10070411		plus	1	GD10917,GD10917-PA	7240	
6734219	LOC6734219	cytochrome b-c1 complex subunit 9	Drosophila simulans		PROTEIN_CODING	1	45401	NCBI Ortholog	2R	LOC6734219		NC_052521.2	10070365	10070785		minus	1	GD25813,GD25813-PA	7240	
6734220	LOC6734220	diacylglycerol kinase epsilon	Drosophila simulans		PROTEIN_CODING	1	36408	NCBI Ortholog	2R	LOC6734220		NC_052521.2	10070832	10072940		plus	1	GD10918,GD10918-PA	7240	
6734221	LOC6734221	nascent polypeptide-associated complex subunit alpha	Drosophila simulans		PROTEIN_CODING	3	36409	NCBI Ortholog	2R	LOC6734221		NC_052521.2	10072912	10074175		minus	3	GD25812,GD25812-PA,GD25812-PB	7240	
6734222	LOC6734222	zinc carboxypeptidase	Drosophila simulans		PROTEIN_CODING	1	36410	NCBI Ortholog	2R	LOC6734222		NC_052521.2	10075339	10077012		plus	1	GD10919,GD10919-PA	7240	
6734224	LOC6734224	protein scabrous	Drosophila simulans		PROTEIN_CODING	1	36411	NCBI Ortholog	2R	LOC6734224		NC_052521.2	10093942	10107147		plus	1	GD10921,GD10921-PB	7240	
6734226	LOC6734226	probable cytochrome P450 9h1	Drosophila simulans		PROTEIN_CODING	1	36412	NCBI Ortholog	2R	LOC6734226		NC_052521.2	10142399	10144217		minus	1	GD25811,GD25811-PB	7240	
6734227	LOC6734227	odorant receptor 49b	Drosophila simulans		PROTEIN_CODING	1	36413	NCBI Ortholog	2R	LOC6734227		NC_052521.2	10144671	10146261		plus	1	GD10923,GD10923-PA	7240	
6734229	LOC6734229	antigen 5 like allergen Cul n 1	Drosophila simulans		PROTEIN_CODING	1	246647	NCBI Ortholog	2R	LOC6734229		NC_052521.2	10148891	10150076		minus	1	GD25809,GD25809-PB	7240	
6734230	LOC6734230	antigen 5 like allergen Cul n 1	Drosophila simulans		PROTEIN_CODING	1	246645	NCBI Ortholog	2R	LOC6734230		NC_052521.2	10150044	10151282		minus	1	GD25808,GD25808-PA	7240	
6734231	LOC6734231	protein shisa-5	Drosophila simulans		PROTEIN_CODING	8	36415	NCBI Ortholog	2R	LOC6734231		NC_052521.2	10151422	10159938		minus	8	GD25807,GD25807-PB,GD25807-PC,GD25807-PD,GD25807-PE,GD25807-PF,GD25807-PG,GD25807-PH,GD25807-PI	7240	
6734232	LOC6734232	transcription factor BTF3 homolog 4	Drosophila simulans		PROTEIN_CODING	1	45827	NCBI Ortholog	2R	LOC6734232		NC_052521.2	10160703	10161894		plus	1	GD10924,GD10924-PA	7240	
6734233	LOC6734233	beta-alanine transporter	Drosophila simulans		PROTEIN_CODING	1	36417	NCBI Ortholog	2R	LOC6734233		NC_052521.2	10164644	10166835		minus	1	GD25806,GD25806-PA	7240	
6734234	LOC6734234	protein lifeguard 1	Drosophila simulans		PROTEIN_CODING	2	36418	NCBI Ortholog	2R	LOC6734234		NC_052521.2	10167019	10168764		minus	2	GD25805,GD25805-PA,GD25805-PB	7240	
6734235	LOC6734235	protein lifeguard 1	Drosophila simulans		PROTEIN_CODING	3	36419	NCBI Ortholog	2R	LOC6734235		NC_052521.2	10169121	10171679		minus	3	GD25804,GD25804-PA,GD25804-PB,GD25804-PC,GD25804-PD,GD25804-PE,GD25804-PF	7240	
6734236	LOC6734236	aspartate--tRNA ligase, cytoplasmic	Drosophila simulans		PROTEIN_CODING	1	36420	NCBI Ortholog	2R	LOC6734236		NC_052521.2	10171960	10174857		plus	1	GD10925,GD10925-PA	7240	
6734237	LOC6734237	protein vestigial	Drosophila simulans		PROTEIN_CODING	1	36421	NCBI Ortholog	2R	LOC6734237		NC_052521.2	10176880	10190674		plus	1	GD10928,GD10928-PA	7240	
6734239	LOC6734239	eukaryotic translation initiation factor 4 gamma 2	Drosophila simulans		PROTEIN_CODING	1	46020	NCBI Ortholog	2R	LOC6734239		NC_052521.2	10208452	10215241		plus	1	GD10930,GD10930-PB,GD10930-PC	7240	
6734240	LOC6734240	uncharacterized LOC6734240	Drosophila simulans		PROTEIN_CODING	2	36423	NCBI Ortholog	2R	LOC6734240		NC_052521.2	10215382	10216160		plus	2	GD10931,GD10931-PA,GD10931-PB	7240	
6734241	LOC6734241	zinc finger protein GLIS2 homolog	Drosophila simulans		PROTEIN_CODING	1	36424	NCBI Ortholog	2R	LOC6734241		NC_052521.2	10220469	10222413		plus	1	GD10932,GD10932-PA	7240	
6734242	LOC6734242	uncharacterized LOC6734242	Drosophila simulans		PROTEIN_CODING	1	36425	NCBI Ortholog	2R	LOC6734242		NC_052521.2	10222671	10225810		minus	1	GD25803,GD25803-PA	7240	
6734243	LOC6734243	DCN1-like protein 3	Drosophila simulans		PROTEIN_CODING	2	36426	NCBI Ortholog	2R	LOC6734243		NC_052521.2	10225959	10228304		minus	2	GD25802,GD25802-PA,GD25802-PB,GD25802-PC	7240	
6734244	LOC6734244	uncharacterized LOC6734244	Drosophila simulans		PROTEIN_CODING	1	246646	NCBI Ortholog	2R	LOC6734244		NC_052521.2	10229373	10230058		minus	1	GD25801,GD25801-PA	7240	
6734246	LOC6734246	multidrug resistance protein homolog 49	Drosophila simulans		PROTEIN_CODING	1	36428	NCBI Ortholog	2R	LOC6734246		NC_052521.2	10232022	10237959		minus	1	GD25799,GD25799-PB	7240	
6734248	LOC6734248	uncharacterized LOC6734248	Drosophila simulans		PROTEIN_CODING	2	19836034	NCBI Ortholog	2R	LOC6734248		NC_052521.2	10242040	10243970		minus	2	GD25797,GD25797-PB,GD25797-PC	7240	
6734249	LOC6734249	uncharacterized LOC6734249	Drosophila simulans		PROTEIN_CODING	1	36430	NCBI Ortholog	2R	LOC6734249		NC_052521.2	10245175	10246803		plus	1	GD10934,GD10934-PA	7240	
6734250	LOC6734250	polycomb group protein Psc	Drosophila simulans		PROTEIN_CODING	1	36431	NCBI Ortholog	2R	LOC6734250		NC_052521.2	10259839	10274568		minus	1	GD25796,GD25796-PB	7240	
6734251	LOC6734251	uncharacterized LOC6734251	Drosophila simulans		PROTEIN_CODING	1	3772108	NCBI Ortholog	2R	LOC6734251		NC_052521.2	10287834	10288750		plus	1	GD10935,GD10935-PA	7240	
6734252	LOC6734252	protein suppressor 2 of zeste	Drosophila simulans		PROTEIN_CODING	3	36432	NCBI Ortholog	2R	LOC6734252		NC_052521.2	10290917	10302262		plus	3	GD10936,GD10936-PB	7240	
6734254	LOC6734254	uncharacterized LOC6734254	Drosophila simulans		PROTEIN_CODING	1			2R	LOC6734254		NC_052521.2	10341555	10342066		minus	1	GD25795,GD25795-PA	7240	
6734255	LOC6734255	uncharacterized LOC6734255	Drosophila simulans		PROTEIN_CODING	1			2R	LOC6734255		NC_052521.2	10343956	10344459		minus	1	GD25794,GD25794-PA	7240	
6734257	LOC6734257	tyrosine-protein kinase RYK	Drosophila simulans		PROTEIN_CODING	1	36436	NCBI Ortholog	2R	LOC6734257		NC_052521.2	10350154	10374887		minus	1	GD10938,GD10938-PB	7240	
6734258	LOC6734258	nose resistant to fluoxetine protein 6	Drosophila simulans		PROTEIN_CODING	4	36437	NCBI Ortholog	2R	LOC6734258		NC_052521.2	10401238	10421290		plus	4	GD10939,GD10939-PA,GD10939-PB,GD10939-PC	7240	
6734259	LOC6734259	uncharacterized LOC6734259	Drosophila simulans		PROTEIN_CODING	1	36438	NCBI Ortholog	2R	LOC6734259		NC_052521.2	10422997	10424132		minus	1	GD25792,GD25792-PA	7240	
6734260	LOC6734260	uncharacterized LOC6734260	Drosophila simulans		PROTEIN_CODING	1	36439	NCBI Ortholog	2R	LOC6734260		NC_052521.2	10424592	10427503		minus	1	GD25791,GD25791-PB	7240	
6734261	LOC6734261	condensin complex subunit 3	Drosophila simulans		PROTEIN_CODING	1	36440	NCBI Ortholog	2R	LOC6734261		NC_052521.2	10428148	10433215		plus	1	GD10940,GD10940-PA	7240	
6734262	LOC6734262	activated Cdc42 kinase-like	Drosophila simulans		PROTEIN_CODING	2	36442	NCBI Ortholog	2R	LOC6734262		NC_052521.2	10433213	10443127		minus	2	GD25790,GD25790-PB	7240	
6734263	LOC6734263	tripeptidyl-peptidase 2	Drosophila simulans		PROTEIN_CODING	1	36444	NCBI Ortholog	2R	LOC6734263		NC_052521.2	10443263	10448880		minus	1	GD25789,GD25789-PB	7240	
6734264	LOC6734264	tyrosine-protein kinase transmembrane receptor Ror2	Drosophila simulans		PROTEIN_CODING	1	36445	NCBI Ortholog	2R	LOC6734264		NC_052521.2	10450862	10454031		plus	1	GD10943,GD10943-PB	7240	
6734265	LOC6734265	serine palmitoyltransferase 1	Drosophila simulans		PROTEIN_CODING	1	36448	NCBI Ortholog	2R	LOC6734265		NC_052521.2	10458880	10461186		plus	1	GD10944,GD10944-PA	7240	
6734266	LOC6734266	1,4-alpha-glucan-branching enzyme	Drosophila simulans		PROTEIN_CODING	1	326264	NCBI Ortholog	2R	LOC6734266		NC_052521.2	10461836	10465293		plus	1	GD10945,GD10945-PA	7240	
6734267	LOC6734267	uncharacterized LOC6734267	Drosophila simulans		PROTEIN_CODING	3	36449	NCBI Ortholog	2R	LOC6734267		NC_052521.2	10465448	10466828		plus	3	GD10946,GD10946-PA,GD10946-PB	7240	
6734269	LOC6734269	probable lysine-specific demethylase 4B	Drosophila simulans		PROTEIN_CODING	11			2R	LOC6734269		NC_052521.2	10466478	10488482		minus	11	GD25786,GD25786-PB,GD25786-PC,GD25786-PD,GD25786-PE,GD25786-PF,GD25786-PG,GD25786-PH,GD25786-PI,GD25786-PJ,GD25786-PK,GD25786-PL,GD25786-PM,GD25786-PN	7240	
6734271	LOC6734271	valine--tRNA ligase	Drosophila simulans		PROTEIN_CODING	6	45783	NCBI Ortholog	2R	LOC6734271		NC_052521.2	10488868	10492925		plus	6	GD10948,GD10948-PB,GD10948-PC,GD10948-PD,GD10948-PE,GD10948-PF	7240	
6734273	LOC6734273	origin recognition complex subunit 3	Drosophila simulans		PROTEIN_CODING	1	36454	NCBI Ortholog	2R	LOC6734273		NC_052521.2	10492832	10495431		minus	1	GD25784,GD25784-PB	7240	
6734274	LOC6734274	nucleolin 2	Drosophila simulans		PROTEIN_CODING	1	36455	NCBI Ortholog	2R	LOC6734274		NC_052521.2	10497229	10499898		plus	1	GD10949,GD10949-PA	7240	
