NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
36815,NP_611109.1,104,NM_137265.2,465
36816,NP_611110.2,378,NM_137266.3,1317
36817,NP_611111.1,1227,NM_137267.1,3684
246540,NP_725558.1,164,NM_166160.2,648
36818,NP_611112.1,217,NM_137268.2,762
36819,NP_523761.2,439,NM_079037.4,1495
246457,NP_725560.1,146,NM_166161.2,762
246457,NP_001286484.1,146,NM_001299555.1,697
7354379,NP_001137677.1,68,NM_001144205.2,762
7354379,NP_001137678.2,68,NM_001144206.2,697
36820,NP_611113.1,517,NM_137269.4,1696
36821,NP_611114.1,845,NM_137270.4,2833
36821,NP_001261023.1,852,NM_001274094.2,2833
5740310,NP_001286486.1,1340,NM_001299557.1,6586
5740310,NP_611116.2,1340,NM_137272.2,4913
5740310,NP_001286485.1,1282,NM_001299556.1,4636
5740310,NP_001097336.1,1340,NM_001103866.2,4706
36824,NP_611117.2,1189,NM_137273.3,4017
246454,NP_725563.2,219,NM_166162.3,1130
36825,NP_611118.3,652,NM_137274.4,2393
36826,NP_001137679.1,836,NM_001144207.2,3820
36826,NP_725564.1,442,NM_166163.3,2693
36826,NP_725565.3,836,NM_166164.5,3875
36826,NP_477266.1,388,NM_057918.5,1470
36826,NP_599140.1,388,NM_134313.4,1431
44154,NP_524711.1,465,NM_079972.4,2570
44154,NP_001286488.1,465,NM_001299559.1,1900
44154,NP_725568.1,465,NM_166167.3,1931
44154,NP_725567.1,465,NM_166166.3,1916
44154,NP_725569.1,465,NM_166168.3,1879
44154,NP_725570.1,465,NM_166169.3,1803
36829,NP_725571.1,417,NM_166170.3,1680
36829,NP_611119.1,417,NM_137275.4,1729
36830,NP_611120.1,394,NM_137276.2,1452
36830,NP_001286489.1,394,NM_001299560.1,1345
36831,NP_611121.1,506,NM_137277.4,1663
36832,NP_611122.1,265,NM_137278.2,914
246456,NP_725573.2,264,NM_166171.2,809
36833,NP_725574.2,867,NM_166172.3,3417
36833,NP_611123.2,1042,NM_137279.3,3398
36833,NP_725575.1,466,NM_166173.2,1899
36834,NP_001286490.1,186,NM_001299561.1,2345
36834,NP_611124.1,186,NM_137280.2,757
12798317,NP_001286491.1,145,NM_001299562.1,5093
12798317,NP_001246366.1,145,NM_001259437.2,1223
246538,NP_001261025.1,784,NM_001274096.1,5034
246538,NP_001137680.1,785,NM_001144208.2,4174
246538,NP_001261024.1,824,NM_001274095.1,4174
246538,NP_001033952.1,784,NM_001038863.4,3718
3772692,NP_001027424.2,600,NM_001032253.2,4198
3772692,NP_001027425.1,600,NM_001032254.3,2123
3772692,NP_001163167.1,558,NM_001169696.1,2127
3772542,NP_001027428.1,610,NM_001032257.2,4198
36838,NP_611126.1,233,NM_137282.3,822
36839,NP_611127.1,633,NM_137283.3,2103
36840,NP_001097337.1,276,NM_001103867.3,939
36841,NP_725583.1,359,NM_166177.3,1527
3346205,NP_001014530.1,226,NM_001014530.1,681
3346204,NP_001014531.1,204,NM_001014531.1,615
36843,NP_611131.2,214,NM_137287.2,657
2768846,NP_995854.2,281,NM_206132.3,896
2768847,NP_995855.2,284,NM_206133.3,914
36844,NP_611132.1,534,NM_137288.3,2055
36845,NP_611133.1,734,NM_137289.1,2375
36846,NP_725586.1,697,NM_166178.3,3548
36846,NP_477507.1,724,NM_058159.5,3580
36846,NP_599130.1,724,NM_134303.4,3481
36846,NP_995856.2,724,NM_206134.2,3440
36847,NP_001097338.1,526,NM_001103868.2,2078
36847,NP_611134.1,526,NM_137290.4,2022
36848,NP_725587.1,514,NM_166179.4,3671
36848,NP_725588.1,514,NM_166180.4,3475
36848,NP_788381.1,519,NM_176201.3,1888
36848,NP_523762.2,459,NM_079038.5,1723
36849,NP_523763.2,631,NM_079039.4,3040
36849,NP_001261026.1,644,NM_001274097.2,3040
36850,NP_725590.1,551,NM_166182.3,2146
36850,NP_788383.1,577,NM_176203.3,2622
36850,NP_788382.1,577,NM_176202.3,2458
36850,NP_001286492.1,533,NM_001299563.1,1993
36851,NP_611136.1,148,NM_137292.4,627
36851,NP_725591.1,147,NM_166183.3,726
36852,NP_001033953.1,362,NM_001038864.2,1449
36853,NP_611138.2,139,NM_137294.3,1035
36853,NP_001246368.1,152,NM_001259439.2,1074
36853,NP_001246369.1,120,NM_001259440.2,2008
36854,NP_725595.1,317,NM_166185.2,1502
36854,NP_725594.1,317,NM_166184.2,1801
36854,NP_001286494.1,317,NM_001299565.1,1600
36854,NP_477196.1,317,NM_057848.3,2026
36854,NP_001286493.1,317,NM_001299564.1,1447
36855,NP_523764.1,113,NM_079040.4,604
36856,NP_611139.1,503,NM_137295.3,1897
36857,NP_611140.3,516,NM_137296.4,2211
36858,NP_001286495.1,543,NM_001299566.1,2176
36858,NP_611141.3,543,NM_137297.3,2200
36859,NP_611142.3,436,NM_137298.3,1664
36860,NP_611143.1,625,NM_137299.4,4185
36860,NP_001246370.1,625,NM_001259441.2,3228
36860,NP_001246371.1,625,NM_001259442.2,3122
36860,NP_001163169.1,625,NM_001169698.3,4577
36860,NP_001163168.1,625,NM_001169697.3,3032
53425,NP_001261027.1,1701,NM_001274098.1,9402
53425,NP_652600.1,1701,NM_144343.3,8655
36862,NP_001261032.1,323,NM_001274103.1,3283
36862,NP_001261029.1,363,NM_001274100.1,3109
36862,NP_001261028.1,1289,NM_001274099.1,6675
36862,NP_725599.2,1302,NM_166186.3,6491
36862,NP_001261030.1,367,NM_001274101.1,6626
36862,NP_001261031.1,380,NM_001274102.1,4330
36863,NP_477262.1,493,NM_057914.4,1549
36864,NP_611145.1,516,NM_137301.1,1551
36864,NP_001334723.1,535,NM_001347816.1,1608
36864,NP_001334724.1,553,NM_001347817.1,1662
36865,NP_611146.1,516,NM_137302.3,2735
36865,NP_001286497.1,516,NM_001299568.1,2870
36865,NP_001286496.1,516,NM_001299567.1,2367
36865,NP_725600.1,529,NM_166187.2,2333
5740661,NP_001097339.1,308,NM_001103869.2,1339
5740661,NP_001286498.1,308,NM_001299569.1,1267
5740868,NP_001097340.1,257,NM_001103870.2,857
246627,NP_725602.1,650,NM_166188.2,5876
246627,NP_725603.2,647,NM_166189.2,4051
246627,NP_001097342.1,650,NM_001103872.1,4060
246627,NP_001097341.1,647,NM_001103871.1,4109
246627,NP_001097343.1,264,NM_001103873.1,1199
36868,NP_001286499.1,452,NM_001299570.1,1811
36868,NP_477081.1,452,NM_057733.4,1541
8673983,NP_001286500.1,159,NM_001299571.1,820
8673983,NP_001163170.1,159,NM_001169699.2,577
36871,NP_611151.1,222,NM_137307.4,1298
36872,NP_001286501.1,121,NM_001299572.1,705
36872,NP_611152.1,121,NM_137308.3,479
36873,NP_001286502.1,132,NM_001299573.1,590
36873,NP_611153.1,132,NM_137309.4,499
36874,NP_477151.1,120,NM_057803.5,468
3346203,NP_001188961.1,124,NM_001202032.2,511
3346203,NP_001014532.1,124,NM_001014532.3,564
36876,NP_725610.2,1670,NM_166192.4,7408
36876,NP_001261033.1,1673,NM_001274104.2,7214
36876,NP_001303353.1,1661,NM_001316424.1,7214
36876,NP_725607.2,1670,NM_166190.4,7399
36876,NP_611155.3,1739,NM_137311.5,7606
36876,NP_001246374.1,1681,NM_001259445.2,7432
36876,NP_001246373.1,1675,NM_001259444.2,7414
36876,NP_001097346.1,1684,NM_001103876.3,7441
5740826,NP_001097347.1,122,NM_001103877.2,482
36875,NP_611154.2,201,NM_137310.3,751
7354430,NP_001137681.1,74,NM_001144209.2,640
36877,NP_001246375.1,235,NM_001259446.2,2126
36877,NP_611156.3,625,NM_137312.4,2057
36878,NP_001286503.1,217,NM_001299574.1,1015
36878,NP_476925.1,217,NM_057577.4,884
36879,NP_477037.2,411,NM_057689.4,1378
3346188,NP_001014533.1,152,NM_001014533.2,520
36880,NP_995860.1,575,NM_206138.2,2666
36880,NP_611157.1,620,NM_137313.4,2281
36881,NP_725615.1,702,NM_166195.2,3627
36881,NP_611158.1,665,NM_137314.3,3516
36881,NP_725613.1,702,NM_166193.2,3488
36881,NP_725616.1,665,NM_166196.2,2358
36881,NP_725614.1,702,NM_166194.2,3589
36881,NP_725617.1,665,NM_166197.2,3478
50216,NP_652374.2,110,NM_144117.2,447
36882,NP_611159.2,363,NM_137315.3,1429
36883,NP_001246376.1,250,NM_001259447.2,938
36883,NP_611160.2,246,NM_137316.4,926
5740101,NP_001286505.1,305,NM_001299576.1,1289
5740101,NP_001286504.1,305,NM_001299575.1,1096
5740101,NP_001097348.1,305,NM_001103878.3,1061
5740316,NP_001097349.1,192,NM_001103879.4,714
53583,NP_525007.2,525,NM_080268.2,1743
36886,NP_611162.2,1007,NM_137318.3,3293
36887,NP_523765.1,385,NM_079041.2,1378
47906,NP_001261034.1,663,NM_001274105.1,3947
47906,NP_725621.1,667,NM_166198.2,2579
47906,NP_725622.2,663,NM_166199.3,2567
47906,NP_995861.2,612,NM_206139.3,1920
47906,NP_652058.1,669,NM_143801.3,2559
36889,NP_725623.2,716,NM_166200.3,5687
36889,NP_001401009.1,797,NM_001414151.1,4298
36889,NP_001401008.1,716,NM_001414150.1,4374
36889,NP_995862.1,797,NM_206140.2,3435
36889,NP_477123.1,796,NM_057775.4,3227
45249,NP_001286506.1,222,NM_001299577.1,960
45249,NP_524808.3,222,NM_080069.4,809
36891,NP_611163.2,161,NM_137319.3,713
46813,NP_652048.2,161,NM_143791.3,600
36893,NP_611164.3,159,NM_137320.3,672
36894,NP_611165.2,163,NM_137321.3,794
36896,NP_611167.2,608,NM_137323.4,3406
36895,NP_611166.2,389,NM_137322.2,1597
36897,NP_476863.1,700,NM_057515.3,2351
48311,NP_001261035.1,670,NM_001274106.1,4711
48311,NP_725626.1,679,NM_166201.3,2696
48311,NP_001097350.1,678,NM_001103880.3,2693
48311,NP_001246378.1,678,NM_001259449.1,2633
48311,NP_476682.1,670,NM_057334.3,3175
48311,NP_001246377.1,525,NM_001259448.1,2024
14462596,NP_001261036.1,62,NM_001274107.1,351
14462597,NP_001261037.1,60,NM_001274108.1,238
36899,NP_611168.2,469,NM_137324.4,1524
5740440,NP_001097351.1,102,NM_001103881.2,1100
36900,NP_611169.1,155,NM_137325.2,567
2768848,NP_001097352.1,1739,NM_001103882.3,5751
2768848,NP_995863.1,665,NM_206141.2,3340
5740715,NP_001097354.1,87,NM_001103884.4,647
5740715,NP_001286507.1,87,NM_001299578.1,479
19835383,NP_001286509.1,449,NM_001299580.1,1851
19835383,NP_001286508.1,449,NM_001299579.1,1791
19835383,NP_001286510.1,449,NM_001299581.1,1780
36903,NP_725632.1,349,NM_166204.2,1395
36904,NP_611172.1,343,NM_137328.3,1253
36905,NP_476838.1,310,NM_057490.4,2705
36905,NP_001286511.1,310,NM_001299582.1,1400
3771732,NP_001286514.1,175,NM_001299585.1,2228
3771732,NP_001286513.1,225,NM_001299584.1,2251
3771732,NP_001286512.1,225,NM_001299583.1,861
3772676,NP_001027434.1,456,NM_001032263.2,2228
3772676,NP_001261038.1,456,NM_001274109.1,2251
3772676,NP_001027433.1,456,NM_001032262.2,1716
36907,NP_611174.1,447,NM_137330.1,1464
36908,NP_611175.1,451,NM_137331.3,1547
36909,NP_611176.1,460,NM_137332.3,1482
44748,NP_611177.1,383,NM_137333.4,1349
36911,NP_611178.1,357,NM_137334.4,1770
36911,NP_001246379.1,348,NM_001259450.2,1696
36912,NP_001137683.2,994,NM_001144211.2,4152
36912,NP_995866.1,987,NM_206144.2,3864
36912,NP_611179.3,965,NM_137335.4,3829
36912,NP_995865.2,1141,NM_206143.3,4361
36913,NP_995867.1,559,NM_206145.3,2753
36913,NP_611180.1,559,NM_137336.4,2522
36913,NP_001163171.1,559,NM_001169700.2,2550
36913,NP_001246380.2,520,NM_001259451.2,2516
36914,NP_725638.1,531,NM_166208.3,4883
36914,NP_725637.1,1440,NM_166207.3,4824
36915,NP_995868.1,2559,NM_206146.4,8486
36915,NP_001246381.1,2557,NM_001259452.2,8480
36915,NP_995869.1,2205,NM_206147.4,7424
36915,NP_477317.1,2559,NM_057969.6,8475
36915,NP_001286515.1,2456,NM_001299586.1,8166
12798323,NP_001246382.1,149,NM_001259453.2,1526
246625,NP_725642.3,241,NM_166211.4,1526
246625,NP_001286516.1,241,NM_001299587.1,874
12798324,NP_001246383.1,133,NM_001259454.2,565
36916,NP_001261039.1,488,NM_001274110.1,1854
36916,NP_611181.1,488,NM_137337.2,1711
36917,NP_611182.1,498,NM_137338.2,1790
36918,NP_611183.1,889,NM_137339.2,3435
36918,NP_001286517.1,448,NM_001299588.1,1929
36919,NP_477435.1,763,NM_058087.5,2475
36920,NP_523766.1,649,NM_079042.4,2168
36921,NP_001246384.1,868,NM_001259455.2,3248
36921,NP_611184.1,868,NM_137340.3,2708
36922,NP_725650.3,764,NM_166214.3,3474
36922,NP_611185.3,764,NM_137341.3,3410
36924,NP_001097355.1,1711,NM_001103885.4,6950
36924,NP_001137685.1,1799,NM_001144213.3,6303
36924,NP_001137686.1,1480,NM_001144214.3,5346
36924,NP_611186.2,1868,NM_137342.4,6510
36924,NP_001163172.1,1006,NM_001169701.2,4400
36924,NP_995871.1,1520,NM_206149.2,5942
36924,NP_995870.1,1402,NM_206148.2,5099
36924,NP_995872.1,1132,NM_206150.3,4368
36924,NP_001188962.1,888,NM_001202033.2,2918
46059,NP_652032.1,545,NM_143775.3,2077
46059,NP_725652.1,545,NM_166215.2,2014
36926,NP_611187.1,285,NM_137343.3,1030
36927,NP_001261040.1,250,NM_001274111.1,1603
36927,NP_725653.1,249,NM_166216.2,1764
36927,NP_523767.2,249,NM_079043.3,1402
36927,NP_725654.1,249,NM_166217.3,1461
36929,NP_611188.3,682,NM_137344.4,2958
36929,NP_001261041.1,592,NM_001274112.1,2363
76382434,NP_001401010.1,265,NM_001414113.1,1194
36930,NP_611189.2,508,NM_137345.3,1759
36930,NP_725655.1,464,NM_166218.2,1627
47764,NP_001286518.1,494,NM_001299589.1,1668
47764,NP_536346.1,494,NM_080421.4,1595
36931,NP_001036553.1,379,NM_001043088.2,1279
36932,NP_523768.1,494,NM_079044.2,1606
36933,NP_611191.1,152,NM_137347.3,614
36934,NP_001286519.1,397,NM_001299590.1,1637
36934,NP_611192.1,397,NM_137348.4,1306
19835434,NP_001369094.1,88,NM_001382129.1,437
4379879,NP_001036554.1,46,NM_001043089.3,306
36935,NP_001286520.1,198,NM_001299591.1,1217
36935,NP_611193.1,198,NM_137349.3,724
36936,NP_611194.1,118,NM_137350.4,453
36937,NP_001286521.1,456,NM_001299592.1,2279
36937,NP_611195.1,456,NM_137351.3,1515
12798325,NP_001246385.1,77,NM_001259456.2,482
12798326,NP_001246386.1,63,NM_001259457.2,371
36938,NP_001286522.1,99,NM_001299593.1,2443
36938,NP_611196.2,99,NM_137352.4,440
36939,NP_611197.1,338,NM_137353.2,1783
246624,NP_725663.1,145,NM_166220.3,614
36940,NP_611198.1,189,NM_137354.2,646
36941,NP_001261042.1,278,NM_001274113.1,1489
36941,NP_611199.1,278,NM_137355.2,974
19834768,NP_001334725.1,30,NM_001347773.1,175
36942,NP_611200.2,586,NM_137356.2,1904
12798327,NP_001246387.1,80,NM_001259458.1,482
36945,NP_001261044.1,667,NM_001274115.1,7651
36945,NP_001401011.1,391,NM_001414081.1,7944
36945,NP_788390.1,243,NM_176210.2,7500
36945,NP_001261043.1,583,NM_001274114.1,7517
36945,NP_001137689.2,535,NM_001144217.2,7373
36945,NP_001261046.1,956,NM_001274117.1,5430
36945,NP_001261048.1,939,NM_001274119.1,5379
36945,NP_001261047.1,925,NM_001274118.1,5337
36945,NP_001246393.1,803,NM_001259464.2,4971
36945,NP_001137688.2,789,NM_001144216.3,4929
36945,NP_001246391.1,951,NM_001259462.2,5257
36945,NP_001246395.1,873,NM_001259466.2,5023
36945,NP_788391.1,297,NM_176211.2,3877
36945,NP_788392.1,203,NM_176212.2,2942
36945,NP_001401015.1,394,NM_001414085.1,1606
36945,NP_001401013.1,343,NM_001414083.1,1488
36945,NP_001401014.1,181,NM_001414084.1,1002
36945,NP_001401012.1,65,NM_001414082.1,654
36943,NP_611201.2,128,NM_137357.4,509
36944,NP_611202.1,145,NM_137358.3,766
12798328,NP_001246388.2,109,NM_001259459.1,439
12798328,NP_001246389.2,110,NM_001259460.2,410
12798329,NP_001246390.1,133,NM_001259461.1,656
44155,NP_524712.1,296,NM_079973.3,1717
36948,NP_611204.2,518,NM_137360.2,1813
36948,NP_001286523.1,450,NM_001299594.1,1721
36950,NP_611205.1,328,NM_137361.4,1545
36951,NP_725669.1,244,NM_166221.4,884
36951,NP_477202.2,244,NM_057854.4,873
36952,NP_001286524.1,1557,NM_001299595.1,5816
36952,NP_725671.1,1557,NM_166223.2,5397
36953,NP_725672.2,626,NM_166224.3,3254
36953,NP_725673.2,626,NM_166225.3,2380
36953,NP_611206.3,561,NM_137362.4,1881
36953,NP_725674.2,626,NM_166226.3,2284
36954,NP_611207.1,552,NM_137363.4,1782
36955,NP_001286525.1,289,NM_001299596.1,1392
36955,NP_611208.1,289,NM_137364.4,1234
36955,NP_001261049.1,360,NM_001274120.2,1234
36956,NP_611209.1,425,NM_137365.4,1473
36957,NP_611210.3,334,NM_137366.4,1188
36959,NP_523770.2,747,NM_079046.3,3130
36959,NP_995873.2,754,NM_206151.2,3151
36958,NP_611211.3,237,NM_137367.3,1462
36960,NP_788394.1,517,NM_176214.3,1930
36961,NP_663308.1,511,NM_145335.3,1985
36961,NP_001286526.1,511,NM_001299597.1,2296
36961,NP_001286527.1,511,NM_001299598.1,2047
36962,NP_611213.2,523,NM_137369.4,1700
5740248,NP_001286528.1,112,NM_001299599.1,561
5740248,NP_001097356.1,112,NM_001103886.2,396
36963,NP_523771.1,97,NM_079047.4,527
36964,NP_001286530.1,512,NM_001299601.1,4012
36964,NP_725678.1,512,NM_166229.3,3797
36964,NP_001286529.1,512,NM_001299600.1,3851
36964,NP_611214.1,512,NM_137370.3,3656
36965,NP_611215.1,816,NM_137371.4,3102
36966,NP_001261050.1,617,NM_001274121.1,3963
36966,NP_725680.2,428,NM_166231.3,3482
36966,NP_725679.1,428,NM_166230.3,2201
36966,NP_523772.1,428,NM_079048.4,2551
36967,NP_001286531.1,176,NM_001299602.1,1059
36967,NP_611216.1,176,NM_137372.4,854
12798330,NP_001286532.1,483,NM_001299603.1,8272
12798330,NP_001246396.1,483,NM_001259467.2,1671
36968,NP_001286533.1,599,NM_001299604.1,2220
36968,NP_611217.1,599,NM_137373.3,2021
246458,NP_611218.1,585,NM_137374.3,2062
246458,NP_725681.1,585,NM_166232.2,1960
36969,NP_725682.2,584,NM_166233.4,2022
3772015,NP_001027435.2,491,NM_001032264.4,2338
3772015,NP_001027437.1,194,NM_001032266.4,2450
3772015,NP_001188963.1,193,NM_001202034.3,2447
3772015,NP_001027436.2,490,NM_001032265.4,2012
3772015,NP_001246397.1,194,NM_001259468.2,1962
5740572,NP_001286534.1,77,NM_001299605.1,2333
5740572,NP_001097357.1,77,NM_001103887.3,806
36973,NP_611221.1,390,NM_137377.3,1311
36973,NP_725686.1,420,NM_166235.2,1501
36973,NP_725688.1,390,NM_166237.2,1313
36973,NP_995874.1,390,NM_206152.2,1308
36974,NP_611222.2,709,NM_137378.4,2992
36974,NP_725689.2,709,NM_166238.4,2829
36974,NP_001286535.1,704,NM_001299606.1,2814
36975,NP_611223.4,195,NM_137379.5,867
36976,NP_611224.1,181,NM_137380.3,692
36978,NP_001261056.1,1439,NM_001274127.1,6110
36978,NP_001137690.1,1663,NM_001144218.3,6782
36978,NP_001261054.1,1538,NM_001274125.1,5742
36978,NP_995875.1,1630,NM_206153.3,6018
36978,NP_001137691.1,1599,NM_001144219.3,5925
36978,NP_001261051.1,1689,NM_001274122.1,6195
36978,NP_001163177.2,1683,NM_001169706.2,6177
36978,NP_001163175.1,1671,NM_001169704.2,6141
36978,NP_001261055.1,1504,NM_001274126.1,5640
36978,NP_001261053.1,1680,NM_001274124.1,6168
36978,NP_001261052.1,1674,NM_001274123.1,6150
36978,NP_995876.1,1540,NM_206154.3,5163
36978,NP_788398.1,1517,NM_176218.3,5507
36981,NP_611228.1,690,NM_137384.3,2481
36981,NP_725691.1,690,NM_166239.4,2565
36982,NP_611229.2,1336,NM_137385.2,4255
5740534,NP_001286536.1,104,NM_001299607.1,655
5740534,NP_001097358.1,104,NM_001103888.3,413
36984,NP_523773.1,300,NM_079049.4,986
36985,NP_523774.1,177,NM_079050.3,635
36986,NP_001097359.1,2171,NM_001103889.2,8012
36986,NP_001286537.1,2169,NM_001299608.1,8006
36986,NP_523775.2,2171,NM_079051.4,7489
36986,NP_001286538.1,2151,NM_001299609.1,7429
47216,NP_001303354.1,727,NM_001316425.1,2421
47216,NP_001303355.1,760,NM_001316426.1,2421
47216,NP_524883.2,724,NM_080144.3,2359
47216,NP_001246398.1,628,NM_001259469.2,2278
47216,NP_001286539.1,636,NM_001299610.1,2238
12798331,NP_001246399.1,66,NM_001259470.2,746
36988,NP_611231.1,249,NM_137387.2,1337
36988,NP_001246400.1,249,NM_001259471.2,875
54520436,NP_001369096.1,85,NM_001382144.1,1337
54520436,NP_001369095.1,93,NM_001382143.1,605
36989,NP_611232.1,674,NM_137388.4,2233
36990,NP_523776.1,838,NM_079052.4,3169
36991,NP_001261057.1,57,NM_001274128.2,561
36991,NP_611233.1,57,NM_137389.4,324
7354422,NP_001137692.1,69,NM_001144220.3,433
36992,NP_725696.1,213,NM_166240.3,1316
36992,NP_523777.1,213,NM_079053.4,973
36993,NP_001286540.1,1721,NM_001299611.1,5681
36993,NP_523778.2,1722,NM_079054.5,5684
36994,NP_611234.1,465,NM_137390.4,1590
36995,NP_001286541.1,82,NM_001299612.1,955
36995,NP_001261059.1,82,NM_001274130.2,437
36995,NP_611235.1,82,NM_137391.4,515
36996,NP_611236.2,1004,NM_137392.3,3791
36996,NP_001261060.1,1004,NM_001274131.2,3595
36997,NP_611237.2,215,NM_137393.4,832
246459,NP_725699.1,155,NM_166241.3,642
36999,NP_001261061.1,1061,NM_001274132.1,5365
36999,NP_523779.1,1061,NM_079055.3,4885
36998,NP_611238.2,702,NM_137394.2,2143
19835957,NP_001286542.1,56,NM_001299613.1,409
19835957,NP_001286543.1,56,NM_001299614.1,266
10178935,NP_001188964.1,72,NM_001202035.2,219
37000,NP_611239.1,1524,NM_137395.2,5377
19835655,NP_001286544.1,147,NM_001299615.1,1397
44879,NP_536794.1,418,NM_080533.4,1570
37002,NP_611240.1,84,NM_137396.3,371
37004,NP_611241.2,499,NM_137397.3,2642
37005,NP_001286545.1,910,NM_001299616.1,3275
37005,NP_611242.1,910,NM_137398.2,3143
246460,NP_725705.2,88,NM_166243.3,552
246461,NP_725706.1,88,NM_166244.3,609
19835457,NP_001369097.1,41,NM_001382122.1,228
37006,NP_611243.1,263,NM_137399.4,1154
37007,NP_611244.1,770,NM_137400.4,4269
37007,NP_995879.1,770,NM_206157.2,4262
37007,NP_001163178.1,770,NM_001169707.2,3910
37009,NP_725707.1,834,NM_166245.2,3429
37009,NP_611246.1,858,NM_137402.4,3522
8674029,NP_001163180.1,128,NM_001169709.2,566
37008,NP_611245.2,126,NM_137401.3,482
37010,NP_611247.3,499,NM_137403.4,2582
37011,NP_611248.3,273,NM_137404.5,1382
30522404,NP_001334727.1,15,NM_001347794.1,5765
30522404,NP_001334726.1,15,NM_001347793.1,5113
37012,NP_725709.1,798,NM_166246.3,5765
37012,NP_001286546.1,798,NM_001299617.1,5113
37012,NP_611249.2,798,NM_137405.4,4336
37012,NP_001163181.1,798,NM_001169710.2,4027
37013,NP_611250.1,194,NM_137406.3,1043
37014,NP_611251.2,355,NM_137407.3,1402
37015,NP_611252.1,407,NM_137408.4,1699
37016,NP_001137693.2,418,NM_001144221.3,3112
37016,NP_001137694.1,418,NM_001144222.2,1603
37017,NP_001163183.1,447,NM_001169712.2,3133
37017,NP_001137695.1,440,NM_001144223.3,3112
37017,NP_001163182.1,447,NM_001169711.2,1990
37017,NP_611254.2,440,NM_137410.4,1969
37018,NP_001097360.1,283,NM_001103890.3,1184
37019,NP_725714.1,544,NM_166247.3,2734
37019,NP_611256.1,544,NM_137412.4,2740
37020,NP_001286547.1,479,NM_001299618.1,1872
37020,NP_611257.1,479,NM_137413.2,1642
37021,NP_611258.2,966,NM_137414.3,3503
37022,NP_611259.2,586,NM_137415.3,1905
44870,NP_611260.1,628,NM_137416.3,2460
44870,NP_001286548.1,628,NM_001299619.1,2123
37024,NP_611261.1,345,NM_137417.3,1202
37025,NP_611262.1,595,NM_137418.3,1998
37026,NP_611263.1,894,NM_137419.3,2750
37027,NP_477302.1,242,NM_057954.3,1078
37028,NP_611264.2,669,NM_137420.3,2506
37029,NP_001286549.1,633,NM_001299620.1,2198
37029,NP_611265.1,634,NM_137421.3,2201
37030,NP_611266.2,134,NM_137422.3,569
37031,NP_611267.1,649,NM_137423.2,2073
37032,NP_611268.1,624,NM_137424.1,1875
37033,NP_611269.1,1809,NM_137425.4,7194
37033,NP_995880.1,1809,NM_206158.3,6035
3885654,NP_001033955.1,80,NM_001038866.3,7194
3885654,NP_001261062.1,112,NM_001274133.2,6035
3885654,NP_001033954.1,80,NM_001038865.3,6035
37034,NP_477413.1,700,NM_058065.3,2314
37035,NP_477414.1,154,NM_058066.4,999
37036,NP_611270.1,784,NM_137426.4,2514
37037,NP_001286550.1,271,NM_001299621.1,4762
37037,NP_611271.3,274,NM_137427.4,2873
37038,NP_001286551.1,1063,NM_001299622.1,6230
37038,NP_476845.2,1333,NM_057497.4,6199
37038,NP_476844.2,1302,NM_057496.5,6692
37038,NP_476842.2,1063,NM_057494.4,4768
37038,NP_476843.2,1032,NM_057495.4,3972
37038,NP_725723.2,784,NM_166250.4,3438
37038,NP_001246401.1,698,NM_001259472.1,3094
37038,NP_725725.1,729,NM_166252.3,3181
37040,NP_611273.1,351,NM_137429.3,2632
37040,NP_995881.2,351,NM_206159.2,2407
37040,NP_001261063.1,507,NM_001274134.1,4582
37040,NP_725727.1,351,NM_170626.2,2080
37040,NP_001137696.1,507,NM_001144224.2,3581
37039,NP_611272.1,254,NM_137428.3,1746
246539,NP_725729.2,306,NM_166256.3,1002
246539,NP_001261064.1,281,NM_001274135.1,927
37041,NP_611274.1,197,NM_137430.2,711
37042,NP_001286552.1,1379,NM_001299623.1,4578
37042,NP_725731.2,1379,NM_166257.2,4358
37043,NP_523780.1,261,NM_079056.4,2145
37043,NP_725732.1,261,NM_166258.3,2073
37043,NP_001163184.1,363,NM_001169713.2,2379
37043,NP_001097361.1,363,NM_001103891.3,1402
37047,NP_001286553.1,1283,NM_001299624.1,5336
37047,NP_477009.1,1284,NM_057661.3,5184
246541,NP_725733.1,750,NM_166259.2,2470
246462,NP_725734.1,614,NM_166260.2,2052
37044,NP_476812.1,690,NM_057464.4,2338
37045,NP_611275.2,199,NM_137431.2,600
37046,NP_611276.1,166,NM_137432.1,501
48532,NP_476689.1,314,NM_057341.4,1175
48532,NP_001286554.1,314,NM_001299625.1,1082
3885598,NP_001033956.2,419,NM_001038867.4,3283
3885598,NP_001286555.1,418,NM_001299626.1,3119
37051,NP_001286556.1,234,NM_001299627.1,1182
37051,NP_611279.1,234,NM_137435.3,773
37052,NP_611280.2,623,NM_137436.3,1991
37053,NP_001286558.1,127,NM_001299629.1,1285
37053,NP_611281.1,127,NM_137437.3,586
37053,NP_001286557.1,127,NM_001299628.1,514
37054,NP_611282.1,213,NM_137438.3,910
37055,NP_611283.1,253,NM_137439.3,854
3885597,NP_001033957.2,185,NM_001038868.3,694
3885597,NP_001286559.1,185,NM_001299630.1,633
37056,NP_611284.2,193,NM_137440.3,838
37056,NP_001286560.2,193,NM_001299631.1,932
37057,NP_001286561.1,485,NM_001299632.1,1802
37057,NP_611285.2,485,NM_137441.3,1595
