NCBI GeneID,Transcript Accession,Transcript_length
33064,NM_134565.2,1490
33066,NM_134567.2,1409
33075,NM_134575.2,2140
33076,NM_001298576.1,1236
33077,NM_134577.2,3246
33079,NM_134579.2,765
33097,NM_134595.3,843
33102,NM_001272834.1,5469
33104,NM_167739.3,5303
33108,NM_167743.2,3700
33121,NM_001298590.1,434
33128,NM_001298594.1,2200
33129,NM_001298596.1,1826
33134,NM_134620.4,1210
33142,NM_134626.3,1756
33166,NM_134646.4,1583
33171,NM_001038776.3,2864
33178,NM_134656.4,1699
33190,NM_001272880.1,1799
33191,NM_001258892.2,7557
33193,NM_001298615.1,859
33195,NM_001272883.2,3132
33200,NM_134672.2,748
33205,NM_134673.4,898
33209,NM_134676.2,4436
33213,NM_134677.4,1219
33216,NM_134679.2,665
33221,NM_001272898.1,2642
33232,NM_001298620.1,3183
33233,NM_134689.3,2310
33242,NM_134695.3,904
33244,NM_134696.3,2549
33250,NM_134698.3,483
33252,NM_001272913.1,4359
33258,NM_134704.5,1370
33260,NM_001038778.3,2849
33261,NM_134706.2,1533
33264,NM_001272917.1,1310
33276,NM_134714.5,4160
33279,NM_134717.4,1368
33286,NM_134722.2,3266
33291,NM_001272926.1,2707
33293,NM_134729.3,1628
33303,NM_134737.4,1801
33305,NM_001258901.2,3956
33306,NM_134740.4,1667
33317,NM_057650.3,776
33318,NM_001298629.1,1328
33320,NM_134751.3,1085
33321,NM_134752.2,1091
33330,NM_164420.2,1341
33332,NM_001272942.2,1573
33347,NM_134768.4,2357
33353,NM_001272952.1,1198
33356,NM_134775.3,1436
33359,NM_001370002.1,2075
33360,NM_134779.3,882
33366,NM_001316377.2,1207
33371,NM_134790.2,813
33372,NM_134791.4,2130
33377,NM_001272968.1,3873
33388,NM_001272977.1,1907
33394,NM_001272982.2,1586
33395,NM_001103585.3,1963
33396,NM_134810.3,2635
33398,NM_134811.4,1285
33403,NM_001103588.2,693
33404,NM_134816.3,1114
33408,NM_134819.4,686
33412,NM_134823.3,475
33413,NM_134824.4,721
33414,NM_001014461.2,1783
33419,NM_001272999.1,4318
33420,NM_001273001.1,1229
33422,NM_134832.4,929
33425,NM_134835.2,1493
33436,NM_134842.2,883
33447,NM_134852.3,1234
33448,NM_134853.2,1144
33449,NM_134854.3,830
33451,NM_001273021.1,1647
33452,NM_134855.2,1147
33454,NM_134856.3,994
33455,NM_205893.3,3248
33459,NM_134860.3,1440
33460,NM_134861.2,1730
3346145,NM_001014730.2,674
3346176,NM_001014529.3,1690
3346177,NM_001014528.3,1073
3346207,NM_001014458.5,2777
3346223,NM_001014492.2,1248
3346224,NM_001014493.3,1566
3346225,NM_001014494.2,1405
3346239,NM_001014558.3,1179
33466,NM_001273033.1,2025
33478,NM_134872.2,1961
33481,NM_134875.3,1884
33486,NM_001273040.1,2395
33488,NM_164509.3,3088
33492,NM_134885.4,1785
33502,NM_134887.4,1933
33504,NM_001298643.1,878
33509,NM_134890.3,3261
33510,NM_164520.4,1520
33511,NM_134892.3,2734
33515,NM_134896.5,1253
33517,NM_134898.3,2863
33520,NM_134901.2,871
33521,NM_001273055.1,1673
33535,NM_134910.3,1273
33539,NM_134914.3,2656
33543,NM_134918.4,3475
33547,NM_134922.4,1631
33548,NM_134923.2,1565
3354861,NM_001015095.4,2961
3354890,NM_001110874.3,3210
3354930,NM_001015175.5,2923
3354991,NM_001300717.1,2597
3354996,NM_001015254.3,1516
3355066,NM_001015352.4,3029
3355069,NM_001110548.2,1244
3355093,NM_001043170.2,2990
3355094,NM_001170363.2,2196
3355106,NM_001110989.3,1290
3355129,NM_001042945.3,5581
3355138,NM_001042981.3,1804
3355160,NM_001042838.2,9156
3355162,NM_001042846.3,960
3355165,NM_001042848.2,1449
33553,NM_001273067.1,1889
33554,NM_001273068.1,846
33561,NM_001103604.2,1072
33564,NM_134937.3,1511
33568,NM_164538.5,1964
33589,NM_001298664.1,350
33593,NM_001298666.1,631
33597,NM_134960.4,2804
33600,NM_001382004.1,6205
33601,NM_001273075.1,8194
33606,NM_134965.3,2418
33609,NM_001273081.2,3518
33628,NM_134975.2,2369
33631,NM_001298671.1,1595
33637,NM_134979.3,943
33639,NM_164581.2,1961
33640,NM_134981.3,2960
33643,NM_134984.4,867
33644,NM_001273094.1,5201
33647,NM_134988.2,557
33651,NM_134992.3,3335
33652,NM_134993.2,1224
33671,NM_135007.2,1685
33679,NM_135015.2,1432
33684,NM_164597.2,2213
33685,NM_001273123.1,2295
33694,NM_135028.3,1222
33696,NM_164602.2,1231
33714,NM_135042.3,1986
33717,NM_135045.3,1194
33719,NM_001273135.1,2075
33725,NM_001273141.1,1130
33734,NM_135058.4,1605
33735,NM_135059.3,438
33742,NM_001273156.2,1935
33743,NM_001273157.1,2174
33763,NM_135078.2,652
33765,NM_001298697.1,2908
33771,NM_135084.4,1213
33772,NM_135085.3,888
33774,NM_135087.3,2168
33780,NM_135093.4,2148
33784,NM_135095.3,1127
33786,NM_135097.4,955
33787,NM_135098.3,1179
33804,NM_135111.2,1805
33815,NM_001298716.1,561
33825,NM_001273185.1,4425
33826,NM_135128.3,1041
33828,NM_135129.2,627
33830,NM_135130.3,1543
338392,NM_001298534.1,1395
338395,NM_176572.3,1279
33842,NM_135136.2,832
33843,NM_164673.3,1534
33844,NM_001298721.1,1833
33846,NM_135139.3,906
33849,NM_164678.2,1700
33851,NM_135142.2,3379
33853,NM_135144.3,631
33858,NM_001298733.1,787
33862,NM_135151.4,2078
33866,NM_135154.3,2650
33867,NM_135155.2,1290
33884,NM_001273201.1,1774
33894,NM_135180.1,1397
33895,NM_135181.3,2643
33902,NM_135187.4,1369
33904,NM_135189.4,1944
33910,NM_164692.3,3212
33919,NM_135203.3,647
33922,NM_001298752.1,2070
33924,NM_135208.6,2110
33928,NM_001273206.1,7935
33933,NM_001273212.1,1431
33940,NM_135221.3,1808
33943,NM_135222.3,1703
33947,NM_135225.2,3076
33949,NM_135227.1,1765
33951,NM_135229.3,3135
33975,NM_001298765.1,2142
33976,NM_080707.4,1973
33979,NM_164722.2,2223
33984,NM_135248.3,1272
34000,NM_001298779.1,2623
34002,NM_135259.3,2078
34003,NM_001273245.2,5228
34013,NM_135266.4,1898
34014,NM_135267.3,2252
34015,NM_135268.3,1613
34042,NM_135289.3,1350
34047,NM_135292.3,1927
34048,NM_135293.3,2027
34051,NM_164766.3,2765
34053,NM_135297.3,1041
34054,NM_135298.2,547
34058,NM_135302.4,1643
34063,NM_135305.4,2467
34073,NM_001298797.1,5826
34082,NM_001042880.1,1270
34092,NM_001298807.1,977
34094,NM_001169435.1,1493
34105,NM_135338.2,1404
34106,NM_135339.4,1165
34114,NM_164797.3,5361
34115,NM_135346.4,1368
34116,NM_001273302.1,1566
34121,NM_164800.2,864
34122,NM_001273303.1,787
34124,NM_135353.3,928
34129,NM_001316386.1,825
34136,NM_135359.3,1156
34139,NM_135362.4,1320
34141,NM_164806.3,2528
34143,NM_001298816.1,1981
34144,NM_135367.3,849
34147,NM_001298817.1,2152
34154,NM_135374.3,1230
34155,NM_135375.4,1012
34157,NM_001273318.1,922
34158,NM_135377.3,733
34169,NM_001273323.1,3041
34175,NM_001298825.1,3433
34180,NM_135390.4,1454
34183,NM_001298828.1,2450
34184,NM_135393.3,2522
34186,NM_135395.3,628
34191,NM_135398.3,2034
34195,NM_135401.2,2129
34196,NM_135402.3,1133
34218,NM_176000.3,1960
34219,NM_001273343.1,2628
34220,NM_135419.3,2629
34221,NM_164841.2,1589
34223,NM_001298841.1,1478
34224,NM_135422.3,971
34227,NM_135423.4,644
34228,NM_001259019.2,1835
34230,NM_001298844.1,1287
34241,NM_001273350.1,966
34244,NM_001298846.1,929
34257,NM_001201824.2,922
34270,NM_135451.3,711
34271,NM_135452.2,705
34289,NM_001273369.2,1305
34295,NM_135464.3,1662
34296,NM_135465.4,1616
34302,NM_135470.3,1002
34303,NM_135471.3,1094
34306,NM_001103665.2,393
34310,NM_001169454.2,3137
34316,NM_001273376.1,1103
34317,NM_001273377.1,1105
34318,NM_135481.3,1763
34320,NM_001273379.1,3159
34321,NM_135485.7,4136
34323,NM_001298858.1,1989
34324,NM_001298859.1,1731
34325,NM_001298860.1,2486
34339,NM_135497.3,1428
34342,NM_135499.3,1182
34348,NM_135505.3,6512
34351,NM_135507.3,1259
34372,NM_135520.4,912
34373,NM_135521.6,1746
34374,NM_135522.4,861
34390,NM_164914.2,1431
34394,NM_135538.3,1473
34398,NM_135540.2,2086
34409,NM_135549.4,2557
34410,NM_164918.2,1649
34428,NM_135557.4,1050
34434,NM_135561.3,1383
34443,NM_001038806.3,1705
34447,NM_135573.4,2261
34451,NM_135575.2,1371
34457,NM_001273428.2,1824
34462,NM_135586.3,2737
34463,NM_164939.2,2332
34469,NM_001273432.1,943
34476,NM_135598.4,1689
34477,NM_135599.5,1184
34478,NM_164941.2,979
34483,NM_135604.3,3310
34484,NM_135605.3,2993
34486,NM_135607.3,2581
34489,NM_001144341.3,442
34493,NM_135613.2,1379
34502,NM_001273437.1,2417
34530,NM_001273443.3,5056
34536,NM_135638.3,506
34538,NM_001298901.1,1173
34539,NM_001298902.1,3048
34547,NM_135647.3,953
34586,NM_135670.2,1218
34587,NM_001273459.1,2918
34590,NM_078828.2,1111
34591,NM_135674.4,1596
34593,NM_001273465.1,2553
34607,NM_135684.5,2300
34616,NM_135691.2,6470
34623,NM_164987.2,2486
34634,NM_164993.2,2466
34637,NM_001298941.1,1248
34642,NM_001273473.2,4647
34645,NM_135712.4,1071
34657,NM_001298944.1,929
34660,NM_001273488.1,3025
34662,NM_135726.3,2743
34663,NM_135727.2,1196
34667,NM_001259079.2,1717
34675,NM_001169495.2,821
34676,NM_135737.4,881
34679,NM_001298953.1,1680
34680,NM_001273491.2,3392
34684,NM_001273493.1,3637
34696,NM_135752.3,1207
34702,NM_001273501.1,2105
34703,NM_135757.3,4007
34704,NM_001298955.1,459
34710,NM_135763.3,1829
34712,NM_135765.4,1262
34713,NM_001259089.2,5528
34720,NM_135773.3,1420
34722,NM_135775.3,1721
34725,NM_135778.4,718
34727,NM_135780.3,863
34728,NM_135781.3,1044
34741,NM_001298959.1,1248
34742,NM_135795.3,4191
34749,NM_001298963.1,2169
34757,NM_135808.5,3041
34759,NM_135809.2,1198
34762,NM_135811.3,1335
34773,NM_135820.2,1684
34777,NM_001298976.1,1377
34784,NM_135830.5,2237
34788,NM_001273522.1,1549
34806,NM_176028.2,2222
34811,NM_135845.4,1333
34829,NM_001347777.1,5632
34833,NM_135861.2,4826
34846,NM_135869.2,813
34849,NM_001299008.1,712
34854,NM_135873.5,5002
34858,NM_135877.3,1318
34859,NM_135878.3,964
34864,NM_001201885.1,1422
34865,NM_001299015.1,1714
34889,NM_001299024.1,6080
34891,NM_001273533.1,4083
34907,NM_001299026.1,1996
34912,NM_001169515.2,4696
34913,NM_001299029.1,1549
34916,NM_135914.2,942
34917,NM_135915.2,849
34922,NM_135919.2,1483
34923,NM_135920.2,950
34928,NM_001259109.2,1738
34934,NM_001273547.1,2169
34942,NM_165140.2,1293
34943,NM_165141.2,1283
34944,NM_001259110.2,1300
34955,NM_135938.3,1083
34958,NM_135940.3,665
34983,NM_135951.4,1982
34998,NM_135959.2,529
35000,NM_135961.4,1075
35002,NM_135962.3,2265
35006,NM_001299059.1,1903
35009,NM_135966.4,1651
35020,NM_135971.2,2123
35021,NM_001273594.1,2178
35027,NM_135978.2,1562
35057,NM_136001.2,1051
35062,NM_136004.2,3513
35063,NM_136005.4,3362
35064,NM_136006.3,2787
35065,NM_136007.3,1412
35069,NM_136010.3,636
35076,NM_001169532.1,1643
35079,NM_165238.3,2046
35080,NM_136019.2,1317
35086,NM_165244.3,1282
35087,NM_136024.4,909
35088,NM_136025.1,953
35102,NM_001169535.3,3040
35109,NM_136042.2,4012
35117,NM_001259151.2,2694
35118,NM_165260.2,1971
35124,NM_001299127.1,2418
35125,NM_136054.5,1873
35127,NM_136056.3,843
35132,NM_001299130.1,3878
35137,NM_136065.4,1680
35142,NM_001144367.2,5295
35144,NM_001299138.1,2624
35150,NM_136074.4,1921
35153,NM_001299145.1,1725
35155,NM_136078.4,2859
35159,NM_136082.4,492
35160,NM_136083.2,1718
35162,NM_001299152.1,1784
35166,NM_136087.3,667
35178,NM_001273629.1,3466
35179,NM_136095.3,1371
35182,NM_136097.4,1344
35183,NM_136098.2,1753
35205,NM_136110.4,1305
35206,NM_136111.3,1175
35209,NM_136113.3,1147
35212,NM_001169543.2,1159
35218,NM_001273647.1,2720
35219,NM_136120.3,1270
35222,NM_001273648.1,2011
35226,NM_165301.2,1585
35228,NM_001273654.1,2118
35229,NM_136127.2,1544
35230,NM_206005.2,1145
35231,NM_136129.3,1215
35232,NM_001273655.1,1357
35234,NM_001273656.1,1349
35238,NM_001144370.3,5683
35241,NM_136137.3,3227
35251,NM_136145.3,910
35252,NM_136146.3,1146
35256,NM_165312.2,1760
35257,NM_136150.3,1034
35260,NM_001038826.3,3287
35263,NM_136155.3,1254
35264,NM_136156.1,1921
35268,NM_001273672.2,621
35273,NM_206009.2,2008
35281,NM_136171.3,1095
35284,NM_001299164.1,3486
35291,NM_136177.4,2000
35295,NM_001273689.1,1600
35296,NM_001273690.1,1572
35300,NM_001273691.1,1897
35308,NM_136186.2,2512
35309,NM_136187.3,2767
35310,NM_001299172.1,1689
35312,NM_001259175.2,624
35320,NM_136196.3,582
35323,NM_136198.4,1477
35324,NM_136199.4,634
35326,NM_136201.5,2246
35327,NM_165336.3,4987
35331,NM_136206.3,1262
35333,NM_136207.4,2170
35337,NM_001273709.1,1335
35338,NM_136211.4,1961
35346,NM_136217.3,659
35348,NM_001299181.1,1221
35358,NM_001259186.2,1294
35370,NM_136238.3,2656
35393,NM_001299192.1,979
35395,NM_136255.3,2541
35399,NM_001273739.1,1055
35400,NM_001299195.1,4975
35429,NM_136280.2,2020
35433,NM_136283.3,2031
35435,NM_001316405.1,5328
35437,NM_136286.3,1107
35439,NM_136288.2,1425
35490,NM_136323.4,1438
35500,NM_001273782.1,3051
35503,NM_136334.3,1316
35507,NM_136337.3,1661
35515,NM_001273786.1,1179
35519,NM_136344.3,7712
35521,NM_001299215.1,2807
35537,NM_136357.2,1075
35538,NM_136358.3,1877
35544,NM_136363.4,631
35545,NM_136364.3,593
35547,NM_136366.3,1048
35567,NM_136376.3,537
35568,NM_165481.5,930
35570,NM_165482.4,1332
35574,NM_136383.4,1388
35575,NM_136384.3,1449
35585,NM_136390.3,715
35592,NM_136395.4,396
35595,NM_136397.2,4817
35599,NM_001273817.1,1486
35608,NM_001299221.1,2027
35611,NM_001169598.2,1566
35616,NM_078909.4,1188
35624,NM_001273829.1,1326
35625,NM_078917.3,889
35626,NM_001273830.2,2892
35628,NM_078919.3,1077
35639,NM_136417.3,1432
35641,NM_136418.3,2312
35651,NM_001299228.1,1554
35664,NM_136432.2,2122
35672,NM_001299230.1,3243
35673,NM_136439.3,1484
35678,NM_136443.3,2529
35683,NM_001273849.1,2368
35684,NM_136447.4,1901
35685,NM_136448.3,2909
35690,NM_136452.3,1259
35691,NM_206051.4,8512
35698,NM_001259255.1,10517
35702,NM_136461.4,1479
35704,NM_136462.2,1414
35712,NM_136470.4,782
35726,NM_136478.4,585
35730,NM_165558.2,3831
35732,NM_136481.3,1961
35737,NM_136483.4,1522
35745,NM_001259267.1,2292
35749,NM_176103.2,2742
35753,NM_165576.4,1591
35768,NM_001259269.2,3801
35770,NM_001299252.1,4740
35798,NM_136520.1,819
35802,NM_136522.2,1818
35806,NM_136526.2,1258
35812,NM_136532.3,1070
35821,NM_136536.3,1698
35838,NM_001299271.1,5244
35841,NM_136550.4,764
35848,NM_136555.3,1431
35849,NM_136556.3,2287
35850,NM_136557.3,1572
35856,NM_136560.2,1103
35857,NM_136561.3,2039
35858,NM_001299279.1,2675
35860,NM_136564.2,1836
35866,NM_001144149.2,4918
35891,NM_136581.3,1220
35892,NM_136582.4,1036
35897,NM_136587.3,2781
35899,NM_001299291.1,539
35901,NM_136590.2,1203
35905,NM_001103765.2,2364
35906,NM_136595.2,1824
35908,NM_136597.4,3887
35909,NM_001299294.1,2008
35918,NM_176108.2,1808
35919,NM_176109.2,1933
35920,NM_136607.2,1487
35921,NM_136608.4,3791
35923,NM_136609.5,2443
35928,NM_001201960.1,1061
35929,NM_001259289.2,3816
35930,NM_001201963.2,2373
35932,NM_001299302.1,1676
35936,NM_136621.4,2325
35938,NM_078941.5,885
35943,NM_136625.3,2597
35953,NM_136632.5,2087
35981,NM_136652.3,1686
35984,NM_136655.4,1929
35985,NM_165681.2,2399
35996,NM_136666.4,1347
35999,NM_136668.4,1123
36014,NM_136679.5,1189
36034,NM_136694.4,562
36035,NM_136695.3,1128
36036,NM_136696.2,1094
36042,NM_206068.2,3691
36044,NM_136701.3,1239
36049,NM_136705.3,3072
36053,NM_136707.3,3870
36055,NM_078951.4,1686
36065,NM_136714.3,1490
36068,NM_136715.4,3329
36079,NM_001299348.1,2523
36081,NM_001144163.2,1639
36082,NM_001273929.1,2487
36088,NM_136730.1,597
36103,NM_001273939.2,667
36108,NM_165776.4,701
36121,NM_001299360.1,3895
36126,NM_136758.3,2003
36134,NM_136765.3,1200
36137,NM_136768.2,1100
36138,NM_136769.3,1523
36143,NM_136773.3,973
36154,NM_165808.2,1168
36156,NM_136783.3,4730
36157,NM_057859.4,1324
36158,NM_136784.4,2481
36161,NM_136787.2,1546
36162,NM_136788.1,498
36172,NM_001299378.1,1253
36174,NM_001299379.1,2416
36186,NM_001103799.2,485
36188,NM_136810.2,829
36189,NM_136811.4,817
36193,NM_136815.2,1386
36194,NM_136816.3,2198
36196,NM_136817.4,421
36199,NM_165814.3,3035
36200,NM_001273958.1,816
36202,NM_136822.4,1346
36207,NM_136825.2,611
36208,NM_136826.3,3158
36210,NM_136827.4,1893
36224,NM_136832.4,612
36227,NM_136834.2,2074
36254,NM_136853.1,1803
36279,NM_176148.2,2316
36282,NM_165860.3,2978
36299,NM_136886.3,2474
36310,NM_136894.3,420
36328,NM_136909.3,1296
36331,NM_165871.3,2260
36332,NM_165873.3,3065
36333,NM_136913.3,2830
36334,NM_001299412.1,2986
36335,NM_001299413.1,1499
36336,NM_165879.2,3539
36342,NM_176155.2,2849
36343,NM_001273989.1,2736
36347,NM_136927.3,1077
36349,NM_136929.2,683
36352,NM_001299418.1,1056
36357,NM_136936.5,2134
36358,NM_136937.3,1378
36366,NM_136943.2,2107
36371,NM_136948.3,2184
36374,NM_136949.2,1910
36375,NM_136950.3,1535
36376,NM_136951.3,2334
36394,NM_136963.4,1763
36403,NM_001201986.2,4068
36426,NM_165963.3,2105
36429,NM_165965.3,1860
36430,NM_001299438.1,2043
36438,NM_136993.3,997
36456,NM_001169669.2,1201
36458,NM_137003.4,2121
36459,NM_001299453.1,797
36463,NM_137007.4,1020
36465,NM_137009.3,1024
36469,NM_137012.2,2251
36470,NM_137013.3,2355
36472,NM_137015.3,592
36477,NM_137020.3,1011
36478,NM_001299456.1,1914
36479,NM_001201989.3,712
36487,NM_165983.2,1677
36510,NM_001259372.1,2224
36515,NM_137048.2,2074
36523,NM_137055.3,3427
36525,NM_137057.3,867
36531,NM_137062.3,1312
36532,NM_137063.3,1441
36548,NM_001299469.1,1183
36552,NM_001274031.2,1321
36556,NM_137079.2,477
36562,NM_137085.4,1475
36563,NM_001299476.1,2108
36566,NM_137089.4,1460
36567,NM_137090.2,1064
36568,NM_137091.4,1401
36586,NM_137103.4,2676
36593,NM_137109.3,2984
36600,NM_137115.3,755
36602,NM_137117.2,1514
36603,NM_001299489.1,1853
36609,NM_001202000.2,4997
36616,NM_001299491.1,3312
36620,NM_137127.3,688
36623,NM_137129.4,1417
36642,NM_137143.2,1584
36648,NM_166071.4,821
36649,NM_137148.3,2059
36652,NM_137150.4,2024
36667,NM_001299507.1,3904
36673,NM_137165.2,4568
36679,NM_137170.2,2000
36680,NM_001169685.2,1592
36682,NM_137172.4,1780
36683,NM_001274061.2,2106
36688,NM_137178.6,594
36689,NM_001299513.1,2838
36695,NM_166086.1,1566
36696,NM_137184.2,1204
36700,NM_001299520.1,824
36715,NM_137197.2,1800
36716,NM_137198.2,1785
36720,NM_137201.4,1698
36723,NM_137203.3,1755
36725,NM_137205.4,2280
36728,NM_137206.3,735
36730,NM_137207.4,1562
36747,NM_166121.2,4914
36749,NM_137221.3,1057
36754,NM_137224.3,1472
36759,NM_137228.4,981
36761,NM_137229.3,5610
36763,NM_137231.3,1865
36764,NM_166132.3,1892
36767,NM_137234.4,921
36774,NM_137240.4,3133
36795,NM_001202029.2,2131
36798,NM_137254.2,516
36802,NM_137257.1,579
36805,NM_137260.3,943
36808,NM_079036.5,1977
36820,NM_137269.4,1696
36824,NM_137273.3,4017
36826,NM_166164.5,3875
36832,NM_137278.2,914
36833,NM_166172.3,3417
36840,NM_001103867.3,939
36845,NM_137289.1,2375
36850,NM_176203.3,2622
36852,NM_001038864.2,1449
36858,NM_137297.3,2200
36862,NM_001274099.1,6675
36871,NM_137307.4,1298
36877,NM_001259446.2,2126
36882,NM_137315.3,1429
36893,NM_137320.3,672
36894,NM_137321.3,794
36895,NM_137322.2,1597
36896,NM_137323.4,3406
36900,NM_137325.2,567
36903,NM_166204.2,1395
36904,NM_137328.3,1253
36907,NM_137330.1,1464
36916,NM_001274110.1,1854
36917,NM_137338.2,1790
36918,NM_137339.2,3435
36924,NM_001103885.4,6950
36939,NM_137353.2,1783
36940,NM_137354.2,646
36941,NM_001274113.1,1489
36948,NM_137360.2,1813
36967,NM_001299602.1,1059
36969,NM_166233.4,2022
36974,NM_137378.4,2992
36976,NM_137380.3,692
36988,NM_137387.2,1337
36991,NM_001274128.2,561
36995,NM_001299612.1,955
36998,NM_137394.2,2143
37000,NM_137395.2,5377
37002,NM_137396.3,371
37010,NM_137403.4,2582
37012,NM_166246.3,5765
37016,NM_001144221.3,3112
37017,NM_001169712.2,3133
37018,NM_001103890.3,1184
37019,NM_137412.4,2740
37021,NM_137414.3,3503
37022,NM_137415.3,1905
37024,NM_137417.3,1202
37031,NM_137423.2,2073
37041,NM_137430.2,711
37052,NM_137436.3,1991
37053,NM_001299629.1,1285
37054,NM_137438.3,910
37057,NM_001299632.1,1802
37062,NM_001274136.1,992
37063,NM_001103893.2,5166
37072,NM_001274139.2,3060
37075,NM_137453.3,2054
37076,NM_001299636.1,3360
37082,NM_137460.3,3491
37086,NM_001274143.2,867
37088,NM_001038869.3,2676
37092,NM_137467.3,2224
37095,NM_137470.2,549
37118,NM_137488.3,3594
37122,NM_001144227.2,2533
37124,NM_137491.4,1453
37125,NM_137492.2,1726
37126,NM_166292.2,6721
37132,NM_137498.3,4903
37135,NM_137501.3,1166
37137,NM_137502.5,783
37138,NM_166297.2,2136
37139,NM_137504.3,1177
37159,NM_166304.3,1073
37167,NM_137530.2,5546
37168,NM_166308.2,1896
37175,NM_137536.5,669
37176,NM_137537.4,8544
37178,NM_137539.4,1120
37200,NM_166328.3,1772
37204,NM_137556.4,1270
37209,NM_137558.3,2289
37210,NM_137559.1,669
37211,NM_137560.2,1273
37212,NM_137561.2,1013
37220,NM_137568.3,3245
37221,NM_001259489.2,3589
37222,NM_137570.2,2768
37224,NM_001274160.1,3261
37225,NM_137573.4,2751
37226,NM_137574.3,2738
37227,NM_137575.2,1718
37239,NM_137578.4,2585
37248,NM_137584.3,1070
37249,NM_001299688.1,1527
37251,NM_137587.1,1704
37261,NM_001274169.2,2491
37263,NM_137597.2,2011
37265,NM_137599.2,571
37274,NM_137606.3,554
37277,NM_057466.2,5422
37278,NM_137609.3,537
37281,NM_137612.2,2041
37282,NM_137613.3,2319
37284,NM_137615.3,2572
37287,NM_001274171.1,1673
37295,NM_137622.3,1429
37298,NM_137625.2,5174
37306,NM_137632.5,2972
37309,NM_137635.3,960
37318,NM_001299705.1,1064
37319,NM_001144249.2,1488
37329,NM_166403.2,1949
37330,NM_137651.2,2460
37332,NM_001169746.2,3135
37341,NM_137661.2,656
37357,NM_137673.3,1691
37359,NM_137675.3,1294
37363,NM_137679.3,947
37366,NM_137681.3,1098
37375,NM_137687.3,2547
37379,NM_001274183.1,7073
37381,NM_137691.3,2998
37384,NM_001274185.2,2552
37388,NM_137696.3,711
37389,NM_137697.4,682
37399,NM_137704.3,2312
37405,NM_137708.2,732
37410,NM_001274189.1,4678
37412,NM_137714.4,1081
37431,NM_137729.3,1131
37433,NM_137730.4,5989
37437,NM_137735.3,3055
37439,NM_001144255.3,2947
37440,NM_137737.3,883
37441,NM_137738.3,1033
37443,NM_137739.3,1100
37450,NM_137741.5,2753
37454,NM_137743.3,822
37470,NM_166470.3,2320
37472,NM_001299760.1,1146
37473,NM_137759.5,6387
37477,NM_137761.3,1362
37484,NM_137766.3,1201
37489,NM_137770.4,788
37491,NM_206198.2,1115
37493,NM_058036.4,1182
37498,NM_137778.2,1800
37500,NM_001299772.1,2785
37507,NM_137785.3,823
37514,NM_166504.2,1776
37515,NM_137791.4,1597
37518,NM_137793.2,1478
37519,NM_137794.4,3770
37520,NM_137795.3,2412
37531,NM_137802.4,1663
37534,NM_137805.3,1664
37538,NM_137809.2,1713
37541,NM_137812.3,1280
37543,NM_137813.5,2163
37547,NM_166523.3,3344
37556,NM_001299789.1,2977
37569,NM_137831.3,3995
37571,NM_137833.2,2099
37577,NM_001299807.1,2523
37579,NM_137840.4,4704
37582,NM_137843.3,3781
37583,NM_001382063.1,5719
37585,NM_137846.3,1924
37588,NM_137848.3,1262
37596,NM_001299810.1,2577
37598,NM_001299809.1,2577
37600,NM_001316431.1,1234
37606,NM_137864.3,1771
37609,NM_137867.2,729
37610,NM_137868.2,3761
37615,NM_001299815.1,1519
37621,NM_137876.4,2174
37622,NM_137877.3,1771
37623,NM_137878.2,1647
37625,NM_206202.2,2096
37626,NM_137881.3,1569
37627,NM_001299819.1,5665
37632,NM_137884.4,1918
37640,NM_137892.4,1183
37644,NM_001202062.2,1758
37647,NM_137896.3,986
37648,NM_137897.4,1562
37650,NM_166581.4,1062
37652,NM_137901.2,2043
37654,NM_137903.4,3453
37661,NM_137907.3,1944
37668,NM_137912.2,1384
37673,NM_137917.3,1262
37681,NM_137925.3,1410
37695,NM_137937.4,3171
37697,NM_137939.3,948
37701,NM_137942.2,4537
37704,NM_137944.4,1341
37708,NM_137948.2,3990
3771790,NR_156768.1,1013
3771806,NM_001031898.3,5005
3771840,NM_001031971.2,528
3771856,NM_001031979.2,582
3771905,NM_001298043.1,7668
3771915,NM_001032242.2,1976
3771948,NR_001992.2,299
3771960,NM_001031918.2,5450
3771965,NM_001298840.1,1029
3771966,NM_001032050.2,1251
3771984,NM_001300299.1,3544
37720,NM_137957.2,870
3772012,NM_001032065.3,1578
3772091,NR_001972.1,238
3772108,NM_001032243.1,537
3772138,NM_001032276.1,739
3772145,NM_001032003.2,826
3772179,NM_001032016.2,1336
3772189,NM_001032216.2,529
3772206,NM_001032267.1,543
3772213,NM_001031903.2,1754
3772218,NM_001032092.3,1570
3772256,NM_001031973.2,558
3772280,NM_001032066.3,1578
3772305,NM_001299548.1,984
3772338,NM_001032228.1,534
3772344,NM_001032272.4,1245
3772349,NM_001298518.1,3255
3772365,NR_002501.2,382
3772367,NM_166022.2,829
3772370,NM_001032142.2,529
3772375,NM_168003.4,2037
3772405,NM_001363930.1,2039
3772408,NR_002465.2,213
3772419,NM_166398.2,1631
3772421,NM_001032182.2,529
3772427,NM_001032017.2,1336
3772439,NM_001347743.1,2944
3772456,NM_001032031.2,4064
3772506,NM_143110.3,2944
3772530,NR_001999.1,316
3772540,NM_001032044.2,769
3772542,NM_001032257.2,4198
3772551,NR_002545.2,210
3772569,NM_139531.5,2037
3772580,NM_001032271.2,1631
3772633,NR_002493.3,444
