NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
36860,NP_001163169.1,625,NM_001169698.3,4577
53425,NP_001261027.1,1701,NM_001274098.1,9402
36862,NP_725599.2,1302,NM_166186.3,6491
36863,NP_477262.1,493,NM_057914.4,1549
36864,NP_001334724.1,553,NM_001347817.1,1662
36865,NP_725600.1,529,NM_166187.2,2333
5740661,NP_001097339.1,308,NM_001103869.2,1339
5740868,NP_001097340.1,257,NM_001103870.2,857
246627,NP_725602.1,650,NM_166188.2,5876
36868,NP_001286499.1,452,NM_001299570.1,1811
8673983,NP_001286500.1,159,NM_001299571.1,820
36871,NP_611151.1,222,NM_137307.4,1298
36872,NP_001286501.1,121,NM_001299572.1,705
36873,NP_001286502.1,132,NM_001299573.1,590
36874,NP_477151.1,120,NM_057803.5,468
3346203,NP_001014532.1,124,NM_001014532.3,564
36876,NP_611155.3,1739,NM_137311.5,7606
5740826,NP_001097347.1,122,NM_001103877.2,482
36875,NP_611154.2,201,NM_137310.3,751
7354430,NP_001137681.1,74,NM_001144209.2,640
36877,NP_611156.3,625,NM_137312.4,2057
36878,NP_001286503.1,217,NM_001299574.1,1015
36879,NP_477037.2,411,NM_057689.4,1378
3346188,NP_001014533.1,152,NM_001014533.2,520
36880,NP_611157.1,620,NM_137313.4,2281
36881,NP_725615.1,702,NM_166195.2,3627
50216,NP_652374.2,110,NM_144117.2,447
36882,NP_611159.2,363,NM_137315.3,1429
36883,NP_001246376.1,250,NM_001259447.2,938
5740101,NP_001286505.1,305,NM_001299576.1,1289
5740316,NP_001097349.1,192,NM_001103879.4,714
53583,NP_525007.2,525,NM_080268.2,1743
36886,NP_611162.2,1007,NM_137318.3,3293
36887,NP_523765.1,385,NM_079041.2,1378
47906,NP_652058.1,669,NM_143801.3,2559
36889,NP_001401009.1,797,NM_001414151.1,4298
45249,NP_001286506.1,222,NM_001299577.1,960
36891,NP_611163.2,161,NM_137319.3,713
46813,NP_652048.2,161,NM_143791.3,600
36893,NP_611164.3,159,NM_137320.3,672
36894,NP_611165.2,163,NM_137321.3,794
36896,NP_611167.2,608,NM_137323.4,3406
36895,NP_611166.2,389,NM_137322.2,1597
36897,NP_476863.1,700,NM_057515.3,2351
48311,NP_725626.1,679,NM_166201.3,2696
14462596,NP_001261036.1,62,NM_001274107.1,351
14462597,NP_001261037.1,60,NM_001274108.1,238
36899,NP_611168.2,469,NM_137324.4,1524
5740440,NP_001097351.1,102,NM_001103881.2,1100
36900,NP_611169.1,155,NM_137325.2,567
2768848,NP_001097352.1,1739,NM_001103882.3,5751
5740715,NP_001097354.1,87,NM_001103884.4,647
19835383,NP_001286509.1,449,NM_001299580.1,1851
36903,NP_725632.1,349,NM_166204.2,1395
36904,NP_611172.1,343,NM_137328.3,1253
36905,NP_476838.1,310,NM_057490.4,2705
3771732,NP_001286513.1,225,NM_001299584.1,2251
3772676,NP_001261038.1,456,NM_001274109.1,2251
36907,NP_611174.1,447,NM_137330.1,1464
36908,NP_611175.1,451,NM_137331.3,1547
36909,NP_611176.1,460,NM_137332.3,1482
44748,NP_611177.1,383,NM_137333.4,1349
36911,NP_611178.1,357,NM_137334.4,1770
36912,NP_995865.2,1141,NM_206143.3,4361
36913,NP_995867.1,559,NM_206145.3,2753
36914,NP_725637.1,1440,NM_166207.3,4824
36915,NP_995868.1,2559,NM_206146.4,8486
12798323,NP_001246382.1,149,NM_001259453.2,1526
246625,NP_725642.3,241,NM_166211.4,1526
12798324,NP_001246383.1,133,NM_001259454.2,565
36916,NP_001261039.1,488,NM_001274110.1,1854
36917,NP_611182.1,498,NM_137338.2,1790
36918,NP_611183.1,889,NM_137339.2,3435
36919,NP_477435.1,763,NM_058087.5,2475
36920,NP_523766.1,649,NM_079042.4,2168
36921,NP_001246384.1,868,NM_001259455.2,3248
36922,NP_725650.3,764,NM_166214.3,3474
36924,NP_611186.2,1868,NM_137342.4,6510
46059,NP_652032.1,545,NM_143775.3,2077
36926,NP_611187.1,285,NM_137343.3,1030
36927,NP_001261040.1,250,NM_001274111.1,1603
36929,NP_611188.3,682,NM_137344.4,2958
76382434,NP_001401010.1,265,NM_001414113.1,1194
36930,NP_611189.2,508,NM_137345.3,1759
47764,NP_001286518.1,494,NM_001299589.1,1668
36931,NP_001036553.1,379,NM_001043088.2,1279
36932,NP_523768.1,494,NM_079044.2,1606
36933,NP_611191.1,152,NM_137347.3,614
36934,NP_001286519.1,397,NM_001299590.1,1637
19835434,NP_001369094.1,88,NM_001382129.1,437
4379879,NP_001036554.1,46,NM_001043089.3,306
36935,NP_001286520.1,198,NM_001299591.1,1217
36936,NP_611194.1,118,NM_137350.4,453
36937,NP_001286521.1,456,NM_001299592.1,2279
12798325,NP_001246385.1,77,NM_001259456.2,482
12798326,NP_001246386.1,63,NM_001259457.2,371
36938,NP_001286522.1,99,NM_001299593.1,2443
36939,NP_611197.1,338,NM_137353.2,1783
246624,NP_725663.1,145,NM_166220.3,614
36940,NP_611198.1,189,NM_137354.2,646
36941,NP_001261042.1,278,NM_001274113.1,1489
19834768,NP_001334725.1,30,NM_001347773.1,175
36942,NP_611200.2,586,NM_137356.2,1904
12798327,NP_001246387.1,80,NM_001259458.1,482
36945,NP_001261046.1,956,NM_001274117.1,5430
36943,NP_611201.2,128,NM_137357.4,509
36944,NP_611202.1,145,NM_137358.3,766
12798328,NP_001246389.2,110,NM_001259460.2,410
12798329,NP_001246390.1,133,NM_001259461.1,656
44155,NP_524712.1,296,NM_079973.3,1717
36948,NP_611204.2,518,NM_137360.2,1813
36950,NP_611205.1,328,NM_137361.4,1545
36951,NP_725669.1,244,NM_166221.4,884
36952,NP_001286524.1,1557,NM_001299595.1,5816
36953,NP_725672.2,626,NM_166224.3,3254
36954,NP_611207.1,552,NM_137363.4,1782
36955,NP_001261049.1,360,NM_001274120.2,1234
36956,NP_611209.1,425,NM_137365.4,1473
36957,NP_611210.3,334,NM_137366.4,1188
36959,NP_995873.2,754,NM_206151.2,3151
36958,NP_611211.3,237,NM_137367.3,1462
36960,NP_788394.1,517,NM_176214.3,1930
36961,NP_001286526.1,511,NM_001299597.1,2296
36962,NP_611213.2,523,NM_137369.4,1700
5740248,NP_001286528.1,112,NM_001299599.1,561
36963,NP_523771.1,97,NM_079047.4,527
36964,NP_001286530.1,512,NM_001299601.1,4012
36965,NP_611215.1,816,NM_137371.4,3102
36966,NP_001261050.1,617,NM_001274121.1,3963
36967,NP_001286531.1,176,NM_001299602.1,1059
12798330,NP_001286532.1,483,NM_001299603.1,8272
36968,NP_001286533.1,599,NM_001299604.1,2220
246458,NP_611218.1,585,NM_137374.3,2062
36969,NP_725682.2,584,NM_166233.4,2022
3772015,NP_001027435.2,491,NM_001032264.4,2338
5740572,NP_001286534.1,77,NM_001299605.1,2333
36973,NP_725686.1,420,NM_166235.2,1501
36974,NP_611222.2,709,NM_137378.4,2992
36975,NP_611223.4,195,NM_137379.5,867
36976,NP_611224.1,181,NM_137380.3,692
36978,NP_001261051.1,1689,NM_001274122.1,6195
36981,NP_725691.1,690,NM_166239.4,2565
36982,NP_611229.2,1336,NM_137385.2,4255
5740534,NP_001286536.1,104,NM_001299607.1,655
36984,NP_523773.1,300,NM_079049.4,986
36985,NP_523774.1,177,NM_079050.3,635
36986,NP_001097359.1,2171,NM_001103889.2,8012
47216,NP_001303355.1,760,NM_001316426.1,2421
12798331,NP_001246399.1,66,NM_001259470.2,746
36988,NP_611231.1,249,NM_137387.2,1337
54520436,NP_001369095.1,93,NM_001382143.1,605
36989,NP_611232.1,674,NM_137388.4,2233
36990,NP_523776.1,838,NM_079052.4,3169
36991,NP_001261057.1,57,NM_001274128.2,561
7354422,NP_001137692.1,69,NM_001144220.3,433
36992,NP_725696.1,213,NM_166240.3,1316
36993,NP_523778.2,1722,NM_079054.5,5684
36994,NP_611234.1,465,NM_137390.4,1590
36995,NP_001286541.1,82,NM_001299612.1,955
36996,NP_611236.2,1004,NM_137392.3,3791
36997,NP_611237.2,215,NM_137393.4,832
246459,NP_725699.1,155,NM_166241.3,642
36999,NP_001261061.1,1061,NM_001274132.1,5365
36998,NP_611238.2,702,NM_137394.2,2143
19835957,NP_001286542.1,56,NM_001299613.1,409
10178935,NP_001188964.1,72,NM_001202035.2,219
37000,NP_611239.1,1524,NM_137395.2,5377
19835655,NP_001286544.1,147,NM_001299615.1,1397
44879,NP_536794.1,418,NM_080533.4,1570
37002,NP_611240.1,84,NM_137396.3,371
37004,NP_611241.2,499,NM_137397.3,2642
37005,NP_001286545.1,910,NM_001299616.1,3275
246460,NP_725705.2,88,NM_166243.3,552
246461,NP_725706.1,88,NM_166244.3,609
19835457,NP_001369097.1,41,NM_001382122.1,228
37006,NP_611243.1,263,NM_137399.4,1154
37007,NP_611244.1,770,NM_137400.4,4269
37009,NP_611246.1,858,NM_137402.4,3522
8674029,NP_001163180.1,128,NM_001169709.2,566
37008,NP_611245.2,126,NM_137401.3,482
37010,NP_611247.3,499,NM_137403.4,2582
37011,NP_611248.3,273,NM_137404.5,1382
30522404,NP_001334727.1,15,NM_001347794.1,5765
37012,NP_725709.1,798,NM_166246.3,5765
37013,NP_611250.1,194,NM_137406.3,1043
37014,NP_611251.2,355,NM_137407.3,1402
37015,NP_611252.1,407,NM_137408.4,1699
37016,NP_001137693.2,418,NM_001144221.3,3112
37017,NP_001163183.1,447,NM_001169712.2,3133
37018,NP_001097360.1,283,NM_001103890.3,1184
37019,NP_611256.1,544,NM_137412.4,2740
37020,NP_001286547.1,479,NM_001299618.1,1872
37021,NP_611258.2,966,NM_137414.3,3503
37022,NP_611259.2,586,NM_137415.3,1905
44870,NP_611260.1,628,NM_137416.3,2460
37024,NP_611261.1,345,NM_137417.3,1202
37025,NP_611262.1,595,NM_137418.3,1998
37026,NP_611263.1,894,NM_137419.3,2750
37027,NP_477302.1,242,NM_057954.3,1078
37028,NP_611264.2,669,NM_137420.3,2506
37029,NP_611265.1,634,NM_137421.3,2201
37030,NP_611266.2,134,NM_137422.3,569
37031,NP_611267.1,649,NM_137423.2,2073
37032,NP_611268.1,624,NM_137424.1,1875
37033,NP_611269.1,1809,NM_137425.4,7194
3885654,NP_001261062.1,112,NM_001274133.2,6035
37034,NP_477413.1,700,NM_058065.3,2314
37035,NP_477414.1,154,NM_058066.4,999
37036,NP_611270.1,784,NM_137426.4,2514
37037,NP_611271.3,274,NM_137427.4,2873
37038,NP_476845.2,1333,NM_057497.4,6199
37040,NP_001261063.1,507,NM_001274134.1,4582
37039,NP_611272.1,254,NM_137428.3,1746
246539,NP_725729.2,306,NM_166256.3,1002
37041,NP_611274.1,197,NM_137430.2,711
37042,NP_001286552.1,1379,NM_001299623.1,4578
37043,NP_001163184.1,363,NM_001169713.2,2379
37047,NP_477009.1,1284,NM_057661.3,5184
246541,NP_725733.1,750,NM_166259.2,2470
246462,NP_725734.1,614,NM_166260.2,2052
37044,NP_476812.1,690,NM_057464.4,2338
37045,NP_611275.2,199,NM_137431.2,600
37046,NP_611276.1,166,NM_137432.1,501
48532,NP_476689.1,314,NM_057341.4,1175
3885598,NP_001033956.2,419,NM_001038867.4,3283
37051,NP_001286556.1,234,NM_001299627.1,1182
37052,NP_611280.2,623,NM_137436.3,1991
37053,NP_001286558.1,127,NM_001299629.1,1285
37054,NP_611282.1,213,NM_137438.3,910
37055,NP_611283.1,253,NM_137439.3,854
3885597,NP_001033957.2,185,NM_001038868.3,694
37056,NP_001286560.2,193,NM_001299631.1,932
37057,NP_001286561.1,485,NM_001299632.1,1802
37058,NP_611286.1,359,NM_137442.2,1221
37059,NP_611287.1,271,NM_137443.3,910
5740303,NP_611289.2,503,NM_137445.2,2180
37062,NP_001261065.1,211,NM_001274136.1,992
37063,NP_001261066.1,1339,NM_001274137.1,5154
37064,NP_611292.2,1220,NM_137448.4,4100
5740437,NP_001097364.1,79,NM_001103894.2,510
37065,NP_476751.1,1026,NM_057403.4,5240
49803,NP_524953.1,374,NM_080214.4,1297
53579,NP_525003.2,348,NM_080264.4,1471
37068,NP_001036555.1,733,NM_001043090.3,2897
37069,NP_001261067.1,1043,NM_001274138.2,4384
37070,NP_725749.1,634,NM_166264.4,3870
37071,NP_611294.1,97,NM_137450.2,701
37072,NP_001261069.1,585,NM_001274140.2,2947
37073,NP_611296.2,628,NM_137452.3,2291
44703,NP_524778.1,127,NM_080039.4,1686
37075,NP_611297.3,624,NM_137453.3,2054
37076,NP_001286565.1,609,NM_001299636.1,3360
37078,NP_611300.2,668,NM_137456.3,2146
8674039,NP_001163187.1,85,NM_001169716.2,871
37079,NP_788400.1,144,NM_176220.2,871
37080,NP_611302.1,669,NM_137458.3,2799
37081,NP_001261070.1,263,NM_001274141.2,2057
37082,NP_611304.1,766,NM_137460.3,3491
37083,NP_611305.1,435,NM_137461.4,1553
37084,NP_611306.1,464,NM_137462.4,1601
37088,NP_001033958.1,710,NM_001038869.3,2676
37086,NP_001261072.4,190,NM_001274143.2,867
37087,NP_611309.1,190,NM_137465.2,677
246465,NP_725765.1,115,NM_166275.2,1224
39877389,NP_001356964.1,192,NM_001370035.1,579
37089,NP_477483.1,583,NM_058135.4,3551
37090,NP_476664.2,424,NM_057316.5,1571
251430,NP_001286566.1,101,NM_001299637.1,1181
44027,NP_001261074.1,2330,NM_001274145.1,10039
37092,NP_611311.1,188,NM_137467.3,2224
37093,NP_611312.1,191,NM_137468.2,788
37094,NP_611313.1,188,NM_137469.2,607
37095,NP_611314.2,182,NM_137470.2,549
37096,NP_611315.3,185,NM_137471.4,599
37097,NP_611316.2,190,NM_137472.2,627
37098,NP_001246404.1,119,NM_001259475.1,1033
50210,NP_652369.1,58,NM_144112.1,177
12798334,NP_001246405.1,63,NM_001259476.2,390
37099,NP_611318.2,117,NM_137474.5,468
37100,NP_611319.1,45,NM_137475.3,361
37101,NP_663309.1,45,NM_145336.3,281
37102,NP_611320.2,154,NM_137476.4,711
49802,NP_725776.1,45,NM_166277.3,367
50209,NP_001286569.1,39,NM_001299640.1,769
50208,NP_652367.1,76,NM_144110.2,383
50207,NP_652366.1,40,NM_144109.2,218
50206,NP_788402.1,40,NM_176222.2,198
37104,NP_611321.3,444,NM_137477.4,1495
37105,NP_001286570.1,240,NM_001299641.1,1134
37106,NP_611323.1,224,NM_137479.3,831
37107,NP_611324.1,221,NM_137480.4,890
37108,NP_611325.2,220,NM_137481.4,755
37109,NP_611326.1,222,NM_137482.4,839
37110,NP_611327.1,222,NM_137483.3,734
37111,NP_611328.1,222,NM_137484.4,751
37112,NP_611329.1,223,NM_137485.4,765
37113,NP_001286571.1,222,NM_001299642.1,1122
246581,NP_725784.1,221,NM_166279.3,788
44339,NP_001286572.1,273,NM_001299643.1,1518
37116,NP_001286573.1,1301,NM_001299644.1,5811
37117,NP_001246407.1,369,NM_001259478.2,2237
37118,NP_611332.1,1077,NM_137488.3,3594
37119,NP_001097366.1,515,NM_001103896.2,2584
37121,NP_523782.1,609,NM_079058.3,3081
246467,NP_725795.2,479,NM_166290.3,2533
37122,NP_001137699.1,125,NM_001144227.2,2533
37123,NP_523783.1,505,NM_079059.3,1757
37124,NP_611335.1,446,NM_137491.4,1453
37125,NP_611336.1,540,NM_137492.2,1726
37126,NP_725799.1,1922,NM_166292.2,6721
37128,NP_001286575.1,225,NM_001299646.1,943
37129,NP_001246408.1,721,NM_001259479.2,4472
37130,NP_611341.1,638,NM_137497.3,3449
19834964,NP_001286576.1,27,NM_001299647.1,2486
37131,NP_523784.2,647,NM_079060.3,2486
37132,NP_001286577.1,742,NM_001299648.1,4522
37134,NP_788403.2,1549,NM_176223.4,5909
10178822,NP_001188967.1,139,NM_001202038.2,818
37135,NP_611345.1,360,NM_137501.3,1166
37136,NP_523785.2,194,NM_079061.4,691
37137,NP_611346.1,146,NM_137502.5,783
37138,NP_725807.1,149,NM_166297.2,2136
37139,NP_611348.1,238,NM_137504.3,1177
37141,NP_611350.1,684,NM_137506.4,2395
37140,NP_611349.2,321,NM_137505.4,1273
37142,NP_611351.1,738,NM_137507.5,2405
37143,NP_001286578.1,393,NM_001299649.1,1478
37144,NP_001286580.1,397,NM_001299651.1,1958
37146,NP_001163196.1,1272,NM_001169725.2,4623
3772206,NP_001027438.1,180,NM_001032267.1,543
37147,NP_001163200.1,310,NM_001169729.2,1876
7354425,NP_001137700.1,121,NM_001144228.2,2399
37148,NP_611356.1,441,NM_137512.3,2399
318894,NP_001286583.1,185,NM_001299654.1,1016
37149,NP_523786.2,177,NM_079062.3,1454
19835622,NP_001286585.1,732,NM_001299656.1,5259
19836171,NP_788406.2,899,NM_176226.2,5259
37150,NP_001137702.1,721,NM_001144230.2,2491
10178866,NP_001188968.1,76,NM_001202039.1,945
37152,NP_001188969.1,1471,NM_001202040.1,6469
37153,NP_611360.1,206,NM_137516.2,761
37155,NP_611362.2,580,NM_137518.3,2054
37156,NP_611363.2,740,NM_137519.3,2418
37161,NP_001286589.1,605,NM_001299660.1,5724
37157,NP_611364.2,564,NM_137520.4,1867
3885594,NP_001033959.1,119,NM_001038870.2,589
37158,NP_611365.2,263,NM_137521.3,989
37159,NP_725820.2,262,NM_166304.3,1073
37163,NP_611370.2,535,NM_137526.3,1782
37164,NP_001137703.1,560,NM_001144231.3,2029
37165,NP_001261078.1,982,NM_001274149.1,4123
37166,NP_725824.1,324,NM_166306.3,1310
37167,NP_611374.1,1541,NM_137530.2,5546
37168,NP_611375.2,497,NM_137531.2,1826
46085,NP_725829.2,497,NM_166309.1,2999
37170,NP_611376.1,491,NM_137532.3,2060
46038,NP_001097372.1,338,NM_001103902.1,1237
37172,NP_001261079.1,743,NM_001274150.1,3029
37173,NP_001261080.1,296,NM_001274151.1,1932
37174,NP_611379.2,186,NM_137535.4,953
37175,NP_611380.1,150,NM_137536.5,669
37176,NP_001261081.1,2683,NM_001274152.1,8469
37177,NP_611382.1,1022,NM_137538.2,3403
37178,NP_611383.1,316,NM_137539.4,1120
37179,NP_611384.2,248,NM_137540.3,1077
251984,NP_611385.1,474,NM_137541.4,1486
37181,NP_788413.4,463,NM_176233.4,1926
37182,NP_611387.1,468,NM_137543.4,1576
12798338,NP_001246412.1,79,NM_001259483.2,416
12798339,NP_001246413.1,126,NM_001259484.2,502
12798340,NP_001286594.1,61,NM_001299665.1,514
37183,NP_476808.1,106,NM_057460.4,496
37184,NP_523787.2,120,NM_079063.4,449
12798341,NP_001246415.1,57,NM_001259486.1,261
37185,NP_001286595.1,911,NM_001299666.1,4279
246543,NP_725837.1,904,NM_166313.2,2935
37187,NP_725841.1,346,NM_166317.2,1597
59128,NP_001261082.1,243,NM_001274153.1,1118
37188,NP_001261083.1,1038,NM_001274154.1,4298
37189,NP_001188974.1,415,NM_001202045.2,1589
37190,NP_001137707.1,1517,NM_001144235.2,5170
37191,NP_001137708.2,629,NM_001144236.2,4026
12798343,NP_001246416.1,55,NM_001259487.2,242
37192,NP_611391.2,258,NM_137547.2,777
37194,NP_611393.2,193,NM_137549.2,641
37195,NP_611394.3,389,NM_137550.3,1445
37196,NP_001356890.1,846,NM_001369983.1,5019
246471,NP_725850.1,603,NM_166323.1,1812
37197,NP_725851.1,670,NM_166324.2,2338
37198,NP_523790.1,972,NM_079066.3,3608
37199,NP_611396.1,637,NM_137552.3,2528
37200,NP_725856.1,411,NM_166328.3,1772
37201,NP_001137709.1,980,NM_001144237.2,4107
37202,NP_001137711.1,955,NM_001144239.3,3049
37203,NP_725863.1,1218,NM_166335.3,5080
37204,NP_611400.1,358,NM_137556.4,1270
37205,NP_523791.2,1698,NM_079067.4,5899
37206,NP_001286609.1,257,NM_001299680.1,1319
2768850,NP_995887.1,173,NM_206165.1,522
2768851,NP_995888.1,175,NM_206166.2,615
37207,NP_611401.2,674,NM_137557.3,2332
44855,NP_001261085.1,680,NM_001274156.2,3956
37209,NP_611402.2,634,NM_137558.3,2289
37210,NP_611403.1,222,NM_137559.1,669
37211,NP_611404.1,341,NM_137560.2,1273
37212,NP_611405.2,222,NM_137561.2,1013
37213,NP_611406.1,224,NM_137562.2,744
37214,NP_523792.2,108,NM_079068.5,633
37215,NP_611407.1,267,NM_137563.4,1092
37216,NP_001246417.1,831,NM_001259488.2,3305
37217,NP_001286611.1,627,NM_001299682.1,2274
37218,NP_611410.1,390,NM_137566.4,2226
14462605,NP_725875.3,1379,NM_166341.3,5443
3885656,NP_001033961.2,164,NM_001038872.2,581
37220,NP_611412.1,513,NM_137568.3,3245
37221,NP_001246418.1,891,NM_001259489.2,3589
37222,NP_611414.1,866,NM_137570.2,2768
37223,NP_611415.2,861,NM_137571.2,3076
37224,NP_001261089.1,868,NM_001274160.1,3261
37225,NP_001261090.1,881,NM_001274161.1,2747
37226,NP_611418.1,875,NM_137574.3,2738
37227,NP_611419.1,535,NM_137575.2,1718
37228,NP_477210.1,661,NM_057862.5,2750
37229,NP_611420.1,79,NM_137576.4,497
37230,NP_001097377.2,1833,NM_001103907.3,6053
37232,NP_001286613.1,843,NM_001299684.1,2934
37233,NP_001137718.1,1500,NM_001144246.3,5613
53442,NP_652610.1,1078,NM_144353.4,3460
37235,NP_001286614.1,184,NM_001299685.1,1017
37236,NP_611421.1,202,NM_137577.3,709
37237,NP_523794.1,117,NM_079070.4,654
37238,NP_725896.1,456,NM_166356.2,1701
37239,NP_611422.2,680,NM_137578.4,2585
2768852,NP_995894.2,1170,NM_206172.3,4827
2768853,NP_995901.1,331,NM_206179.3,2300
37244,NP_611425.1,244,NM_137581.4,1166
37245,NP_611426.1,1366,NM_137582.3,4322
37246,NP_477420.1,511,NM_058072.4,1923
37247,NP_001261092.1,669,NM_001274163.1,2804
37248,NP_611428.1,308,NM_137584.3,1070
50205,NP_001286616.1,127,NM_001299687.1,979
37249,NP_001286617.1,271,NM_001299688.1,1527
37250,NP_001400982.1,425,NM_001414062.1,1487
37251,NP_611431.1,567,NM_137587.1,1704
37252,NP_611432.1,632,NM_137588.1,1899
37254,NP_001246428.1,552,NM_001259499.2,3226
12798347,NP_001246435.1,141,NM_001259506.1,553
12798348,NP_001356904.1,90,NM_001370015.1,411
37253,NP_611433.3,867,NM_137589.4,2829
10178923,NP_001188978.1,84,NM_001202049.2,663
37255,NP_663311.1,93,NM_145338.2,384
12798350,NP_001246437.1,50,NM_001259508.2,415
37256,NP_611435.1,191,NM_137591.2,752
37257,NP_611436.2,267,NM_137592.2,987
37258,NP_001286618.1,282,NM_001299689.1,886
37259,NP_611438.1,317,NM_137594.2,1250
49636,NP_001261097.1,827,NM_001274168.2,4043
37261,NP_001261098.1,561,NM_001274169.2,2491
50203,NP_663310.1,85,NM_145337.3,624
5740481,NP_001097379.1,59,NM_001103909.2,532
37263,NP_611441.1,580,NM_137597.2,2011
50202,NP_652363.1,53,NM_144106.2,281
37264,NP_611442.1,139,NM_137598.3,547
37265,NP_611443.1,137,NM_137599.2,571
170882,NP_995902.1,245,NM_206180.2,972
37266,NP_001286619.1,131,NM_001299690.1,922
37267,NP_611445.1,132,NM_137601.4,532
246668,NP_725926.1,125,NM_166375.3,528
37268,NP_611446.3,145,NM_137602.4,732
37269,NP_523796.2,419,NM_079072.2,1260
37270,NP_995903.1,132,NM_206181.3,495
37271,NP_611448.2,134,NM_137604.2,593
37272,NP_523797.1,1446,NM_079073.3,6396
19836082,NP_001286621.1,82,NM_001299692.1,1174
246667,NP_725929.1,140,NM_166376.2,569
37273,NP_611449.1,613,NM_137605.3,2010
10178839,NP_001303358.1,137,NM_001316429.1,1281
12798124,NP_001246438.1,138,NM_001259509.4,1281
10178943,NP_001188982.1,140,NM_001202053.3,928
246621,NP_001163212.1,174,NM_001169741.3,808
37274,NP_611450.1,114,NM_137606.3,554
19835635,NP_001286622.1,138,NM_001299693.1,742
19836050,NP_001286623.1,153,NM_001299694.1,629
37275,NP_001286624.1,502,NM_001299695.1,2938
37276,NP_611452.2,407,NM_137608.3,1325
54520446,NP_001369099.1,161,NM_001382160.1,703
37277,NP_476814.1,1385,NM_057466.2,5422
37278,NP_611453.2,155,NM_137609.3,537
37280,NP_611455.1,266,NM_137611.2,1035
37281,NP_611456.1,511,NM_137612.2,2041
19835525,NP_001286625.1,62,NM_001299696.1,351
19836231,NP_001286626.1,80,NM_001299697.1,401
37282,NP_611457.1,378,NM_137613.3,2319
37283,NP_611458.2,215,NM_137614.3,753
37284,NP_611459.1,765,NM_137615.3,2572
37285,NP_611460.1,568,NM_137616.3,1984
37286,NP_611461.3,498,NM_137617.4,1625
37287,NP_001261100.1,465,NM_001274171.1,1673
37288,NP_001261101.1,485,NM_001274172.1,1646
37289,NP_725942.1,881,NM_166382.2,3613
37290,NP_476905.1,260,NM_057557.4,1070
44848,NP_476683.1,174,NM_057335.3,616
37292,NP_725943.1,152,NM_166383.4,606
37293,NP_611464.3,1626,NM_137620.3,5102
37294,NP_611465.2,587,NM_137621.3,2790
37295,NP_611466.2,425,NM_137622.3,1429
37296,NP_611467.1,813,NM_137623.3,2708
37297,NP_611468.1,374,NM_137624.2,1385
37298,NP_611469.1,1449,NM_137625.2,5174
5740128,NP_001097380.1,192,NM_001103910.2,694
37299,NP_611470.1,217,NM_137626.3,1259
37300,NP_477407.1,219,NM_058059.4,912
37301,NP_611471.1,355,NM_137627.4,1688
37302,NP_001368942.1,587,NM_001382025.1,3615
37303,NP_611473.1,520,NM_137629.2,1717
37304,NP_611475.3,1222,NM_137631.7,4005
37305,NP_722456.1,252,NM_153772.2,963
37306,NP_611476.3,607,NM_137632.5,2972
37307,NP_611477.1,168,NM_137633.2,695
37308,NP_611478.1,568,NM_137634.2,1811
59232,NP_652708.3,87,NM_144451.3,549
37309,NP_611479.2,279,NM_137635.3,960
37310,NP_001097382.2,1201,NM_001103912.3,5113
37311,NP_611481.1,149,NM_137637.3,557
246669,NP_001286632.1,141,NM_001299703.1,823
246670,NP_725966.1,169,NM_166395.3,558
37312,NP_611482.1,105,NM_137638.3,418
37313,NP_611483.1,152,NM_137639.2,515
246484,NP_725968.1,282,NM_166396.3,962
246487,NP_665881.1,64,NM_145874.2,507
37314,NP_001286633.1,245,NM_001299704.1,1530
37315,NP_611485.1,476,NM_137641.3,1626
37316,NP_611486.1,105,NM_137642.3,440
37317,NP_611487.1,114,NM_137643.3,482
37318,NP_001286634.1,124,NM_001299705.1,1064
326110,NP_611488.1,136,NM_137644.1,411
246671,NP_725973.1,136,NM_166397.3,1488
37319,NP_001137721.1,184,NM_001144249.2,1488
3772580,NP_001027442.1,267,NM_001032271.2,1631
3772419,NP_725975.2,105,NM_166398.2,1631
37322,NP_611491.2,378,NM_137647.2,2030
37323,NP_525117.2,458,NM_080378.4,2822
12798125,NP_001246444.1,101,NM_001259515.1,487
47065,NP_001286637.1,414,NM_001299708.1,1956
37325,NP_611492.1,194,NM_137648.4,682
43862,NP_995906.1,502,NM_206184.2,2127
37328,NP_725980.1,818,NM_166402.2,3383
37329,NP_725981.1,511,NM_166403.2,1949
37330,NP_611495.1,726,NM_137651.2,2460
37331,NP_611496.1,1469,NM_137652.4,4602
37332,NP_001163217.1,513,NM_001169746.2,3135
37335,NP_611499.3,1235,NM_137655.3,4123
37334,NP_611498.1,576,NM_137654.1,1917
37336,NP_001286639.1,137,NM_001299710.1,646
37337,NP_611501.1,171,NM_137657.3,752
3772344,NP_001027443.1,108,NM_001032272.4,1245
3772640,NP_001027444.1,248,NM_001032273.4,1245
37339,NP_611503.1,433,NM_137659.5,1584
37342,NP_001286640.1,830,NM_001299711.1,3660
37340,NP_001286641.1,179,NM_001299712.1,1288
37341,NP_611505.1,146,NM_137661.2,656
37343,NP_611507.1,149,NM_137663.2,782
37344,NP_611508.1,702,NM_137664.3,2679
37345,NP_001163218.1,532,NM_001169747.2,2631
246485,NP_001286642.1,218,NM_001299713.1,1895
37347,NP_523798.1,416,NM_079074.1,1251
