NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
120284738,XP_039149225.1,451,XM_039293291.2,4639
123327206,XP_044778852.1,310,XM_044922917.1,1560
120284750,XP_039149309.1,221,XM_039293375.2,859
123327191,XP_044778814.1,342,XM_044922879.1,1113
123327202,XP_044778847.1,141,XM_044922912.1,433
27206742,XP_016033088.1,356,XM_016182554.3,1319
27207219,XP_016033089.1,663,XM_016182945.3,2459
27208060,XP_016033090.1,1026,XM_016183687.3,5004
27208523,XP_039149102.1,942,XM_039293168.2,2906
6739822,XP_002076714.1,168,XM_002076678.4,754
27207615,XP_039150132.1,212,XM_039294198.2,2315
120284821,XP_039150131.1,292,XM_039294197.2,1510
123327229,XP_044779009.1,206,XM_044923074.1,2044
123327216,XP_044778892.1,153,XM_044922957.1,4889
6739812,XP_039150279.1,429,XM_039294345.2,1462
27206978,XP_039150284.1,407,XM_039294350.2,1434
27209333,XP_016026064.2,290,XM_016184769.3,1386
120284949,XP_039150588.1,565,XM_039294654.2,2843
6739531,XP_016025910.1,477,XM_016174411.2,1882
123327303,XP_044779294.1,214,XM_044923359.1,645
120285018,XP_044779110.1,95,XM_044923175.1,468
27207479,XP_039151348.1,168,XM_039295414.1,689
123327255,XP_044779131.1,173,XM_044923196.1,1413
27208815,XP_016022737.1,213,XM_016184366.3,879
120284997,XP_039150968.1,127,XM_039295034.2,1841
123327268,XP_044779167.1,101,XM_044923232.1,909
123327304,XP_044779302.1,262,XM_044923367.1,789
120284921,XP_039150355.1,328,XM_039294421.2,1589
120284994,XP_039150936.2,457,XM_039295002.2,1531
123327306,XP_044779303.1,199,XM_044923368.1,600
6740373,XP_016022669.1,747,XM_016178767.3,4800
27208816,XP_016025871.1,694,XM_016184367.3,2458
27207968,XP_016025870.1,184,XM_016183594.2,701
27208027,XP_016033127.1,669,XM_016183652.3,5227
6726642,XP_002102055.1,141,XM_002102019.3,590
6726646,XP_039150424.1,908,XM_039294490.2,3907
6726643,XP_016033131.1,908,XM_016176069.3,2968
6726644,XP_016033134.1,423,XM_016176059.3,1932
27206456,XP_016033136.1,244,XM_016176058.3,3075
6726648,XP_002102059.1,1175,XM_002102023.4,4196
6726649,XP_002102060.1,448,XM_002102024.3,1734
6726650,XP_002102061.1,418,XM_002102025.4,1443
27208387,XP_044779295.1,619,XM_044923360.1,2048
6726651,XP_016033139.1,798,XM_016176073.3,2894
6726652,XP_002102063.2,392,XM_002102027.4,1486
27207686,XP_016033140.1,79,XM_016183373.3,417
6726653,XP_044779297.1,223,XM_044923362.1,1491
6726654,XP_002102065.2,399,XM_002102029.4,1400
6726655,XP_016033143.1,278,XM_016176057.3,1135
6726656,XP_002102067.1,293,XM_002102031.4,1033
6726658,XP_002102069.1,255,XM_002102033.3,969
6726659,XP_002102070.1,384,XM_002102034.3,1229
6726660,XP_002102071.1,394,XM_002102035.4,1527
6726661,XP_016033144.1,336,XM_016176055.3,1328
6726662,XP_002102073.1,1009,XM_002102037.4,3279
6726663,XP_044779313.1,143,XM_044923378.1,4021
6726664,XP_039151599.1,592,XM_039295665.2,2208
6726665,XP_039151600.1,401,XM_039295666.2,1938
6726666,XP_002102077.1,223,XM_002102041.4,1141
6726667,XP_016033156.1,763,XM_016176084.3,2564
6726668,XP_016033157.2,587,XM_016176051.3,2961
6726669,XP_016033158.1,741,XM_016176085.3,2886
6726670,XP_016033162.1,1259,XM_016176047.3,4142
6726671,XP_002102082.2,97,XM_002102046.4,432
6726672,XP_002102083.1,557,XM_002102047.4,1899
6726673,XP_016033167.1,225,XM_016176089.3,1355
6726674,XP_016033168.1,297,XM_016176045.3,1604
6726675,XP_016033170.1,644,XM_016176091.2,5678
6726676,XP_016033172.1,321,XM_016176093.3,1499
6726679,XP_016033173.1,1390,XM_016176094.3,4774
6726680,XP_016033174.1,462,XM_016176095.3,2060
6726682,XP_002102093.2,409,XM_002102057.4,1756
6726683,XP_016033175.1,116,XM_016176044.3,896
6726684,XP_016033176.1,382,XM_016176042.3,1750
6726685,XP_002102096.1,339,XM_002102060.4,1349
6726686,XP_002102097.2,361,XM_002102061.3,1220
6726687,XP_002102098.1,545,XM_002102062.4,2777
6726688,XP_002102099.1,576,XM_002102063.4,3058
6726689,XP_002102100.1,344,XM_002102064.4,1284
6726691,XP_016033180.1,1073,XM_016176039.3,4652
6726692,XP_002102103.1,323,XM_002102067.3,1160
6726693,XP_016033181.1,1155,XM_016176038.3,3766
6726695,XP_002102106.1,234,XM_002102070.4,3361
6726694,XP_002102105.1,488,XM_002102069.4,1562
6726696,XP_002102107.1,971,XM_002102071.4,3684
6726697,XP_039151582.1,392,XM_039295648.2,2607
6726699,XP_039151585.1,354,XM_039295651.1,2948
6726701,XP_002102112.1,1079,XM_002102076.4,3892
6726702,XP_016033186.1,699,XM_016176096.3,2493
6726703,XP_039151578.1,1686,XM_039295644.2,8848
27207617,XP_016033188.1,534,XM_016183298.3,1768
120285057,XP_039151579.1,597,XM_039295645.2,1895
27208589,XP_039151587.1,166,XM_039295653.2,8961
6726713,XP_016033191.1,916,XM_016176098.2,3666
6726715,XP_016033194.2,424,XM_016176032.3,1969
6726716,XP_002102127.1,206,XM_002102091.4,1062
27206414,XP_016033198.1,297,XM_016174432.2,1101
6726718,XP_002102129.1,231,XM_002102093.4,941
6726719,XP_002102130.1,562,XM_002102094.4,1997
6726720,XP_002102131.2,1105,XM_002102095.4,3880
6726721,XP_016033200.1,564,XM_016176104.3,1924
6726723,XP_039151959.1,1534,XM_039296025.2,6360
6726722,XP_002102133.3,182,XM_002102097.3,646
6726724,XP_002102135.1,280,XM_002102099.4,1064
6726725,XP_016033212.1,774,XM_016176030.3,2836
6726726,XP_016033214.1,1325,XM_016176020.3,5778
6726727,XP_016033228.1,840,XM_016176018.3,3983
6726730,XP_002102141.2,124,XM_002102105.4,574
6726731,XP_002102142.1,538,XM_002102106.4,1808
6726732,XP_002102143.1,521,XM_002102107.4,1989
6726733,XP_002102144.1,967,XM_002102108.4,3422
6726734,XP_016033230.2,3129,XM_016176011.3,11278
27206455,XP_039151325.1,278,XM_039295391.2,1057
6726738,XP_016033232.1,369,XM_016176115.2,1880
6726740,XP_002102151.1,381,XM_002102115.4,1275
6726741,XP_002102152.2,445,XM_002102116.4,3035
6726743,XP_002102154.1,133,XM_002102118.4,631
6726744,XP_016033233.1,97,XM_016176009.3,1958
6726746,XP_002102157.1,609,XM_002102121.3,2932
6726747,XP_016033234.1,750,XM_016176008.3,2586
6726748,XP_002102159.2,980,XM_002102123.4,3445
120285049,XP_039151483.1,111,XM_039295549.2,1542
6726749,XP_039151478.1,4276,XM_039295544.2,15172
6726754,XP_002102163.1,151,XM_002102127.4,2973
6726755,XP_016033237.1,246,XM_016176007.3,1023
27207044,XP_039150949.1,255,XM_039295015.1,1135
6726756,XP_002102165.1,246,XM_002102129.3,1016
6739694,XP_002076588.2,557,XM_002076552.4,3366
6726757,XP_016033239.1,193,XM_016176006.3,933
27206454,XP_039151941.1,551,XM_039296007.2,2984
27206800,XP_016033240.1,121,XM_016182604.3,976
6726762,XP_002102171.1,511,XM_002102135.3,1881
27208981,XP_016033241.1,97,XM_016184518.3,1628
6726767,XP_016033242.1,488,XM_016176119.3,3232
6726765,XP_044779312.1,333,XM_044923377.1,6531
6726760,XP_016033249.1,2056,XM_016176002.3,7600
6726769,XP_002102177.1,322,XM_002102141.4,1446
6726770,XP_016033254.1,443,XM_016176122.3,1546
6726771,XP_016033255.1,430,XM_016175997.2,1652
6726772,XP_002102180.1,84,XM_002102144.4,798
6726773,XP_016033256.1,214,XM_016176123.3,1079
6726774,XP_016033257.1,577,XM_016175996.3,3188
6726775,XP_002102183.2,959,XM_002102147.4,3290
6726776,XP_002102184.1,198,XM_002102148.4,982
6726777,XP_016033258.1,615,XM_016175994.3,2489
27208933,XP_016033260.1,87,XM_016184462.3,868
6726778,XP_044779169.1,562,XM_044923234.1,1920
6726779,XP_002102187.1,256,XM_002102151.3,875
6726782,XP_016033264.1,484,XM_016176126.3,2629
27206453,XP_016033265.1,224,XM_016175993.3,1058
6726783,XP_002102191.1,184,XM_002102155.4,4337
6726786,XP_016033283.1,1352,XM_016175986.3,5505
27209350,XP_016033294.1,560,XM_016184784.1,2241
6726788,XP_002102196.1,179,XM_002102160.4,832
6726793,XP_002102201.1,216,XM_002102165.3,1010
6726794,XP_016033295.1,227,XM_016176127.2,1103
6726795,XP_002102203.1,268,XM_002102167.4,1132
6726796,XP_016033296.1,687,XM_016175964.3,2816
6726797,XP_002102205.3,199,XM_002102169.4,756
6726801,XP_016033297.1,315,XM_016176129.3,1240
6726802,XP_002102209.2,131,XM_002102173.4,564
6726803,XP_002102210.1,568,XM_002102174.4,1964
6726804,XP_002102211.1,339,XM_002102175.4,1308
6726805,XP_039151487.1,276,XM_039295553.2,1145
27207284,XP_016033301.1,1615,XM_016183003.3,5773
6726798,XP_002102206.1,280,XM_002102170.4,1055
6726800,XP_016033304.1,249,XM_016176128.3,2081
27208983,XP_016033305.1,474,XM_016184519.3,2304
6726806,XP_016033306.1,308,XM_016175963.3,1303
6726807,XP_016033307.1,486,XM_016175962.3,1938
6726808,XP_044779175.1,312,XM_044923240.1,4707
27207681,XP_016033309.1,478,XM_016183367.3,1618
6726809,XP_016033312.1,1164,XM_016175961.3,4663
6726810,XP_016033313.1,157,XM_016175958.3,705
6726811,XP_002102218.2,499,XM_002102182.4,1601
6726812,XP_002102219.1,321,XM_002102183.3,1133
6726813,XP_002102220.1,370,XM_002102184.4,1350
6726814,XP_002102221.1,438,XM_002102185.4,1385
27206700,XP_016033314.2,85,XM_016182506.3,265
6726815,XP_016033316.1,1047,XM_016176134.3,3971
6726816,XP_016033318.1,974,XM_016175957.3,3839
6726817,XP_039150951.1,837,XM_039295017.1,2706
6726818,XP_016033319.1,1068,XM_016175955.3,4096
6726819,XP_016033321.1,997,XM_016175954.2,4167
6726821,XP_016033324.1,2837,XM_016176138.3,10377
120284963,XP_039150740.1,65,XM_039294806.2,778
6726822,XP_016033327.1,1310,XM_016175953.3,5766
6726823,XP_002102230.2,588,XM_002102194.4,1929
6726824,XP_002102231.2,226,XM_002102195.4,982
6726825,XP_002102232.2,768,XM_002102196.4,2949
6726826,XP_016033329.1,710,XM_016175948.3,2757
6726827,XP_002102234.1,155,XM_002102198.4,530
6726828,XP_016033334.1,410,XM_016176142.3,1663
6726829,XP_016033335.1,302,XM_016175947.3,1159
6726830,XP_002102237.1,182,XM_002102201.3,1268
6726831,XP_016033338.1,594,XM_016176145.3,2618
6726832,XP_016033340.1,2286,XM_016175946.3,8210
6726833,XP_002102240.1,198,XM_002102204.4,849
6726834,XP_002102241.1,503,XM_002102205.3,1860
6726835,XP_016033341.1,226,XM_016176147.3,1385
6726837,XP_016033344.1,422,XM_016175943.3,2700
27209401,XP_016033347.1,483,XM_016184834.3,1754
27208306,XP_016033348.1,1001,XM_016183907.3,3265
6726840,XP_016033351.1,613,XM_016175939.2,1907
6726841,XP_016033353.1,726,XM_016176148.3,2442
6726842,XP_016033354.1,85,XM_016175935.3,672
6726843,XP_016033357.1,183,XM_016175934.3,1097
6726844,XP_002102248.1,205,XM_002102212.4,830
6726847,XP_039151315.1,238,XM_039295381.2,1284
6726849,XP_039151305.1,1434,XM_039295371.2,4688
27207083,XP_016033359.1,257,XM_016182835.2,1033
6726850,XP_002102252.1,257,XM_002102216.4,1061
6726852,XP_039151313.1,264,XM_039295379.2,1074
120285037,XP_039151314.1,256,XM_039295380.2,972
6726853,XP_002102255.2,439,XM_002102219.4,1456
6726854,XP_002102256.3,880,XM_002102220.4,4689
6726856,XP_039151311.1,780,XM_039295377.2,2720
6726857,XP_002102259.2,189,XM_002102223.4,1310
6726858,XP_002102260.1,293,XM_002102224.4,1100
6726859,XP_002102261.1,670,XM_002102225.4,2433
6726860,XP_016033362.1,806,XM_016176151.3,2816
6726861,XP_002102263.1,783,XM_002102227.4,3058
6726862,XP_016033364.1,1359,XM_016176152.3,6394
6726863,XP_016033366.1,268,XM_016175930.3,2298
6726867,XP_016033368.1,1572,XM_016176155.3,6359
6726865,XP_002102267.1,426,XM_002102231.4,1719
6726868,XP_016033375.1,785,XM_016175928.3,3227
6726870,XP_016033377.1,300,XM_016176162.3,1098
6726871,XP_002102273.1,476,XM_002102237.4,1639
6726872,XP_016033378.1,347,XM_016176163.3,1230
6726873,XP_016033379.2,1165,XM_016175927.3,3946
6726874,XP_002102276.1,641,XM_002102240.4,3171
6726875,XP_002102277.1,374,XM_002102241.4,1391
6726876,XP_016033384.1,1362,XM_016175918.3,5064
6726879,XP_002102281.1,197,XM_002102245.4,1111
6726881,XP_016033393.1,672,XM_016176164.3,2507
6726882,XP_002102284.1,404,XM_002102248.4,1588
6726883,XP_016033397.1,502,XM_016176167.3,2056
6726884,XP_002102286.1,449,XM_002102250.4,1527
6726885,XP_002102287.1,235,XM_002102251.4,914
6726886,XP_002102288.1,968,XM_002102252.3,4092
6726887,XP_002102289.3,332,XM_002102253.3,4199
6726889,XP_039151683.1,429,XM_039295749.1,1374
6726890,XP_002102292.1,701,XM_002102256.4,2361
120285066,XP_039151685.1,88,XM_039295751.2,443
6726891,XP_002102293.1,227,XM_002102257.4,990
6726892,XP_002102294.1,329,XM_002102258.4,1509
6726893,XP_002102295.1,196,XM_002102259.4,1124
6726894,XP_016033404.2,538,XM_016176174.3,2106
6726895,XP_016033407.1,491,XM_016176177.3,1905
6726896,XP_002102298.1,244,XM_002102262.4,986
6726897,XP_002102299.1,250,XM_002102263.4,1039
6726898,XP_016033408.1,1219,XM_016175911.3,4946
6726899,XP_002102301.1,235,XM_002102265.4,985
6726900,XP_002102302.1,409,XM_002102266.4,1361
6726901,XP_016033411.1,604,XM_016175909.3,2339
6726902,XP_039150462.1,1683,XM_039294528.1,8423
6726905,XP_016033415.1,59,XM_016175905.3,411
6726906,XP_016033416.1,154,XM_016175904.3,861
6726907,XP_002102309.1,141,XM_002102273.4,637
6739695,XP_039150368.1,727,XM_039294434.2,2974
6726909,XP_002102311.1,352,XM_002102275.4,1227
6726910,XP_002102312.1,336,XM_002102276.4,1663
6726911,XP_002102313.1,336,XM_002102277.4,1095
6726913,XP_002102315.2,743,XM_002102279.4,2393
6726915,XP_002102317.1,397,XM_002102281.4,1466
6726916,XP_002102318.1,258,XM_002102282.4,1498
6726917,XP_016033421.1,242,XM_016176178.3,1010
6726918,XP_002102320.1,243,XM_002102284.4,892
6726919,XP_002102321.1,145,XM_002102285.4,603
6726921,XP_002102323.1,124,XM_002102287.4,708
6726923,XP_016033422.1,454,XM_016175902.3,2097
6726925,XP_016033423.1,735,XM_016176179.3,2328
6726927,XP_002102329.1,308,XM_002102293.4,1187
6726929,XP_039150857.1,489,XM_039294923.2,3018
6726931,XP_016033427.1,533,XM_016176183.3,2354
6726932,XP_039151037.1,390,XM_039295103.2,1561
6726933,XP_002102335.1,288,XM_002102299.4,1479
6726934,XP_016033431.1,395,XM_016175901.3,1641
123327289,XP_044779244.1,202,XM_044923309.1,887
6726936,XP_002102338.1,312,XM_002102302.4,1591
27207009,XP_039150983.1,288,XM_039295049.1,2690
6726937,XP_016033433.1,274,XM_016176187.3,1161
6726938,XP_002102340.1,233,XM_002102304.3,1383
120285031,XP_039151261.2,362,XM_039295327.2,1207
6726939,XP_016033434.2,284,XM_016176188.3,1050
6726940,XP_002102342.1,302,XM_002102306.4,1178
6726941,XP_002102343.1,295,XM_002102307.4,1775
27209243,XP_039151304.1,166,XM_039295370.1,804
6726944,XP_002102346.1,336,XM_002102310.4,2998
6726945,XP_002102347.1,210,XM_002102311.4,1568
6726946,XP_002102348.1,268,XM_002102312.4,1128
6726947,XP_002102349.1,214,XM_002102313.3,1240
120285023,XP_039151174.1,103,XM_039295240.2,617
6726948,XP_002102350.1,278,XM_002102314.4,1022
27207133,XP_044779196.1,697,XM_044923261.1,2156
123327301,XP_044779286.1,279,XM_044923351.1,840
6726949,XP_039150781.1,760,XM_039294847.2,4114
27206674,XP_016033439.1,105,XM_016182478.3,357
6726950,XP_002102352.1,298,XM_002102316.4,1812
6726951,XP_002102353.1,266,XM_002102317.3,1161
6726952,XP_002102354.1,280,XM_002102318.3,1284
6726953,XP_002102355.1,221,XM_002102319.4,731
6726954,XP_002102356.1,187,XM_002102320.4,1395
6726955,XP_002102357.1,202,XM_002102321.4,762
6726956,XP_002102358.1,119,XM_002102322.4,606
6726957,XP_016033442.1,440,XM_016176193.3,1494
6726958,XP_002102360.1,278,XM_002102324.4,1218
6726959,XP_039151810.1,841,XM_039295876.2,4615
6726961,XP_016033450.1,1124,XM_016175897.3,3662
120285072,XP_039151816.1,106,XM_039295882.1,741
6726962,XP_002102364.1,625,XM_002102328.4,2296
6726963,XP_016033455.1,662,XM_016175896.3,2257
6726964,XP_002102366.2,497,XM_002102330.4,1630
27208535,XP_016033456.1,90,XM_016184101.3,317
6726965,XP_016033458.1,542,XM_016175894.2,2041
6726966,XP_002102368.1,577,XM_002102332.4,2028
6726967,XP_016033459.1,537,XM_016176201.3,3132
6726968,XP_016033461.1,672,XM_016175886.3,4837
6726969,XP_039151809.1,2122,XM_039295875.2,10059
6726971,XP_016033470.2,1280,XM_016175885.3,6536
6726972,XP_016033471.1,388,XM_016176205.2,1464
6726973,XP_002102375.1,723,XM_002102339.4,2661
6726974,XP_039150810.1,1118,XM_039294876.2,5245
123327274,XP_044779176.1,409,XM_044923241.1,1539
6726976,XP_002102377.1,333,XM_002102341.4,1224
6726977,XP_016033484.1,360,XM_016175884.3,4694
27208324,XP_016033486.1,379,XM_016183920.2,2027
6726978,XP_002102379.1,321,XM_002102343.4,1332
6726979,XP_002102380.1,302,XM_002102344.4,1180
6726980,XP_016033487.1,191,XM_016176218.3,817
6726981,XP_016033488.1,222,XM_016175883.3,839
6726982,XP_002102383.2,217,XM_002102347.2,829
6726983,XP_002102384.1,225,XM_002102348.4,952
6726984,XP_002102385.2,220,XM_002102349.4,940
6726987,XP_002102388.1,419,XM_002102352.4,1460
6726986,XP_002102387.1,205,XM_002102351.3,921
6726988,XP_044779370.1,2132,XM_044923435.1,6781
6726989,XP_002102390.1,186,XM_002102354.4,931
6726990,XP_002102391.1,185,XM_002102355.4,877
6726991,XP_002102392.1,193,XM_002102356.4,1473
6726992,XP_016033493.1,637,XM_016175882.3,2859
6726994,XP_002102395.1,188,XM_002102359.4,1723
6726995,XP_002102396.1,191,XM_002102360.3,748
6726996,XP_002102397.1,151,XM_002102361.4,665
6726997,XP_002102398.2,227,XM_002102362.3,745
6726998,XP_016033494.2,199,XM_016176222.2,769
6726999,XP_039151364.1,489,XM_039295430.2,1627
120285030,XP_039151250.1,211,XM_039295316.1,820
6727003,XP_016033495.1,789,XM_016175879.3,4045
6727004,XP_002102405.1,252,XM_002102369.3,950
6727005,XP_002102406.2,233,XM_002102370.4,850
6727006,XP_002102407.1,351,XM_002102371.4,1706
6727008,XP_016033499.1,494,XM_016175878.3,2553
6727010,XP_016033500.1,352,XM_016176223.3,1576
6727011,XP_002102412.2,582,XM_002102376.4,2778
6727016,XP_044779314.1,434,XM_044923379.1,1500
6727018,XP_002102416.1,413,XM_002102380.4,2004
6727020,XP_016033509.1,378,XM_016175864.2,2621
120284925,XP_039150375.1,31,XM_039294441.2,1069
6727027,XP_002102425.1,360,XM_002102389.4,1219
6727028,XP_002102426.1,1036,XM_002102390.3,3435
6727029,XP_002102427.2,259,XM_002102391.4,1028
27208510,XP_016033517.1,286,XM_016184067.2,1113
27207548,XP_016033518.1,549,XM_016183235.3,2275
6740328,XP_016033519.1,422,XM_016180855.3,1805
6727030,XP_016033521.1,905,XM_016176228.3,3161
6727032,XP_002102430.1,782,XM_002102394.4,2556
27206457,XP_016033524.1,118,XM_016176231.2,892
6727034,XP_039150516.1,266,XM_039294582.2,1360
6727035,XP_002102433.1,236,XM_002102397.4,934
6727036,XP_016033527.1,567,XM_016175860.3,1976
6727037,XP_002102435.1,450,XM_002102399.4,1757
6727039,XP_002102437.1,99,XM_002102401.4,788
6727041,XP_039150500.1,2068,XM_039294566.2,6613
6727042,XP_016033530.1,495,XM_016175857.3,2438
6727045,XP_039150515.1,353,XM_039294581.2,1545
6727046,XP_002102444.1,316,XM_002102408.4,1640
27208822,XP_016033534.1,226,XM_016184374.3,984
27209087,XP_016033535.1,251,XM_016184597.3,967
6727048,XP_002102445.1,246,XM_002102409.3,1455
6727049,XP_016033536.1,251,XM_016176233.3,1482
6727050,XP_002102447.1,147,XM_002102411.4,648
6727051,XP_002102448.1,283,XM_002102412.4,1045
6727052,XP_002102449.1,1038,XM_002102413.4,3979
6727053,XP_002102450.1,899,XM_002102414.4,2870
6727054,XP_002102451.1,233,XM_002102415.4,940
6727055,XP_016033539.1,1688,XM_016176235.3,5492
6727056,XP_002102453.1,604,XM_002102417.4,2925
6727057,XP_016033557.1,802,XM_016176253.3,4085
6727058,XP_002102455.1,597,XM_002102419.4,2089
6727059,XP_002102456.1,187,XM_002102420.2,912
6727061,XP_016033558.1,468,XM_016175855.3,1886
6727062,XP_002102459.1,452,XM_002102423.4,1729
6727063,XP_039151635.1,1137,XM_039295701.2,4283
6727064,XP_016033562.1,401,XM_016176255.3,1673
6727065,XP_002102462.1,823,XM_002102426.4,2639
6727066,XP_002102463.1,266,XM_002102427.4,1579
6727067,XP_002102464.1,320,XM_002102428.4,1248
6727068,XP_002102465.1,251,XM_002102429.4,1069
6727069,XP_002102466.1,221,XM_002102430.4,803
6727070,XP_016033564.2,625,XM_016175851.1,2891
6727071,XP_016033565.1,474,XM_016176256.2,3173
6727073,XP_016033567.2,943,XM_016175850.3,5069
6727074,XP_002102471.1,362,XM_002102435.4,1703
6727075,XP_039151642.1,141,XM_039295708.2,1939
6727077,XP_002102474.1,410,XM_002102438.4,1396
27208940,XP_016033568.1,108,XM_016184472.3,1734
6727078,XP_039150955.1,307,XM_039295021.2,1133
6727079,XP_002102476.1,301,XM_002102440.4,1020
27208801,XP_016033569.1,122,XM_016184354.3,609
27206452,XP_016033570.1,204,XM_016175849.3,794
27207214,XP_016033571.1,70,XM_016182941.3,478
6727082,XP_002102479.1,63,XM_002102443.4,388
6727083,XP_016033574.2,756,XM_016175848.3,2695
6727084,XP_016033575.1,188,XM_016176258.3,796
27207676,XP_016033576.1,182,XM_016183364.3,815
6727085,XP_002102482.3,677,XM_002102446.4,2450
27207543,XP_016033577.2,551,XM_016183230.2,1827
6727087,XP_002102484.1,580,XM_002102448.3,1898
6727088,XP_002102485.2,261,XM_002102449.4,987
6727091,XP_002102486.1,282,XM_002102450.4,956
6727094,XP_016033578.1,583,XM_016175847.3,2501
27209100,XP_016033579.1,52,XM_016184605.3,627
6727095,XP_016033580.1,569,XM_016175846.3,3459
6727096,XP_002102489.1,365,XM_002102453.4,1448
6727097,XP_002102490.1,574,XM_002102454.4,2657
6727098,XP_002102491.1,153,XM_002102455.4,652
6727099,XP_002102492.1,572,XM_002102456.4,1942
6727100,XP_002102493.1,568,XM_002102457.4,1917
6727101,XP_002102494.1,541,XM_002102458.4,1949
6727102,XP_016033582.1,266,XM_016175845.3,1020
6727103,XP_002102496.1,450,XM_002102460.3,2005
6727104,XP_002102497.2,541,XM_002102461.4,1755
6727105,XP_002102498.1,541,XM_002102462.4,2037
6727106,XP_039151383.1,1367,XM_039295449.2,4407
6727107,XP_016033584.1,566,XM_016176260.3,2016
120285042,XP_039151366.1,51,XM_039295432.2,419
6727109,XP_016033587.1,1165,XM_016175843.3,6788
120284975,XP_044779160.1,1375,XM_044923225.1,4714
6727111,XP_016033591.1,1354,XM_016176264.2,5704
6727112,XP_002102505.1,450,XM_002102469.4,1596
27209175,XP_016033592.1,128,XM_016184659.3,539
6727114,XP_002102507.1,386,XM_002102471.4,1370
6727115,XP_002102508.1,187,XM_002102472.3,774
6727116,XP_002102509.1,391,XM_002102473.4,1444
27208449,XP_016033594.2,159,XM_016184012.3,1813
6727117,XP_002102510.1,191,XM_002102474.4,821
6727118,XP_016033595.1,413,XM_016175840.3,1367
6727119,XP_002102512.1,435,XM_002102476.4,1617
6727120,XP_016033596.1,409,XM_016175839.3,1688
6727121,XP_002102514.1,438,XM_002102478.4,1950
6727122,XP_002102515.1,469,XM_002102479.4,1920
6727123,XP_016033598.2,429,XM_016176266.3,1996
6727125,XP_002102518.2,432,XM_002102482.4,1354
6727126,XP_016033599.1,488,XM_016175837.3,2543
6727127,XP_002102520.1,356,XM_002102484.4,1401
6727128,XP_016033600.1,545,XM_016175835.3,3184
6727130,XP_016033602.1,246,XM_016176267.3,1055
6727131,XP_002102524.1,257,XM_002102488.4,1000
6727134,XP_039151845.1,1960,XM_039295911.2,8311
6727135,XP_039151853.1,973,XM_039295919.2,6299
6727136,XP_002102529.2,572,XM_002102493.4,2016
6727137,XP_002102530.2,407,XM_002102494.4,1325
6727138,XP_039151851.1,986,XM_039295917.2,3786
6727139,XP_002102532.1,915,XM_002102496.4,3306
6727140,XP_016033621.1,447,XM_016176282.3,1680
6727141,XP_016033623.1,545,XM_016175832.3,2174
6727142,XP_002102535.1,153,XM_002102499.4,1203
6727143,XP_039151871.1,507,XM_039295937.2,2155
6727145,XP_016033627.1,988,XM_016175828.3,3371
6727146,XP_002102539.1,1069,XM_002102503.4,3987
6727147,XP_016033629.1,551,XM_016175825.3,3094
6727150,XP_016033632.1,631,XM_016175824.3,2217
6727151,XP_016033633.3,153,XM_016176285.3,741
27209079,XP_016033635.1,158,XM_016184590.3,753
6727152,XP_016033637.1,341,XM_016175823.3,1623
6727153,XP_002102546.1,221,XM_002102510.4,1111
6727154,XP_002102547.1,95,XM_002102511.4,716
6727155,XP_016033638.1,870,XM_016176287.3,3006
6727156,XP_002102549.1,329,XM_002102513.4,1307
6727157,XP_002102550.1,149,XM_002102514.4,874
6727158,XP_016033646.1,415,XM_016176295.3,1562
6727159,XP_016033647.1,508,XM_016175821.3,1865
6727160,XP_002102553.1,722,XM_002102517.4,2282
6727162,XP_016033649.1,2173,XM_016175815.3,7342
6727163,XP_002102556.1,325,XM_002102520.4,1256
6727164,XP_002102557.1,276,XM_002102521.4,957
6727165,XP_002102558.1,231,XM_002102522.4,924
6727166,XP_016033656.1,947,XM_016176297.3,3328
27209146,XP_016033657.1,94,XM_016184640.3,583
6727167,XP_016033658.1,462,XM_016176298.3,2006
6727168,XP_016033661.1,1488,XM_016176301.3,4648
6727169,XP_039150783.1,260,XM_039294849.2,1159
6727170,XP_002102563.1,156,XM_002102527.4,706
6727171,XP_016033663.1,796,XM_016176302.3,3973
6727173,XP_016033669.1,2145,XM_016176308.3,9487
6727175,XP_002102567.1,281,XM_002102531.4,1126
6727176,XP_002102568.3,658,XM_002102532.4,2718
6727178,XP_016033670.1,1142,XM_016175810.3,4617
6727180,XP_002102572.1,339,XM_002102536.4,1599
6727181,XP_002102573.1,170,XM_002102537.3,538
6727182,XP_002102574.1,1487,XM_002102538.4,4811
6727184,XP_002102576.1,479,XM_002102540.4,2955
6727185,XP_002102577.1,412,XM_002102541.4,1649
6727186,XP_002102578.1,203,XM_002102542.4,688
6727187,XP_002102579.2,200,XM_002102543.4,989
6727188,XP_039150958.1,751,XM_039295024.2,2665
6727189,XP_044779225.1,554,XM_044923290.1,2446
6727190,XP_002102582.2,382,XM_002102546.4,1475
6727192,XP_016033680.1,415,XM_016175806.3,1824
6739755,XP_039150533.1,600,XM_039294599.2,2241
6727195,XP_016033704.2,94,XM_016175805.3,849
123327020,XP_044779145.1,148,XM_044923210.1,938
27207039,XP_016033705.1,82,XM_016182795.2,513
123327267,XP_044779157.1,112,XM_044923222.1,603
6727196,XP_016033706.1,131,XM_016175804.3,585
6727198,XP_044779146.1,138,XM_044923211.1,858
6727201,XP_002102593.1,113,XM_002102557.4,682
