NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method	Chromosomes	Nomenclature ID	Ensembl GeneIDs	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop	OMIM IDs	Orientation	Proteins	Synonyms	Taxonomic ID	SwissProt Accessions
36464	Qsox1	Quiescin sulfhydryl oxidase 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36464	NCBI Ortholog	2R	FBgn0033814		NT_033778.4	13231758	13235296		minus	2	CG4670,Dmel\CG4670,DmQSOX1,lincRNA.300,qsox1,QSOX1	7227	
36466	CG4679	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36466	NCBI Ortholog	2R	FBgn0033816		NT_033778.4	13237256	13239468		minus	1	Dmel\CG4679,RE17985p	7227	
36471	CG4716	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36471	NCBI Ortholog	2R	FBgn0033820		NT_033778.4	13256587	13257446		plus	3	BEST:GH18008,Dmel\CG4716,Dmel_CG4716,GH16,gh18008	7227	
36481	CG10814	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36481	NCBI Ortholog	2R	FBgn0033830		NT_033778.4	13375975	13377731		minus	1	dGBBD,Dmel\CG10814,gamma-BBH	7227	
36489	Ser8	Ser8	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36489	NCBI Ortholog	2R	FBgn0019928		NT_033778.4	13434207	13435045		plus	1	CG4812,Dmel\CG4812,SP#3,SP3,SP90	7227	
36506	NADK	NAD kinase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	36506	NCBI Ortholog	2R	FBgn0033853		NT_033778.4	13537371	13547577		minus	5	CG6145,CT19307,Dmel\CG6145	7227	
36507	CG33156	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	36507	NCBI Ortholog	2R	FBgn0053156		NT_033778.4	13548244	13553240		minus	5	CG30063,CG6152,Dmel\CG33156,NADK	7227	
36508	Roe1	Roe1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36508	NCBI Ortholog	2R	FBgn0014877		NT_033778.4	13554077	13555606		plus	1	BcDNA:GM03203,cg6155,CG6155,Dmel\CG6155,droe1,Droe1,DROE1	7227	
36509	link	link	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36509	NCBI Ortholog	2R	FBgn0033855		NT_033778.4	13555949	13557342		plus	1	CG13333,Dmel\CG13333,Link	7227	
36511	CG42807	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36511	NCBI Ortholog	2R	FBgn0261989		NT_033778.4	13570595	13572759		minus	2	CG13335,CG6183,Dmel\CG42807	7227	
36524	S-Lap7	Sperm-Leucylaminopeptidase 7	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36524	NCBI Ortholog	2R	FBgn0033868		NT_033778.4	13778124	13780245		minus	2	CG13340,Dmel\CG13340,S-LAP 7	7227	
36539	Uba3	Ubiquitin-like activating enzyme 3	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36539	NCBI Ortholog	2R	FBgn0263697		NT_033778.4	13858952	13860432		plus	1	CG13343,Dmel\CG13343,dUba3,l(2)SH2 2028,l(2)SH2028	7227	
36540	CG16935	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36540	NCBI Ortholog	2R	FBgn0033883		NT_033778.4	13860349	13862002		minus	2	Dmel\CG16935,DM_7303260	7227	
36541	CG13344	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36541	NCBI Ortholog	2R	FBgn0033884		NT_033778.4	13861997	13864156		plus	2	anon-EST:GreesD1,anon-EST:GressD1,Dmel\CG13344	7227	
36551	Ctf4	Chromosome transmission fidelity 4	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36551	NCBI Ortholog	2R	FBgn0033890		NT_033778.4	13980362	13983317		minus	1	anon-WO0140519.180,CG13350,Dmel\CG13350	7227	
36569	ReepB	Receptor expression enhancing protein B	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	36569	NCBI Ortholog	2R	FBgn0033906		NT_033778.4	14170462	14172998		plus	4	CG8331,CT24597,Dmel\CG8331	7227	
36570	mRpS16	mitochondrial ribosomal protein S16	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36570	NCBI Ortholog	2R	FBgn0033907		NT_033778.4	14172986	14173596		minus	1	147189_at,BcDNA:SD15809,CG8338,Dmel\CG8338,MRP-S16	7227	
36577	CG8468	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36577	NCBI Ortholog	2R	FBgn0033913		NT_033778.4	14219898	14230620		plus	3	Dmel\CG8468	7227	
36579	Snrk	SNF related kinase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36579	NCBI Ortholog	2R	FBgn0033915		NT_033778.4	14235787	14239703		minus	3	152964_at,CG8485,Dmel\CG8485,SNRK	7227	
36581	SmydA-1	SET and MYND domain containing, arthropod-specific, member 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36581	NCBI Ortholog	2R	FBgn0033917		NT_033778.4	14243778	14246066		plus	1	CG8503,Dmel\CG8503	7227	
36584	CG8531	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36584	NCBI Ortholog	2R	FBgn0033918		NT_033778.4	14256493	14258787		plus	1	Dmel\CG8531	7227	
36605	Achl	Achilles	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36605	NCBI Ortholog	2R	FBgn0033936		NT_033778.4	14420324	14424764		plus	2	Achn,CG17386,CT33484,Dmel\CG17386	7227	
36624	Had2	beta Hydroxy acid dehydrogenase 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36624	NCBI Ortholog	2R	FBgn0033949		NT_033778.4	14629910	14631023		plus	1	CG10131,Dmel\CG10131	7227	
36627	Adgf-E	Adenosine deaminase-related growth factor E	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36627	NCBI Ortholog	2R	FBgn0033952		NT_033778.4	14656798	14658755		minus	1	ADGF-E,adgfe,CG10143,Dmel\CG10143	7227	
36634	jef	jet fuel	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36634	NCBI Ortholog	2R	FBgn0033958		NT_033778.4	14739359	14745335		minus	2	CG12858,Dmel\CG12858	7227	
36640	ND-B15	NADH dehydrogenase (ubiquinone) B15 subunit	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36640	NCBI Ortholog	2R	FBgn0033961		NT_033778.4	14756516	14757072		plus	1	anon-EST:fe3B12,CG 12859,CG12859,Dmel\CG12859,dNDUFB4,NB5M,Q6IDF5	7227	
36641	Trs31	TRAPP subunit 31	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36641	NCBI Ortholog	2R	FBgn0266723		NT_033778.4	14757064	14757846		minus	1	CG10153,Dmel\CG10153,TRAPPC5,Trs31p	7227	
36655	Ciao1	Ciao1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36655	NCBI Ortholog	2R	FBgn0033972		NT_033778.4	14853863	14855048		minus	1	CG12797,CiaO1,CIAO1,Dmel\CG12797	7227	
36656	HPS1	Hermansky-Pudlak Syndrome 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36656	NCBI Ortholog	2R	FBgn0033973		NT_033778.4	14855429	14857502		plus	1	CG12855,dHPS1,Dmel\CG12855,HPS,NP_610997	7227	
36668	Kank	kank	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	36668	NCBI Ortholog	2R	FBgn0027596		NT_033778.4	14901475	14928425		minus	9	BcDNA:GH03482,BEST:GH19041,CG10249,dKank,Dmel\CG10249,kank	7227	
36669	Agps	Alkylglycerone phosphate synthase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	36669	NCBI Ortholog	2R	FBgn0033983		NT_033778.4	14929703	14934861		minus	4	ADPS,AGPS,CG10253,dAGPS,Dmel\CG10253	7227	
36670	Lap1	Lap1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36670	NCBI Ortholog	2R	FBgn0033984		NT_033778.4	14935660	14940722		plus	2	CG10255,CT28815,dlap1,dLap1,dLAP1,Dmel\CG10255	7227	
36671	CG10257	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36671	NCBI Ortholog	2R	FBgn0033985		NT_033778.4	14942398	14944469		plus	1	BcDNA:RH51312,Dmel\CG10257	7227	
36675	CG7639	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36675	NCBI Ortholog	2R	FBgn0033989		NT_033778.4	14987660	14992230		minus	1	Dmel\CG7639	7227	
36698	CG8155	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36698	NCBI Ortholog	2R	FBgn0034009		NT_033778.4	15317817	15322171		minus	1	Dmel\CG8155	7227	
36705	Pms2	Pms2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36705	NCBI Ortholog	2R	FBgn0011660		NT_033778.4	15368074	15371520		minus	1	CG8169,Dmel\CG8169,dmlh-2,dmlh2,dpms2,Mlh2,pms2,PMS2	7227	
36713	CG8180	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36713	NCBI Ortholog	2R	FBgn0034021		NT_033778.4	15472175	15482834		minus	3	Dmel\CG8180	7227	
36733	Cep89	Centrosomal protein 89kDa	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36733	NCBI Ortholog	2R	FBgn0266708		NT_033778.4	15687388	15688985		minus	1	CEP89,CG8214,Dmel\CG8214	7227	
36742	CG8249	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36742	NCBI Ortholog	2R	FBgn0034045		NT_033778.4	15842760	15847362		minus	3	Dmel\CG8249	7227	
36751	CG8299	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36751	NCBI Ortholog	2R	FBgn0034052		NT_033778.4	15940610	15941483		minus	1	Dmel\CG8299,SP65	7227	
36757	CG8314	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36757	NCBI Ortholog	2R	FBgn0034057		NT_033778.4	15989683	15991286		minus	1	anon-WO0118547.93,Dmel\CG8314	7227	
36758	Pex11ab	Peroxin 11a/b	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36758	NCBI Ortholog	2R	FBgn0034058		NT_033778.4	15991367	15992375		minus	1	CG8315,DmelPex11,Dmel\CG8315,Pex11,PEX11A,PEX11A/B,PEX11B	7227	
36762	Ufc1	Ubiquitin-fold modifier conjugating enzyme 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36762	NCBI Ortholog	2R	FBgn0034061		NT_033778.4	16006893	16007667		minus	1	CG8386,Dmel\CG8386,dUFC1	7227	
36771	SP2353	SP2353	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36771	NCBI Ortholog	2R	FBgn0034070		NT_033778.4	16031930	16047243		plus	2	BcDNA:GH12319,CG8403,CT18665,Dmel\CG8403,Hspg2	7227	
36772	CG8405	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36772	NCBI Ortholog	2R	FBgn0034071		NT_033778.4	16047648	16060835		plus	2	Dmel\CG8405,R5_2R:11947059..11948303	7227	
36784	CysRS	Cysteinyl-tRNA synthetase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36784	NCBI Ortholog	2R	FBgn0027091		NT_033778.4	16143147	16145906		plus	1	Aats-cys,BcDNA:LD21177,CARS,CG8431,CRS,dCARS,Dmel\CG8431	7227	
36789	CG8435	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36789	NCBI Ortholog	2R	FBgn0034084		NT_033778.4	16169600	16170861		minus	1	Dmel\CG8435	7227	
36825	CG4282	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36825	NCBI Ortholog	2R	FBgn0034114		NT_033778.4	16322186	16324801		plus	1	Dmel\CG4282	7227	
36829	CG7997	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36829	NCBI Ortholog	2R	FBgn0034117		NT_033778.4	16341251	16344182		minus	2	CT24026,Dmel\CG7997	7227	
36831	wcd	wicked	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36831	NCBI Ortholog	2R	FBgn0262560		NT_033778.4	16345838	16347500		minus	1	CG7989,Dmel\CG7989,l(2)k07824,l(2)kO7824,Wcd	7227	
36838	jtb	jetboil	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36838	NCBI Ortholog	2R	FBgn0034126		NT_033778.4	16432244	16433183		plus	1	CG4398,Dmel\CG4398	7227	
36844	S-Lap8	Sperm-Leucylaminopeptidase 8	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36844	NCBI Ortholog	2R	FBgn0034132		NT_033778.4	16491100	16493233		plus	1	anon-WO0140519.41,CG4439,Dmel\CG4439,S-LAP 8	7227	
36847	loopin-1	loopin-1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36847	NCBI Ortholog	2R	FBgn0259795		NT_033778.4	16534943	16537086		plus	2	anon-WO0140519.81,CG4750,Dmel\CG4750,kl3 lp-1,kl3lp1,loopin,S-LAP 6,S-Lap6	7227	
36856	Dolk	Dolichol kinase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36856	NCBI Ortholog	2R	FBgn0034141		NT_033778.4	16587045	16589184		minus	1	CG8311,Dmel\CG8311	7227	
36857	CG8306	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36857	NCBI Ortholog	2R	FBgn0034142		NT_033778.4	16589518	16594646		minus	1	Dmel\CG8306	7227	
36860	CG5065	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	36860	NCBI Ortholog	2R	FBgn0034145		NT_033778.4	16607654	16624894		plus	5	Dmel\CG5065,FAR1,FAR1/2	7227	
36864	Nach	nach	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36864	NCBI Ortholog	2R	FBgn0024319		NT_033778.4	16653205	16655046		minus	3	CG8178,Dmel\CG8178,ppk4,PPK4	7227	
36872	Acp53C14a	Accessory gland protein 53C14a	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36872	NCBI Ortholog	2R	FBgn0034152		NT_033778.4	16747834	16748590		minus	2	Acp53,Acp53Ca,Apc53C14a,CG8626,Dmel\CG8626	7227	
36873	Acp53C14b	Accessory gland protein 53C14b	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36873	NCBI Ortholog	2R	FBgn0034153		NT_033778.4	16748815	16749460		minus	2	Acp53,Acp53c14b,Acp53Cb,CG15616,Dmel\CG15616	7227	
36881	RalGPS	Ral GEF with PH domain and SH3 binding motif	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	36881	NCBI Ortholog	2R	FBgn0034158		NT_033778.4	16783671	16792472		plus	6	CG5522,Dmel\CG5522,RasGPS	7227	
36891	CG6426	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36891	NCBI Ortholog	2R	FBgn0034162		NT_033778.4	16869402	16871851		plus	1	BcDNA:RH01665,Dmel\CG6426,l(2)k04810,n(2)k04810	7227	
36908	ste24a	prenyl protease type I	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36908	NCBI Ortholog	2R	FBgn0034176		NT_033778.4	17000244	17001941		minus	1	CG9000,Dmel\CG9000,Dmel\Ste24,Dmel\Ste24a,Ste24a	7227	
36909	AsnRS-m	Asparaginyl-tRNA synthetase, mitochondrial	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36909	NCBI Ortholog	2R	FBgn0034177		NT_033778.4	17001994	17003599		plus	1	CG6796,Dmel\CG6796	7227	
36921	CG8950	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36921	NCBI Ortholog	2R	FBgn0034186		NT_033778.4	17059331	17062634		minus	2	Dmel\CG8950	7227	
36922	Mov10	Mov10 RISC complex RNA helicase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36922	NCBI Ortholog	2R	FBgn0034187		NT_033778.4	17062775	17066546		plus	2	CG6967,CT21565,Dmel\CG6967,dMOV10	7227	
36926	CG6984	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36926	NCBI Ortholog	2R	FBgn0034191		NT_033778.4	17091984	17093070		plus	1	Dmel\CG6984	7227	
36930	CG15611	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36930	NCBI Ortholog	2R	FBgn0034194		NT_033778.4	17108844	17114360		plus	2	Dmel\CG15611	7227	
36931	Spn53F	Serpin 53F	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36931	NCBI Ortholog	2R	FBgn0034195		NT_033778.4	17122898	17124237		minus	1	CG10956,Dmel\CG10956	7227	
36953	l(2)k01209	lethal (2) k01209	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	36953	NCBI Ortholog	2R	FBgn0022029		NT_033778.4	17420407	17425679		plus	4	CG4798,Dmel\CG4798,l(2)K01209,l(2)k08901	7227	
36954	CG6550	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36954	NCBI Ortholog	2R	FBgn0034214		NT_033778.4	17425670	17427511		minus	1	CDKAL1-like,Dmel\CG6550	7227	
36955	Mtap	Methylthioadenosine phosphorylase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36955	NCBI Ortholog	2R	FBgn0034215		NT_033778.4	17427795	17429315		plus	3	CG4802,Dmel\CG4802,MTAP	7227	
36962	CG10764	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36962	NCBI Ortholog	2R	FBgn0034221		NT_033778.4	17453399	17455729		plus	1	anon-54Ba,Dmel\CG10764,FBgn0034221,gene 2,GENE 2,SP77	7227	
36964	CG14478	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	36964	NCBI Ortholog	2R	FBgn0028953		NT_033778.4	17457663	17465795		plus	4	BEST:LD13441,Dmel\CG14478,gene 4,GENE 4	7227	
36968	veil	veil	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36968	NCBI Ortholog	2R	FBgn0034225		NT_033778.4	17478158	17482118		plus	2	CG4827,Dmel\CG4827,NT5E-1,NT5E1	7227	
36982	Cc2d2a	Coiled-coil and C2 domain containing 2A	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36982	NCBI Ortholog	2R	FBgn0263113		NT_033778.4	17539322	17544353		plus	1	cc2d2a,CC2D2A,CG18432,CG18631,CG43370,Dmel\CG43370,Mks6,MKS6	7227	
36994	CG6484	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36994	NCBI Ortholog	2R	FBgn0034247		NT_033778.4	17582007	17584012		minus	1	Dmel\CG6484	7227	
36996	RhoGAP54D	Rho GTPase activating protein at 54D	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36996	NCBI Ortholog	2R	FBgn0034249		NT_033778.4	17586425	17590884		minus	2	CG6477,Dmel\CG6477	7227	
36997	icln	icln	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36997	NCBI Ortholog	2R	FBgn0029079		NT_033778.4	17590964	17591881		plus	1	CG4924,Dmel\CG4924,pICln	7227	
37009	HPS4	Hermansky-Pudlak Syndrome 4	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37009	NCBI Ortholog	2R	FBgn0034261		NT_033778.4	17683574	17690822		plus	2	CG4966,dHPS4,Dmel\CG4966,NP_725707	7227	
37014	Dlish	Dachs ligand with SH3s	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37014	NCBI Ortholog	2R	FBgn0034264		NT_033778.4	17723309	17725056		plus	1	CG10933,dlish,Dmel\CG10933,vam,Vam	7227	
37015	Snx16	Sorting nexin 16	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37015	NCBI Ortholog	2R	FBgn0034265		NT_033778.4	17725030	17726847		minus	1	CG6410,Dmel\CG6410,DmSNX16,dSnx16,snx16,SNX16	7227	
37020	PIG-A	Phosphatidylinositol glycan anchor biosynthesis class A	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37020	NCBI Ortholog	2R	FBgn0034270		NT_033778.4	17737622	17739685		minus	2	CG6401,Dm*AAF57802/5-442,Dmel\CG6401	7227	
37026	Sardh	Sarcosine dehydrogenase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37026	NCBI Ortholog	2R	FBgn0034276		NT_033778.4	17753555	17756422		minus	1	CG6385,Dmel\CG6385,sardh	7227	
37034	aft	adrift	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37034	NCBI Ortholog	2R	FBgn0026309		NT_033778.4	17786135	17788556		plus	1	CG5032,CMTr2,Dmel\CG5032,EG:52C10.7	7227	
37037	Dhit	Double hit	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37037	NCBI Ortholog	2R	FBgn0028743		NT_033778.4	17792870	17800677		plus	2	CG5036,dhit,Dmel\CG5036,EG:52C10.2	7227	
37059	CG10912	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37059	NCBI Ortholog	2R	FBgn0034296		NT_033778.4	18056064	18057065		minus	1	Dmel\CG10912	7227	
37071	EMRE	Essential MCU regulator	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37071	NCBI Ortholog	2R	FBgn0062440		NT_033778.4	18147297	18147997		minus	1	BcDNA:RE55001,CG17680,Dmel\CG17680	7227	
37079	MED9	Mediator complex subunit 9	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37079	NCBI Ortholog	2R	FBgn0260401		NT_033778.4	18167255	18168380		plus	1	BcDNA:LD07740,BcDNA:RH42446,CG30112,CG30113,CG42517,CG5134,Dmel\CG42517,med9,Med9	7227	
37083	nopo	no poles	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37083	NCBI Ortholog	2R	FBgn0034314		NT_033778.4	18180496	18182519		plus	2	CG5140,Dmel\CG5140,Nopo,NOPO,Traip,TRIP	7227	
37084	CG5721	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37084	NCBI Ortholog	2R	FBgn0034315		NT_033778.4	18182435	18184090		minus	1	Dmel\CG5721	7227	
37087	CG14500	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37087	NCBI Ortholog	2R	FBgn0034318		NT_033778.4	18188978	18189654		plus	1	Dmel\CG14500	7227	
37101	BomS4	Bomanin Short 4	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37101	NCBI Ortholog	2R	FBgn0034330		NT_033778.4	18384567	18384911		plus	1	BcDNA:RH09147,Bom107,CG18107,Dmel\CG18107	7227	
37117	CG5174	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	10	37117	NCBI Ortholog	2R	FBgn0034345		NT_033778.4	18421413	18426221		plus	10	BcDNA:RE18604,BcDNA:RH27395,Dmel\CG5174	7227	
37119	Ttd14	TRPL translocation defect 14	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	37119	NCBI Ortholog	2R	FBgn0284257		NT_033778.4	18430315	18440475		minus	3	CG16859,CG30118,CG5544,Dmel\CG30118,l(2)08770,l(2)k04808,ttd14,TTD14	7227	
37136	mRpS28	mitochondrial ribosomal protein S28	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37136	NCBI Ortholog	2R	FBgn0034361		NT_033778.4	18614210	18615018		minus	1	BcDNA:RH13070,CG5497,Dmel\CG5497,MRP-S35,mrpS28	7227	
37140	CG5335	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37140	NCBI Ortholog	2R	FBgn0034365		NT_033778.4	18621541	18622986		plus	1	Dmel\CG5335	7227	
37148	Gint3	GDI interacting protein 3	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	37148	NCBI Ortholog	2R	FBgn0034372		NT_033778.4	18658418	18661548		minus	3	CG5469,Dmel\CG5469,Dromel_CG5469_FBtr0086654_gint3_mORF,UBX 6 like	7227	
37155	CG15073	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37155	NCBI Ortholog	2R	FBgn0034379		NT_033778.4	18705977	18708226		plus	2	Dmel\CG15073	7227	
37156	Vps51	Vacuolar protein sorting 51	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37156	NCBI Ortholog	2R	FBgn0034380		NT_033778.4	18708152	18710865		minus	1	CG15087,Dmel\CG15087	7227	
37157	List	Lithium-inducible SLC6 transporter	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37157	NCBI Ortholog	2R	FBgn0034381		NT_033778.4	18727817	18730281		minus	2	CG15088,Dmel\CG15088,DmNAT2,LIST	7227	
37163	Cyp12b2	Cytochrome P450 12b2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37163	NCBI Ortholog	2R	FBgn0034387		NT_033778.4	18754995	18757083		plus	1	12b2,CG15077,Cyp12B2,Dmel\CG15077	7227	
37165	Mctp	Multiple C2 domain and transmembrane region protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	37165	NCBI Ortholog	2R	FBgn0034389		NT_033778.4	18761758	18774824		plus	6	CG15078,CG33146,CG33148,Dmel\CG15078,DmMCTP,mctp	7227	
37172	CG15097	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	37172	NCBI Ortholog	2R	FBgn0034396		NT_033778.4	18822188	18829699		minus	4	Dm.CG15097,Dmel\CG15097	7227	
37174	CG15098	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37174	NCBI Ortholog	2R	FBgn0034398		NT_033778.4	18833372	18834775		minus	1	dmCG15098,Dmel\CG15098	7227	
37179	CG18190	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37179	NCBI Ortholog	2R	FBgn0034403		NT_033778.4	18851907	18853043		minus	1	Dmel\CG18190	7227	
37194	CG15116	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37194	NCBI Ortholog	2R	FBgn0034415		NT_033778.4	19055231	19055924		minus	1	Dmel\CG15116,GPx-like	7227	
37202	CG10737	uncharacterized protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	17	37202	NCBI Ortholog	2R	FBgn0034420		NT_033778.4	19164143	19178223		plus	17	10737,Dmel\CG10737	7227	
37207	tbrd-2	testis-specifically expressed bromodomain containing protein-2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37207	NCBI Ortholog	2R	FBgn0034423		NT_033778.4	19259909	19262294		plus	1	7229,CG7229,Dmel\CG7229,tBrd-2,tBRD-2	7227	
37213	AANATL4	Arylalkylamine N-acetyltransferase-like 4	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37213	NCBI Ortholog	2R	FBgn0034429		NT_033778.4	19289109	19289852		plus	1	CG18607,Dmel\CG18607	7227	
37236	Arl6	ADP ribosylation factor-like 6	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37236	NCBI Ortholog	2R	FBgn0034446		NT_033778.4	19444179	19445058		plus	2	A1ZBK9,ARL6,BBS3,CG7735,Dmel\CG7735	7227	
37244	TBCB	tubulin-binding cofactor B	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37244	NCBI Ortholog	2R	FBgn0034451		NT_033778.4	19485494	19486837		minus	1	CG11242,Dmel\CG11242,dTBCB,tbcb	7227	
