,NCBI_GeneID,Type,Dmel ID
11628,LOC6737295,[1],['LOC38973']
11629,LOC6737296,[1],['LOC38974']
11630,LOC6737298,[1],['LOC38975']
11631,LOC6737299,[1],['LOC38976']
11632,LOC6737300,[1],['LOC44679']
11633,LOC6737301,[1],['LOC38978']
11634,LOC6737303,[1],['LOC38979']
11635,LOC6737305,[1],['LOC38981']
11636,LOC6737307,[1],['LOC38982']
11637,LOC6737308,[1],['LOC38983']
11638,LOC6737311,[1],['LOC38984']
11639,LOC6737312,[1],['LOC38985']
11640,LOC6737314,[1],['LOC38986']
11641,LOC6737315,[1],['LOC326209']
11642,LOC6737317,[1],['LOC38987']
11643,LOC6737318,[1],['LOC38988']
11644,LOC6737319,[1],['LOC38989']
11645,LOC6737320,[1],['LOC38990']
11646,LOC6737321,[1],['LOC38992']
11647,LOC6737322,[1],['LOC38993']
11648,LOC6737323,[1],['LOC38994']
11649,LOC6737325,[1],['LOC38995']
11650,LOC6737327,[1],['LOC47283']
11651,LOC6737328,[1],['LOC317826']
11652,LOC6737329,[1],['LOC38998']
11653,LOC6737330,[1],['LOC38999']
11654,LOC6737331,[1],['LOC39000']
11655,LOC6737332,[1],['LOC39001']
11656,LOC6737333,[1],['LOC39002']
11657,LOC6737334,[1],['LOC50301']
11658,LOC6737335,[1],['LOC39003']
11659,LOC6737337,[1],['LOC39004']
11660,LOC6737338,[1],['LOC39005']
11661,LOC6737339,[1],['LOC39007']
11662,LOC6737340,[1],['LOC39008']
11663,LOC6737341,[1],['LOC5740622']
11664,LOC6737342,[1],['LOC317827']
11665,LOC6737343,[1],['LOC39010']
11666,LOC6737344,[1],['LOC317828']
11667,LOC6737345,[1],['LOC39011']
11668,LOC6737346,[1],['LOC39012']
11669,LOC6737348,[1],['LOC317829']
11670,LOC6737349,[1],['LOC39013']
11671,LOC6737350,[1],['LOC39014']
11672,LOC6737351,[1],['LOC39015']
11673,LOC6737353,[1],['LOC39016']
11674,LOC6737354,[1],['LOC39017']
11675,LOC6737355,[1],['LOC14462845']
11676,LOC6737358,[1],['LOC39020']
11677,LOC6737359,[1],['LOC44326']
11678,LOC6737360,[1],['LOC39022']
11679,LOC6737361,[1],['LOC39023']
11680,LOC6737362,[1],['LOC39024']
11681,LOC6737363,[1],['LOC39025']
11682,LOC6737364,[1],['LOC39026']
11683,LOC6737365,[1],['LOC39027']
11684,LOC6737366,[1],['LOC39028']
11685,LOC6737367,[1],['LOC39029']
11686,LOC6737368,"[2, 1]",['LOC39030']
11687,LOC6737369,[1],['LOC39031']
11688,LOC6737370,[1],['LOC39032']
11689,LOC6737371,[1],['LOC39033']
11690,LOC6737372,[1],['LOC39034']
11691,LOC6737373,[1],['LOC39035']
11692,LOC6737374,[1],['LOC39036']
11693,LOC6737375,[1],['LOC39037']
11694,LOC6737376,[1],['LOC39038']
11695,LOC6737377,[1],['LOC39039']
11696,LOC6737378,[1],['LOC39040']
11697,LOC6737379,[1],['LOC39043']
11698,LOC6737381,[1],['LOC39048']
11699,LOC6737382,[1],['LOC192535']
11700,LOC6737384,[1],['LOC39050']
11701,LOC6737386,[1],['LOC39051']
11702,LOC6737387,[1],['LOC39052']
11703,LOC6737389,[1],['LOC39054']
11704,LOC6737390,[1],['LOC39056']
11705,LOC6737391,[1],['LOC39057']
11706,LOC6737392,[1],['LOC39058']
11707,LOC6737393,[1],['LOC44484']
11708,LOC6737395,[1],['LOC39062']
11709,LOC6737396,[1],['LOC39063']
11710,LOC6737398,[1],['LOC39064']
11711,LOC6737399,[1],['LOC39065']
11712,LOC6737401,[1],['LOC317834']
11713,LOC6737402,[1],['LOC39066']
11714,LOC6737403,[1],['LOC39068']
11715,LOC6737404,[1],['LOC39069']
11716,LOC6737405,[1],['LOC39070']
11717,LOC6737406,[1],['LOC39071']
11718,LOC6737407,"[1, 1]","['LOC3772576', 'LOC3771872']"
11719,LOC6737409,[1],['LOC39074']
11720,LOC6737410,[1],['LOC39075']
11721,LOC6737411,[1],['LOC39076']
11722,LOC6737412,[1],['LOC39077']
11723,LOC6737413,[1],['LOC39078']
11724,LOC6737415,[1],['LOC39079']
11725,LOC6737416,[1],['LOC45525']
11726,LOC6737417,[1],['LOC39081']
11727,LOC6737418,[1],['LOC39082']
11728,LOC6737419,[1],['LOC39083']
11729,LOC6737420,[1],['LOC39086']
11730,LOC6737422,[1],['LOC44052']
11731,LOC6737423,[1],['LOC39088']
11732,LOC6737425,[1],['LOC39089']
11733,LOC6737426,[1],['LOC39090']
11734,LOC6737427,[1],['LOC39093']
11735,LOC6737428,[1],['LOC39094']
11736,LOC6737429,[1],['LOC317833']
11737,LOC6737430,[1],['LOC39095']
11738,LOC6737431,[1],['LOC39096']
11739,LOC6737432,[1],['LOC39097']
11740,LOC6737435,[1],['LOC39102']
11741,LOC6737436,[1],['LOC39103']
11742,LOC6737437,[1],['LOC39104']
11743,LOC6737439,[1],['LOC326183']
11744,LOC6737440,[1],['LOC39106']
11745,LOC6737441,[1],['LOC39107']
11746,LOC6737443,[1],['LOC39108']
11747,LOC6737445,[1],['LOC3771760']
11748,LOC6737446,[1],['LOC3771932']
11749,LOC6737447,[1],['LOC3772390']
11750,LOC6737449,[1],['LOC39109']
11751,LOC6737450,[1],['LOC39110']
11752,LOC6737452,[1],['LOC39111']
11753,LOC6737453,[1],['LOC39114']
11754,LOC6737454,[1],['LOC39115']
11755,LOC6737455,[1],['LOC39116']
11756,LOC6737456,[1],['LOC26067066']
11757,LOC6737457,[1],['LOC39118']
11758,LOC6737458,[1],['LOC39119']
11759,LOC6737459,[1],['LOC39120']
11760,LOC6737460,[1],['LOC39121']
11761,LOC6737462,[1],['LOC39123']
11762,LOC6737463,[1],['LOC39125']
11763,LOC6737465,[1],['LOC39127']
11764,LOC6737466,[1],['LOC39122']
11765,LOC6737467,[1],['LOC39129']
11766,LOC6737468,[1],['LOC39130']
11767,LOC6737469,[1],['LOC39132']
11768,LOC6737470,[1],['LOC39131']
11769,LOC6737471,[1],['LOC39133']
11770,LOC6737472,[1],['LOC39134']
11771,LOC6737473,[1],['LOC39135']
11772,LOC6737475,[1],['LOC39136']
11773,LOC6737476,[1],['LOC39137']
11774,LOC6737477,[1],['LOC39138']
11775,LOC6737478,[1],['LOC39139']
11776,LOC6737479,[1],['LOC44259']
11777,LOC6737480,[1],['LOC39141']
11778,LOC6737481,[1],['LOC39142']
11779,LOC6737482,[1],['LOC39143']
11780,LOC6737483,[1],['LOC39144']
11781,LOC6737484,[1],['LOC39145']
11782,LOC6737488,[1],['LOC39147']
11783,LOC6737489,[1],['LOC39148']
11784,LOC6737490,[1],['LOC39149']
11785,LOC6737491,[1],['LOC39150']
11786,LOC6737492,[1],['LOC39151']
11787,LOC6737493,[1],['LOC39152']
11788,LOC6737494,[1],['LOC326184']
11789,LOC6737495,[1],['LOC39153']
11790,LOC6737496,[1],['LOC2768992']
11791,LOC6737497,[1],['LOC39157']
11792,LOC6737498,[1],['LOC39158']
11793,LOC6737499,[1],['LOC39159']
11794,LOC6737500,[1],['LOC39160']
11795,LOC6737501,[1],['LOC39161']
11796,LOC6737503,[1],['LOC5740788']
11797,LOC6737504,[1],['LOC39164']
11798,LOC6737505,[1],['LOC39165']
11799,LOC6737507,"[1, 1]","['LOC39166', 'LOC39167']"
11800,LOC6737508,[1],['LOC39168']
11801,LOC6737509,[1],['LOC39169']
11802,LOC6737512,[1],['LOC5740442']
11803,LOC6737514,[1],['LOC39173']
11804,LOC6737515,[1],['LOC39174']
11805,LOC6737516,[1],['LOC8673988']
11806,LOC6737519,[1],['LOC50296']
11807,LOC6737521,[1],['LOC39177']
11808,LOC6737522,[1],['LOC39178']
11809,LOC6737523,[1],['LOC326185']
11810,LOC6737524,[1],['LOC39179']
11811,LOC6737526,[1],['LOC37881']
11812,LOC6737527,[1],['LOC39180']
11813,LOC6737529,[1],['LOC39181']
11814,LOC6737530,[1],['LOC39183']
11815,LOC6737531,[1],['LOC44135']
11816,LOC6737532,[1],['LOC39186']
11817,LOC6737533,[1],['LOC39188']
11818,LOC6737534,[1],['LOC326186']
11819,LOC6737536,[1],['LOC39189']
11820,LOC6737537,[1],['LOC45432']
11821,LOC6737538,[1],['LOC39191']
11822,LOC6737546,[1],['LOC317838']
11823,LOC6737550,[1],['LOC39195']
11824,LOC6737553,[1],['LOC326188']
11825,LOC6737554,[1],['LOC39198']
11826,LOC6737555,[1],['LOC8673982']
11827,LOC6737556,[1],['LOC5740238']
11828,LOC6737557,[1],['LOC39201']
11829,LOC6737558,[1],['LOC39202']
11830,LOC6737559,[1],['LOC3885640']
11831,LOC6737560,[1],['LOC39203']
11832,LOC6737561,[1],['LOC39205']
11833,LOC6737563,[1],['LOC39206']
11834,LOC6737564,[1],['LOC39207']
11835,LOC6737565,[1],['LOC39208']
11836,LOC6737566,[1],['LOC39210']
11837,LOC6737567,[1],['LOC326189']
11838,LOC6737568,[1],['LOC39212']
11839,LOC6737570,[1],['LOC2768994']
11840,LOC6737571,[1],['LOC39214']
11841,LOC6737572,[1],['LOC39215']
11842,LOC6737576,[1],['LOC39216']
11843,LOC6737578,[1],['LOC39217']
11844,LOC6737579,[1],['LOC39221']
11845,LOC6737580,[1],['LOC39222']
11846,LOC6737593,[1],['LOC39227']
11847,LOC6737597,[1],['LOC44006']
11848,LOC6737598,[1],['LOC39230']
11849,LOC6737600,[1],['LOC39231']
11850,LOC6737602,[1],['LOC39232']
11851,LOC6737603,[1],['LOC39233']
11852,LOC6737604,[1],['LOC39234']
11853,LOC6737605,[1],['LOC39235']
11854,LOC6737606,[1],['LOC326192']
11855,LOC6737608,"[1, 1]","['LOC19834824', 'LOC45739']"
11856,LOC6737609,[1],['LOC39237']
11857,LOC6737610,[1],['LOC39238']
11858,LOC6737612,[1],['LOC46121']
11859,LOC6737613,[1],['LOC39240']
11860,LOC6737614,[1],['LOC39241']
11861,LOC6737615,"[1, 1]","['LOC39242', 'LOC54520443']"
11862,LOC6737616,[1],['LOC39243']
11863,LOC6737617,[1],['LOC39244']
11864,LOC6737618,[1],['LOC39245']
11865,LOC6737619,[1],['LOC317841']
11866,LOC6737620,[1],['LOC39246']
11867,LOC6737621,[1],['LOC326191']
11868,LOC6737623,[1],['LOC3885632']
11869,LOC6737624,[1],['LOC39250']
11870,LOC6737625,[1],['LOC39251']
11871,LOC6737626,[1],['LOC39252']
11872,LOC6737627,[1],['LOC39253']
11873,LOC6737628,[1],['LOC39254']
11874,LOC6737629,[1],['LOC39255']
11875,LOC6737631,[1],['LOC39256']
11876,LOC6737632,[1],['LOC39257']
11877,LOC6737633,[1],['LOC39258']
11878,LOC6737634,[1],['LOC326193']
11879,LOC6737635,[1],['LOC39259']
11880,LOC6737636,[1],['LOC39260']
11881,LOC6737637,[1],['LOC39261']
11882,LOC6737638,[1],['LOC39262']
11883,LOC6737639,[1],['LOC39265']
11884,LOC6737640,[1],['LOC39263']
11885,LOC6737641,[1],['LOC39264']
11886,LOC6737642,[1],['LOC39266']
11887,LOC6737643,[1],['LOC39267']
11888,LOC6737644,[1],['LOC39268']
11889,LOC6737646,[1],['LOC39269']
11890,LOC6737647,[1],['LOC39270']
11891,LOC6737649,[1],['LOC39272']
11892,LOC6737650,[1],['LOC39273']
11893,LOC6737651,[1],['LOC39274']
11894,LOC6737653,[1],['LOC39275']
11895,LOC6737654,[1],['LOC19835887']
11896,LOC6737657,[1],['LOC39276']
11897,LOC6737658,[1],['LOC39277']
11898,LOC6737659,[1],['LOC39278']
11899,LOC6737660,[1],['LOC39279']
11900,LOC6737661,[1],['LOC39280']
11901,LOC6737662,[1],['LOC39281']
11902,LOC6737664,[1],['LOC317846']
11903,LOC6737667,[1],['LOC39284']
11904,LOC6737668,[1],['LOC39288']
11905,LOC6737670,[1],['LOC39293']
11906,LOC6737671,[1],['LOC39294']
11907,LOC6737673,[1],['LOC2768970']
11908,LOC6737674,[1],['LOC2768971']
11909,LOC6737675,[1],['LOC2768982']
11910,LOC6737677,[1],['LOC326195']
11911,LOC6737678,[1],['LOC39297']
11912,LOC6737679,"[1, 2]",['LOC2768979']
11913,LOC6737680,"[2, 1]",['LOC2768979']
11914,LOC6737682,[1],['LOC39300']
11915,LOC6737683,[1],['LOC39301']
11916,LOC6737684,[1],['LOC39302']
11917,LOC6737686,[1],['LOC39304']
11918,LOC6737687,[1],['LOC39305']
11919,LOC6737688,[1],['LOC39306']
11920,LOC6737689,[1],['LOC59176']
11921,LOC6737690,[1],['LOC39307']
11922,LOC6737691,[1],['LOC39309']
11923,LOC6737692,[1],['LOC39310']
11924,LOC6737693,[1],['LOC39311']
11925,LOC6737695,[1],['LOC39313']
11926,LOC6737696,[1],['LOC39314']
11927,LOC6737697,[1],['LOC39315']
11928,LOC6737698,[1],['LOC39316']
11929,LOC6737699,[1],['LOC39317']
11930,LOC6737700,[1],['LOC39318']
11931,LOC6737701,[1],['LOC39319']
11932,LOC6737702,"[1, 1]","['LOC8674019', 'LOC39320']"
11933,LOC6737703,[1],['LOC39321']
11934,LOC6737704,[1],['LOC50290']
11935,LOC6737705,[1],['LOC39322']
11936,LOC6737706,[1],['LOC326196']
11937,LOC6737707,[1],['LOC39323']
11938,LOC6737708,[1],['LOC39325']
11939,LOC6737709,[1],['LOC39324']
11940,LOC6737710,[1],['LOC39326']
11941,LOC6737712,[1],['LOC39327']
11942,LOC6737713,[1],['LOC39329']
11943,LOC6737714,[1],['LOC39328']
11944,LOC6737715,[1],['LOC39330']
11945,LOC6737716,[1],['LOC39331']
11946,LOC6737717,[1],['LOC39332']
11947,LOC6737718,[1],['LOC39334']
11948,LOC6737720,[1],['LOC39335']
11949,LOC6737721,[1],['LOC39336']
11950,LOC6737722,[1],['LOC39338']
11951,LOC6737724,[1],['LOC317849']
11952,LOC6737725,[1],['LOC39340']
11953,LOC6737726,[1],['LOC39339']
11954,LOC6737731,[1],['LOC5740513']
11955,LOC6737734,[1],['LOC39344']
11956,LOC6737735,[1],['LOC39345']
11957,LOC6737736,[1],['LOC39346']
11958,LOC6737737,[1],['LOC39347']
11959,LOC6737738,[1],['LOC39348']
11960,LOC6737739,[1],['LOC39349']
11961,LOC6737741,[1],['LOC39351']
11962,LOC6737742,[1],['LOC39352']
11963,LOC6737744,[1],['LOC39353']
11964,LOC6737745,[1],['LOC39354']
11965,LOC6737746,[1],['LOC39355']
11966,LOC6737747,[1],['LOC39356']
11967,LOC6737748,[1],['LOC39357']
11968,LOC6737749,[1],['LOC12798218']
11969,LOC6737750,[1],['LOC43930']
11970,LOC6737751,[1],['LOC8673976']
11971,LOC6737752,[1],['LOC39359']
11972,LOC6737753,[1],['LOC39360']
11973,LOC6737755,[1],['LOC39362']
11974,LOC6737756,[1],['LOC39363']
11975,LOC6737757,[1],['LOC39364']
11976,LOC6737758,[1],['LOC39365']
11977,LOC6737760,[1],['LOC39366']
11978,LOC6737761,[1],['LOC39367']
11979,LOC6737762,[1],['LOC39368']
11980,LOC6737763,[1],['LOC39369']
11981,LOC6737764,[1],['LOC14462851']
11982,LOC6737765,[1],['LOC37066']
11983,LOC6737767,[1],['LOC39374']
11984,LOC6737768,[1],['LOC39376']
11985,LOC6737769,[1],['LOC39377']
11986,LOC6737771,[1],['LOC39378']
11987,LOC6737772,[1],['LOC5740575']
11988,LOC6737773,[1],['LOC45326']
11989,LOC6737775,[1],['LOC39381']
11990,LOC6737776,[1],['LOC39382']
11991,LOC6737777,[1],['LOC39383']
11992,LOC6737778,[1],['LOC46260']
11993,LOC6737779,[1],['LOC39385']
11994,LOC6737781,[1],['LOC39386']
11995,LOC6737782,[1],['LOC39387']
11996,LOC6737783,[1],['LOC39388']
11997,LOC6737784,[1],['LOC39389']
11998,LOC6737785,[1],['LOC39390']
11999,LOC6737786,[1],['LOC39391']
12000,LOC6737787,[1],['LOC39392']
12001,LOC6737788,[1],['LOC39393']
12002,LOC6737790,[1],['LOC39395']
12003,LOC6737791,[1],['LOC39396']
12004,LOC6737793,[1],['LOC39397']
12005,LOC6737795,[1],['LOC39399']
12006,LOC6737798,[1],['LOC39400']
12007,LOC6737799,[1],['LOC39402']
12008,LOC6737801,[1],['LOC39403']
12009,LOC6737803,[1],['LOC39405']
12010,LOC6737807,[1],['LOC39406']
12011,LOC6737808,[1],['LOC39408']
12012,LOC6737810,[1],['LOC39409']
12013,LOC6737811,[1],['LOC39410']
12014,LOC6737812,[1],['LOC39413']
12015,LOC6737813,[1],['LOC39411']
12016,LOC6737814,[1],['LOC39414']
12017,LOC6737815,[1],['LOC39415']
12018,LOC6737816,[1],['LOC39417']
12019,LOC6737818,[1],['LOC39418']
12020,LOC6737822,[1],['LOC39419']
12021,LOC6737824,[1],['LOC39420']
12022,LOC6737825,[1],['LOC39421']
12023,LOC6737828,[1],['LOC3772600']
12024,LOC6737829,[1],['LOC39422']
12025,LOC6737830,[1],['LOC39423']
12026,LOC6737831,[1],['LOC39424']
12027,LOC6737832,[1],['LOC39425']
12028,LOC6737834,[1],['LOC44118']
12029,LOC6737835,[1],['LOC39428']
12030,LOC6737836,[1],['LOC39429']
12031,LOC6737837,[1],['LOC39430']
12032,LOC6737838,[1],['LOC39431']
12033,LOC6737839,[1],['LOC39432']
12034,LOC6737840,[1],['LOC39433']
12035,LOC6737841,[1],['LOC39434']
12036,LOC6737842,[1],['LOC39435']
12037,LOC6737843,[1],['LOC5740417']
12038,LOC6737844,[1],['LOC39436']
12039,LOC6737845,[1],['LOC39437']
12040,LOC6737846,[1],['LOC39438']
12041,LOC6737848,[1],['LOC39439']
12042,LOC6737849,[1],['LOC39440']
12043,LOC6737854,[1],['LOC39441']
12044,LOC6737856,[1],['LOC44668']
12045,LOC6737857,[1],['LOC39443']
12046,LOC6737858,[1],['LOC317860']
12047,LOC6737859,[1],['LOC39444']
12048,LOC6737860,[1],['LOC39445']
12049,LOC6737861,[1],['LOC39446']
12050,LOC6737862,[1],['LOC39447']
12051,LOC6737863,[1],['LOC39448']
12052,LOC6737864,[1],['LOC39450']
12053,LOC6737865,[1],['LOC317855']
12054,LOC6737866,[1],['LOC39451']
12055,LOC6737868,[1],['LOC39452']
12056,LOC6737870,[1],['LOC39454']
12057,LOC6737871,[1],['LOC39453']
12058,LOC6737872,[1],['LOC39455']
12059,LOC6737873,[1],['LOC39456']
12060,LOC6737876,[1],['LOC39457']
12061,LOC6737877,[1],['LOC39458']
12062,LOC6737878,[1],['LOC39459']
12063,LOC6737879,[1],['LOC39460']
12064,LOC6737880,[1],['LOC39461']
12065,LOC6737881,[1],['LOC317856']
12066,LOC6737882,[1],['LOC39462']
12067,LOC6737883,[1],['LOC39463']
12068,LOC6737885,[1],['LOC39465']
12069,LOC6737887,[1],['LOC39466']
12070,LOC6737888,[1],['LOC317864']
12071,LOC6737889,[1],['LOC317862']
12072,LOC6737890,[1],['LOC39467']
12073,LOC6737891,[1],['LOC2768964']
12074,LOC6737892,[1],['LOC39469']
12075,LOC6737893,[1],['LOC39470']
12076,LOC6737895,[1],['LOC39471']
12077,LOC6737896,[1],['LOC39472']
12078,LOC6737898,[1],['LOC39474']
12079,LOC6737899,[1],['LOC39475']
12080,LOC6737900,[1],['LOC39476']
12081,LOC6737901,[1],['LOC39477']
12082,LOC6737902,[1],['LOC39478']
12083,LOC6737903,[1],['LOC39479']
12084,LOC6737904,[1],['LOC39480']
12085,LOC6737906,[1],['LOC39481']
12086,LOC6737907,[1],['LOC4379911']
12087,LOC6737908,[1],['LOC39483']
12088,LOC6737909,[1],['LOC39484']
12089,LOC6737913,[1],['LOC39485']
12090,LOC6737914,[1],['LOC39486']
12091,LOC6737915,[1],['LOC39487']
12092,LOC6737916,[1],['LOC5740867']
12093,LOC6737917,[1],['LOC39489']
12094,LOC6737920,[1],['LOC39491']
12095,LOC6737922,[1],['LOC2768975']
12096,LOC6737924,[1],['LOC39492']
12097,LOC6737930,[1],['LOC317866']
12098,LOC6737935,[1],['LOC39494']
12099,LOC6737937,[1],['LOC50287']
12100,LOC6737938,[1],['LOC39495']
12101,LOC6737939,[1],['LOC50286']
12102,LOC6737940,[1],['LOC39496']
12103,LOC6737941,[1],['LOC39497']
12104,LOC6737942,[1],['LOC39498']
12105,LOC6737943,[1],['LOC39499']
12106,LOC6737944,[1],['LOC39500']
12107,LOC6737945,[1],['LOC39502']
12108,LOC6737947,[1],['LOC45328']
12109,LOC6737948,[1],['LOC39504']
12110,LOC6737949,[1],['LOC39505']
12111,LOC6737950,[1],['LOC317867']
12112,LOC6737951,[1],['LOC2768952']
12113,LOC6737952,[1],['LOC39506']
12114,LOC6737953,[1],['LOC39507']
12115,LOC6737955,[1],['LOC39508']
12116,LOC6737959,[1],['LOC39509']
12117,LOC6737960,[1],['LOC39510']
12118,LOC6737961,[1],['LOC39511']
12119,LOC6737962,[1],['LOC39512']
12120,LOC6737963,[1],['LOC39513']
12121,LOC6737964,[1],['LOC39514']
12122,LOC6737965,[1],['LOC39515']
12123,LOC6737966,[1],['LOC39516']
12124,LOC6737967,[1],['LOC39517']
12125,LOC6737968,[1],['LOC39518']
12126,LOC6737969,[1],['LOC39520']
12127,LOC6737970,[1],['LOC39521']
12128,LOC6737971,[1],['LOC39522']
12129,LOC6737972,[1],['LOC39523']
12130,LOC6737973,[1],['LOC39524']
12131,LOC6737975,[1],['LOC39527']
12132,LOC6737979,[1],['LOC39529']
12133,LOC6737980,[1],['LOC39530']
12134,LOC6737981,[1],['LOC39531']
12135,LOC6737984,[1],['LOC44115']
12136,LOC6737985,[1],['LOC39535']
12137,LOC6737987,[1],['LOC39536']
12138,LOC6737988,[1],['LOC39537']
12139,LOC6737989,[1],['LOC39539']
12140,LOC6737990,[1],['LOC39540']
12141,LOC6737992,[1],['LOC39542']
12142,LOC6737993,[1],['LOC39543']
12143,LOC6737995,[1],['LOC39545']
12144,LOC6737996,[1],['LOC39546']
12145,LOC6737997,[1],['LOC39547']
12146,LOC6737998,[1],['LOC39548']
12147,LOC6738000,[1],['LOC39550']
12148,LOC6738001,[1],['LOC39551']
12149,LOC6738003,[1],['LOC39552']
12150,LOC6738004,[1],['LOC39554']
12151,LOC6738005,[1],['LOC39555']
12152,LOC6738006,[1],['LOC10178937']
12153,LOC6738007,[1],['LOC39557']
12154,LOC6738008,[1],['LOC39558']
12155,LOC6738011,[1],['LOC39559']
12156,LOC6738012,[1],['LOC39560']
12157,LOC6738013,[1],['LOC39561']
12158,LOC6738014,[1],['LOC45460']
12159,LOC6738015,[1],['LOC39564']
12160,LOC6738017,[1],['LOC39565']
12161,LOC6738018,[1],['LOC39566']
12162,LOC6738019,[1],['LOC39567']
12163,LOC6738020,[1],['LOC39569']
12164,LOC6738023,[1],['LOC39571']
12165,LOC6738024,[1],['LOC39572']
12166,LOC6738025,[1],['LOC317880']
12167,LOC6738028,[1],['LOC39574']
12168,LOC6738029,[1],['LOC5740216']
12169,LOC6738030,[1],['LOC39575']
12170,LOC6738031,[1],['LOC45307']
12171,LOC6738034,[1],['LOC39580']
12172,LOC6738036,[1],['LOC39583']
12173,LOC6738038,[1],['LOC39585']
12174,LOC6738039,[1],['LOC39586']
12175,LOC6738040,[1],['LOC39587']
12176,LOC6738041,[1],['LOC39588']
12177,LOC6738042,[1],['LOC19836214']
12178,LOC6738043,[1],['LOC3885643']
12179,LOC6738045,[1],['LOC53446']
12180,LOC6738046,[1],['LOC39592']
12181,LOC6738047,[1],['LOC39593']
12182,LOC6738048,[1],['LOC39594']
12183,LOC6738049,[1],['LOC39596']
12184,LOC6738050,[1],['LOC12798254']
12185,LOC6738052,[1],['LOC39597']
12186,LOC6738054,[1],['LOC39598']
12187,LOC6738055,[1],['LOC39599']
12188,LOC6738060,[1],['LOC39603']
12189,LOC6738061,[1],['LOC39604']
12190,LOC6738062,[1],['LOC44297']
12191,LOC6738064,[1],['LOC2768981']
12192,LOC6738065,[1],['LOC2768977']
12193,LOC6738067,[1],['LOC39609']
12194,LOC6738069,[1],['LOC39610']
12195,LOC6738071,[1],['LOC39611']
12196,LOC6738072,[1],['LOC39612']
12197,LOC6738073,[1],['LOC39613']
12198,LOC6738074,[1],['LOC44005']
12199,LOC6738075,[1],['LOC39615']
12200,LOC6738076,[1],['LOC39616']
12201,LOC6738078,[1],['LOC5740416']
12202,LOC6738081,[1],['LOC39617']
12203,LOC6738086,[1],['LOC39620']
12204,LOC6738089,[1],['LOC39623']
12205,LOC6738090,[1],['LOC39624']
12206,LOC6738091,[1],['LOC39625']
12207,LOC6738092,[1],['LOC39626']
12208,LOC6738093,[1],['LOC39627']
12209,LOC6738094,[1],['LOC39628']
12210,LOC6738095,[1],['LOC39629']
12211,LOC6738096,[1],['LOC39630']
12212,LOC6738097,[1],['LOC251924']
12213,LOC6738098,[1],['LOC2768973']
12214,LOC6738099,[1],['LOC2768974']
12215,LOC6738101,[1],['LOC39633']
12216,LOC6738102,[1],['LOC39634']
12217,LOC6738103,[1],['LOC39635']
12218,LOC6738104,[1],['LOC39636']
12219,LOC6738105,[1],['LOC39637']
12220,LOC6738106,[1],['LOC39638']
12221,LOC6738107,[1],['LOC3772382']
12222,LOC6738108,[1],['LOC39643']
12223,LOC6738109,[1],['LOC39644']
12224,LOC6738112,[1],['LOC39645']
12225,LOC6738113,[1],['LOC39646']
12226,LOC6738114,[1],['LOC39647']
12227,LOC6738115,[1],['LOC39648']
12228,LOC6738116,[1],['LOC39649']
12229,LOC6738117,[1],['LOC39650']
12230,LOC6738119,[1],['LOC39651']
12231,LOC6738120,[1],['LOC251690']
12232,LOC6738121,[1],['LOC39652']
12233,LOC6738122,[1],['LOC39653']
12234,LOC6738123,[1],['LOC39654']
12235,LOC6738124,[1],['LOC39655']
12236,LOC6738125,[1],['LOC39657']
12237,LOC6738126,[1],['LOC39656']
12238,LOC6738127,[1],['LOC39658']
12239,LOC6738132,[1],['LOC39660']
12240,LOC6738133,[1],['LOC39661']
12241,LOC6738134,[1],['LOC39662']
12242,LOC6738136,[1],['LOC39663']
12243,LOC6738138,[1],['LOC2768950']
12244,LOC6738141,[1],['LOC39666']
12245,LOC6738142,[1],['LOC2768954']
12246,LOC6738143,[1],['LOC39667']
12247,LOC6738144,[1],['LOC39669']
12248,LOC6738145,[1],['LOC39670']
12249,LOC6738146,[1],['LOC39671']
12250,LOC6738147,[1],['LOC39672']
12251,LOC6738148,[1],['LOC39673']
12252,LOC6738151,[1],['LOC39675']
12253,LOC6738153,[1],['LOC39677']
12254,LOC6738154,[1],['LOC39678']
12255,LOC6738155,[1],['LOC39679']
12256,LOC6738156,[1],['LOC3885638']
12257,LOC6738157,[1],['LOC3885639']
12258,LOC6738158,[1],['LOC3885667']
12259,LOC6738160,[1],['LOC39682']
12260,LOC6738161,[1],['LOC39683']
12261,LOC6738162,[1],['LOC39684']
12262,LOC6738163,[1],['LOC39685']
12263,LOC6738164,[1],['LOC39686']
12264,LOC6738165,[1],['LOC39687']
12265,LOC6738166,[1],['LOC39688']
12266,LOC6738167,[1],['LOC39689']
12267,LOC6738168,[1],['LOC39690']
12268,LOC6738169,[1],['LOC39691']
12269,LOC6738170,[1],['LOC39693']
12270,LOC6738172,[1],['LOC39694']
12271,LOC6738173,[1],['LOC39695']
12272,LOC6738174,[1],['LOC39696']
12273,LOC6738175,[1],['LOC39697']
12274,LOC6738176,[1],['LOC39700']
12275,LOC6738177,[1],['LOC39701']
12276,LOC6738178,[1],['LOC39703']
12277,LOC6738179,[1],['LOC39704']
12278,LOC6738180,[1],['LOC39706']
12279,LOC6738181,[1],['LOC39707']
12280,LOC6738182,[1],['LOC39708']
12281,LOC6738183,[1],['LOC39709']
12282,LOC6738184,[1],['LOC39710']
12283,LOC6738185,[1],['LOC39711']
12284,LOC6738186,[1],['LOC39712']
12285,LOC6738188,[1],['LOC39713']
12286,LOC6738189,[1],['LOC39714']
