Dsim,E_value,Score,query cover,identity,Dmel
XM_016178525.2,0.0,7084.0,99,97.075,NM_135513.5
XM_016178532.3,0.0,1646.0,95,91.091,NM_135507.3
XM_016178535.3,0.0,11398.0,99,94.594,NM_001347812.1
XM_016178537.3,0.0,758.0,23,92.081,NM_001273386.1
XM_016178541.3,0.0,6569.0,82,92.576,NM_135491.5
XM_016178542.3,0.0,736.0,98,95.633,NM_001201837.2
XM_016178543.3,0.0,4407.0,100,96.025,NM_078805.4
XM_016178545.3,0.0,4084.0,99,97.071,NM_001298857.1
XM_016178546.3,0.0,2481.0,98,96.919,NM_135483.5
XM_016178549.3,0.0,3965.0,46,93.776,NM_143676.2
XM_016178550.3,0.0,4481.0,99,95.467,NM_001169454.2
XM_016178555.2,0.0,1493.0,93,97.803,NM_001273374.2
XM_016178565.3,0.0,2588.0,97,95.502,NM_135464.3
XM_016178575.3,0.0,12405.0,88,96.396,NM_143754.5
XM_016178580.3,0.0,887.0,36,95.23,NM_001273365.1
XM_016178583.3,0.0,7500.0,99,95.91,NM_205950.3
XM_016178584.3,0.0,747.0,70,93.812,NM_164865.2
XM_016178585.3,0.0,922.0,95,94.64,NM_130514.5
XM_016178586.3,0.0,3380.0,97,95.361,NM_001273363.1
XM_016178587.3,0.0,2484.0,96,94.4,NM_001298850.1
XM_016178588.3,0.0,1083.0,26,88.235,NM_001201824.2
XM_016178590.3,0.0,5862.0,59,96.054,NM_001103661.3
XM_016178592.3,0.0,2063.0,77,95.271,NM_164850.4
XM_016178594.3,0.0,3681.0,99,98.064,NM_164846.4
XM_016178596.3,0.0,2457.0,99,95.413,NM_164841.2
XM_016178599.3,0.0,3866.0,85,97.486,NM_001273344.1
XM_016178600.3,0.0,1967.0,76,91.301,NM_135416.2
XM_016178601.3,0.0,3633.0,99,95.464,NM_001103659.3
XM_016178605.3,0.0,2966.0,99,96.798,NM_135414.3
XM_016178607.3,0.0,5073.0,99,96.512,NM_001298834.1
XM_016178608.3,0.0,4717.0,99,95.496,NM_135407.3
XM_016178609.3,0.0,6163.0,99,96.934,NM_001298831.1
XM_016178615.3,0.0,4667.0,99,97.444,NM_164833.2
XM_016178616.2,0.0,1862.0,99,96.235,NM_135402.3
XM_016178617.3,0.0,3596.0,60,97.309,NM_135401.2
XM_016178619.3,0.0,3908.0,100,96.966,"NM_001273330.1, NM_001273332.1"
XM_016178621.3,0.0,2039.0,99,95.183,NM_164825.2
XM_016178626.3,0.0,2122.0,99,97.287,NM_001169441.2
XM_016178629.3,0.0,2896.0,99,97.106,NM_057220.3
XM_016178630.3,0.0,4335.0,99,93.249,NM_001273323.1
XM_016178632.3,0.0,2326.0,98,93.392,NM_058152.3
XM_016178633.3,0.0,1371.0,99,96.51,NM_001273318.1
XM_016178635.3,0.0,5325.0,96,98.01,NM_205934.3
XM_016178638.3,0.0,7371.0,99,97.263,NM_001259014.2
XM_016178639.3,0.0,1997.0,99,95.707,NM_001298816.1
XM_016178641.3,0.0,3182.0,91,91.635,NM_135364.3
XM_016178646.3,0.0,6183.0,91,98.248,NM_001103651.3
XM_016178666.3,0.0,8240.0,98,95.676,NM_001273308.1
XM_016178683.3,0.0,3181.0,98,98.188,NM_001259010.2
XM_016178685.3,0.0,1232.0,86,95.806,NM_164800.2
XM_016178686.3,0.0,1299.0,84,94.249,NM_164799.2
XM_016178687.2,0.0,3853.0,99,96.091,NM_135348.3
XM_016178698.2,0.0,1847.0,98,95.279,NM_135339.4
XM_016178699.3,0.0,9869.0,99,97.365,NM_001038795.3
XM_016178700.3,0.0,10514.0,99,96.796,NM_079949.3
XM_016178701.2,0.0,26928.0,99,96.747,NM_057638.4
XM_016178703.3,0.0,1978.0,97,95.107,NM_135331.2
XM_016178704.3,0.0,1249.0,85,92.546,NM_001038794.4
XM_016178705.3,0.0,2669.0,96,93.59,NM_135328.3
XM_016178707.3,0.0,2656.0,100,95.542,NM_001298804.1
XM_016178708.3,0.0,10486.0,96,96.404,NM_135320.3
XM_016178709.2,0.0,1668.0,92,91.22,NM_001370007.1
XM_016178711.3,0.0,1808.0,92,95.118,NM_001042880.1
XM_016178714.3,0.0,1766.0,96,94.153,NM_135314.3
XM_016178716.2,0.0,7092.0,99,97.021,NM_001298797.1
XM_016178717.3,0.0,6000.0,99,95.226,NM_001298792.1
XM_016178721.3,0.0,5470.0,91,96.833,NM_001298790.1
XM_016178722.3,0.0,4200.0,99,97.564,NM_135305.4
XM_016178723.3,0.0,3474.0,98,94.892,NM_164771.4
XM_016178724.3,0.0,4438.0,99,95.739,NM_164766.3
XM_016178727.3,0.0,1820.0,96,93.627,NM_001298783.1
XM_016178729.3,0.0,3035.0,99,93.735,NM_135293.3
XM_016178732.3,0.0,2457.0,85,91.946,NM_135292.3
XM_016178733.3,0.0,2772.0,97,93.105,NM_001298782.1
XM_016178740.3,0.0,6698.0,99,93.335,NM_078782.3
XM_016178743.3,0.0,8479.0,97,97.45,NM_001273283.1
XM_016178767.3,0.0,5221.0,83,90.671,NM_001300713.1
XM_016178768.3,0.0,2606.0,97,96.231,NM_205920.3
XM_016178774.3,0.0,3227.0,99,95.717,NM_135277.3
XM_016178775.3,0.0,1989.0,95,97.277,NM_135275.3
XM_016178776.3,0.0,2012.0,86,97.081,NM_135268.3
XM_016178778.3,0.0,3195.0,86,94.14,NM_135262.2
XM_016178799.2,0.0,6143.0,99,97.4,NM_001273247.2
XM_016178804.3,0.0,2922.0,94,94.188,NM_001298779.1
XM_016178809.3,0.0,3096.0,93,95.301,NM_078775.3
XM_016178811.3,0.0,1279.0,96,81.991,NM_001298776.1
XM_016178812.3,0.0,3254.0,89,95.36,NM_164729.3
XM_016178819.3,0.0,19365.0,99,96.641,NM_001258995.2
XM_016178823.3,0.0,3147.0,99,97.504,NM_001273244.1
XM_016178824.3,0.0,1153.0,96,94.906,NM_058063.4
XM_016178826.3,0.0,5225.0,98,95.477,NM_135241.2
XM_016178831.3,0.0,9877.0,99,96.373,NM_001273241.1
XM_016178832.3,0.0,2964.0,99,98.011,NM_164718.2
XM_016178833.3,0.0,3932.0,100,96.97,NM_001273238.1
XM_016178835.3,0.0,3997.0,100,96.824,NM_164717.2
XM_016178838.2,0.0,3437.0,92,95.111,NM_057820.4
XM_016178843.3,0.0,7891.0,96,94.902,NM_164709.4
XM_016178849.3,0.0,3267.0,65,97.588,NM_001042876.2
XM_016178852.3,0.0,3114.0,88,97.03,NM_205917.3
XM_016178860.3,0.0,2567.0,99,92.27,NM_135221.3
XM_016178862.3,0.0,3705.0,46,95.754,NM_001104199.5
XM_016178866.3,0.0,4060.0,99,96.284,NM_164701.2
XM_016178883.3,0.0,13164.0,99,96.657,NM_001273206.1
XM_016178889.3,0.0,1892.0,89,96.503,NM_001298747.1
XM_016178891.3,0.0,3345.0,56,96.813,NM_135188.3
XM_016178893.3,0.0,3326.0,98,93.678,NM_135186.2
XM_016178896.2,0.0,3650.0,91,96.801,NM_001144328.2
XM_016178897.3,0.0,11411.0,99,96.014,NM_001298741.1
XM_016178899.3,0.0,4985.0,99,95.289,NM_001144327.2
XM_016178900.3,0.0,2239.0,98,95.761,NM_001273201.1
XM_016178901.3,0.0,7326.0,99,96.208,NM_001273198.1
XM_016178902.3,0.0,2824.0,97,98.802,NM_135143.3
XM_016178905.3,0.0,7012.0,99,95.87,NM_164675.2
XM_016178906.3,0.0,3454.0,100,96.378,NM_001298722.1
XM_016178910.3,0.0,3808.0,99,96.45,NM_135134.3
XM_016178916.3,0.0,2150.0,91,94.978,NM_001276236.1
XM_016178920.3,0.0,3410.0,93,96.174,NM_205913.3
XM_016178926.3,0.0,3517.0,97,94.298,NM_135131.3
XM_016178929.3,0.0,806.0,93,90.514,NM_135126.3
XM_016178930.2,1.3300000000000001e-160,566.0,82,84.526,NM_057296.2
XM_016178931.3,0.0,2785.0,99,96.08,NM_001298713.1
XM_016178933.3,0.0,4656.0,94,96.092,NM_001169420.3
XM_016178938.3,0.0,4447.0,100,96.749,NM_135110.1
XM_016178943.3,0.0,4608.0,100,95.734,NM_164653.3
XM_016178947.2,0.0,4710.0,99,95.424,NM_135102.3
XM_016178949.3,0.0,1264.0,99,94.424,NM_135097.4
XM_016178953.3,0.0,2518.0,98,95.028,NM_135090.4
XM_016178957.3,0.0,3434.0,97,95.802,NM_001298697.1
XM_016178959.3,0.0,4181.0,97,95.479,NM_001273165.2
XM_016178960.3,0.0,7749.0,99,96.72,NM_001273164.2
XM_016178963.3,0.0,4446.0,100,96.25,NM_175976.2
XM_016178966.3,0.0,1705.0,95,94.495,NM_001298689.1
XM_016178968.2,0.0,2069.0,99,97.682,NM_135061.4
XM_016178969.2,0.0,3216.0,99,92.752,NM_135060.4
XM_016178970.3,0.0,1391.0,93,96.659,"NM_135051.5, NM_001144319.3"
XM_016178975.3,0.0,3620.0,97,96.002,NM_001169404.2
XM_016178980.3,0.0,2878.0,93,96.05,NM_001273135.1
XM_016178983.3,0.0,1448.0,91,96.774,NM_078752.3
XM_016178986.3,0.0,5236.0,99,96.344,NM_001298678.1
XM_016178991.3,0.0,1768.0,88,94.802,NM_164602.2
XM_016179002.3,0.0,3426.0,97,96.238,NM_001169403.2
XM_016179008.3,0.0,3241.0,99,97.141,NM_164597.2
XM_016179010.2,0.0,5478.0,99,95.518,NM_001273120.1
XM_016179011.3,0.0,3812.0,70,95.638,NM_135016.3
XM_016179012.3,0.0,1986.0,98,97.201,NM_001273117.1
XM_016179014.3,0.0,2398.0,97,88.342,NM_135011.3
XM_016179015.3,0.0,1561.0,62,90.058,NM_135007.2
XM_016179022.3,0.0,5995.0,99,96.453,NM_057664.6
XM_016179024.3,0.0,968.0,87,98.893,NM_001201760.2
XM_016179027.3,0.0,1635.0,93,96.65,NM_057881.5
XM_016179035.3,0.0,1210.0,49,94.961,NM_134982.3
XM_016179036.3,0.0,2314.0,96,93.173,NM_164581.2
XM_016179043.3,0.0,917.0,80,95.629,NM_001273082.1
XM_016179045.3,0.0,5271.0,100,96.184,NM_175955.3
XM_016179046.3,0.0,872.0,99,93.289,NM_001298666.1
XM_016179049.3,6.1499999999999995e-115,412.0,80,90.675,NM_001258928.2
XM_016179050.3,2.54e-148,523.0,99,93.017,NM_001169389.1
XM_016179056.3,0.0,7651.0,99,96.844,NM_058139.4
XM_016179057.3,0.0,4013.0,97,95.272,NM_134947.2
XM_016179058.3,0.0,2023.0,65,93.261,NM_134945.2
XM_016179059.3,0.0,6277.0,99,96.617,NM_001298660.1
XM_016179060.2,0.0,1583.0,37,95.914,NM_164543.4
XM_016179062.3,0.0,8013.0,99,96.625,NM_001347756.1
XM_016179066.3,0.0,2270.0,99,95.816,NM_134940.3
XM_016179067.3,0.0,4970.0,98,96.838,NM_134935.3
XM_016179069.3,0.0,5522.0,98,96.358,NM_205903.3
XM_016179080.3,0.0,9624.0,89,96.911,NM_205901.3
XM_016179083.3,0.0,5949.0,99,97.226,NM_134924.2
XM_016179086.3,0.0,2778.0,96,94.608,NM_001273066.1
XM_016179102.2,0.0,4412.0,99,96.589,NM_134914.3
XM_016179105.3,0.0,4844.0,85,96.385,NM_001273063.1
XM_016179108.3,0.0,3042.0,99,97.373,NM_134899.3
XM_016179109.3,0.0,4313.0,98,95.141,NM_134898.3
XM_016179112.3,0.0,2327.0,91,91.236,NM_134887.4
XM_016179116.3,0.0,3840.0,100,97.189,NM_001273043.1
XM_016179118.3,0.0,4414.0,99,96.899,NM_164511.2
XM_016179119.3,0.0,3572.0,90,95.544,NM_001273040.1
XM_016179124.3,0.0,1749.0,94,93.95,NM_001103593.2
XM_016179125.3,0.0,6641.0,68,96.638,NM_078736.3
XM_016179135.3,0.0,2281.0,71,96.72,NM_134865.3
XM_016179136.3,0.0,732.0,100,99.259,"NM_001032050.2, NM_164499.2"
XM_016179138.2,0.0,2630.0,99,97.833,NM_001273030.1
XM_016179140.3,0.0,1205.0,86,89.153,NM_134856.3
XM_016179141.3,0.0,4242.0,96,92.372,NM_175950.4
XM_016179144.3,0.0,3770.0,99,96.303,NM_001015132.2
XM_016179146.3,0.0,819.0,84,97.303,NM_001273015.1
XM_016179150.3,0.0,3757.0,98,97.339,NM_001144297.2
XM_016179151.3,0.0,1736.0,96,96.74,NM_001103589.2
XM_016179152.2,0.0,1914.0,98,93.814,NM_164482.3
XM_016179153.2,0.0,2013.0,99,96.399,NM_134831.3
XM_016179161.3,0.0,1594.0,93,98.455,NM_164477.3
XM_016179164.3,0.0,2030.0,96,96.952,NM_001014461.2
XM_016179168.3,0.0,1051.0,59,92.318,NM_001414100.1
XM_016179169.3,0.0,1382.0,67,92.339,NM_001038782.2
XM_016179170.3,0.0,7036.0,90,97.154,NM_001272989.1
XM_016179171.3,0.0,1123.0,99,96.221,"NM_001144295.2, NM_144094.3"
XM_016179177.3,3.48e-112,403.0,70,94.942,NM_001272983.1
XM_016179182.2,0.0,2566.0,98,96.028,NM_001272982.2
XM_016179185.3,0.0,6471.0,99,95.979,NM_001272979.1
XM_016179186.2,0.0,8901.0,99,96.434,NM_134802.4
XM_016179190.3,0.0,4673.0,99,97.051,NM_001014458.5
XM_016179191.3,0.0,2627.0,99,97.231,NM_164446.1
XM_016179192.3,0.0,6482.0,99,95.943,NM_134789.3
XM_016179193.3,0.0,1051.0,93,90.5,NM_001032047.3
XM_016179194.3,0.0,835.0,97,94.475,NM_001272959.1
XM_016179196.3,0.0,6540.0,98,97.424,NM_001272955.1
XM_016179200.3,0.0,3858.0,95,97.005,NM_164434.3
XM_016179202.3,0.0,2848.0,73,95.986,NM_134771.4
XM_016179204.3,0.0,1504.0,98,98.476,NM_001272947.1
XM_016179205.3,0.0,4697.0,97,94.541,NM_134764.3
XM_016179213.2,0.0,1162.0,100,94.003,NM_164414.3
XM_016179214.3,0.0,1668.0,97,94.317,NM_134752.2
XM_016179215.3,0.0,760.0,82,92.179,NM_001032045.2
XM_016179216.3,0.0,4141.0,98,95.326,NM_001298628.1
XM_016179217.3,0.0,3044.0,96,95.919,NM_164406.2
XM_016179221.2,0.0,2043.0,98,96.305,NM_001169333.2
XM_016179223.3,0.0,4146.0,99,94.414,NM_164404.3
XM_016179225.3,0.0,7797.0,100,96.232,NM_078726.4
XM_016179227.3,0.0,1953.0,98,96.387,NM_057892.4
XM_016179231.2,0.0,4621.0,99,96.985,NM_164393.1
XM_016179239.3,0.0,2015.0,99,91.82,NM_001298620.1
XM_016179240.3,0.0,7906.0,80,95.916,NM_205886.2
XM_016179242.3,0.0,2761.0,99,95.562,NM_078720.3
XM_016179243.3,0.0,1249.0,69,95.214,NM_001272904.1
XM_016179245.2,0.0,10863.0,99,95.219,NM_134683.2
XM_016179247.3,0.0,3398.0,99,93.786,NM_175943.2
XM_016179250.2,0.0,2091.0,99,94.485,NM_001272890.1
XM_016179251.3,0.0,2833.0,73,94.986,NM_001272884.1
XM_016179253.3,0.0,2213.0,98,96.368,NM_134670.3
XM_016179255.3,0.0,3727.0,99,97.067,NM_001272883.2
XM_016179257.3,0.0,2610.0,99,96.294,NM_001272880.1
XM_016179262.3,0.0,1862.0,85,94.706,NM_001258888.2
XM_016179266.3,0.0,8676.0,98,96.177,NM_134654.5
XM_016179269.3,0.0,3692.0,90,96.352,NM_164364.3
XM_016179271.3,0.0,754.0,37,84.731,NM_134648.2
XM_016179291.3,0.0,4314.0,96,96.341,NM_001103573.2
XM_016179292.3,0.0,6026.0,89,94.926,NM_001258875.2
XM_016179301.3,0.0,3190.0,90,95.502,NM_164360.3
XM_016179306.3,0.0,3046.0,96,94.475,NM_164367.2
XM_016179308.3,0.0,671.0,88,96.117,NM_001272866.1
XM_016179315.3,0.0,2444.0,100,97.169,NM_134661.2
XM_016179317.2,0.0,7520.0,99,96.251,NM_001272888.1
XM_016179320.3,0.0,8650.0,91,97.531,NM_205883.2
XM_016179325.3,0.0,2996.0,97,96.582,NM_164382.2
XM_016179326.3,0.0,2911.0,94,97.156,NM_134680.3
XM_016179327.3,0.0,11217.0,97,97.065,NM_057492.4
XM_016179334.3,0.0,2329.0,86,96.335,NM_080359.4
XM_016179339.3,0.0,5260.0,96,97.601,NM_164389.2
XM_016179343.3,0.0,6410.0,85,96.062,NM_001014453.2
XM_016179344.3,0.0,4501.0,99,97.815,NM_001298627.1
XM_016179348.3,0.0,1535.0,91,89.161,NM_134717.4
XM_016179349.3,0.0,4283.0,98,94.758,NM_078727.3
XM_016179350.3,0.0,5336.0,99,96.172,NM_134722.2
XM_016179352.3,0.0,1578.0,99,94.412,NM_134723.3
XM_016179353.3,0.0,3267.0,99,95.821,NM_134728.2
XM_016179354.3,0.0,2569.0,98,95.27,NM_134729.3
XM_016179361.3,0.0,5302.0,99,94.599,NM_001272930.1
XM_016179366.3,0.0,2294.0,96,95.37,NM_134741.3
XM_016179369.3,0.0,2579.0,81,95.628,NM_001258903.1
XM_016179371.3,0.0,876.0,85,92.37,NM_001298629.1
XM_016179372.3,0.0,870.0,76,93.867,NM_058060.4
XM_016179373.3,0.0,1120.0,83,93.194,NM_164416.2
XM_016179375.3,0.0,1735.0,98,91.058,NM_058077.3
XM_016179379.3,0.0,5144.0,91,97.029,NM_001369976.1
XM_016179382.3,0.0,2719.0,87,98.02,NM_001272948.1
XM_016179383.3,0.0,5312.0,99,94.927,NM_134774.3
XM_016179396.3,0.0,14397.0,94,97.388,NM_001272957.1
XM_016179400.3,0.0,3452.0,99,96.851,NM_134791.4
XM_016179401.3,0.0,6421.0,99,97.064,NM_001272967.1
XM_016179405.3,0.0,6842.0,98,96.861,NM_164448.2
XM_016179406.2,0.0,3554.0,97,96.346,NM_001272971.1
XM_016179407.2,0.0,2063.0,46,97.514,NM_078730.3
XM_016179411.3,0.0,5068.0,99,98.306,NM_164453.4
XM_016179412.3,0.0,4617.0,90,97.453,NM_164456.3
XM_016179413.3,0.0,1596.0,80,94.864,NM_134806.3
XM_016179415.3,0.0,1142.0,93,95.278,NM_001103587.3
XM_016179418.3,0.0,3428.0,88,96.316,NM_134813.3
XM_016179421.3,0.0,2992.0,91,97.345,NM_001014460.3
XM_016179423.3,0.0,942.0,45,93.949,NR_073697.1
XM_016179424.3,0.0,12635.0,99,96.702,NM_001032399.3
XM_016179427.3,0.0,4362.0,94,96.615,NM_001272999.1
XM_016179430.3,0.0,5572.0,92,97.074,NM_001273003.1
XM_016179431.2,0.0,9577.0,99,97.215,NM_001258919.1
XM_016179434.3,0.0,983.0,98,94.904,NM_001273018.1
XM_016179437.2,0.0,1716.0,92,94.144,NM_175951.2
XM_016179438.2,0.0,5110.0,99,95.117,NM_205893.3
XM_016179443.3,0.0,5365.0,99,96.684,NM_001273032.1
XM_016179445.3,0.0,4538.0,99,95.635,NM_001273038.1
XM_016179446.3,0.0,2902.0,92,94.48,NM_134875.3
XM_016179447.3,0.0,697.0,81,98.724,NM_001273041.1
XM_016179452.3,0.0,2924.0,97,96.398,NM_134885.4
XM_016179453.3,0.0,2215.0,99,94.832,NM_080155.3
XM_016179456.3,0.0,1825.0,89,95.168,NM_134888.4
XM_016179459.3,0.0,6342.0,99,96.681,NM_001144305.2
XM_016179463.3,0.0,2039.0,93,96.086,NM_134896.5
XM_016179467.3,0.0,2250.0,99,96.416,NM_134900.3
XM_016179469.3,0.0,13531.0,89,96.688,NM_001273057.2
XM_016179470.1,0.0,14177.0,99,97.517,NM_001144306.2
XM_016179471.3,0.0,5487.0,93,95.162,NM_134918.4
XM_016179473.3,0.0,2942.0,98,95.553,NM_001298653.1
XM_016179475.3,0.0,3317.0,99,96.782,NM_134933.2
XM_016179476.3,0.0,994.0,90,97.913,NM_164537.2
XM_016179477.3,0.0,2907.0,98,97.917,NM_001273069.1
XM_016179478.3,0.0,3465.0,93,96.225,NM_164544.3
XM_016179481.3,0.0,3489.0,94,96.665,NM_134946.4
XM_016179482.3,0.0,2416.0,96,96.949,NM_134948.2
XM_016179486.3,0.0,2769.0,82,94.632,NM_001298661.1
XM_016179487.3,0.0,4689.0,64,95.163,NM_001298663.1
XM_016179489.3,8.37e-179,625.0,86,96.335,NM_134959.2
XM_016179490.2,0.0,4636.0,99,96.576,NM_134960.4
XM_016179497.3,0.0,4183.0,67,97.741,NM_001144310.1
XM_016179498.2,0.0,6778.0,95,95.801,NM_001382004.1
XM_016179505.3,0.0,3585.0,94,96.62,NM_001273076.1
XM_016179511.2,0.0,4392.0,93,96.108,NM_164558.2
XM_016179514.3,0.0,16572.0,99,96.229,NM_001258935.3
XM_016179518.3,0.0,2272.0,96,95.404,NM_057382.3
XM_016179520.2,0.0,5319.0,95,95.96,NM_001273081.2
XM_016179523.3,0.0,8239.0,99,96.623,NM_001273084.1
XM_016179524.3,0.0,1685.0,97,94.353,NM_080008.2
XM_016179529.3,0.0,4104.0,89,97.165,NM_001316378.1
XM_016179531.3,0.0,4449.0,99,96.283,NM_134978.3
XM_016179532.3,0.0,7145.0,99,95.084,NM_001103609.3
XM_016179535.3,0.0,4060.0,98,97.713,NM_058068.4
XM_016179539.3,0.0,3085.0,86,94.018,NM_001144318.2
XM_016179541.3,1.1299999999999999e-67,255.0,81,91.803,"NM_001103613.2, NM_001103611.2"
XM_016179543.3,0.0,4639.0,99,97.363,NM_134997.4
XM_016179546.3,0.0,5192.0,99,95.712,NM_001273115.1
XM_016179550.3,0.0,4990.0,99,96.317,NM_001273118.1
XM_016179554.2,0.0,2586.0,93,95.027,NM_135023.2
XM_016179557.2,0.0,4453.0,70,96.729,NM_001258952.2
XM_016179564.2,0.0,3589.0,99,95.316,NM_135027.4
XM_016179565.3,0.0,4396.0,100,95.865,NM_135029.3
XM_016179566.3,0.0,2259.0,97,95.857,NM_080361.3
XM_016179567.3,0.0,10050.0,98,95.852,NM_001042868.2
XM_016179575.2,0.0,9295.0,99,95.58,NM_164616.2
XM_016179582.3,0.0,2712.0,96,95.42,NM_135073.3
XM_016179592.3,0.0,2808.0,99,97.119,NM_135088.2
XM_016179599.3,0.0,1223.0,78,93.576,NM_135096.2
XM_016179600.3,0.0,1555.0,99,91.63,NM_135098.3
XM_016179601.3,0.0,3312.0,99,94.299,NM_164654.2
XM_016179602.3,0.0,832.0,99,93.286,NM_135105.3
XM_016179610.3,0.0,4301.0,99,94.705,NM_001298707.1
XM_016179611.3,0.0,2649.0,14,94.345,NM_135111.2
XM_016179617.3,0.0,3925.0,97,94.597,NM_001298709.1
XM_016179623.3,0.0,4636.0,79,96.326,NM_001103622.2
XM_016179627.3,0.0,5339.0,95,93.95,NM_001273180.1
XM_016179630.3,0.0,7260.0,99,96.496,NM_001273185.1
XM_016179631.3,0.0,3068.0,80,96.618,NM_001258978.3
XM_016179635.3,0.0,1712.0,96,95.932,NM_164678.2
XM_016179636.2,0.0,3803.0,97,97.573,NM_001298726.1
XM_016179639.3,0.0,2503.0,99,96.403,NM_078766.3
XM_016179641.3,0.0,4041.0,99,95.995,"NM_001298735.1, NM_058118.5"
XM_016179642.3,0.0,1221.0,97,97.612,NM_135152.4
XM_016179645.3,0.0,1042.0,97,88.876,NM_135157.3
XM_016179647.3,0.0,7830.0,99,96.237,NM_001298737.1
XM_016179650.3,0.0,4174.0,93,97.467,NM_057810.4
XM_016179655.3,0.0,3607.0,94,94.821,NM_135175.3
XM_016179656.3,0.0,6516.0,99,95.208,NM_135176.3
XM_016179657.3,0.0,4951.0,99,90.089,NM_135191.3
XM_016179661.3,0.0,5168.0,99,95.863,NM_164692.3
XM_016179664.3,0.0,1834.0,63,95.038,NM_135198.2
XM_016179668.3,0.0,3443.0,99,96.219,NM_135208.6
XM_016179669.3,0.0,2723.0,99,94.891,NM_001103631.3
XM_016179672.3,0.0,6307.0,100,94.139,NM_001298758.1
XM_016179674.3,0.0,7589.0,77,97.298,NM_001273226.1
XM_016179679.3,0.0,5022.0,99,95.551,NM_135229.3
XM_016179681.3,0.0,4527.0,100,97.758,NM_001298763.1
XM_016179682.3,0.0,10462.0,99,95.861,NM_135235.3
XM_016179685.3,0.0,9049.0,99,97.002,NM_001258987.2
XM_016179686.3,0.0,5031.0,96,96.265,NM_135238.3
XM_016179688.3,0.0,5301.0,97,97.325,NM_001258990.2
XM_016179689.3,3.4900000000000006e-123,440.0,98,93.311,NM_001258996.2
XM_016179695.3,0.0,9016.0,99,96.149,NM_001258998.3
XM_016179697.3,0.0,7083.0,89,97.014,NM_001042877.2
XM_016179700.3,0.0,3094.0,99,95.562,NM_001103640.2
XM_016179705.3,0.0,4667.0,97,96.465,NM_135264.4
XM_016179706.3,0.0,8054.0,99,96.846,NM_078779.3
XM_016179709.3,0.0,4931.0,99,96.764,NM_001273263.1
XM_016179710.3,0.0,3639.0,99,96.073,NM_135274.2
XM_016179715.3,0.0,2128.0,80,96.368,NM_001169430.3
XM_016179717.3,0.0,1759.0,98,92.705,NM_135284.3
XM_016179719.3,0.0,10628.0,100,96.459,NM_164758.2
XM_016179720.2,0.0,2113.0,96,95.263,NM_135302.4
XM_016179735.3,0.0,4632.0,50,97.633,NM_001259007.2
XM_016179738.3,0.0,17027.0,99,96.782,NM_135336.4
XM_016179751.3,0.0,3733.0,99,96.708,NM_001298811.1
XM_016179752.3,0.0,933.0,87,94.262,NM_164791.4
XM_016179753.3,0.0,5672.0,99,95.997,NM_001259009.2
XM_016179774.3,0.0,2553.0,99,97.586,NM_135347.3
XM_016179777.2,0.0,2704.0,98,96.147,NM_001273317.1
XM_016179779.3,0.0,7884.0,99,95.315,NM_135363.3
XM_016179780.3,0.0,1088.0,86,93.209,NM_135367.3
XM_016179781.3,0.0,1323.0,40,91.996,NR_124143.1
XM_016179782.3,0.0,1825.0,99,93.679,NM_001298817.1
XM_016179785.3,0.0,4678.0,99,97.351,NM_001298819.1
XM_016179788.3,0.0,2224.0,96,97.9,NM_001298820.1
XM_016179789.3,0.0,3856.0,97,95.494,NM_164812.5
XM_016179796.3,0.0,6473.0,98,97.992,NM_164818.2
XM_016179799.3,0.0,2712.0,93,97.03,NM_175984.1
XM_016179802.3,0.0,2950.0,100,91.263,NM_164821.3
XM_016179804.3,0.0,7540.0,99,95.85,NM_001201801.2
XM_016179805.3,0.0,1875.0,91,89.993,NM_135390.4
XM_016179808.3,0.0,2682.0,98,96.55,NM_135398.3
XM_016179812.3,0.0,1445.0,64,93.946,NR_124149.1
XM_016179816.3,0.0,10898.0,98,96.449,NM_001103657.3
XM_016179829.3,0.0,1766.0,88,95.727,NM_001144337.2
XM_016179830.3,0.0,2861.0,80,93.142,NM_176000.3
XM_016179832.3,0.0,1435.0,94,95.551,NM_135422.3
XM_016179834.3,0.0,1312.0,98,94.002,NM_001298845.1
XM_016179835.3,0.0,883.0,99,95.332,NM_164847.3
XM_016179844.3,0.0,5027.0,99,96.876,NM_001382082.1
XM_016179845.3,0.0,2169.0,98,90.261,NM_205941.2
XM_016179847.3,0.0,3439.0,96,96.848,NM_135441.2
XM_016179848.3,0.0,5546.0,98,96.625,NM_001201825.2
XM_016179851.3,0.0,5788.0,99,96.64,NM_001273362.1
XM_016179853.3,0.0,9856.0,99,97.394,NM_205944.3
XM_016179861.3,0.0,8745.0,99,96.101,NM_164857.3
XM_016179863.3,0.0,2451.0,98,95.686,NM_135453.3
XM_016179864.3,0.0,3267.0,98,95.59,NM_001201830.1
XM_016179865.3,0.0,3808.0,91,96.303,NM_135458.5
XM_016179866.3,0.0,3049.0,80,92.661,NM_001169451.2
XM_016179868.3,0.0,21930.0,99,96.362,NM_205948.3
XM_016179869.2,0.0,1057.0,93,96.412,NM_205949.4
XM_016179870.3,0.0,1681.0,92,97.091,NM_135462.3
XM_016179871.3,0.0,5164.0,99,97.987,NM_057953.5
XM_016179874.2,0.0,2628.0,99,97.172,NM_001298855.1
XM_016179875.3,0.0,1681.0,98,97.374,NM_001273375.1
XM_016179876.3,0.0,1576.0,94,92.857,NM_001273376.1
