NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC6729408,LOC6729408,uncharacterized LOC6729408,PROTEIN_CODING,1.0,XM_002104687.4,LOC6729408,LOC6729408,3R,NC_052523.2,20607393,20608359,plus,1.0,XP_002104723.1,"GD21098,GD21098-PA"
LOC6729409,LOC6729409,uncharacterized LOC6729409,PROTEIN_CODING,1.0,XM_016174783.3,LOC6729409,LOC6729409,3R,NC_052523.2,20613546,20616015,minus,1.0,XP_016036055.1,"GD18291,GD18291-PB,GD18291-PC"
LOC6729410,LOC6729410,uncharacterized LOC6729410,PROTEIN_CODING,2.0,XM_039295202.2,LOC6729410,LOC6729410,3R,NC_052523.2,20616533,20621012,minus,2.0,XP_039151136.1,"GD18290,GD18290-PB,GD18290-PC"
LOC6729411,LOC6729411,uncharacterized LOC6729411,PROTEIN_CODING,1.0,XM_016177398.3,LOC6729411,LOC6729411,3R,NC_052523.2,20618967,20622384,plus,1.0,XP_016036058.3,"GD21099,GD21099-PB"
LOC6729412,LOC6729412,acetylcholine receptor subunit alpha-like 1,PROTEIN_CODING,1.0,XM_016174779.3,LOC6729412,LOC6729412,3R,NC_052523.2,20624549,20687104,minus,1.0,XP_016036060.2,"GD18289,GD18289-PB"
LOC6729414,LOC6729414,uncharacterized LOC6729414,PROTEIN_CODING,1.0,XM_002104693.4,LOC6729414,LOC6729414,3R,NC_052523.2,20699060,20700003,plus,1.0,XP_002104729.1,"GD21102,GD21102-PA"
LOC6729415,LOC6729415,acetylcholine receptor subunit alpha-like 2,PROTEIN_CODING,1.0,XM_002104694.3,LOC6729415,LOC6729415,3R,NC_052523.2,20715059,20720731,plus,1.0,XP_002104730.1,"GD21103,GD21103-PA"
LOC6729417,LOC6729417,acetylcholine receptor subunit beta-like 2,PROTEIN_CODING,1.0,XM_002104696.4,LOC6729417,LOC6729417,3R,NC_052523.2,20738703,20744594,minus,1.0,XP_002104732.1,"GD18288,GD18288-PA"
LOC6729418,LOC6729418,zinc finger protein DZIP1,PROTEIN_CODING,1.0,XM_002104697.3,LOC6729418,LOC6729418,3R,NC_052523.2,20744974,20748067,plus,1.0,XP_002104733.1,"GD21105,GD21105-PA"
LOC6729419,LOC6729419,serine/threonine-protein phosphatase alpha-1 isoform,PROTEIN_CODING,1.0,XM_002104698.4,LOC6729419,LOC6729419,3R,NC_052523.2,20747780,20750828,plus,1.0,XP_002104734.2,"GD21106,GD21106-PA"
LOC6729420,LOC6729420,uncharacterized LOC6729420,PROTEIN_CODING,1.0,XM_002104699.4,LOC6729420,LOC6729420,3R,NC_052523.2,20751337,20753337,minus,1.0,XP_002104735.1,"GD18287,GD18287-PA"
LOC6729422,LOC6729422,uncharacterized LOC6729422,PROTEIN_CODING,1.0,XM_016177399.3,LOC6729422,LOC6729422,3R,NC_052523.2,20760002,20765740,plus,1.0,XP_016036062.1,"GD21108,GD21108-PB"
LOC6729423,LOC6729423,ATP-binding cassette subfamily C member 4,PROTEIN_CODING,3.0,XM_039295959.2,LOC6729423,LOC6729423,3R,NC_052523.2,20765662,20773289,minus,3.0,XP_039151893.1,"GD18286,GD18286-PB"
LOC6729424,LOC6729424,extended synaptotagmin-2-B,PROTEIN_CODING,5.0,XM_016177401.3,LOC6729424,LOC6729424,3R,NC_052523.2,20773894,20785512,plus,5.0,XP_016036065.1,"GD21109,GD21109-PB,GD21109-PC,GD21109-PD"
LOC6729429,LOC6729429,protein CREBRF homolog,PROTEIN_CODING,1.0,XM_016174776.3,LOC6729429,LOC6729429,3R,NC_052523.2,20786343,20791811,minus,1.0,XP_016036068.1,"GD18285,GD18285-PA,GD18285-PB,GD18285-PC"
LOC6729430,LOC6729430,BUD13 homolog,PROTEIN_CODING,1.0,XM_044923138.1,LOC6729430,LOC6729430,3R,NC_052523.2,20791719,20813847,minus,1.0,XP_044779073.1,"GD18284,GD18284-PA"
LOC6729433,LOC6729433,uncharacterized LOC6729433,PROTEIN_CODING,5.0,XM_016177408.3,LOC6729433,LOC6729433,3R,NC_052523.2,20814251,20851494,plus,5.0,XP_016036075.1,"GD21112,GD21112-PB,GD21112-PC,GD21112-PD,GD21112-PE,GD21112-PF,GD21112-PG"
LOC6729434,LOC6729434,syntaxin-18,PROTEIN_CODING,1.0,XM_002104709.4,LOC6729434,LOC6729434,3R,NC_052523.2,20851324,20853313,minus,1.0,XP_002104745.2,"GD18283,GD18283-PA"
LOC6729435,LOC6729435,putative tyrosine-protein kinase Wsck,PROTEIN_CODING,1.0,XM_002104710.4,LOC6729435,LOC6729435,3R,NC_052523.2,20854824,20857855,minus,1.0,XP_002104746.1,"GD18282,GD18282-PA"
LOC6729436,LOC6729436,atlastin,PROTEIN_CODING,2.0,XM_016177409.3,LOC6729436,LOC6729436,3R,NC_052523.2,20853386,20862006,plus,2.0,XP_016036076.1,"GD21113,GD21113-PB,GD21113-PC"
LOC6729437,LOC6729437,metallothionein-3,PROTEIN_CODING,1.0,XM_002104712.4,LOC6729437,LOC6729437,3R,NC_052523.2,20862275,20862837,minus,1.0,XP_002104748.1,"GD18281,GD18281-PA"
LOC6729438,LOC6729438,ubiquitin carboxyl-terminal hydrolase puf,PROTEIN_CODING,3.0,XM_039296051.2,LOC6729438,LOC6729438,3R,NC_052523.2,20863590,20877786,minus,3.0,XP_039151985.1,"GD18280,GD18280-PB,GD18280-PC"
LOC6729441,LOC6729441,set1/Ash2 histone methyltransferase complex subunit ASH2,PROTEIN_CODING,3.0,XM_039296058.2,LOC6729441,LOC6729441,3R,NC_052523.2,20877796,20881091,plus,3.0,XP_039151992.1,"GD21114,GD21115,GD21114-PB,GD21115-PA"
LOC6729442,LOC6729442,uncharacterized LOC6729442,PROTEIN_CODING,1.0,XM_002104717.3,LOC6729442,LOC6729442,3R,NC_052523.2,20881092,20882589,minus,1.0,XP_002104753.1,"GD18278,GD18278-PA"
LOC6729444,LOC6729444,CLK4-associating serine/arginine rich protein,PROTEIN_CODING,3.0,XM_016177412.3,LOC6729444,LOC6729444,3R,NC_052523.2,20882855,20887092,plus,3.0,XP_016022617.1,"GD21117,GD21117-PA,GD21117-PB,GD21117-PC"
LOC6729445,LOC6729445,bolA-like protein DDB_G0274169,PROTEIN_CODING,1.0,XM_002104720.4,LOC6729445,LOC6729445,3R,NC_052523.2,20887317,20887980,plus,1.0,XP_002104756.2,"GD21119,GD21119-PA"
LOC6729446,LOC6729446,protoporphyrinogen oxidase,PROTEIN_CODING,1.0,XM_002104721.4,LOC6729446,LOC6729446,3R,NC_052523.2,20887906,20889572,minus,1.0,XP_002104757.2,"GD18277,GD18277-PB"
LOC6729447,LOC6729447,calcium-activated potassium channel slowpoke,PROTEIN_CODING,37.0,XM_016177426.3,LOC6729447,LOC6729447,3R,NC_052523.2,20890171,20943576,plus,37.0,XP_016036117.1,"GD21120,GD21120-PB,GD21120-PC,GD21120-PD,GD21120-PE,GD21120-PF,GD21120-PG,GD21120-PH,GD21120-PI,GD21120-PJ,GD21120-PK,GD21120-PL,GD21120-PM,GD21120-PN,GD21120-PO,GD21120-PP,GD21120-PQ,GD21120-PR,GD21120-PS,GD21120-PT,GD21120-PU,GD21120-PV,GD21120-PW,GD21120-PX,GD21120-PY,GD21120-PZ"
LOC6729450,LOC6729450,RNA polymerase II degradation factor 1,PROTEIN_CODING,2.0,XM_016177460.3,LOC6729450,LOC6729450,3R,NC_052523.2,20944560,20949881,plus,2.0,XP_016036126.1,"GD21122,GD21122-PB,GD21122-PC"
LOC6729451,LOC6729451,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",PROTEIN_CODING,1.0,XM_002104726.4,LOC6729451,LOC6729451,3R,NC_052523.2,20949954,20950442,plus,1.0,XP_002104762.1,"GD21123,GD21123-PA"
LOC6729452,LOC6729452,methionine aminopeptidase 1,PROTEIN_CODING,1.0,XM_016174772.2,LOC6729452,LOC6729452,3R,NC_052523.2,20950375,20951824,minus,1.0,XP_016036127.1,"GD18276,GD18276-PB"
LOC6729454,LOC6729454,dorsal-ventral patterning protein tolloid,PROTEIN_CODING,3.0,XM_016177463.2,LOC6729454,LOC6729454,3R,NC_052523.2,20952477,20978688,plus,3.0,XP_016036130.1,"tok,tok-PA,tok-PB,tok-PC,GD21124,Dsim\tok,GD21124-PA,GD21124-PB,GD21124-PC"
LOC6729455,LOC6729455,dorsal-ventral patterning protein tolloid,PROTEIN_CODING,2.0,XM_039295239.2,LOC6729455,LOC6729455,3R,NC_052523.2,20979619,20983605,plus,2.0,XP_039151173.1,"tld,tld-PA,GD21125,Dsim\tld,GD21125-PA"
LOC6729456,LOC6729456,protein abnormal spindle,PROTEIN_CODING,1.0,XM_016177464.3,LOC6729456,LOC6729456,3R,NC_052523.2,20983948,20990647,plus,1.0,XP_016036131.1,"GD21126,GD21126-PB"
LOC6729457,LOC6729457,allatostatin-A,PROTEIN_CODING,1.0,XM_016174771.3,LOC6729457,LOC6729457,3R,NC_052523.2,20990654,20995138,minus,1.0,XP_016036133.1,"GD18275,GD18275-PA,GD18275-PB"
LOC6729461,LOC6729461,uncharacterized LOC6729461,PROTEIN_CODING,1.0,XM_016177466.2,LOC6729461,LOC6729461,3R,NC_052523.2,21005706,21014549,plus,1.0,XP_016036135.1,"GD21129,GD21129-PA"
LOC6729462,LOC6729462,solute carrier family 25 member 44,PROTEIN_CODING,1.0,XM_016174769.3,LOC6729462,LOC6729462,3R,NC_052523.2,21014690,21017388,minus,1.0,XP_016036136.1,"GD18273,GD18273-PA"
LOC6729463,LOC6729463,uncharacterized LOC6729463,PROTEIN_CODING,1.0,XM_002104737.4,LOC6729463,LOC6729463,3R,NC_052523.2,21018181,21020276,minus,1.0,XP_002104773.1,"GD18272,GD18272-PA"
LOC6729464,LOC6729464,ETV5-related protein Ets96B,PROTEIN_CODING,3.0,XM_016177467.3,LOC6729464,LOC6729464,3R,NC_052523.2,21017865,21027673,plus,3.0,XP_016036137.1,"GD21130,GD21130-PB,GD21130-PC,GD21130-PD,GD21130-PE"
LOC6729465,LOC6729465,uncharacterized LOC6729465,PROTEIN_CODING,1.0,XM_002104739.4,LOC6729465,LOC6729465,3R,NC_052523.2,21027210,21029499,minus,1.0,XP_002104775.2,"GD18271,GD18271-PA"
LOC6729466,LOC6729466,protein polybromo-1,PROTEIN_CODING,1.0,XM_016174768.3,LOC6729466,LOC6729466,3R,NC_052523.2,21029674,21035072,minus,1.0,XP_016036141.1,"GD18270,GD18270-PB"
LOC6729467,LOC6729467,protein Lilipod,PROTEIN_CODING,1.0,XM_002104741.4,LOC6729467,LOC6729467,3R,NC_052523.2,21035430,21043801,minus,1.0,XP_002104777.1,"GD18269,GD18269-PA"
LOC6729468,LOC6729468,tetratricopeptide repeat protein 12,PROTEIN_CODING,1.0,XM_002104742.4,LOC6729468,LOC6729468,3R,NC_052523.2,21037384,21038461,plus,1.0,XP_002104778.1,"GD21131,GD21131-PA"
LOC6729469,LOC6729469,complex III assembly factor LYRM7,PROTEIN_CODING,1.0,XM_002104743.3,LOC6729469,LOC6729469,3R,NC_052523.2,21043904,21044692,plus,1.0,XP_002104779.1,"GD21132,GD21132-PA"
LOC6729470,LOC6729470,peptidyl-prolyl cis-trans isomerase sig-7,PROTEIN_CODING,1.0,XM_016174767.3,LOC6729470,LOC6729470,3R,NC_052523.2,21044568,21046795,minus,1.0,XP_016036142.1,"GD18268,GD18268-PA"
LOC6729472,LOC6729472,SAFB-like transcription modulator,PROTEIN_CODING,3.0,XM_016177471.3,LOC6729472,LOC6729472,3R,NC_052523.2,21047153,21052099,plus,2.0,XP_016036143.1,"GD21133,GD21133-PA,GD21133-PB,GD21133-PC"
LOC6729473,LOC6729473,serine/threonine-protein kinase Nek8,PROTEIN_CODING,1.0,XM_016174766.2,LOC6729473,LOC6729473,3R,NC_052523.2,21051987,21055403,minus,1.0,XP_016036146.1,"GD18266,GD18266-PB,GD18266-PC"
LOC6729474,LOC6729474,ras-related protein Rab-13,PROTEIN_CODING,2.0,XM_039295406.2,LOC6729474,LOC6729474,3R,NC_052523.2,21056841,21059213,minus,2.0,XP_039151340.1,"GD18265,GD18265-PA"
LOC6729475,LOC6729475,E3 ubiquitin-protein transferase MAEA,PROTEIN_CODING,1.0,XM_002104749.4,LOC6729475,LOC6729475,3R,NC_052523.2,21059320,21061072,minus,1.0,XP_002104785.1,"GD18264,GD18264-PA"
LOC6729476,LOC6729476,uncharacterized LOC6729476,PROTEIN_CODING,4.0,XM_016177473.3,LOC6729476,LOC6729476,3R,NC_052523.2,21056314,21062153,plus,4.0,XP_016036148.1,"GD21134,GD21134-PA,GD21134-PB"
LOC6729477,LOC6729477,uncharacterized LOC6729477,PROTEIN_CODING,1.0,XM_002104751.4,LOC6729477,LOC6729477,3R,NC_052523.2,21067594,21071417,plus,1.0,XP_002104787.1,"GD21135,GD21135-PA"
LOC6729478,LOC6729478,uncharacterized LOC6729478,PROTEIN_CODING,2.0,XM_002104752.4,LOC6729478,LOC6729478,3R,NC_052523.2,21070869,21072134,minus,2.0,XP_002104788.3,"GD18263,GD18263-PA,GD18263-PB"
LOC6729479,LOC6729479,sodium-independent sulfate anion transporter,PROTEIN_CODING,2.0,XM_016177475.3,LOC6729479,LOC6729479,3R,NC_052523.2,21072816,21081362,plus,2.0,XP_016036151.1,"GD21136,GD21136-PA"
LOC6729480,LOC6729480,60S ribosome subunit biogenesis protein NIP7 homolog,PROTEIN_CODING,1.0,XM_002104754.4,LOC6729480,LOC6729480,3R,NC_052523.2,21081544,21082332,plus,1.0,XP_002104790.1,"GD21137,GD21137-PA"
LOC6729481,LOC6729481,nicastrin,PROTEIN_CODING,3.0,XM_016177476.3,LOC6729481,LOC6729481,3R,NC_052523.2,21082481,21085522,plus,2.0,XP_016036152.1,"GD21138,GD21138-PA,GD21138-PB"
LOC6729482,LOC6729482,histone deacetylase 11,PROTEIN_CODING,1.0,XM_002104756.4,LOC6729482,LOC6729482,3R,NC_052523.2,21085434,21087193,minus,1.0,XP_002104792.1,"GD18261,GD18261-PA"
LOC6729483,LOC6729483,carbonic anhydrase 2,PROTEIN_CODING,6.0,XM_039295141.2,LOC6729483,LOC6729483,3R,NC_052523.2,21087343,21088485,minus,6.0,XP_039151075.1,"GD18260,GD18260-PA,GD18260-PB,GD18260-PC,GD18260-PD"
LOC6729484,LOC6729484,sodium channel protein Nach,PROTEIN_CODING,1.0,XM_016174759.3,LOC6729484,LOC6729484,3R,NC_052523.2,21088437,21090786,minus,1.0,XP_016036156.1,"GD18259,GD18259-PB"
LOC6729487,LOC6729487,collagen alpha-2(I) chain,PROTEIN_CODING,2.0,XM_002104761.4,LOC6729487,LOC6729487,3R,NC_052523.2,21096271,21097746,plus,2.0,XP_002104797.3,"GD21140,GD21140-PB"
LOC6729488,LOC6729488,G2/mitotic-specific cyclin-B3,PROTEIN_CODING,1.0,XM_002104762.4,LOC6729488,LOC6729488,3R,NC_052523.2,21099421,21101942,minus,1.0,XP_002104798.1,"GD18256,GD18256-PA"
LOC6729489,LOC6729489,dipeptidyl peptidase 9,PROTEIN_CODING,2.0,XM_039295136.2,LOC6729489,LOC6729489,3R,NC_052523.2,21102289,21107828,minus,2.0,XP_039151070.1,"GD18255,GD18255-PB"
LOC6729490,LOC6729490,tRNA dimethylallyltransferase,PROTEIN_CODING,1.0,XM_002104764.4,LOC6729490,LOC6729490,3R,NC_052523.2,21108318,21109983,plus,1.0,XP_002104800.1,"GD21141,GD21141-PA"
LOC6729491,LOC6729491,bifunctional purine biosynthesis protein ATIC,PROTEIN_CODING,1.0,XM_016177477.3,LOC6729491,LOC6729491,3R,NC_052523.2,21108193,21112640,plus,1.0,XP_016036162.1,"GD21142,GD21142-PA"
LOC6729492,LOC6729492,ATP-binding cassette sub-family G member 8,PROTEIN_CODING,1.0,XM_016174755.3,LOC6729492,LOC6729492,3R,NC_052523.2,21112623,21125560,minus,1.0,XP_016036163.1,"GD18254,GD18254-PA"
LOC6729493,LOC6729493,ATP-binding cassette sub-family G member 5,PROTEIN_CODING,2.0,XM_016177478.3,LOC6729493,LOC6729493,3R,NC_052523.2,21125634,21128582,plus,2.0,XP_016036164.1,"GD21143,GD21143-PB,GD21143-PC,GD21143-PD"
LOC6729494,LOC6729494,putative mediator of RNA polymerase II transcription subunit 26,PROTEIN_CODING,2.0,XM_016174754.2,LOC6729494,LOC6729494,3R,NC_052523.2,21128647,21137026,minus,2.0,XP_016036168.1,"GD18253,GD18253-PA,GD18253-PB"
LOC6729495,LOC6729495,kinesin heavy chain,PROTEIN_CODING,3.0,XM_044923286.1,LOC6729495,LOC6729495,3R,NC_052523.2,21132107,21134022,plus,3.0,XP_044779221.1,"GD21144,GD21144-PA,GD21144-PB"
LOC6729497,LOC6729497,prolyl 3-hydroxylase sudestada1,PROTEIN_CODING,3.0,XM_016174752.3,LOC6729497,LOC6729497,3R,NC_052523.2,21144232,21148902,minus,3.0,XP_016036170.1,"GD18252,GD18252-PA,GD18252-PB"
LOC6729500,LOC6729500,ankyrin repeat and sterile alpha motif domain-containing protein 1B,PROTEIN_CODING,2.0,XM_016177482.3,LOC6729500,LOC6729500,3R,NC_052523.2,21149119,21153393,plus,2.0,XP_016036171.1,"GD21146,GD21146-PA,GD21146-PB"
LOC6729501,LOC6729501,uncharacterized LOC6729501,PROTEIN_CODING,3.0,XM_016177485.3,LOC6729501,LOC6729501,3R,NC_052523.2,21153462,21156228,plus,3.0,XP_016036174.1,"GD21147,GD21147-PA,GD21147-PB,GD21147-PC"
LOC6729502,LOC6729502,inactive non-canonical poly(A) RNA polymerase protein Trf4-2,PROTEIN_CODING,2.0,XM_016177487.3,LOC6729502,LOC6729502,3R,NC_052523.2,21156299,21158164,plus,2.0,XP_016036176.1,"GD21148,GD21148-PA,GD21148-PB"
LOC6729503,LOC6729503,probable cytosolic oligopeptidase A,PROTEIN_CODING,1.0,XM_002104775.4,LOC6729503,LOC6729503,3R,NC_052523.2,21158276,21160982,plus,1.0,XP_002104811.2,"GD21149,GD21149-PA"
LOC6729504,LOC6729504,oxysterol-binding protein 1,PROTEIN_CODING,1.0,XM_016174750.3,LOC6729504,LOC6729504,3R,NC_052523.2,21161151,21164514,minus,1.0,XP_016036177.1,"osbp,GD18250,Osbp-PB,Dsim\Osbp,GD18250-PB"
LOC6729505,LOC6729505,protein phosphatase Slingshot,PROTEIN_CODING,3.0,XM_016174746.3,LOC6729505,LOC6729505,3R,NC_052523.2,21164822,21171086,minus,3.0,XP_016036178.1,"GD18249,GD18249-PA,GD18249-PB,GD18249-PC,GD18249-PD"
LOC6729506,LOC6729506,nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3,PROTEIN_CODING,4.0,XM_016177489.3,LOC6729506,LOC6729506,3R,NC_052523.2,21171238,21173477,plus,2.0,XP_016036183.1,"GD21151,GD21151-PA,GD21151-PB,GD21151-PC"
LOC6729508,LOC6729508,uncharacterized LOC6729508,PROTEIN_CODING,1.0,XM_002104780.4,LOC6729508,LOC6729508,3R,NC_052523.2,21173631,21175804,plus,1.0,XP_002104816.1,"GD21153,GD21153-PA"
LOC6729511,LOC6729511,titin homolog,PROTEIN_CODING,2.0,XM_016177490.3,LOC6729511,LOC6729511,3R,NC_052523.2,21210180,21248633,plus,2.0,XP_016036184.1,"GD21154,GD21154-PB,GD21154-PC"
LOC6729513,LOC6729513,"beta-1,4-galactosyltransferase 7",PROTEIN_CODING,1.0,XM_016177492.3,LOC6729513,LOC6729513,3R,NC_052523.2,21248874,21250113,plus,1.0,XP_016036186.1,"GD21157,b4Gal-T7,GD21157-PB,beta4GalT7"
LOC6729514,LOC6729514,ER membrane protein complex subunit 6,PROTEIN_CODING,1.0,XM_016174745.3,LOC6729514,LOC6729514,3R,NC_052523.2,21250099,21250952,minus,1.0,XP_016036187.1,"GD18247,GD18247-PA"
LOC6729515,LOC6729515,nuclear hormone receptor HR96,PROTEIN_CODING,1.0,XM_016177493.3,LOC6729515,LOC6729515,3R,NC_052523.2,21251032,21254953,plus,1.0,XP_016036188.1,"GD21158,GD21158-PB"
LOC6729516,LOC6729516,telomerase-binding protein EST1A,PROTEIN_CODING,1.0,XM_016174744.2,LOC6729516,LOC6729516,3R,NC_052523.2,21255101,21259195,minus,1.0,XP_016036189.1,"GD18246,GD18246-PB"
LOC6729517,LOC6729517,YTH domain-containing family protein,PROTEIN_CODING,1.0,XM_016174743.3,LOC6729517,LOC6729517,3R,NC_052523.2,21259777,21264778,minus,1.0,XP_016036190.1,"GD18245,GD18245-PA"
LOC6729518,LOC6729518,purine nucleoside phosphorylase,PROTEIN_CODING,1.0,XM_016177494.3,LOC6729518,LOC6729518,3R,NC_052523.2,21262463,21263800,plus,1.0,XP_016036191.1,"GD21159,GD21159-PA"
LOC6729519,LOC6729519,transmembrane emp24 domain-containing protein bai,PROTEIN_CODING,1.0,XM_002104791.3,LOC6729519,LOC6729519,3R,NC_052523.2,21264998,21266089,plus,1.0,XP_002104827.1,"bai,GD21160,GD21160-PA"
LOC6729521,LOC6729521,protein TRACHEARY ELEMENT DIFFERENTIATION-RELATED 7,PROTEIN_CODING,2.0,XM_002104793.4,LOC6729521,LOC6729521,3R,NC_052523.2,21269090,21273108,plus,2.0,XP_002104829.2,"GD21161,GD21161-PA,GD21161-PB"
LOC6729522,LOC6729522,thioredoxin domain-containing protein,PROTEIN_CODING,2.0,XM_002104794.4,LOC6729522,LOC6729522,3R,NC_052523.2,21273340,21275100,plus,2.0,XP_002104830.2,"GD21162,GD21162-PA"
LOC6729523,LOC6729523,uncharacterized LOC6729523,PROTEIN_CODING,3.0,XM_002104795.3,LOC6729523,LOC6729523,3R,NC_052523.2,21275634,21278545,plus,3.0,XP_002104831.1,"GD21163,GD21163-PA,GD21163-PB,GD21163-PC,GD21163-PD"
LOC6729524,LOC6729524,uncharacterized LOC6729524,PROTEIN_CODING,1.0,XM_002104796.4,LOC6729524,LOC6729524,3R,NC_052523.2,21274313,21280382,minus,1.0,XP_002104832.1,"GD18242,GD18242-PA"
LOC6729525,LOC6729525,transforming growth factor beta regulator 1,PROTEIN_CODING,1.0,XM_002104797.4,LOC6729525,LOC6729525,3R,NC_052523.2,21280570,21281802,minus,1.0,XP_002104833.1,"GD18240,GD18240-PA"
LOC6729526,LOC6729526,protein unc-13 homolog 4B,PROTEIN_CODING,5.0,XM_016177503.3,LOC6729526,LOC6729526,3R,NC_052523.2,21281855,21289939,plus,5.0,XP_016036204.1,"GD21164,GD21164-PB,GD21164-PC,GD21164-PD,GD21164-PE,GD21164-PF"
LOC6729530,LOC6729530,protein lin-7 homolog C,PROTEIN_CODING,1.0,XM_002104802.4,LOC6729530,LOC6729530,3R,NC_052523.2,21290024,21291248,minus,1.0,XP_002104838.2,"GD18238,GD18238-PA"
LOC6729531,LOC6729531,uncharacterized LOC6729531,PROTEIN_CODING,1.0,XM_002104803.4,LOC6729531,LOC6729531,3R,NC_052523.2,21291393,21292321,plus,1.0,XP_002104839.1,"GD21167,GD21167-PA"
LOC6729532,LOC6729532,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,PROTEIN_CODING,1.0,XM_016174738.3,LOC6729532,LOC6729532,3R,NC_052523.2,21292304,21295247,minus,1.0,XP_016036205.1,"GD18237,GD18237-PB"
LOC6729533,LOC6729533,zinc finger protein 830,PROTEIN_CODING,1.0,XM_016177504.3,LOC6729533,LOC6729533,3R,NC_052523.2,21295453,21296508,plus,1.0,XP_016036206.1,"GD21168,GD21168-PB"
LOC6729534,LOC6729534,trypsin-1,PROTEIN_CODING,1.0,XM_016177505.3,LOC6729534,LOC6729534,3R,NC_052523.2,21296702,21298328,plus,1.0,XP_016036207.1,"GD21169,GD21169-PA"
LOC6729535,LOC6729535,uncharacterized LOC6729535,PROTEIN_CODING,2.0,XM_016174737.3,LOC6729535,LOC6729535,3R,NC_052523.2,21328827,21334233,minus,2.0,XP_016036214.1,"GD18236,GD18236-PB,GD18236-PC"
LOC6729536,LOC6729536,U3 small nucleolar ribonucleoprotein protein IMP4,PROTEIN_CODING,1.0,XM_002104808.4,LOC6729536,LOC6729536,3R,NC_052523.2,21300454,21301964,plus,1.0,XP_002104844.1,"GD21170,GD21170-PA"
LOC6729539,LOC6729539,fork head domain-containing protein FD5,PROTEIN_CODING,1.0,XM_002104811.4,LOC6729539,LOC6729539,3R,NC_052523.2,21319977,21321122,plus,1.0,XP_002104847.2,"GD21173,GD21173-PA"
LOC6729540,LOC6729540,uncharacterized LOC6729540,PROTEIN_CODING,1.0,XM_039294518.2,LOC6729540,LOC6729540,3R,NC_052523.2,21325351,21327344,plus,1.0,XP_039150452.1,"GD21174,GD21174-PB,GD21174-PC"
LOC6729542,LOC6729542,uncharacterized LOC6729542,PROTEIN_CODING,1.0,XM_016174735.3,LOC6729542,LOC6729542,3R,NC_052523.2,21334329,21337677,minus,1.0,XP_016036215.1,"GD18235,GD18235-PB"
LOC6729543,LOC6729543,tubulin polyglutamylase TTLL5,PROTEIN_CODING,1.0,XM_016174734.3,LOC6729543,LOC6729543,3R,NC_052523.2,21337991,21347943,minus,1.0,XP_016036216.1,"CG31108,GD18234,GD18234-PA"
LOC6729544,LOC6729544,uncharacterized LOC6729544,PROTEIN_CODING,1.0,XM_016174733.2,LOC6729544,LOC6729544,3R,NC_052523.2,21342505,21347949,minus,1.0,XP_016036217.1,"GD18233,GD18233-PA"
LOC6729545,LOC6729545,ribosome-binding protein 1,PROTEIN_CODING,1.0,XM_039294414.2,LOC6729545,LOC6729545,3R,NC_052523.2,21348812,21350816,plus,1.0,XP_039150348.1,"GD21176,GD21176-PA"
LOC6729546,LOC6729546,molybdopterin synthase catalytic subunit,PROTEIN_CODING,1.0,XM_002104818.4,LOC6729546,LOC6729546,3R,NC_052523.2,21350952,21352388,minus,1.0,XP_002104854.1,"Mocs2,Mocs2B,GD18232,GD18232-PA"
LOC6729548,LOC6729548,nuclear export mediator factor NEMF homolog,PROTEIN_CODING,1.0,XM_016177508.3,LOC6729548,LOC6729548,3R,NC_052523.2,21352920,21356505,plus,1.0,XP_016036219.1,"GD21177,GD21177-PB"
LOC6729549,LOC6729549,uncharacterized LOC6729549,PROTEIN_CODING,3.0,XM_039294413.2,LOC6729549,LOC6729549,3R,NC_052523.2,21356613,21362049,plus,3.0,XP_039150347.1,"GD21178,GD21178-PA"
LOC6729550,LOC6729550,protein distal antenna-related,PROTEIN_CODING,1.0,XM_002104822.4,LOC6729550,LOC6729550,3R,NC_052523.2,21363363,21365250,plus,1.0,XP_002104858.2,"GD21179,GD21179-PA"
LOC6729552,LOC6729552,coiled-coil domain-containing protein lobo,PROTEIN_CODING,1.0,XM_016174730.3,LOC6729552,LOC6729552,3R,NC_052523.2,21393223,21417692,minus,1.0,XP_016036221.1,"GD18229,GD18229-PB"
LOC6729553,LOC6729553,protein distal antenna,PROTEIN_CODING,1.0,XM_016177510.2,LOC6729553,LOC6729553,3R,NC_052523.2,21413756,21416465,plus,1.0,XP_016036222.1,"GD21183,GD21183-PB"
LOC6729555,LOC6729555,uncharacterized LOC6729555,PROTEIN_CODING,1.0,XM_002104827.4,LOC6729555,LOC6729555,3R,NC_052523.2,21419352,21420319,plus,1.0,XP_002104863.1,"GD21184,GD21184-PA"
LOC6729556,LOC6729556,tyrosine kinase receptor Cad96Ca,PROTEIN_CODING,1.0,XM_016174729.3,LOC6729556,LOC6729556,3R,NC_052523.2,21421516,21432171,minus,1.0,XP_016036223.1,"GD18227,GD18227-PA"
