NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC37959,CG3894,uncharacterized protein,PROTEIN_CODING,1.0,NM_138119.7,FBgn0035059,Dmel_CG3894,2R,NT_033778.4,24763167,24766750,plus,1.0,NP_611963.5,"CG9197,Dmel\CG3894"
LOC37960,GstE12,Glutathione S transferase E12,PROTEIN_CODING,4.0,NM_001259572.2,FBgn0027590,Dmel_CG16936,2R,NT_033778.4,24766718,24768172,minus,4.0,NP_001246501.1,"BcDNA:GH04753,CG16936,Dmel\CG16936,gst,GST,gste12,GSTE12"
LOC37961,Eps-15,Epidermal growth factor receptor pathway substrate clone 15,PROTEIN_CODING,4.0,NM_138121.2,FBgn0035060,Dmel_CG16932,2R,NT_033778.4,24768314,24775265,minus,4.0,NP_611965.2,"Aa2/2,anon-WO0118547.85,CG16932,Dmel\CG16932,EH1,eps-15,EPS-15,eps15,Eps15,EPS15,i31"
LOC37962,egg,eggless,PROTEIN_CODING,1.0,NM_138122.5,FBgn0086908,Dmel_CG12196,2R,NT_033778.4,24775534,24779901,minus,1.0,NP_611966.3,"AAF47268 Dm,AAM70794,BcDNA:AT13877,CG12196,CG30422,CG30426,dEset,Dm-setdb1,Dmel\CG12196,Dmsetdb1,DmSetdb1,DmSETDB1,dsetdb1,dSetdb1,dSetDB1,dSETDB1,Egg,EGG,Eggless,Setdb1,SetDB1,SETDB1"
LOC37963,Lcp9,Larval cuticle protein 9,PROTEIN_CODING,1.0,NM_079130.2,FBgn0025578,Dmel_CG16914,2R,NT_033778.4,24779979,24780428,minus,1.0,NP_523854.1,"CG16914,DmelLcp9,Dmel\CG16914,lcp9,LCP9,LCPX"
LOC37964,CG3594,uncharacterized protein,PROTEIN_CODING,1.0,NM_079131.3,FBgn0035063,Dmel_CG3594,2R,NT_033778.4,24780917,24781779,plus,1.0,NP_523855.1,"cg3594,Dmel\CG3594,Eap"
LOC37965,TyrRS-m,"Tyrosyl-tRNA synthetase, mitochondrial",PROTEIN_CODING,1.0,NM_138123.3,FBgn0035064,Dmel_CG16912,2R,NT_033778.4,24781726,24783500,minus,1.0,NP_611967.1,"Aatm,Aats-try-m,Aats-tyr-m,anon-EST:fe1E12,CG16912,Dmel\CG16912"
LOC37966,CG3589,uncharacterized protein,PROTEIN_CODING,1.0,NM_138124.4,FBgn0035065,Dmel_CG3589,2R,NT_033778.4,24783555,24785542,plus,1.0,NP_611968.1,"Dmel\CG3589,Dmel_CG3589,TYSND1"
LOC37967,key,kenny,PROTEIN_CODING,2.0,NM_001259574.2,FBgn0041205,Dmel_CG16910,2R,NT_033778.4,24785514,24787411,minus,2.0,NP_001246503.1,"CG16910,dIKK,dIKK-gamma,dIKKgamma,Dmel\CG16910,DmIKK-gamma,dmIKKgamma,Dmikkgamma,DmIKKgamma,IKK,IKK-gamma,IKKg,IKKG,IKKgamma,Ikkgammabeta,IKK[[gamma]],Kenny,Key,KEY"
LOC37968,Reg-5,Rhythmically expressed gene 5,PROTEIN_CODING,2.0,NM_057825.5,FBgn0015801,Dmel_CG2928,2R,NT_033778.4,24788008,24793410,minus,2.0,NP_477173.1,"CG2928,Dmel\CG2928,Dreg,dreg-5,Dreg-5,DREG-5,Dreg5,reg-5"
LOC37970,Orc4,Origin recognition complex subunit 4,PROTEIN_CODING,1.0,NM_057972.4,FBgn0023181,Dmel_CG2917,2R,NT_033778.4,24795740,24797414,minus,1.0,NP_477320.1,"CG2917,Dmel\CG2917,dmOrc4,DmORC4,ORC,orc4,ORC4,rDmORC"
LOC37971,CG12849,uncharacterized protein,PROTEIN_CODING,1.0,NM_138125.2,FBgn0035068,Dmel_CG12849,2R,NT_033778.4,24797925,24798613,plus,1.0,NP_611969.2,Dmel\CG12849
LOC37972,CG3611,uncharacterized protein,PROTEIN_CODING,3.0,NM_001299929.1,FBgn0035069,Dmel_CG3611,2R,NT_033778.4,24798798,24800776,plus,3.0,NP_001286858.1,"BcDNA:AT12780,Dmel\CG3611"
LOC37973,Dll,Distal-less,PROTEIN_CODING,3.0,NM_001144287.2,FBgn0000157,Dmel_CG3629,2R,NT_033778.4,24814822,24835667,plus,3.0,NP_001137759.1,"2.7,Art,Ba,BcDNA:LP01770,CG3629,dll,DLL,Dmel\CG3629,E(Arp),En(Arp),l(2)01092,l(2)387"
LOC37974,CG3650,uncharacterized protein,PROTEIN_CODING,1.0,NM_138127.2,FBgn0035070,Dmel_CG3650,2R,NT_033778.4,24848994,24850200,plus,1.0,NP_611971.1,"Dmel\CG3650,SP159"
LOC37977,CG16896,uncharacterized protein,PROTEIN_CODING,1.0,NM_138129.4,FBgn0035073,Dmel_CG16896,2R,NT_033778.4,24871407,24874912,minus,1.0,NP_611973.2,Dmel\CG16896
LOC37978,Atf-2,Activating transcription factor-2,PROTEIN_CODING,1.0,NM_001038884.2,FBgn0265193,Dmel_CG44246,2R,NT_033778.4,24870108,24871509,plus,1.0,NP_001033973.1,"atf-2,ATF-2,atf2,Atf2,ATF2,CG12850,CG30420,CG44246,dATF-2,dATF2,DM5,Dmel\CG44246,FBgn0050420"
LOC37979,NKAIN,"Na,K-ATPase Interacting",PROTEIN_CODING,7.0,NM_001259577.2,FBgn0085442,Dmel_CG34413,2R,NT_033778.4,24881570,24888615,plus,7.0,NP_001246506.1,"anon-WO0118547.94,CG32836,CG34413,CG9047,Dmel\CG34413,dNKAIN"
LOC37980,Ance-5,Ance-5,PROTEIN_CODING,1.0,NM_133164.4,FBgn0035076,Dmel_CG10142,2R,NT_033778.4,24888628,24891023,minus,1.0,NP_573392.2,"ance-5,CG10142,Dmel\CG10142"
LOC37981,NaCP60E,Na channel protein 60E,PROTEIN_CODING,10.0,NM_001274243.2,FBgn0085434,Dmel_CG34405,2R,NT_033778.4,24891614,24921677,plus,10.0,NP_001261172.1,"CG18506,CG34405,CG9071,CT24831,DIC60,Dmel\CG34405,dsc,DSC,dsc1,DSC1,DSCI,Na-CP,smi60E"
LOC37982,CG9083,uncharacterized protein,PROTEIN_CODING,1.0,NM_138132.5,FBgn0035077,Dmel_CG9083,2R,NT_033778.4,24898273,24899505,plus,1.0,NP_611976.3,Dmel\CG9083
LOC37983,Tpc2,Thiamine pyrophosphate carrier protein 2,PROTEIN_CODING,1.0,NM_001259582.2,FBgn0035078,Dmel_CG2857,2R,NT_033778.4,24897902,24900734,minus,1.0,NP_001246511.1,"CG2857,Dmel\CG2857,DmTpc2"
LOC37985,pain,painless,PROTEIN_CODING,3.0,NM_138135.2,FBgn0060296,Dmel_CG15860,2R,NT_033778.4,24921505,24928275,minus,3.0,NP_611979.1,"CG15860,CT31987,Dmel\CG15860,EP2251,Pain,Painless,TRPA"
LOC37986,CG30427,uncharacterized protein,PROTEIN_CODING,7.0,NM_166697.3,FBgn0043792,Dmel_CG30427,2R,NT_033778.4,24928747,24937477,minus,7.0,NP_726498.1,"BEST:LD36843,CG18680,CG2858,Dmel\CG30427"
LOC37987,CG3760,uncharacterized protein,PROTEIN_CODING,4.0,NM_166700.3,FBgn0022343,Dmel_CG3760,2R,NT_033778.4,24938181,24939769,plus,4.0,NP_726501.1,"anon-EST:fe2C9,anon-fe2C9,anon2C9,Dmel\CG3760"
LOC37988,CG2811,uncharacterized protein,PROTEIN_CODING,3.0,NM_138138.5,FBgn0035082,Dmel_CG2811,2R,NT_033778.4,24939706,24940483,minus,3.0,NP_611982.2,"BcDNA:RE67445,Dmel\CG2811"
LOC37989,Tina-1,Troponin C-akin-1,PROTEIN_CODING,2.0,NM_138139.4,FBgn0035083,Dmel_CG2803,2R,NT_033778.4,24940625,24942413,minus,2.0,NP_611983.2,"BEST:GM14784,CG2803,Dmel\CG2803"
LOC37990,CG15861,uncharacterized protein,PROTEIN_CODING,2.0,NM_001299934.1,FBgn0035084,Dmel_CG15861,2R,NT_033778.4,24943392,24945201,minus,2.0,NP_001286863.1,"Dmel\CG15861,R5_2R:20832201..20832579"
LOC37991,CG3770,uncharacterized protein,PROTEIN_CODING,2.0,NM_138141.3,FBgn0035085,Dmel_CG3770,2R,NT_033778.4,24945139,24946636,plus,2.0,NP_611985.2,"CT12588,Dmel\CG3770"
LOC37992,CG2790,uncharacterized protein,PROTEIN_CODING,1.0,NM_138142.5,FBgn0027599,Dmel_CG2790,2R,NT_033778.4,24946561,24948378,minus,1.0,NP_611986.2,"BcDNA:GH03108,Dmel\CG2790"
LOC37993,CG12851,uncharacterized protein,PROTEIN_CODING,3.0,NM_001299937.1,FBgn0035086,Dmel_CG12851,2R,NT_033778.4,24948645,24955677,plus,3.0,NP_001286866.1,Dmel\CG12851
LOC37994,CG2765,uncharacterized protein,PROTEIN_CODING,4.0,NM_001259586.2,FBgn0035087,Dmel_CG2765,2R,NT_033778.4,24959841,24965076,minus,4.0,NP_001246515.1,Dmel\CG2765
LOC37995,RpL19,Ribosomal protein L19,PROTEIN_CODING,2.0,NM_057283.5,FBgn0285950,Dmel_CG2746,2R,NT_033778.4,24967877,24969547,minus,2.0,NP_476631.1,"anon-EST:Posey33,CG2746,Dmel\CG2746,E(Dl)KP135,l(2)k03704,l(2)SH1000,l(2)SH2 1000,L19,L19e,M(2)60E,M(2)a,M(2)c,M60E,Rp L19,rpl19,rpL19,Rpl19,RPL19"
LOC37996,CG3776,uncharacterized protein,PROTEIN_CODING,3.0,NM_001299939.1,FBgn0035088,Dmel_CG3776,2R,NT_033778.4,24969678,24970855,plus,3.0,NP_001286868.1,"Dmel\CG3776,DmP29,EP(2)0835,Jhebp29,P29"
LOC37997,Phk-3,Pherokine 3,PROTEIN_CODING,3.0,NM_001299942.1,FBgn0035089,Dmel_CG9358,2R,NT_033778.4,24970843,24973207,minus,3.0,NP_001286871.1,"BcDNA:RE09339,CG9358,DmelCSP3,Dmel\CG9358,PHK-3"
LOC37998,CG2736,uncharacterized protein,PROTEIN_CODING,1.0,NM_138147.4,FBgn0035090,Dmel_CG2736,2R,NT_033778.4,24973431,24975341,minus,1.0,NP_611991.1,"cg2736,Dmel\CG2736"
LOC37999,emp,epithelial membrane protein,PROTEIN_CODING,5.0,NM_166702.3,FBgn0010435,Dmel_CG2727,2R,NT_033778.4,24976456,24986070,minus,5.0,NP_726504.2,"CG2727,Dmel\CG2727,Emp"
LOC38000,CG3829,uncharacterized protein,PROTEIN_CODING,2.0,NM_138148.4,FBgn0035091,Dmel_CG3829,2R,NT_033778.4,24986044,24990489,plus,2.0,NP_611992.3,Dmel\CG3829
LOC38001,zip,zipper,PROTEIN_CODING,9.0,NM_079136.4,FBgn0287873,Dmel_CG15792,2R,NT_033778.4,24990570,25011965,minus,9.0,NP_523860.2,"actomyosin,anon-WO0140519.37,cbe,CG15792,Dm nmII,Dmel\CG15792,DmnmII,DROMHC,Dronm-MII,E(br),l(2)02957,l(2)17F1,MHC,Mhc-c,Mhc-c[1],Myo,myo II,Myo II,Myo-II,Myo-II HC,Myo15,Myo2,myoII,MyoII,myosin II,Myosin II,myosin-II,Myosin-II,NMII,NMM,nmMHC,NMMII,nmy-2,Zip,ZIP,zip/MyoII,zpr"
LOC38002,uzip,unzipped,PROTEIN_CODING,2.0,NM_001299946.1,FBgn0004055,Dmel_CG3533,2R,NT_033778.4,25012062,25031737,plus,2.0,NP_001286875.1,"CG3533,Dmel\CG3533,nzip,zip"
LOC38003,Nplp1,Neuropeptide-like precursor 1,PROTEIN_CODING,3.0,NM_001144288.2,FBgn0035092,Dmel_CG3441,2R,NT_033778.4,25032377,25040377,plus,3.0,NP_001137760.1,"APK,CG3441,Dmel\CG3441,IPNa,IPNamide,MTY-amide,MTYa,MTYamide,NPLP-1,nplp1,NPLP1,VQQ"
LOC38004,gsb-n,gooseberry-neuro,PROTEIN_CODING,1.0,NM_079138.2,FBgn0001147,Dmel_CG2692,2R,NT_033778.4,25040383,25052331,minus,1.0,NP_523862.1,"BSH-4,BSH4,CG2692,Dmel\CG2692,gsb,Gsb-n,GSB-N,gsb-neuro,gsb-p,Gsb-p,gsbn,gsbN,Gsbn,GsbN,gsbp"
LOC38005,gsb,gooseberry,PROTEIN_CODING,1.0,NM_079139.4,FBgn0001148,Dmel_CG3388,2R,NT_033778.4,25061964,25064643,plus,1.0,NP_523863.1,"BSH-9,BSH9,BSH9c2,CG3388,Dmel\CG3388,Gsb,gsb-2,gsb-d,Gsb-d,GSB-D,gsb-distal,gsbBSH9,gsbd,l(2)01155,l(2)gsb"
LOC38006,gol,goliath,PROTEIN_CODING,4.0,NM_001169829.3,FBgn0004919,Dmel_CG2679,2R,NT_033778.4,25072627,25084347,minus,4.0,NP_001163300.1,"anon-G1,CG2679,dgol,Dmel\CG2679,g1,Gol,meso"
LOC38007,lov,jim lovell,PROTEIN_CODING,5.0,NM_138150.4,FBgn0266129,Dmel_CG16778,2R,NT_033778.4,25085780,25139627,minus,5.0,NP_611994.3,"091y,91Y,anon-G2,BTB-III,BtbIII,CG16778,CG2672,Dmel\CG16778,dTKR,g2,Lov,tkr,Tkr,TKR"
LOC38009,Ebp,Ejaculatory bulb protein,PROTEIN_CODING,2.0,NM_001274249.1,FBgn0004181,Dmel_CG2668,2R,NT_033778.4,25175126,25176715,minus,2.0,NP_001261178.1,"anon-WO0140519.140,BcDNA:GH06048,CG2668,Dmel\CG2668,EBP,P38,peb,Peb,PEB,PEB-me,PEBme"
LOC38011,CG9380,uncharacterized protein,PROTEIN_CODING,4.0,NM_001043106.2,FBgn0035094,Dmel_CG9380,2R,NT_033778.4,25183628,25255318,minus,4.0,NP_001036571.2,Dmel\CG9380
LOC38012,Kr,Kruppel,PROTEIN_CODING,2.0,NM_001274252.1,FBgn0001325,Dmel_CG3340,2R,NT_033778.4,25226611,25231394,plus,2.0,NP_001261181.1,"CG3340,Dm-Kr,Dmel\CG3340,If,kr,KR,Kru"
LOC38013,mthl8,methuselah-like 8,PROTEIN_CODING,2.0,NM_001274253.1,FBgn0052475,Dmel_CG32475,3L,NT_037436.4,22428,26308,plus,2.0,NP_001261182.1,"anon-WO0170980.145,anon-WO0170980.146,CG11869,CG13406,CG32475,Dmel\CG32475,Mth-8,mthl-8,Mthl8"
LOC38015,Lsp1gamma,Larval serum protein 1 gamma,PROTEIN_CODING,1.0,NM_079144.5,FBgn0002564,Dmel_CG6821,3L,NT_037436.4,66430,68995,plus,1.0,NP_523868.1,"CG6821,DmeLSP1g,Dmel\CG6821,LSP 1,LSP-1,LSP-1 gamma,Lsp-1gamma,LSP-1gamma,Lsp1,LSP1,Lsp1 gamma,Lsp1-gamma,lsp1g,Lsp1gama,Lsp1[gamma]"
LOC38016,CG13405,uncharacterized protein,PROTEIN_CODING,2.0,NM_001259593.2,FBgn0035097,Dmel_CG13405,3L,NT_037436.4,73945,75332,minus,2.0,NP_001246522.1,"BcDNA:AT11049,Dmel\CG13405"
LOC38017,Pdk1,Phosphoinositide-dependent kinase 1,PROTEIN_CODING,9.0,NM_001274254.1,FBgn0020386,Dmel_CG1210,3L,NT_037436.4,129450,145895,plus,9.0,NP_001261183.1,"1210,CG1201,CG1210,Dmel\CG1210,dPDK,dPDK-1,dPdk1,dPDK1,dSTPK61,Dstpk61,DSTPK61,PDK,PDK-1,pdk1,PDK1,PDK1/Pk61C,pdpk1,Pdpk1,pk61c,Pk61C,PK61C,Pk61c/PDK1,Pk61C/PDK1"
LOC38019,CG6845,uncharacterized protein,PROTEIN_CODING,3.0,NM_138156.5,FBgn0035099,Dmel_CG6845,3L,NT_037436.4,146433,149056,plus,3.0,NP_612000.3,"BEST:LD22345,Dmel\CG6845"
LOC38020,Dic61B,Dynein intermediate chain at 61B,PROTEIN_CODING,2.0,NM_167796.3,FBgn0263988,Dmel_CG7051,3L,NT_037436.4,149679,152589,minus,2.0,NP_728477.1,"CG7051,Dmel\CG7051,ms,ms(3)21"
LOC38021,p130CAS,p130CAS,PROTEIN_CODING,5.0,NM_001103986.3,FBgn0035101,Dmel_CG1212,3L,NT_037436.4,152884,174517,plus,5.0,NP_001097456.2,"CG1212,CT1293,Dcas,DCas,Dmel\CG1212,p130cas,p130Cas"
LOC38022,CG7049,uncharacterized protein,PROTEIN_CODING,1.0,NM_138159.4,FBgn0035102,Dmel_CG7049,3L,NT_037436.4,175112,176228,minus,1.0,NP_612003.1,Dmel\CG7049
LOC38023,Vdup1,Vitamin D[[3]] up-regulated protein 1,PROTEIN_CODING,5.0,NM_001169832.2,FBgn0035103,Dmel_CG7047,3L,NT_037436.4,176306,178963,minus,5.0,NP_001163303.1,"CG7047,Dmel\CG7047,dvdup1,TXNIP,vdup1,VDUP1"
LOC38024,CG13875,uncharacterized protein,PROTEIN_CODING,2.0,NM_138161.2,FBgn0035104,Dmel_CG13875,3L,NT_037436.4,179923,182535,plus,2.0,NP_612005.1,"Dmel\CG13875,RE30146P"
LOC38026,Mtch,Mitochondrial carrier homolog 1,PROTEIN_CODING,6.0,NM_079145.4,FBgn0027786,Dmel_CG6851,3L,NT_037436.4,184626,186310,plus,6.0,NP_523869.1,"CG6851,Dmel\CG6851"
LOC38027,rno,rhinoceros,PROTEIN_CODING,3.0,NM_206222.3,FBgn0035106,Dmel_CG7036,3L,NT_037436.4,187207,199762,minus,3.0,NP_995944.1,"CG7036,Dmel\CG7036"
LOC38028,mri,mrityu,PROTEIN_CODING,3.0,NM_167801.3,FBgn0035107,Dmel_CG1216,3L,NT_037436.4,200174,202152,plus,3.0,NP_728484.1,"CG1216,Dmel\CG1216,Mri"
LOC38029,NitFhit,Nitrilase and fragile histidine triad fusion protein,PROTEIN_CODING,1.0,NM_080383.4,FBgn0024945,Dmel_CG7067,3L,NT_037436.4,203730,205309,plus,1.0,NP_525122.1,"CG7067,Dmel\CG7067"
LOC38031,CG13876,uncharacterized protein,PROTEIN_CODING,1.0,NM_138165.2,FBgn0035109,Dmel_CG13876,3L,NT_037436.4,206134,207527,plus,1.0,NP_612009.1,Dmel\CG13876
LOC38032,Prp4k,Pre-mRNA processing factor 4 kinase,PROTEIN_CODING,5.0,NM_001299955.1,FBgn0027587,Dmel_CG7028,3L,NT_037436.4,207184,211457,minus,5.0,NP_001286884.1,"BcDNA:GH04978,CG7028,Dmel\CG7028,prp4,PRP4,PRP4K"
LOC38033,thoc7,thoc7,PROTEIN_CODING,2.0,NM_167804.2,FBgn0035110,Dmel_CG17143,3L,NT_037436.4,211636,212687,minus,2.0,NP_728489.2,"CG17143,Dmel\CG17143,Thoc7,THOC7"
LOC38034,Dis3l2,Dis3 like 3'-5' exoribonuclease 2,PROTEIN_CODING,2.0,NM_167805.2,FBgn0035111,Dmel_CG16940,3L,NT_037436.4,212709,216479,plus,2.0,NP_728490.1,"CG16940,dis3L2,Dis3L2,dmdis3l2,dmDis3l2,Dmel\CG16940"
LOC38036,CG13877,uncharacterized protein,PROTEIN_CODING,2.0,NM_138170.4,FBgn0035112,Dmel_CG13877,3L,NT_037436.4,218068,218663,plus,2.0,NP_612014.2,Dmel\CG13877
LOC38037,pyx,pyrexia,PROTEIN_CODING,2.0,NM_138171.2,FBgn0035113,Dmel_CG17142,3L,NT_037436.4,217932,223069,minus,2.0,NP_612015.1,"CG17142,CT33412,Dmel\CG17142,dTRPA2,Pyrexia,pyrx,Pyx,trpA2"
LOC38044,wac,wee Augmin,PROTEIN_CODING,3.0,NM_001274265.1,FBgn0035120,Dmel_CG13879,3L,NT_037436.4,258176,259097,plus,3.0,NP_001261194.1,"CG13879,Dgt8,Dmel\CG13879,Wac,was"
LOC38045,Tudor-SN,Tudor staphylococcal nuclease,PROTEIN_CODING,2.0,NM_001274266.1,FBgn0035121,Dmel_CG7008,3L,NT_037436.4,259043,264380,minus,2.0,NP_001261195.1,"CG7008,Dmel\CG7008,dP100,p100,SND1,Tsn,TSN,TSN-1,tudor-SN,TUDOR-SN"
LOC38046,mRpL17,mitochondrial ribosomal protein L17,PROTEIN_CODING,2.0,NM_001274267.1,FBgn0035122,Dmel_CG13880,3L,NT_037436.4,264779,265932,plus,2.0,NP_001261196.1,"BcDNA:RE43278,CG13880,Dmel\CG13880,L17,mrpL17,mRPL17"
LOC38047,miple1,midkine and pleiotrophin 1,PROTEIN_CODING,3.0,NM_138178.3,FBgn0027111,Dmel_CG1221,3L,NT_037436.4,267299,270336,plus,3.0,NP_612022.1,"anon-EST:Posey203,CG1221,Dmel\CG1221,miple,Miple"
LOC38049,ttm2,tiny tim 2,PROTEIN_CODING,1.0,NM_138179.3,FBgn0035124,Dmel_CG12313,3L,NT_037436.4,275155,276667,plus,1.0,NP_612023.1,"20130405,CG12313,Dmel\CG12313"
LOC38050,RhoGEF3,Rho guanine nucleotide exchange factor 3,PROTEIN_CODING,12.0,NM_138180.4,FBgn0264707,Dmel_CG43976,3L,NT_037436.4,277437,305292,plus,12.0,NP_612024.4,"CG1225,CG13881,CG13882,CG13883,CG42377,CG42378,CG43976,Dmel\CG43976,DrhoGEF3,RhoGEF,rhoGEF3"
LOC38055,Atac3,Ada2a-containing complex component 3,PROTEIN_CODING,4.0,NM_001259602.2,FBgn0052343,Dmel_CG32343,3L,NT_037436.4,324985,327992,minus,4.0,NP_001246531.1,"CG32343,cg6994,CG6994,dAtac3,dATAC3,Dmel\CG32343"
LOC38056,mthl9,methuselah-like 9,PROTEIN_CODING,1.0,NM_138185.4,FBgn0035131,Dmel_CG17084,3L,NT_037436.4,329822,332309,minus,1.0,NP_612029.1,"anon-WO0170980.163,anon-WO0170980.164,CG17084,Dmel\CG17084,Mth-9,Mthl9"
LOC38057,mthl10,methuselah-like 10,PROTEIN_CODING,7.0,NM_176268.3,FBgn0035132,Dmel_CG17061,3L,NT_037436.4,332801,342915,minus,7.0,NP_788446.2,"anon-WO0170980.166,anon-WO0170980.167,CG17061,Dmel\CG17061,mth2,mthl-10,Mthl10"
LOC38058,mth,methuselah,PROTEIN_CODING,3.0,NM_167829.3,FBgn0023000,Dmel_CG6936,3L,NT_037436.4,343378,346957,minus,3.0,NP_728521.1,"CG6936,Dmel\CG6936,Mth,MTH"
LOC38059,Ptpmeg,Protein tyrosine phosphatase Meg,PROTEIN_CODING,5.0,NM_167831.3,FBgn0261985,Dmel_CG1228,3L,NT_037436.4,328097,356050,plus,5.0,NP_728523.2,"anon-WO0118547.211,CG1228,dMEG1,Dmel\CG1228,dptpmeg,dPtpmeg,Meg,MEG1,ptmpeg,PTP-meg,ptpmeg,PTPMEG,scc"
LOC38060,CG1231,uncharacterized protein,PROTEIN_CODING,1.0,NM_138188.1,FBgn0035134,Dmel_CG1231,3L,NT_037436.4,356422,357664,plus,1.0,NP_612032.1,Dmel\CG1231
LOC38062,Cdc5,Cell division cycle 5,PROTEIN_CODING,2.0,NM_138189.3,FBgn0265574,Dmel_CG6905,3L,NT_037436.4,357851,361383,minus,2.0,NP_612033.1,"cdc5,cdc5-like,Cdc5Dm,cef1,CG6905,Dmel\CG6905"
LOC38063,CG1233,uncharacterized protein,PROTEIN_CODING,2.0,NM_138190.2,FBgn0035137,Dmel_CG1233,3L,NT_037436.4,361472,365681,plus,2.0,NP_612034.1,Dmel\CG1233
LOC38064,CG13884,uncharacterized protein,PROTEIN_CODING,1.0,NM_138191.3,FBgn0035138,Dmel_CG13884,3L,NT_037436.4,365664,366437,minus,1.0,NP_612035.1,"BcDNA:AT18596,Dmel\CG13884"
LOC38065,trh,trachealess,PROTEIN_CODING,7.0,NM_001274278.1,FBgn0262139,Dmel_CG42865,3L,NT_037436.4,366524,392633,minus,7.0,NP_001261207.1,"3.1,bHLHe13,BP1081,CG13885,CG42865,CG6883,Dmel\CG42865,DMU42699,HDC07747,l(3)10512,Trh,TRH"
LOC38066,CG13891,uncharacterized protein,PROTEIN_CODING,1.0,NM_138192.2,FBgn0035139,Dmel_CG13891,3L,NT_037436.4,433146,433906,minus,1.0,NP_612036.1,Dmel\CG13891
LOC38067,klar,klarsicht,PROTEIN_CODING,9.0,NM_001274282.2,FBgn0001316,Dmel_CG17046,3L,NT_037436.4,434083,540614,minus,9.0,NP_001261211.1,"CG17046,Dmel\CG17046,Klar,kls,marb"
LOC38068,BORCS6,BLOC-1 related complex subunit 6,PROTEIN_CODING,2.0,NM_138193.2,FBgn0035140,Dmel_CG17180,3L,NT_037436.4,540851,542147,plus,2.0,NP_612037.1,"CG17180,Dmel\CG17180"
LOC38069,Cypl,Cyclophilin-like,PROTEIN_CODING,1.0,NM_079150.4,FBgn0035141,Dmel_CG13892,3L,NT_037436.4,542122,542931,minus,1.0,NP_523874.1,"CG13892,cycl,cypl,Dmel\CG13892"
LOC38070,Hipk,Homeodomain interacting protein kinase,PROTEIN_CODING,4.0,NM_001382035.1,FBgn0035142,Dmel_CG17090,3L,NT_037436.4,543060,581099,plus,4.0,NP_001369036.1,"CG17090,dhipk2,DHIPK2,Dmel\CG17090,hipk,hipK,HIPK,HIPK2"
LOC38071,Ppm1,Ppm1,PROTEIN_CODING,1.0,NM_138195.2,FBgn0035143,Dmel_CG12169,3L,NT_037436.4,581337,582810,plus,1.0,NP_612039.1,"CG12169,Dmel\CG12169,dPPM1,PP2C,PPM1"
LOC38072,Kah,Kahuli,PROTEIN_CODING,1.0,NM_138196.3,FBgn0035144,Dmel_CG17181,3L,NT_037436.4,582824,589274,minus,1.0,NP_612040.1,"CG17181,Dmel\CG17181,kah"
LOC38073,MED14,Mediator complex subunit 14,PROTEIN_CODING,2.0,NM_167835.2,FBgn0035145,Dmel_CG12031,3L,NT_037436.4,593246,599239,plus,2.0,NP_728534.2,"CG12031,Dmel\CG12031,dTRAP170,Med14,p160,Trap170"
LOC38074,CG13893,uncharacterized protein,PROTEIN_CODING,1.0,NM_138198.4,FBgn0035146,Dmel_CG13893,3L,NT_037436.4,599094,604008,minus,1.0,NP_612042.3,Dmel\CG13893
LOC38075,Reg-2,Rhythmically expressed gene 2,PROTEIN_CODING,1.0,NM_138199.3,FBgn0016715,Dmel_CG3200,3L,NT_037436.4,605165,606569,minus,1.0,NP_612043.1,"21483246,CG3200,Dmel\CG3200,Dreg-2"
LOC38076,Gale,UDP-galactose 4'-epimerase,PROTEIN_CODING,2.0,NM_138200.4,FBgn0035147,Dmel_CG12030,3L,NT_037436.4,648555,651311,plus,2.0,NP_612044.1,"CG12030,dGALE,Dmel\CG12030,GALE"
LOC38077,CG3402,uncharacterized protein,PROTEIN_CODING,1.0,NM_138201.4,FBgn0035148,Dmel_CG3402,3L,NT_037436.4,651542,652881,minus,1.0,NP_612045.1,"BcDNA:LD06317,Dmel\CG3402"
LOC38078,MED30,Mediator complex subunit 30,PROTEIN_CODING,1.0,NM_138202.4,FBgn0035149,Dmel_CG17183,3L,NT_037436.4,652987,654089,minus,1.0,NP_612046.1,"CG17183,dMED20,Dmel\CG17183,dTRAP25,Med11/TRAP25,Med20,med30,Med30,Trap25"
LOC38079,Rev1,DNA polymerase Rev1,PROTEIN_CODING,1.0,NM_138203.3,FBgn0035150,Dmel_CG12189,3L,NT_037436.4,654363,657971,plus,1.0,NP_612047.1,"AAF47401,CG12189,Dmel\CG12189,DmRev1,DmREV1,drev1,dRev1,dREV1,rev1,REV1"
LOC38080,CG17129,uncharacterized protein,PROTEIN_CODING,3.0,NM_138204.4,FBgn0035151,Dmel_CG17129,3L,NT_037436.4,677879,680326,minus,3.0,NP_612048.2,Dmel\CG17129
LOC38081,CG3386,uncharacterized protein,PROTEIN_CODING,4.0,NM_001274288.1,FBgn0035152,Dmel_CG3386,3L,NT_037436.4,680436,682470,minus,4.0,NP_001261217.1,Dmel\CG3386
